active_measurements,active_no_signal,all_cleared,bracket_cut_inconsistencies,bracket_measurements,bracket_optical_success,bracket_optical_trials,bracket_pair_cuts,case_id,category,certified_clears,certified_range_scan_skips,clear_calls,cleared,commands,completion_proxy_weight,configured_angle_schedule,configured_probe_angle_deg,coupled_dispatch_model,coupled_route_plans,cpu_s,discovered_channels,dispatch_implementation,early_optical_success,early_optical_trials,expanded_sensing_candidates,failure,fixed_scan_order,forced_continuations,historical_anchor_mode,historical_cache_evictions,historical_inconsistent_cuts,historical_negative_limit,historical_pair_checks,historical_pair_cuts,historical_pair_updates,inconsistent_updates,inferred_negative_memory_updates,interrupted_channels,joint_route_solves,known_upper_bound_skips,maximum_source_primary_rf,maximum_source_rounds,measurements,method,missed_channels,move_m,optical_fallback_calls,optical_local_move_saved_m,optical_max_cover_radius,optical_position_adjustments,outer_priority_used,packet_fallbacks,per_source_s,policy_cleared_channels,probe_angle_cap_deg,problem,seed,service_entry_weight,shared_known_measurements,shared_negative_cooldown_skips,skipped_precise_measurements,source_interruptions,source_packets,sources,split,stations_visited,stop_reason,switches,total_virtual_s,transverse_target_m,transverse_width_rule,uniform_area_ranking_prior,wall_s
8,0,True,0,8,1,3,0,edge__adversarial-negative__67,edge__adversarial-negative,9,30,12,10,324,,bounded_transverse_width,,arc,40,0.04793899999999951,10,cached_distance_prefix_sum,0,0,,,False,0,ends,0,0,8,707,2,1,0,30,2,0,0,2,2,310,history_arc8_width015,[],21223.36023938643,0,,0.0,,False,0,614.1672048,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,0.5,6,3,2,2,18,10,ordinary,22,full_coverage_and_all_discovered_cleared,291,6141.672048,40.0,constant,,0.04797941696597263
12,1,True,0,12,0,2,0,edge__adversarial-negative__67,edge__adversarial-negative,10,47,12,10,335,,bounded_transverse_width,,locked,43,0.034075999999998885,10,cached_distance_prefix_sum,0,0,,,True,0,,,,,,,,0,47,4,0,0,4,3,321,fast_locked_width015,[],20472.269634611894,0,,0.0,,False,0,605.3453923,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,1.0,9,5,19,4,21,10,ordinary,22,full_coverage_and_all_discovered_cleared,298,6053.453923,40.0,constant,,0.03413162496872246
12,1,True,0,12,0,2,0,edge__adversarial-negative__67,edge__adversarial-negative,10,47,12,10,335,,bounded_transverse_width,,locked,43,0.04758299999999949,10,cached_distance_prefix_sum,0,0,,,True,0,ends,0,0,8,1057,0,0,0,47,4,0,0,4,3,321,history_locked8_width015,[],20472.269634611894,0,,0.0,,False,0,605.3453923,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,1.0,9,5,19,4,21,10,ordinary,22,full_coverage_and_all_discovered_cleared,298,6053.453923,40.0,constant,,0.04762591701000929
21,3,True,0,21,1,3,0,edge__adversarial-negative__68,edge__adversarial-negative,14,3,17,15,306,,bounded_transverse_width,,base,0,0.04569000000000045,15,,0,0,,,False,0,,,,,,,,0,3,7,55,0,3,3,287,range_width015,[],24636.097056889415,0,,0.0,,False,0,447.1479608,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,1.0,17,5,4,7,33,15,ordinary,22,full_coverage_and_all_discovered_cleared,264,6707.219412,40.0,constant,,0.045933457964565605
21,3,True,0,21,1,3,0,edge__adversarial-negative__68,edge__adversarial-negative,14,3,17,15,306,,bounded_transverse_width,,base,0,0.059436999999999074,15,,0,0,,,False,0,recent,0,0,8,1156,1,1,0,3,7,55,0,3,3,287,history_recent8_width015,[],24636.090808460183,0,,0.0,,False,0,447.1478775333333,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,1.0,17,5,4,7,33,15,ordinary,22,full_coverage_and_all_discovered_cleared,264,6707.218163,40.0,constant,,0.059493042004760355
21,3,True,0,21,1,3,0,edge__adversarial-negative__68,edge__adversarial-negative,14,3,17,15,306,,bounded_transverse_width,,base,0,0.054831000000000074,15,,0,0,,,False,0,first,0,0,8,1156,1,1,0,3,7,55,0,3,3,287,history_first8_width015,[],24636.090808460183,0,,0.0,,False,0,447.1478775333333,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,1.0,17,5,4,7,33,15,ordinary,22,full_coverage_and_all_discovered_cleared,264,6707.218163,40.0,constant,,0.05487312498735264
21,3,True,0,21,1,3,0,edge__adversarial-negative__68,edge__adversarial-negative,14,3,17,15,306,,bounded_transverse_width,,base,0,0.05084599999999995,15,,0,0,,,False,0,ends,0,0,4,517,0,0,0,3,7,55,0,3,3,287,history_ends4_width015,[],24636.097056889415,0,,0.0,,False,0,447.1479608,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,1.0,17,5,4,7,33,15,ordinary,22,full_coverage_and_all_discovered_cleared,264,6707.219412,40.0,constant,,0.05090925004333258
21,3,True,0,21,1,3,0,edge__adversarial-negative__68,edge__adversarial-negative,14,3,17,15,306,,bounded_transverse_width,,base,0,0.0639959999999995,15,,0,0,,,False,0,ends,0,0,8,1901,1,1,0,3,7,55,0,3,3,287,history_ends8_width015,[],24636.090808460183,0,,0.0,,False,0,447.1478775333333,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,1.0,17,5,4,7,33,15,ordinary,22,full_coverage_and_all_discovered_cleared,264,6707.218163,40.0,constant,,0.06405366701073945
21,3,True,0,21,1,3,0,edge__adversarial-negative__68,edge__adversarial-negative,14,3,17,15,306,,bounded_transverse_width,,base,0,0.08605100000000121,15,,0,0,,,False,0,ends,0,0,16,4003,2,1,0,3,7,55,0,3,3,287,history_ends16_width015,[],24631.789439286164,0,,0.0,,False,0,447.0905259333333,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,1.0,17,5,4,7,33,15,ordinary,22,full_coverage_and_all_discovered_cleared,264,6706.357889,40.0,constant,,0.08636225003283471
17,1,True,0,17,3,5,0,edge__adversarial-negative__68,edge__adversarial-negative,12,4,17,15,305,,bounded_transverse_width,,arc,53,0.046563000000002575,15,cached_distance_prefix_sum,0,0,,,False,0,,,,,,,,0,4,7,0,0,3,2,286,fast_arc05_width015,[],22365.434472438075,0,,0.0,,False,0,416.4724598666666,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,0.5,15,2,1,7,31,15,ordinary,22,full_coverage_and_all_discovered_cleared,263,6247.086898,40.0,constant,,0.0466089160181582
19,1,True,0,19,2,4,0,edge__adversarial-negative__68,edge__adversarial-negative,13,4,17,15,309,,bounded_transverse_width,,arc,55,0.06869199999999864,15,cached_distance_prefix_sum,0,0,,,False,0,ends,0,0,8,1843,3,1,0,4,7,0,0,3,2,290,history_arc8_width015,[],22227.189740132468,0,,0.0,,False,0,416.0958636,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,0.5,17,3,1,7,33,15,ordinary,22,full_coverage_and_all_discovered_cleared,265,6241.437954,40.0,constant,,0.06877437501680106
18,3,True,0,18,1,2,0,edge__adversarial-negative__68,edge__adversarial-negative,14,41,16,15,285,,bounded_transverse_width,,locked,52,0.05087599999999881,15,cached_distance_prefix_sum,0,0,,,True,0,,,,,,,,0,41,6,0,0,5,4,267,fast_locked_width015,[],21940.732505837037,0,,0.0,,False,0,402.8764332,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,1.0,13,7,27,7,30,15,ordinary,22,full_coverage_and_all_discovered_cleared,242,6043.146498,40.0,constant,,0.05095995799638331
21,5,True,0,21,1,2,1,edge__adversarial-negative__68,edge__adversarial-negative,14,41,16,15,288,,bounded_transverse_width,,locked,54,0.06979700000000122,15,cached_distance_prefix_sum,0,0,,,True,0,ends,0,0,8,1593,5,3,0,41,6,0,0,5,4,270,history_locked8_width015,[],21541.644810435893,0,,0.0,,False,0,398.6885972666667,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,1.0,13,18,14,7,32,15,ordinary,22,full_coverage_and_all_discovered_cleared,244,5980.328959,40.0,constant,,0.06982954201521352
12,2,True,0,12,4,6,0,edge__adversarial-negative__69,edge__adversarial-negative,11,27,17,15,283,,bounded_transverse_width,,base,0,0.0389879999999998,15,,0,0,,,False,0,,,,,,,,0,27,3,47,0,4,3,264,range_width015,[],23157.680623448807,0,,0.0,,False,0,418.3690747333333,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,1.0,11,3,16,3,25,15,ordinary,22,full_coverage_and_all_discovered_cleared,243,6275.536121,40.0,constant,,0.03904108301503584
12,2,True,0,12,4,6,0,edge__adversarial-negative__69,edge__adversarial-negative,11,27,17,15,283,,bounded_transverse_width,,base,0,0.05159499999999895,15,,0,0,,,False,0,recent,0,0,8,890,0,0,0,27,3,47,0,4,3,264,history_recent8_width015,[],23157.680623448807,0,,0.0,,False,0,418.3690747333333,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,1.0,11,3,16,3,25,15,ordinary,22,full_coverage_and_all_discovered_cleared,243,6275.536121,40.0,constant,,0.05163170798914507
12,2,True,0,12,4,6,0,edge__adversarial-negative__69,edge__adversarial-negative,11,27,17,15,283,,bounded_transverse_width,,base,0,0.04751600000000167,15,,0,0,,,False,0,first,0,0,8,890,0,0,0,27,3,47,0,4,3,264,history_first8_width015,[],23157.680623448807,0,,0.0,,False,0,418.3690747333333,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,1.0,11,3,16,3,25,15,ordinary,22,full_coverage_and_all_discovered_cleared,243,6275.536121,40.0,constant,,0.047533667006064206
12,2,True,0,12,4,6,0,edge__adversarial-negative__69,edge__adversarial-negative,11,27,17,15,283,,bounded_transverse_width,,base,0,0.04521700000000095,15,,0,0,,,False,0,ends,0,0,4,423,0,0,0,27,3,47,0,4,3,264,history_ends4_width015,[],23157.680623448807,0,,0.0,,False,0,418.3690747333333,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,1.0,11,3,16,3,25,15,ordinary,22,full_coverage_and_all_discovered_cleared,243,6275.536121,40.0,constant,,0.04528024996398017
12,2,True,0,12,4,6,0,edge__adversarial-negative__69,edge__adversarial-negative,11,27,17,15,283,,bounded_transverse_width,,base,0,0.05470799999999798,15,,0,0,,,False,0,ends,0,0,8,1472,0,0,0,27,3,47,0,4,3,264,history_ends8_width015,[],23157.680623448807,0,,0.0,,False,0,418.3690747333333,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,1.0,11,3,16,3,25,15,ordinary,22,full_coverage_and_all_discovered_cleared,243,6275.536121,40.0,constant,,0.05474937503458932
12,2,True,0,12,4,6,0,edge__adversarial-negative__69,edge__adversarial-negative,11,27,17,15,283,,bounded_transverse_width,,base,0,0.06761599999999746,15,,0,0,,,False,0,ends,0,0,16,2938,0,0,0,27,3,47,0,4,3,264,history_ends16_width015,[],23157.680623448807,0,,0.0,,False,0,418.3690747333333,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,1.0,11,3,16,3,25,15,ordinary,22,full_coverage_and_all_discovered_cleared,243,6275.536121,40.0,constant,,0.06767479097470641
21,2,True,0,21,6,6,0,edge__adversarial-negative__69,edge__adversarial-negative,9,6,15,15,295,,bounded_transverse_width,,arc,56,0.05328500000000247,15,cached_distance_prefix_sum,0,0,,,False,0,,,,,,,,0,6,9,0,0,5,3,278,fast_arc05_width015,[],23166.869810432196,0,,0.0,,False,0,423.2915972,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,0.5,10,2,22,9,34,15,ordinary,22,full_coverage_and_all_discovered_cleared,251,6349.373958,40.0,constant,,0.053386916988529265
21,2,True,0,21,6,6,0,edge__adversarial-negative__69,edge__adversarial-negative,9,6,15,15,295,,bounded_transverse_width,,arc,56,0.06972400000000079,15,cached_distance_prefix_sum,0,0,,,False,0,ends,0,0,8,1499,0,0,0,6,9,0,0,5,3,278,history_arc8_width015,[],23166.869810432196,0,,0.0,,False,0,423.2915972,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,0.5,10,2,22,9,34,15,ordinary,22,full_coverage_and_all_discovered_cleared,251,6349.373958,40.0,constant,,0.0697868749848567
10,1,True,0,10,2,3,0,edge__adversarial-negative__69,edge__adversarial-negative,13,65,16,15,259,,bounded_transverse_width,,locked,46,0.04796299999999576,15,cached_distance_prefix_sum,0,0,,,True,0,,,,,,,,0,65,3,0,0,3,2,241,fast_locked_width015,[],20642.34363802817,0,,0.0,,False,0,375.29791513333333,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,1.0,19,8,30,3,24,15,ordinary,22,full_coverage_and_all_discovered_cleared,218,5629.468727,40.0,constant,,0.04803308402188122
10,1,True,0,10,2,3,0,edge__adversarial-negative__69,edge__adversarial-negative,13,65,16,15,259,,bounded_transverse_width,,locked,46,0.06039899999999676,15,cached_distance_prefix_sum,0,0,,,True,0,ends,0,0,8,1229,0,0,0,65,3,0,0,3,2,241,history_locked8_width015,[],20642.34363802817,0,,0.0,,False,0,375.29791513333333,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,1.0,19,8,30,3,24,15,ordinary,22,full_coverage_and_all_discovered_cleared,218,5629.468727,40.0,constant,,0.06041987496428192
10,1,True,0,10,2,3,0,edge__adversarial-negative__70,edge__adversarial-negative,8,0,11,10,332,,bounded_transverse_width,,base,0,0.027402999999999622,10,,0,0,,,False,0,,,,,,,,0,0,4,41,0,3,3,319,range_width015,[],21848.35446241511,0,,0.0,,False,0,631.5670893,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,1.0,1,0,4,4,19,10,ordinary,22,full_coverage_and_all_discovered_cleared,298,6315.670893,40.0,constant,,0.027403792017139494
12,1,True,0,12,1,4,0,edge__adversarial-negative__70,edge__adversarial-negative,9,0,13,10,336,,bounded_transverse_width,,base,0,0.03954600000000141,10,,0,0,,,False,0,recent,0,0,8,637,2,1,0,0,2,43,0,3,3,321,history_recent8_width015,[],20217.36723668462,0,,0.0,,False,0,600.6473447999999,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,1.0,8,1,4,2,21,10,ordinary,22,full_coverage_and_all_discovered_cleared,299,6006.473448,40.0,constant,,0.039598041970748454
12,1,True,0,12,1,4,0,edge__adversarial-negative__70,edge__adversarial-negative,9,0,13,10,336,,bounded_transverse_width,,base,0,0.03710399999999936,10,,0,0,,,False,0,first,0,0,8,637,2,1,0,0,2,43,0,3,3,321,history_first8_width015,[],20217.36723668462,0,,0.0,,False,0,600.6473447999999,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,1.0,8,1,4,2,21,10,ordinary,22,full_coverage_and_all_discovered_cleared,299,6006.473448,40.0,constant,,0.03711933398153633
10,1,True,0,10,2,3,0,edge__adversarial-negative__70,edge__adversarial-negative,8,0,11,10,332,,bounded_transverse_width,,base,0,0.031517000000000905,10,,0,0,,,False,0,ends,0,0,4,251,0,0,0,0,4,41,0,3,3,319,history_ends4_width015,[],21848.35446241511,0,,0.0,,False,0,631.5670893,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,1.0,1,0,4,4,19,10,ordinary,22,full_coverage_and_all_discovered_cleared,298,6315.670893,40.0,constant,,0.03157662495505065
12,1,True,0,12,1,4,0,edge__adversarial-negative__70,edge__adversarial-negative,9,0,13,10,336,,bounded_transverse_width,,base,0,0.04256000000000171,10,,0,0,,,False,0,ends,0,0,8,1074,2,1,0,0,2,43,0,3,3,321,history_ends8_width015,[],20217.36723668462,0,,0.0,,False,0,600.6473447999999,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,1.0,8,1,4,2,21,10,ordinary,22,full_coverage_and_all_discovered_cleared,299,6006.473448,40.0,constant,,0.04257583396974951
12,1,True,0,12,1,4,0,edge__adversarial-negative__70,edge__adversarial-negative,9,0,13,10,336,,bounded_transverse_width,,base,0,0.04552200000000539,10,,0,0,,,False,0,ends,0,0,16,1273,2,1,0,0,2,43,0,3,3,321,history_ends16_width015,[],20217.36723668462,0,,0.0,,False,0,600.6473447999999,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,1.0,8,1,4,2,21,10,ordinary,22,full_coverage_and_all_discovered_cleared,299,6006.473448,40.0,constant,,0.045582624967209995
20,4,True,0,20,1,5,1,edge__adversarial-negative__70,edge__adversarial-negative,9,0,14,10,346,,bounded_transverse_width,,arc,49,0.037385000000000446,10,cached_distance_prefix_sum,0,0,,,False,0,,,,,,,,0,0,4,0,0,4,3,330,fast_arc05_width015,[],19798.655505703966,0,,0.0,,False,0,597.9731101,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,0.5,10,2,0,4,27,10,ordinary,22,full_coverage_and_all_discovered_cleared,308,5979.731101,40.0,constant,,0.03743024996947497
17,1,True,0,17,1,5,0,edge__adversarial-negative__70,edge__adversarial-negative,9,0,14,10,341,,bounded_transverse_width,,arc,48,0.04996699999999521,10,cached_distance_prefix_sum,0,0,,,False,0,ends,0,0,8,1284,2,1,0,0,4,0,0,3,3,325,history_arc8_width015,[],19440.291776854756,0,,0.0,,False,0,587.9058358,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,0.5,8,1,0,4,26,10,ordinary,22,full_coverage_and_all_discovered_cleared,304,5879.058358,40.0,constant,,0.049992999993264675
8,1,True,0,8,1,3,0,edge__adversarial-negative__70,edge__adversarial-negative,9,52,12,10,345,,bounded_transverse_width,,locked,39,0.034542999999999324,10,cached_distance_prefix_sum,0,0,,,True,0,,,,,,,,0,52,2,0,0,2,2,331,fast_locked_width015,[],20055.396444471105,0,,0.0,,False,0,603.2079291,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,1.0,4,9,0,2,17,10,ordinary,22,full_coverage_and_all_discovered_cleared,310,6032.079291,40.0,constant,,0.03458083403529599
8,1,True,0,8,1,3,0,edge__adversarial-negative__70,edge__adversarial-negative,9,52,12,10,345,,bounded_transverse_width,,locked,39,0.04489399999999932,10,cached_distance_prefix_sum,0,0,,,True,0,ends,0,0,8,777,0,0,0,52,2,0,0,2,2,331,history_locked8_width015,[],20055.396444471105,0,,0.0,,False,0,603.2079291,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,1.0,4,9,0,2,17,10,ordinary,22,full_coverage_and_all_discovered_cleared,310,6032.079291,40.0,constant,,0.04492779198335484
14,1,True,0,14,0,0,0,edge__adversarial-negative__71,edge__adversarial-negative,12,17,12,12,337,,bounded_transverse_width,,base,0,0.03363600000000133,12,,0,0,,,False,0,,,,,,,,0,17,0,47,0,3,3,323,range_width015,[],21787.248185217326,0,,0.0,,False,0,527.5374696666667,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,1.0,12,1,1,0,25,12,ordinary,22,full_coverage_and_all_discovered_cleared,298,6330.449636,40.0,constant,,0.0336527909967117
14,1,True,0,14,1,1,0,edge__adversarial-negative__71,edge__adversarial-negative,11,17,12,12,336,,bounded_transverse_width,,base,0,0.049063000000003854,12,,0,0,,,False,0,recent,0,0,8,1094,6,4,0,17,0,47,0,3,3,322,history_recent8_width015,[],21785.62124331264,0,,0.0,,False,0,526.9270205833333,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,1.0,11,3,1,0,25,12,ordinary,22,full_coverage_and_all_discovered_cleared,296,6323.124247,40.0,constant,,0.0490785829606466
14,1,True,0,14,1,1,0,edge__adversarial-negative__71,edge__adversarial-negative,11,17,12,12,336,,bounded_transverse_width,,base,0,0.04532999999999987,12,,0,0,,,False,0,first,0,0,8,1094,6,4,0,17,0,47,0,3,3,322,history_first8_width015,[],21785.62124331264,0,,0.0,,False,0,526.9270205833333,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,1.0,11,3,1,0,25,12,ordinary,22,full_coverage_and_all_discovered_cleared,296,6323.124247,40.0,constant,,0.04554666701005772
14,1,True,0,14,1,1,0,edge__adversarial-negative__71,edge__adversarial-negative,11,17,12,12,336,,bounded_transverse_width,,base,0,0.040945000000000675,12,,0,0,,,False,0,ends,0,0,4,458,4,3,0,17,0,47,0,3,3,322,history_ends4_width015,[],21785.62124331264,0,,0.0,,False,0,526.9270205833333,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,1.0,11,3,1,0,25,12,ordinary,22,full_coverage_and_all_discovered_cleared,296,6323.124247,40.0,constant,,0.041064292017836124
14,1,True,0,14,1,1,0,edge__adversarial-negative__71,edge__adversarial-negative,11,17,12,12,336,,bounded_transverse_width,,base,0,0.05303299999999922,12,,0,0,,,False,0,ends,0,0,8,1698,6,4,0,17,0,47,0,3,3,322,history_ends8_width015,[],21785.62124331264,0,,0.0,,False,0,526.9270205833333,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,1.0,11,3,1,0,25,12,ordinary,22,full_coverage_and_all_discovered_cleared,296,6323.124247,40.0,constant,,0.053044207976199687
14,1,True,0,14,1,1,0,edge__adversarial-negative__71,edge__adversarial-negative,11,17,12,12,336,,bounded_transverse_width,,base,0,0.06835799999999637,12,,0,0,,,False,0,ends,0,0,16,3561,9,7,0,17,0,47,0,3,3,322,history_ends16_width015,[],21785.621243312635,0,,0.0,,False,0,526.9270205833333,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,1.0,11,3,1,0,25,12,ordinary,22,full_coverage_and_all_discovered_cleared,296,6323.124247,40.0,constant,,0.06846837495686486
14,1,True,0,14,0,0,0,edge__adversarial-negative__71,edge__adversarial-negative,12,17,12,12,337,,bounded_transverse_width,,arc,47,0.03672199999999748,12,cached_distance_prefix_sum,0,0,,,False,0,,,,,,,,0,17,0,0,0,3,3,323,fast_arc05_width015,[],21787.248185217326,0,,0.0,,False,0,527.5374696666667,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,0.5,12,1,1,0,25,12,ordinary,22,full_coverage_and_all_discovered_cleared,298,6330.449636,40.0,constant,,0.03675225004553795
14,1,True,0,14,1,1,0,edge__adversarial-negative__71,edge__adversarial-negative,11,17,12,12,336,,bounded_transverse_width,,arc,47,0.05652400000000313,12,cached_distance_prefix_sum,0,0,,,False,0,ends,0,0,8,1698,6,4,0,17,0,0,0,3,3,322,history_arc8_width015,[],21785.62124331264,0,,0.0,,False,0,526.9270205833333,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,0.5,11,3,1,0,25,12,ordinary,22,full_coverage_and_all_discovered_cleared,296,6323.124247,40.0,constant,,0.05658508400665596
16,3,True,0,16,1,2,1,edge__adversarial-negative__71,edge__adversarial-negative,11,48,13,12,317,,bounded_transverse_width,,locked,48,0.0421089999999964,12,cached_distance_prefix_sum,0,0,,,True,0,,,,,,,,0,48,6,0,0,3,2,302,fast_locked_width015,[],20785.28903349174,0,,0.0,,False,0,500.83815066666665,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,1.0,8,10,15,6,26,12,ordinary,22,full_coverage_and_all_discovered_cleared,280,6010.057808,40.0,constant,,0.04214579099789262
16,3,True,0,16,1,2,1,edge__adversarial-negative__71,edge__adversarial-negative,11,48,13,12,317,,bounded_transverse_width,,locked,48,0.05446099999999632,12,cached_distance_prefix_sum,0,0,,,True,0,ends,0,0,8,919,4,2,0,48,6,0,0,3,2,302,history_locked8_width015,[],20785.28903349174,0,,0.0,,False,0,500.83815066666665,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,1.0,8,10,15,6,26,12,ordinary,22,full_coverage_and_all_discovered_cleared,280,6010.057808,40.0,constant,,0.054475124983582646
12,5,True,0,12,1,4,1,edge__adversarial-spatial__67,edge__adversarial-spatial,9,25,13,10,329,,bounded_transverse_width,,base,0,0.03231200000000456,10,,0,0,,,False,0,,,,,,,,0,25,1,40,0,5,3,314,range_width015,[],21866.926045986544,0,,0.0,,False,0,629.338521,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,1.0,6,5,7,1,18,10,ordinary,22,full_coverage_and_all_discovered_cleared,291,6293.38521,40.0,constant,,0.0323339169844985
12,5,True,0,12,1,4,1,edge__adversarial-spatial__67,edge__adversarial-spatial,9,25,13,10,329,,bounded_transverse_width,,base,0,0.04193000000000069,10,,0,0,,,False,0,recent,0,0,8,525,6,3,0,25,1,40,0,5,3,314,history_recent8_width015,[],21866.926045986544,0,,0.0,,False,0,629.338521,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,1.0,6,5,7,1,18,10,ordinary,22,full_coverage_and_all_discovered_cleared,291,6293.38521,40.0,constant,,0.04198716697283089
12,5,True,0,12,1,4,1,edge__adversarial-spatial__67,edge__adversarial-spatial,9,25,13,10,329,,bounded_transverse_width,,base,0,0.0395989999999955,10,,0,0,,,False,0,first,0,0,8,525,6,3,0,25,1,40,0,5,3,314,history_first8_width015,[],21866.926045986544,0,,0.0,,False,0,629.338521,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,1.0,6,5,7,1,18,10,ordinary,22,full_coverage_and_all_discovered_cleared,291,6293.38521,40.0,constant,,0.039621584000997245
12,5,True,0,12,1,4,1,edge__adversarial-spatial__67,edge__adversarial-spatial,9,25,13,10,329,,bounded_transverse_width,,base,0,0.04335400000000078,10,,0,0,,,False,0,ends,0,0,4,272,6,3,0,25,1,40,0,5,3,314,history_ends4_width015,[],21866.926045986544,0,,0.0,,False,0,629.338521,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,1.0,6,5,7,1,18,10,ordinary,22,full_coverage_and_all_discovered_cleared,291,6293.38521,40.0,constant,,0.043397000001277775
12,5,True,0,12,1,4,1,edge__adversarial-spatial__67,edge__adversarial-spatial,9,25,13,10,329,,bounded_transverse_width,,base,0,0.04414699999999527,10,,0,0,,,False,0,ends,0,0,8,823,6,3,0,25,1,40,0,5,3,314,history_ends8_width015,[],21866.926045986544,0,,0.0,,False,0,629.338521,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,1.0,6,5,7,1,18,10,ordinary,22,full_coverage_and_all_discovered_cleared,291,6293.38521,40.0,constant,,0.04419799998868257
12,5,True,0,12,1,4,1,edge__adversarial-spatial__67,edge__adversarial-spatial,9,25,13,10,329,,bounded_transverse_width,,base,0,0.050347999999999615,10,,0,0,,,False,0,ends,0,0,16,1455,6,3,0,25,1,40,0,5,3,314,history_ends16_width015,[],21866.926045986544,0,,0.0,,False,0,629.338521,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,1.0,6,5,7,1,18,10,ordinary,22,full_coverage_and_all_discovered_cleared,291,6293.38521,40.0,constant,,0.050381582987029105
