active_measurements,active_no_signal,all_cleared,bracket_cut_inconsistencies,bracket_measurements,bracket_optical_success,bracket_optical_trials,bracket_pair_cuts,case_id,category,certified_clears,certified_range_scan_skips,clear_calls,cleared,commands,completion_proxy_weight,configured_angle_schedule,configured_probe_angle_deg,coupled_dispatch_model,coupled_route_plans,cpu_s,discovered_channels,early_optical_success,early_optical_trials,expanded_sensing_candidates,failure,fixed_scan_order,forced_continuations,inconsistent_updates,inferred_negative_memory_updates,interrupted_channels,joint_route_solves,known_upper_bound_skips,maximum_source_primary_rf,maximum_source_rounds,measurements,method,missed_channels,move_m,negative_history_limit,negative_hull_inconsistent_cuts,negative_hull_updates,negative_shadow_cuts,optical_fallback_calls,optical_local_move_saved_m,optical_max_cover_radius,optical_position_adjustments,outer_priority_used,packet_fallbacks,per_source_s,policy_cleared_channels,probe_angle_cap_deg,problem,seed,service_entry_weight,shared_known_measurements,shared_negative_cooldown_skips,skipped_precise_measurements,source_interruptions,source_packets,sources,split,stations_visited,stop_reason,success_history_limit,switches,total_virtual_s,transverse_target_m,transverse_width_rule,uniform_area_ranking_prior,wall_s
17,3,True,0,17,0,3,1,clustered__adversarial-spatial__68,clustered__adversarial-spatial,15,26,18,15,271,,bounded_transverse_width,,locked,52,0.059407999999997685,15,0,0,,,True,0,0,26,2,0,0,4,3,251,range_locked_width015,[],22773.557947598543,,,,,0,,0.0,,False,0,407.8474391333333,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,1.0,29,16,42,2,30,15,ordinary,22,full_coverage_and_all_discovered_cleared,,224,6117.711587,40.0,constant,,0.05945033300668001
17,3,True,0,17,0,3,1,clustered__adversarial-spatial__68,clustered__adversarial-spatial,15,26,18,15,271,,bounded_transverse_width,,locked,52,0.06432299999999458,15,0,0,,,True,0,0,26,2,0,0,4,3,251,negative_locked_width015,[],22773.557947598543,12,0,0,0,0,,0.0,,False,0,407.8474391333333,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,1.0,29,16,42,2,30,15,ordinary,22,full_coverage_and_all_discovered_cleared,3,224,6117.711587,40.0,constant,,0.06434858299326152
11,1,True,0,11,0,4,0,clustered__adversarial-spatial__68,clustered__adversarial-spatial,15,8,19,15,247,,bounded_transverse_width,,base,0,0.045926000000001466,15,0,0,,,False,0,0,8,4,47,0,4,3,226,negative_h4_width015,[],24552.77858281329,4,0,1,1,0,,0.0,,False,0,421.6370475333333,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,1.0,24,10,22,4,25,15,ordinary,22,full_coverage_and_all_discovered_cleared,3,197,6324.555713,40.0,constant,,0.045940790965687484
11,1,True,0,11,0,4,0,clustered__adversarial-spatial__68,clustered__adversarial-spatial,15,8,19,15,247,,bounded_transverse_width,,base,0,0.0486140000000006,15,0,0,,,False,0,0,8,4,47,0,4,3,226,negative_h32_width015,[],24552.77858281329,32,0,1,1,0,,0.0,,False,0,421.6370475333333,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,1.0,24,10,22,4,25,15,ordinary,22,full_coverage_and_all_discovered_cleared,3,197,6324.555713,40.0,constant,,0.048640457971487194
4,1,True,0,4,2,4,0,clustered__adversarial-spatial__69,clustered__adversarial-spatial,13,0,17,15,266,,bounded_transverse_width,,base,0,0.04569000000000045,15,0,0,,,False,0,0,0,1,40,0,2,1,247,range_width015,[],22079.88695788794,,,,,0,,0.0,,False,0,397.06515920000004,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,1.0,21,2,4,1,18,15,ordinary,22,full_coverage_and_all_discovered_cleared,,224,5955.977388,40.0,constant,,0.04571437498088926
4,1,True,0,4,2,4,0,clustered__adversarial-spatial__69,clustered__adversarial-spatial,13,0,17,15,266,,bounded_transverse_width,,base,0,0.051211000000002116,15,0,0,,,False,0,0,0,1,40,0,2,1,247,negative_width015,[],22079.88695788794,12,0,0,0,0,,0.0,,False,0,397.06515920000004,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,1.0,21,2,4,1,18,15,ordinary,22,full_coverage_and_all_discovered_cleared,3,224,5955.977388,40.0,constant,,0.05126358300913125
14,3,True,0,14,0,1,0,clustered__adversarial-spatial__69,clustered__adversarial-spatial,15,5,16,15,211,,bounded_transverse_width,,arc,48,0.07003700000000634,15,0,0,,,False,0,0,5,4,0,0,4,2,193,range_arc05_width015,[],22074.042780194402,,,,,0,,0.0,,False,0,374.98723673333336,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,0.5,20,0,6,4,26,15,ordinary,22,full_coverage_and_all_discovered_cleared,,167,5624.808551,40.0,constant,,0.07012291601859033
14,3,True,0,14,0,1,0,clustered__adversarial-spatial__69,clustered__adversarial-spatial,15,5,16,15,211,,bounded_transverse_width,,arc,48,0.07132099999999753,15,0,0,,,False,0,0,5,4,0,0,4,2,193,negative_arc05_width015,[],22074.042780194402,12,0,0,0,0,,0.0,,False,0,374.98723673333336,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,0.5,20,0,6,4,26,15,ordinary,22,full_coverage_and_all_discovered_cleared,3,167,5624.808551,40.0,constant,,0.07135758403455839
10,2,True,0,10,3,4,0,clustered__adversarial-spatial__69,clustered__adversarial-spatial,12,3,16,15,225,,bounded_transverse_width,,locked,45,0.0847920000000002,15,0,0,,,True,0,0,3,3,0,0,2,2,207,range_locked_width015,[],21263.117760746107,,,,,0,,0.0,,False,0,369.7749033333333,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,1.0,35,8,16,3,23,15,ordinary,22,full_coverage_and_all_discovered_cleared,,181,5546.62355,40.0,constant,,0.08485608297633007
10,2,True,0,10,3,4,0,clustered__adversarial-spatial__69,clustered__adversarial-spatial,12,3,16,15,225,,bounded_transverse_width,,locked,45,0.0882220000000018,15,0,0,,,True,0,0,3,3,0,0,2,2,207,negative_locked_width015,[],21263.117760746107,12,0,0,0,0,,0.0,,False,0,369.7749033333333,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,1.0,35,8,16,3,23,15,ordinary,22,full_coverage_and_all_discovered_cleared,3,181,5546.62355,40.0,constant,,0.08830733399372548
4,1,True,0,4,2,4,0,clustered__adversarial-spatial__69,clustered__adversarial-spatial,13,0,17,15,266,,bounded_transverse_width,,base,0,0.050336999999998966,15,0,0,,,False,0,0,0,1,40,0,2,1,247,negative_h4_width015,[],22079.88695788794,4,0,0,0,0,,0.0,,False,0,397.06515920000004,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,1.0,21,2,4,1,18,15,ordinary,22,full_coverage_and_all_discovered_cleared,3,224,5955.977388,40.0,constant,,0.05041533400071785
4,1,True,0,4,2,4,0,clustered__adversarial-spatial__69,clustered__adversarial-spatial,13,0,17,15,266,,bounded_transverse_width,,base,0,0.0517109999999974,15,0,0,,,False,0,0,0,1,40,0,2,1,247,negative_h32_width015,[],22079.88695788794,32,0,0,0,0,,0.0,,False,0,397.06515920000004,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,1.0,21,2,4,1,18,15,ordinary,22,full_coverage_and_all_discovered_cleared,3,224,5955.977388,40.0,constant,,0.05173383397050202
11,2,True,0,11,0,1,1,clustered__adversarial-spatial__70,clustered__adversarial-spatial,10,2,11,10,312,,bounded_transverse_width,,base,0,0.03205499999999972,10,0,0,,,False,0,0,2,4,42,0,3,2,299,range_width015,[],21771.374651304646,,,,,0,,0.0,,False,0,617.5274928,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,1.0,16,1,15,4,20,10,ordinary,22,full_coverage_and_all_discovered_cleared,,273,6175.274928,40.0,constant,,0.032070749963168055
11,2,True,0,11,0,1,1,clustered__adversarial-spatial__70,clustered__adversarial-spatial,10,2,11,10,312,,bounded_transverse_width,,base,0,0.03591899999999981,10,0,0,,,False,0,0,2,4,42,0,3,2,299,negative_width015,[],21771.374651304646,12,0,0,0,0,,0.0,,False,0,617.5274928,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,1.0,16,1,15,4,20,10,ordinary,22,full_coverage_and_all_discovered_cleared,3,273,6175.274928,40.0,constant,,0.03596458298852667
13,2,True,0,13,0,1,1,clustered__adversarial-spatial__70,clustered__adversarial-spatial,10,0,11,10,311,,bounded_transverse_width,,arc,44,0.045963999999997895,10,0,0,,,False,0,0,0,4,0,0,3,2,298,range_arc05_width015,[],21724.53597800835,,,,,0,,0.0,,False,0,615.9907195,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,0.5,16,1,11,4,22,10,ordinary,22,full_coverage_and_all_discovered_cleared,,272,6159.907195,40.0,constant,,0.04598125000484288
13,2,True,0,13,0,1,1,clustered__adversarial-spatial__70,clustered__adversarial-spatial,10,0,11,10,311,,bounded_transverse_width,,arc,44,0.04957600000000184,10,0,0,,,False,0,0,0,4,0,0,3,2,298,negative_arc05_width015,[],21724.53597800835,12,0,0,0,0,,0.0,,False,0,615.9907195,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,0.5,16,1,11,4,22,10,ordinary,22,full_coverage_and_all_discovered_cleared,3,272,6159.907195,40.0,constant,,0.04960974998539314
13,3,True,0,13,0,2,1,clustered__adversarial-spatial__70,clustered__adversarial-spatial,10,18,12,10,323,,bounded_transverse_width,,locked,43,0.0521049999999974,10,0,0,,,True,0,0,18,1,0,0,4,4,309,range_locked_width015,[],21789.398035098304,,,,,0,,0.0,,False,0,624.2879607,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,1.0,14,9,0,1,21,10,ordinary,22,full_coverage_and_all_discovered_cleared,,284,6242.879607,40.0,constant,,0.05212462501367554
13,3,True,0,13,0,2,1,clustered__adversarial-spatial__70,clustered__adversarial-spatial,10,18,12,10,323,,bounded_transverse_width,,locked,43,0.05747600000000119,10,0,0,,,True,0,0,18,1,0,0,4,4,309,negative_locked_width015,[],21789.398035098304,12,0,0,0,0,,0.0,,False,0,624.2879607,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,1.0,14,9,0,1,21,10,ordinary,22,full_coverage_and_all_discovered_cleared,3,284,6242.879607,40.0,constant,,0.05751970800338313
11,2,True,0,11,0,1,1,clustered__adversarial-spatial__70,clustered__adversarial-spatial,10,2,11,10,312,,bounded_transverse_width,,base,0,0.03408900000000159,10,0,0,,,False,0,0,2,4,42,0,3,2,299,negative_h4_width015,[],21771.374651304646,4,0,0,0,0,,0.0,,False,0,617.5274928,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,1.0,16,1,15,4,20,10,ordinary,22,full_coverage_and_all_discovered_cleared,3,273,6175.274928,40.0,constant,,0.03411487501580268
11,2,True,0,11,0,1,1,clustered__adversarial-spatial__70,clustered__adversarial-spatial,10,2,11,10,312,,bounded_transverse_width,,base,0,0.0364890000000031,10,0,0,,,False,0,0,2,4,42,0,3,2,299,negative_h32_width015,[],21771.374651304646,32,0,0,0,0,,0.0,,False,0,617.5274928,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,1.0,16,1,15,4,20,10,ordinary,22,full_coverage_and_all_discovered_cleared,3,273,6175.274928,40.0,constant,,0.03652479202719405
10,0,True,0,10,3,5,0,clustered__adversarial-spatial__71,clustered__adversarial-spatial,9,2,14,12,272,,bounded_transverse_width,,base,0,0.03953899999999777,12,0,0,,,False,0,0,2,1,44,0,3,3,256,range_width015,[],23273.431947985842,,,,,0,,0.0,,False,0,519.2238655,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,1.0,24,1,10,1,22,12,ordinary,22,full_coverage_and_all_discovered_cleared,,230,6230.686386,40.0,constant,,0.03960058302618563
10,0,True,0,10,3,5,0,clustered__adversarial-spatial__71,clustered__adversarial-spatial,9,2,14,12,272,,bounded_transverse_width,,base,0,0.0426350000000042,12,0,0,,,False,0,0,2,1,44,0,3,3,256,negative_width015,[],23273.431947985842,12,0,0,0,0,,0.0,,False,0,519.2238655,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,1.0,24,1,10,1,22,12,ordinary,22,full_coverage_and_all_discovered_cleared,3,230,6230.686386,40.0,constant,,0.042640083003789186
12,4,True,0,12,0,1,1,clustered__adversarial-spatial__71,clustered__adversarial-spatial,12,2,13,12,284,,bounded_transverse_width,,arc,43,0.058357999999998356,12,0,0,,,False,0,0,2,4,0,0,5,3,269,range_arc05_width015,[],21081.896352086453,,,,,0,,0.0,,False,0,489.0316056666666,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,0.5,12,5,22,5,21,12,ordinary,22,full_coverage_and_all_discovered_cleared,,244,5868.379268,40.0,constant,,0.05837737501133233
12,4,True,0,12,0,1,1,clustered__adversarial-spatial__71,clustered__adversarial-spatial,12,2,13,12,284,,bounded_transverse_width,,arc,43,0.06364399999999648,12,0,0,,,False,0,0,2,4,0,0,5,3,269,negative_arc05_width015,[],21081.896352086453,12,0,1,1,0,,0.0,,False,0,489.0316056666666,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,0.5,12,5,22,5,21,12,ordinary,22,full_coverage_and_all_discovered_cleared,3,244,5868.379268,40.0,constant,,0.06369670800631866
14,5,True,0,14,1,2,1,clustered__adversarial-spatial__71,clustered__adversarial-spatial,11,34,13,12,303,,bounded_transverse_width,,locked,44,0.048940999999999235,12,0,0,,,True,0,0,34,2,0,0,5,3,288,range_locked_width015,[],23155.901027409556,,,,,0,,0.0,,False,0,533.0150169166667,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,1.0,16,7,15,2,22,12,ordinary,22,full_coverage_and_all_discovered_cleared,,262,6396.180203,40.0,constant,,0.048958958010189235
14,5,True,0,14,1,2,1,clustered__adversarial-spatial__71,clustered__adversarial-spatial,11,34,13,12,303,,bounded_transverse_width,,locked,44,0.05414300000000338,12,0,0,,,True,0,0,34,2,0,0,5,3,288,negative_locked_width015,[],23155.901027409556,12,0,0,0,0,,0.0,,False,0,533.0150169166667,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,1.0,16,7,15,2,22,12,ordinary,22,full_coverage_and_all_discovered_cleared,3,262,6396.180203,40.0,constant,,0.054226166976150125
10,0,True,0,10,3,5,0,clustered__adversarial-spatial__71,clustered__adversarial-spatial,9,2,14,12,272,,bounded_transverse_width,,base,0,0.04229200000000333,12,0,0,,,False,0,0,2,1,44,0,3,3,256,negative_h4_width015,[],23273.431947985842,4,0,0,0,0,,0.0,,False,0,519.2238655,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,1.0,24,1,10,1,22,12,ordinary,22,full_coverage_and_all_discovered_cleared,3,230,6230.686386,40.0,constant,,0.042335665959399194
10,0,True,0,10,3,5,0,clustered__adversarial-spatial__71,clustered__adversarial-spatial,9,2,14,12,272,,bounded_transverse_width,,base,0,0.04283800000000326,12,0,0,,,False,0,0,2,1,44,0,3,3,256,negative_h32_width015,[],23273.431947985842,32,0,0,0,0,,0.0,,False,0,519.2238655,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,1.0,24,1,10,1,22,12,ordinary,22,full_coverage_and_all_discovered_cleared,3,230,6230.686386,40.0,constant,,0.04285612504463643
25,12,True,0,25,0,1,4,boundary_outward_min__n10__positive,boundary_outward_min,10,9,11,10,384,,bounded_transverse_width,,base,0,0.031959000000000515,10,0,0,,,False,0,0,9,0,49,0,4,3,371,range_width015,[],25237.382726659594,,,,,0,,0.0,,False,0,729.9476549,"[1, 2, 7, 10, 11, 13, 14, 15, 18, 20]",30.0,4,142,1.0,1,7,0,0,27,10,stress,22,full_coverage_and_all_discovered_cleared,,344,7299.476549,40.0,constant,,0.03198745899135247
25,12,True,0,25,0,1,4,boundary_outward_min__n10__positive,boundary_outward_min,10,9,11,10,384,,bounded_transverse_width,,base,0,0.031238000000001875,10,0,0,,,False,0,0,9,0,49,0,4,3,371,negative_width015,[],25237.382726659594,12,0,0,0,0,,0.0,,False,0,729.9476549,"[1, 2, 7, 10, 11, 13, 14, 15, 18, 20]",30.0,4,142,1.0,1,7,0,0,27,10,stress,22,full_coverage_and_all_discovered_cleared,3,344,7299.476549,40.0,constant,,0.03132112498860806
26,13,True,0,26,0,1,4,boundary_outward_min__n10__positive,boundary_outward_min,10,0,11,10,376,,bounded_transverse_width,,arc,49,0.03437399999999968,10,0,0,,,False,0,0,0,0,0,0,4,3,363,range_arc05_width015,[],23110.78326594751,,,,,0,,0.0,,False,0,682.4156657000001,"[1, 2, 7, 10, 11, 13, 14, 15, 18, 20]",30.0,4,142,0.5,0,0,0,0,27,10,stress,22,full_coverage_and_all_discovered_cleared,,334,6824.156657,40.0,constant,,0.03438637498766184
26,13,True,0,26,0,1,4,boundary_outward_min__n10__positive,boundary_outward_min,10,0,11,10,376,,bounded_transverse_width,,arc,49,0.03874299999999664,10,0,0,,,False,0,0,0,0,0,0,4,3,363,negative_arc05_width015,[],23110.78326594751,12,0,0,0,0,,0.0,,False,0,682.4156657000001,"[1, 2, 7, 10, 11, 13, 14, 15, 18, 20]",30.0,4,142,0.5,0,0,0,0,27,10,stress,22,full_coverage_and_all_discovered_cleared,3,334,6824.156657,40.0,constant,,0.038749416009522974
22,13,True,0,22,0,0,4,boundary_outward_min__n10__positive,boundary_outward_min,10,7,10,10,404,,bounded_transverse_width,,locked,45,0.023639000000002852,10,0,0,,,True,0,0,7,0,0,0,4,2,392,range_locked_width015,[],22235.476692979326,,,,,0,,0.0,,False,0,682.2095343,"[1, 2, 7, 10, 11, 13, 14, 15, 18, 20]",30.0,4,142,1.0,1,2,1,0,23,10,stress,22,full_coverage_and_all_discovered_cleared,,365,6822.095343,40.0,constant,,0.023884415975771844
22,13,True,0,22,0,0,4,boundary_outward_min__n10__positive,boundary_outward_min,10,7,10,10,404,,bounded_transverse_width,,locked,45,0.02729200000000276,10,0,0,,,True,0,0,7,0,0,0,4,2,392,negative_locked_width015,[],22235.476692979326,12,0,0,0,0,,0.0,,False,0,682.2095343,"[1, 2, 7, 10, 11, 13, 14, 15, 18, 20]",30.0,4,142,1.0,1,2,1,0,23,10,stress,22,full_coverage_and_all_discovered_cleared,3,365,6822.095343,40.0,constant,,0.027324624999891967
25,12,True,0,25,0,1,4,boundary_outward_min__n10__positive,boundary_outward_min,10,9,11,10,384,,bounded_transverse_width,,base,0,0.028881999999995855,10,0,0,,,False,0,0,9,0,49,0,4,3,371,negative_h4_width015,[],25237.382726659594,4,0,0,0,0,,0.0,,False,0,729.9476549,"[1, 2, 7, 10, 11, 13, 14, 15, 18, 20]",30.0,4,142,1.0,1,7,0,0,27,10,stress,22,full_coverage_and_all_discovered_cleared,3,344,7299.476549,40.0,constant,,0.028891750029288232
25,12,True,0,25,0,1,4,boundary_outward_min__n10__positive,boundary_outward_min,10,9,11,10,384,,bounded_transverse_width,,base,0,0.031416999999997586,10,0,0,,,False,0,0,9,0,49,0,4,3,371,negative_h32_width015,[],25237.382726659594,32,0,0,0,0,,0.0,,False,0,729.9476549,"[1, 2, 7, 10, 11, 13, 14, 15, 18, 20]",30.0,4,142,1.0,1,7,0,0,27,10,stress,22,full_coverage_and_all_discovered_cleared,3,344,7299.476549,40.0,constant,,0.03142350004054606
24,14,True,0,24,0,0,4,boundary_outward_min__n10__negative,boundary_outward_min,10,0,10,10,385,,bounded_transverse_width,,base,0,0.02400000000000091,10,0,0,,,False,0,0,0,1,46,0,4,2,373,range_width015,[],23357.725816298294,,,,,0,,0.0,,False,0,693.1545155,"[1, 2, 7, 10, 11, 13, 14, 15, 18, 20]",30.0,4,143,1.0,1,1,0,1,24,10,stress,22,full_coverage_and_all_discovered_cleared,,345,6931.545155,40.0,constant,,0.02402399998391047
24,14,True,0,24,0,0,4,boundary_outward_min__n10__negative,boundary_outward_min,10,0,10,10,385,,bounded_transverse_width,,base,0,0.028171999999997865,10,0,0,,,False,0,0,0,1,46,0,4,2,373,negative_width015,[],23357.725816298294,12,0,0,0,0,,0.0,,False,0,693.1545155,"[1, 2, 7, 10, 11, 13, 14, 15, 18, 20]",30.0,4,143,1.0,1,1,0,1,24,10,stress,22,full_coverage_and_all_discovered_cleared,3,345,6931.545155,40.0,constant,,0.028210374992340803
25,13,True,0,25,0,1,4,boundary_outward_min__n10__negative,boundary_outward_min,10,0,11,10,375,,bounded_transverse_width,,arc,48,0.03267699999999962,10,0,0,,,False,0,0,0,0,0,0,4,3,362,range_arc05_width015,[],23105.63931319531,,,,,0,,0.0,,False,0,681.8127855,"[1, 2, 7, 10, 11, 13, 14, 15, 18, 20]",30.0,4,143,0.5,0,0,0,0,26,10,stress,22,full_coverage_and_all_discovered_cleared,,334,6818.127855,40.0,constant,,0.03271441697143018
25,13,True,0,25,0,1,4,boundary_outward_min__n10__negative,boundary_outward_min,10,0,11,10,375,,bounded_transverse_width,,arc,48,0.03701099999999968,10,0,0,,,False,0,0,0,0,0,0,4,3,362,negative_arc05_width015,[],23105.63931319531,12,0,0,0,0,,0.0,,False,0,681.8127855,"[1, 2, 7, 10, 11, 13, 14, 15, 18, 20]",30.0,4,143,0.5,0,0,0,0,26,10,stress,22,full_coverage_and_all_discovered_cleared,3,334,6818.127855,40.0,constant,,0.03704854199895635
21,12,True,0,21,1,1,4,boundary_outward_min__n10__negative,boundary_outward_min,9,7,10,10,404,,bounded_transverse_width,,locked,45,0.023037000000002195,10,0,0,,,True,0,0,7,0,0,0,4,2,392,range_locked_width015,[],22292.80256289488,,,,,0,,0.0,,False,0,683.4560506,"[1, 2, 7, 10, 11, 13, 14, 15, 18, 20]",30.0,4,143,1.0,1,2,0,0,23,10,stress,22,full_coverage_and_all_discovered_cleared,,366,6834.560506,40.0,constant,,0.023060374951455742
21,12,True,0,21,1,1,4,boundary_outward_min__n10__negative,boundary_outward_min,9,7,10,10,404,,bounded_transverse_width,,locked,45,0.027721999999997138,10,0,0,,,True,0,0,7,0,0,0,4,2,392,negative_locked_width015,[],22292.80256289488,12,0,0,0,0,,0.0,,False,0,683.4560506,"[1, 2, 7, 10, 11, 13, 14, 15, 18, 20]",30.0,4,143,1.0,1,2,0,0,23,10,stress,22,full_coverage_and_all_discovered_cleared,3,366,6834.560506,40.0,constant,,0.027721333026420325
24,14,True,0,24,0,0,4,boundary_outward_min__n10__negative,boundary_outward_min,10,0,10,10,385,,bounded_transverse_width,,base,0,0.02642500000000325,10,0,0,,,False,0,0,0,1,46,0,4,2,373,negative_h4_width015,[],23357.725816298294,4,0,0,0,0,,0.0,,False,0,693.1545155,"[1, 2, 7, 10, 11, 13, 14, 15, 18, 20]",30.0,4,143,1.0,1,1,0,1,24,10,stress,22,full_coverage_and_all_discovered_cleared,3,345,6931.545155,40.0,constant,,0.026448125019669533
24,14,True,0,24,0,0,4,boundary_outward_min__n10__negative,boundary_outward_min,10,0,10,10,385,,bounded_transverse_width,,base,0,0.029009999999999536,10,0,0,,,False,0,0,0,1,46,0,4,2,373,negative_h32_width015,[],23357.725816298294,32,0,0,0,0,,0.0,,False,0,693.1545155,"[1, 2, 7, 10, 11, 13, 14, 15, 18, 20]",30.0,4,143,1.0,1,1,0,1,24,10,stress,22,full_coverage_and_all_discovered_cleared,3,345,6931.545155,40.0,constant,,0.029087041039019823
25,13,True,0,25,0,1,4,boundary_outward_min__n10__spatial,boundary_outward_min,10,9,11,10,384,,bounded_transverse_width,,base,0,0.0254680000000036,10,0,0,,,False,0,0,9,0,48,0,4,2,371,range_width015,[],25340.93162838304,,,,,0,,0.0,,False,0,732.0186329000001,"[1, 2, 7, 10, 11, 13, 14, 15, 18, 20]",30.0,4,144,1.0,1,7,0,0,26,10,stress,22,full_coverage_and_all_discovered_cleared,,344,7320.186329,40.0,constant,,0.025525375036522746
25,13,True,0,25,0,1,4,boundary_outward_min__n10__spatial,boundary_outward_min,10,9,11,10,384,,bounded_transverse_width,,base,0,0.029602000000004125,10,0,0,,,False,0,0,9,0,48,0,4,2,371,negative_width015,[],25340.93162838304,12,0,0,0,0,,0.0,,False,0,732.0186329000001,"[1, 2, 7, 10, 11, 13, 14, 15, 18, 20]",30.0,4,144,1.0,1,7,0,0,26,10,stress,22,full_coverage_and_all_discovered_cleared,3,344,7320.186329,40.0,constant,,0.029619584034662694
26,14,True,0,26,0,1,4,boundary_outward_min__n10__spatial,boundary_outward_min,10,0,11,10,376,,bounded_transverse_width,,arc,48,0.03243100000000254,10,0,0,,,False,0,0,0,0,0,0,4,2,363,range_arc05_width015,[],23204.000909768274,,,,,0,,0.0,,False,0,684.2800187,"[1, 2, 7, 10, 11, 13, 14, 15, 18, 20]",30.0,4,144,0.5,0,0,0,0,26,10,stress,22,full_coverage_and_all_discovered_cleared,,334,6842.800187,40.0,constant,,0.03244995896238834
26,14,True,0,26,0,1,4,boundary_outward_min__n10__spatial,boundary_outward_min,10,0,11,10,376,,bounded_transverse_width,,arc,48,0.036673999999997875,10,0,0,,,False,0,0,0,0,0,0,4,2,363,negative_arc05_width015,[],23204.000909768274,12,0,0,0,0,,0.0,,False,0,684.2800187,"[1, 2, 7, 10, 11, 13, 14, 15, 18, 20]",30.0,4,144,0.5,0,0,0,0,26,10,stress,22,full_coverage_and_all_discovered_cleared,3,334,6842.800187,40.0,constant,,0.03673629101831466
23,14,True,0,23,0,0,4,boundary_outward_min__n10__spatial,boundary_outward_min,10,7,10,10,405,,bounded_transverse_width,,locked,45,0.022708000000001505,10,0,0,,,True,0,0,7,0,0,0,4,2,393,range_locked_width015,[],22387.39310093964,,,,,0,,0.0,,False,0,685.7478624,"[1, 2, 7, 10, 11, 13, 14, 15, 18, 20]",30.0,4,144,1.0,1,2,1,0,23,10,stress,22,full_coverage_and_all_discovered_cleared,,365,6857.478624,40.0,constant,,0.02273629099363461
23,14,True,0,23,0,0,4,boundary_outward_min__n10__spatial,boundary_outward_min,10,7,10,10,405,,bounded_transverse_width,,locked,45,0.027129999999999654,10,0,0,,,True,0,0,7,0,0,0,4,2,393,negative_locked_width015,[],22387.39310093964,12,0,0,0,0,,0.0,,False,0,685.7478624,"[1, 2, 7, 10, 11, 13, 14, 15, 18, 20]",30.0,4,144,1.0,1,2,1,0,23,10,stress,22,full_coverage_and_all_discovered_cleared,3,365,6857.478624,40.0,constant,,0.02717700001085177
25,13,True,0,25,0,1,4,boundary_outward_min__n10__spatial,boundary_outward_min,10,9,11,10,384,,bounded_transverse_width,,base,0,0.027605000000001212,10,0,0,,,False,0,0,9,0,48,0,4,2,371,negative_h4_width015,[],25340.93162838304,4,0,0,0,0,,0.0,,False,0,732.0186329000001,"[1, 2, 7, 10, 11, 13, 14, 15, 18, 20]",30.0,4,144,1.0,1,7,0,0,26,10,stress,22,full_coverage_and_all_discovered_cleared,3,344,7320.186329,40.0,constant,,0.027623791014775634
