active_measurements,active_no_signal,all_cleared,bracket_cut_inconsistencies,bracket_measurements,bracket_optical_success,bracket_optical_trials,bracket_pair_cuts,case_id,category,certified_clears,certified_range_scan_skips,clear_calls,cleared,commands,completion_proxy_weight,configured_angle_schedule,configured_probe_angle_deg,coupled_dispatch_model,coupled_route_plans,cpu_s,discovered_channels,early_optical_success,early_optical_trials,expanded_sensing_candidates,failure,fixed_scan_order,forced_continuations,inconsistent_updates,inferred_negative_memory_updates,interrupted_channels,joint_route_solves,known_upper_bound_skips,maximum_source_primary_rf,maximum_source_rounds,measurements,method,missed_channels,move_m,negative_history_limit,negative_hull_inconsistent_cuts,negative_hull_updates,negative_shadow_cuts,optical_fallback_calls,optical_local_move_saved_m,optical_max_cover_radius,optical_position_adjustments,outer_priority_used,packet_fallbacks,per_source_s,policy_cleared_channels,probe_angle_cap_deg,problem,seed,service_entry_weight,shared_known_measurements,shared_negative_cooldown_skips,skipped_precise_measurements,source_interruptions,source_packets,sources,split,stations_visited,stop_reason,success_history_limit,switches,total_virtual_s,transverse_target_m,transverse_width_rule,uniform_area_ranking_prior,wall_s
11,0,True,0,0,0,0,0,clustered__adversarial-negative__69,clustered__adversarial-negative,13,0,26,15,153,1.0,,,locked,22,0.05388199999999976,15,2,13,False,,True,,0,0,,0,0,,,125,negative_locked_area7,[],8411.028588736863,12,0,0,0,0,123.21491761637076,0.0,13,,,168.947048,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",,3,69,1.0,14,,0,,,15,ordinary,7,full_coverage_and_all_discovered_cleared,3,119,2534.20572,,,True,0.053994957997929305
4,0,True,0,0,0,0,0,clustered__adversarial-negative__70,clustered__adversarial-negative,8,0,11,10,124,1.0,,,base,0,0.0197989999999999,10,2,3,False,,False,,0,0,,17,0,,,111,range_area7,[],9213.203196171802,,,,,0,63.33848645145344,0.0,8,,,255.56406379999999,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",,3,70,1.0,12,,2,,,10,ordinary,7,full_coverage_and_all_discovered_cleared,,105,2555.640638,,,True,0.019809374993201345
4,0,True,0,0,0,0,0,clustered__adversarial-negative__70,clustered__adversarial-negative,8,0,11,10,124,1.0,,,base,0,0.02060800000000018,10,2,3,False,,False,,0,0,,17,0,,,111,negative_range_area7,[],9213.203196171802,12,0,0,0,0,63.33848645145344,0.0,8,,,255.56406379999999,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",,3,70,1.0,12,,2,,,10,ordinary,7,full_coverage_and_all_discovered_cleared,3,105,2555.640638,,,True,0.020610791048966348
5,0,True,0,0,0,0,0,clustered__adversarial-negative__70,clustered__adversarial-negative,6,0,14,10,151,1.0,,,locked,17,0.02383700000000033,10,4,8,False,,True,,0,0,,0,0,,,135,range_locked_area7,[],8527.40536483696,,,,,0,60.88322609502353,0.0,6,,,256.9481072,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",,3,70,1.0,8,,0,,,10,ordinary,7,full_coverage_and_all_discovered_cleared,,127,2569.481072,,,True,0.023877125000581145
5,0,True,0,0,0,0,0,clustered__adversarial-negative__70,clustered__adversarial-negative,6,0,14,10,151,1.0,,,locked,17,0.025623999999999647,10,4,8,False,,True,,0,0,,0,0,,,135,negative_locked_area7,[],8527.40536483696,12,0,0,0,0,60.88322609502353,0.0,6,,,256.9481072,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",,3,70,1.0,8,,0,,,10,ordinary,7,full_coverage_and_all_discovered_cleared,3,127,2569.481072,,,True,0.02564124995842576
15,0,True,0,0,0,0,0,clustered__adversarial-negative__71,clustered__adversarial-negative,12,2,22,12,159,1.0,,,base,0,0.027281999999999584,12,0,10,False,,False,,0,0,,19,0,,,135,range_area7,[],10939.412481530444,,,,,0,84.49527546184052,0.0,12,,,256.490208,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",,3,71,1.0,24,,0,,,12,ordinary,7,full_coverage_and_all_discovered_cleared,,125,3077.882496,,,True,0.027291207981761545
15,0,True,0,0,0,0,0,clustered__adversarial-negative__71,clustered__adversarial-negative,12,2,22,12,159,1.0,,,base,0,0.029330999999999996,12,0,10,False,,False,,0,0,,19,0,,,135,negative_range_area7,[],10939.412481530444,12,0,0,0,0,84.49527546184052,0.0,12,,,256.490208,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",,3,71,1.0,24,,0,,,12,ordinary,7,full_coverage_and_all_discovered_cleared,3,125,3077.882496,,,True,0.029426167020574212
15,0,True,0,0,0,0,0,clustered__adversarial-negative__71,clustered__adversarial-negative,12,2,22,12,159,1.0,,,locked,19,0.02986100000000036,12,0,10,False,,True,,0,0,,0,0,,,135,range_locked_area7,[],10939.412481530444,,,,,0,84.49527546184052,0.0,12,,,256.490208,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",,3,71,1.0,24,,0,,,12,ordinary,7,full_coverage_and_all_discovered_cleared,,125,3077.882496,,,True,0.029863166972063482
15,0,True,0,0,0,0,0,clustered__adversarial-negative__71,clustered__adversarial-negative,12,2,22,12,159,1.0,,,locked,19,0.03109800000000007,12,0,10,False,,True,,0,0,,0,0,,,135,negative_locked_area7,[],10939.412481530444,12,0,0,0,0,84.49527546184052,0.0,12,,,256.490208,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",,3,71,1.0,24,,0,,,12,ordinary,7,full_coverage_and_all_discovered_cleared,3,125,3077.882496,,,True,0.031097957980819046
7,0,True,0,0,0,0,0,clustered__adversarial-spatial__67,clustered__adversarial-spatial,7,0,14,10,131,1.0,,,base,0,0.019018000000000868,10,3,7,False,,False,,0,0,,17,0,,,115,range_area7,[],10145.192096603949,,,,,0,77.14444904173412,0.0,7,,,277.4038421,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",,3,67,1.0,13,,0,,,10,ordinary,7,full_coverage_and_all_discovered_cleared,,108,2774.038421,,,True,0.019026666996069252
7,0,True,0,0,0,0,0,clustered__adversarial-spatial__67,clustered__adversarial-spatial,7,0,14,10,131,1.0,,,base,0,0.020177000000000334,10,3,7,False,,False,,0,0,,17,0,,,115,negative_range_area7,[],10145.192096603949,12,0,0,0,0,77.14444904173412,0.0,7,,,277.4038421,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",,3,67,1.0,13,,0,,,10,ordinary,7,full_coverage_and_all_discovered_cleared,3,108,2774.038421,,,True,0.020187374961096793
6,0,True,0,0,0,0,0,clustered__adversarial-spatial__67,clustered__adversarial-spatial,8,1,13,10,123,1.0,,,locked,17,0.02113799999999877,10,2,5,False,,True,,0,0,,0,0,,,108,range_locked_area7,[],10889.093923568791,,,,,0,82.78407360293714,0.0,8,,,287.8818786,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",,3,67,1.0,11,,2,,,10,ordinary,7,full_coverage_and_all_discovered_cleared,,102,2878.818786,,,True,0.021237207984086126
6,0,True,0,0,0,0,0,clustered__adversarial-spatial__67,clustered__adversarial-spatial,8,1,13,10,123,1.0,,,locked,17,0.022115999999998692,10,2,5,False,,True,,0,0,,0,0,,,108,negative_locked_area7,[],10889.093923568791,12,0,0,0,0,82.78407360293714,0.0,8,,,287.8818786,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",,3,67,1.0,11,,2,,,10,ordinary,7,full_coverage_and_all_discovered_cleared,3,102,2878.818786,,,True,0.02212362503632903
8,0,True,0,0,0,0,0,clustered__adversarial-spatial__68,clustered__adversarial-spatial,15,2,20,15,122,1.0,,,base,0,0.0276689999999995,15,0,5,False,,False,,0,0,,22,0,,,100,range_area7,[],9372.146113884337,,,,,0,136.80571197886508,0.0,15,,,170.628615,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",,3,68,1.0,20,,0,,,15,ordinary,7,full_coverage_and_all_discovered_cleared,,95,2559.429225,,,True,0.027670749987009913
8,0,True,0,0,0,0,0,clustered__adversarial-spatial__68,clustered__adversarial-spatial,15,2,20,15,122,1.0,,,base,0,0.02818000000000076,15,0,5,False,,False,,0,0,,22,0,,,100,negative_range_area7,[],9372.146113884337,12,0,0,0,0,136.80571197886508,0.0,15,,,170.628615,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",,3,68,1.0,20,,0,,,15,ordinary,7,full_coverage_and_all_discovered_cleared,3,95,2559.429225,,,True,0.028214709018357098
9,0,True,0,0,0,0,0,clustered__adversarial-spatial__68,clustered__adversarial-spatial,15,6,22,15,162,1.0,,,locked,22,0.03431899999999999,15,0,7,False,,True,,0,0,,0,0,,,138,range_locked_area7,[],9189.079004941288,,,,,0,143.22801177643697,0.0,15,,,183.78772026666667,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",,3,68,1.0,12,,0,,,15,ordinary,7,full_coverage_and_all_discovered_cleared,,133,2756.815804,,,True,0.03435408300720155
9,0,True,0,0,0,0,0,clustered__adversarial-spatial__68,clustered__adversarial-spatial,15,6,22,15,162,1.0,,,locked,22,0.03625100000000003,15,0,7,False,,True,,0,0,,0,0,,,138,negative_locked_area7,[],9189.079004941288,12,0,0,0,0,143.22801177643697,0.0,15,,,183.78772026666667,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",,3,68,1.0,12,,0,,,15,ordinary,7,full_coverage_and_all_discovered_cleared,3,133,2756.815804,,,True,0.03634566598339006
8,0,True,0,0,0,0,0,clustered__adversarial-spatial__69,clustered__adversarial-spatial,12,0,22,15,157,1.0,,,base,0,0.02909800000000118,15,3,10,False,,False,,0,0,,22,0,,,133,range_area7,[],8586.925244501368,,,,,0,129.00845904561743,0.0,12,,,173.7590034,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",,3,69,1.0,10,,0,,,15,ordinary,7,full_coverage_and_all_discovered_cleared,,128,2606.385051,,,True,0.029118250007741153
8,0,True,0,0,0,0,0,clustered__adversarial-spatial__69,clustered__adversarial-spatial,12,0,22,15,157,1.0,,,base,0,0.030604000000000298,15,3,10,False,,False,,0,0,,22,0,,,133,negative_range_area7,[],8586.925244501368,12,0,0,0,0,129.00845904561743,0.0,12,,,173.7590034,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",,3,69,1.0,10,,0,,,15,ordinary,7,full_coverage_and_all_discovered_cleared,3,128,2606.385051,,,True,0.030619458004366606
9,0,True,0,0,0,0,0,clustered__adversarial-spatial__69,clustered__adversarial-spatial,12,0,24,15,147,1.0,,,locked,22,0.05066900000000096,15,3,12,False,,True,,0,0,,0,0,,,121,range_locked_area7,[],8478.471733759001,,,,,0,113.75615099822349,0.0,12,,,167.84628986666667,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",,3,69,1.0,12,,0,,,15,ordinary,7,full_coverage_and_all_discovered_cleared,,115,2517.694348,,,True,0.05071141599910334
9,0,True,0,0,0,0,0,clustered__adversarial-spatial__69,clustered__adversarial-spatial,12,0,24,15,147,1.0,,,locked,22,0.05225100000000005,15,3,12,False,,True,,0,0,,0,0,,,121,negative_locked_area7,[],8478.471733759001,12,0,0,0,0,113.75615099822349,0.0,12,,,167.84628986666667,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",,3,69,1.0,12,,0,,,15,ordinary,7,full_coverage_and_all_discovered_cleared,3,115,2517.694348,,,True,0.052331541024614125
5,0,True,0,0,0,0,0,clustered__adversarial-spatial__70,clustered__adversarial-spatial,9,0,12,10,128,1.0,,,base,0,0.021561000000000163,10,1,3,False,,False,,0,0,,17,0,,,114,range_area7,[],9294.173272393748,,,,,0,98.50546171369675,0.0,9,,,259.3834655,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",,3,70,1.0,15,,3,,,10,ordinary,7,full_coverage_and_all_discovered_cleared,,109,2593.834655,,,True,0.021560374996624887
5,0,True,0,0,0,0,0,clustered__adversarial-spatial__70,clustered__adversarial-spatial,9,0,12,10,128,1.0,,,base,0,0.02244300000000088,10,1,3,False,,False,,0,0,,17,0,,,114,negative_range_area7,[],9294.173272393748,12,0,0,0,0,98.50546171369675,0.0,9,,,259.3834655,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",,3,70,1.0,15,,3,,,10,ordinary,7,full_coverage_and_all_discovered_cleared,3,109,2593.834655,,,True,0.022447458002716303
6,0,True,0,0,0,0,0,clustered__adversarial-spatial__70,clustered__adversarial-spatial,9,0,15,10,155,1.0,,,locked,17,0.02485699999999902,10,1,6,False,,True,,0,0,,0,0,,,138,range_locked_area7,[],8569.74200982067,,,,,0,90.69839904581934,0.0,9,,,259.8948404,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",,3,70,1.0,10,,0,,,10,ordinary,7,full_coverage_and_all_discovered_cleared,,130,2598.948404,,,True,0.024872084031812847
6,0,True,0,0,0,0,0,clustered__adversarial-spatial__70,clustered__adversarial-spatial,9,0,15,10,155,1.0,,,locked,17,0.026510000000000034,10,1,6,False,,True,,0,0,,0,0,,,138,negative_locked_area7,[],8569.74200982067,12,0,0,0,0,90.69839904581934,0.0,9,,,259.8948404,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",,3,70,1.0,10,,0,,,10,ordinary,7,full_coverage_and_all_discovered_cleared,3,130,2598.948404,,,True,0.026508875016588718
6,0,True,0,0,0,0,0,clustered__adversarial-spatial__71,clustered__adversarial-spatial,12,0,15,12,128,1.0,,,base,0,0.021634000000000597,12,0,3,False,,False,,0,0,,19,0,,,111,range_area7,[],8995.036825122406,,,,,0,146.1121111514177,0.0,12,,,210.25061374999999,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",,3,71,1.0,21,,3,,,12,ordinary,7,full_coverage_and_all_discovered_cleared,,100,2523.007365,,,True,0.021633957978338003
6,0,True,0,0,0,0,0,clustered__adversarial-spatial__71,clustered__adversarial-spatial,12,0,15,12,128,1.0,,,base,0,0.022966000000000264,12,0,3,False,,False,,0,0,,19,0,,,111,negative_range_area7,[],8995.036825122406,12,0,0,0,0,146.1121111514177,0.0,12,,,210.25061374999999,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",,3,71,1.0,21,,3,,,12,ordinary,7,full_coverage_and_all_discovered_cleared,3,100,2523.007365,,,True,0.023041917011141777
10,0,True,0,0,0,0,0,clustered__adversarial-spatial__71,clustered__adversarial-spatial,11,2,18,12,150,1.0,,,locked,19,0.027656000000000347,12,1,7,False,,True,,0,0,,0,0,,,130,range_locked_area7,[],10084.940378496338,,,,,0,88.48133485051726,0.0,11,,,239.08233975,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",,3,71,1.0,23,,0,,,12,ordinary,7,full_coverage_and_all_discovered_cleared,,124,2868.988077,,,True,0.02766754198819399
10,0,True,0,0,0,0,0,clustered__adversarial-spatial__71,clustered__adversarial-spatial,11,2,18,12,150,1.0,,,locked,19,0.02922099999999972,12,1,7,False,,True,,0,0,,0,0,,,130,negative_locked_area7,[],10084.940378496338,12,0,0,0,0,88.48133485051726,0.0,11,,,239.08233975,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",,3,71,1.0,23,,0,,,12,ordinary,7,full_coverage_and_all_discovered_cleared,3,124,2868.988077,,,True,0.0292559580411762
22,0,True,0,0,0,0,0,boundary_min__n10__positive,boundary_min,10,0,20,10,168,1.0,,,base,0,0.026734000000001146,10,0,10,False,,False,,0,0,,17,0,,,146,range_area7,[],17223.522301845136,,,,,0,91.05337512648231,0.0,10,,,438.5704463,"[2, 6, 13, 14, 15, 16, 17, 18, 19, 20]",,3,242,1.0,9,,0,,,10,stress,7,full_coverage_and_all_discovered_cleared,,131,4385.704463,,,True,0.026735207997262478
22,0,True,0,0,0,0,0,boundary_min__n10__positive,boundary_min,10,0,20,10,168,1.0,,,base,0,0.028522999999999854,10,0,10,False,,False,,0,0,,17,0,,,146,negative_range_area7,[],17223.522301845136,12,0,0,0,0,91.05337512648231,0.0,10,,,438.5704463,"[2, 6, 13, 14, 15, 16, 17, 18, 19, 20]",,3,242,1.0,9,,0,,,10,stress,7,full_coverage_and_all_discovered_cleared,3,131,4385.704463,,,True,0.02854466700227931
18,0,True,0,0,0,0,0,boundary_min__n10__positive,boundary_min,10,0,20,10,159,1.0,,,locked,17,0.02292100000000019,10,0,10,False,,True,,0,0,,0,0,,,137,range_locked_area7,[],16270.338650856074,,,,,0,64.84469337092868,0.0,10,,,414.7067727,"[2, 6, 13, 14, 15, 16, 17, 18, 19, 20]",,3,242,1.0,6,,0,,,10,stress,7,full_coverage_and_all_discovered_cleared,,128,4147.067727,,,True,0.02300295897293836
18,0,True,0,0,0,0,0,boundary_min__n10__positive,boundary_min,10,0,20,10,159,1.0,,,locked,17,0.024191000000000074,10,0,10,False,,True,,0,0,,0,0,,,137,negative_locked_area7,[],16270.338650856074,12,0,0,0,0,64.84469337092868,0.0,10,,,414.7067727,"[2, 6, 13, 14, 15, 16, 17, 18, 19, 20]",,3,242,1.0,6,,0,,,10,stress,7,full_coverage_and_all_discovered_cleared,3,128,4147.067727,,,True,0.024199125007726252
18,0,True,0,0,0,0,0,boundary_min__n10__negative,boundary_min,10,0,18,10,163,1.0,,,base,0,0.023663000000000878,10,0,8,False,,False,,0,0,,17,0,,,143,range_area7,[],17183.640130266478,,,,,0,69.04815703738737,0.0,10,,,435.67280280000006,"[2, 6, 13, 14, 15, 16, 17, 18, 19, 20]",,3,243,1.0,10,,0,,,10,stress,7,full_coverage_and_all_discovered_cleared,,131,4356.728028,,,True,0.023662916966713965
18,0,True,0,0,0,0,0,boundary_min__n10__negative,boundary_min,10,0,18,10,163,1.0,,,base,0,0.02571800000000124,10,0,8,False,,False,,0,0,,17,0,,,143,negative_range_area7,[],17183.640130266478,12,0,0,0,0,69.04815703738737,0.0,10,,,435.67280280000006,"[2, 6, 13, 14, 15, 16, 17, 18, 19, 20]",,3,243,1.0,10,,0,,,10,stress,7,full_coverage_and_all_discovered_cleared,3,131,4356.728028,,,True,0.02574912505224347
20,0,True,0,0,0,0,0,boundary_min__n10__negative,boundary_min,10,0,18,10,161,1.0,,,locked,17,0.026051000000000712,10,0,8,False,,True,,0,0,,0,0,,,141,range_locked_area7,[],16345.637747793595,,,,,0,88.20833074063503,0.0,10,,,417.6127553,"[2, 6, 13, 14, 15, 16, 17, 18, 19, 20]",,3,243,1.0,8,,0,,,10,stress,7,full_coverage_and_all_discovered_cleared,,128,4176.127553,,,True,0.026060374977532774
20,0,True,0,0,0,0,0,boundary_min__n10__negative,boundary_min,10,0,18,10,161,1.0,,,locked,17,0.028268999999999878,10,0,8,False,,True,,0,0,,0,0,,,141,negative_locked_area7,[],16345.637747793595,12,0,0,0,0,88.20833074063503,0.0,10,,,417.6127553,"[2, 6, 13, 14, 15, 16, 17, 18, 19, 20]",,3,243,1.0,8,,0,,,10,stress,7,full_coverage_and_all_discovered_cleared,3,128,4176.127553,,,True,0.028336165996734053
18,0,True,0,0,0,0,0,boundary_min__n10__spatial,boundary_min,10,0,17,10,160,1.0,,,base,0,0.024703999999999837,10,0,7,False,,False,,0,0,,17,0,,,141,range_area7,[],17209.82737122045,,,,,0,107.25357370587147,0.0,10,,,434.5965476,"[2, 6, 13, 14, 15, 16, 17, 18, 19, 20]",,3,244,1.0,8,,0,,,10,stress,7,full_coverage_and_all_discovered_cleared,,128,4345.965476,,,True,0.0247610830119811
18,0,True,0,0,0,0,0,boundary_min__n10__spatial,boundary_min,10,0,17,10,160,1.0,,,base,0,0.02614200000000011,10,0,7,False,,False,,0,0,,17,0,,,141,negative_range_area7,[],17209.82737122045,12,0,0,0,0,107.25357370587147,0.0,10,,,434.5965476,"[2, 6, 13, 14, 15, 16, 17, 18, 19, 20]",,3,244,1.0,8,,0,,,10,stress,7,full_coverage_and_all_discovered_cleared,3,128,4345.965476,,,True,0.026141916983760893
21,0,True,0,0,0,0,0,boundary_min__n10__spatial,boundary_min,10,0,18,10,164,1.0,,,locked,17,0.026953999999999922,10,0,8,False,,True,,0,0,,0,0,,,144,range_locked_area7,[],16375.926316972276,,,,,0,136.2308129062458,0.0,10,,,420.0185263,"[2, 6, 13, 14, 15, 16, 17, 18, 19, 20]",,3,244,1.0,10,,0,,,10,stress,7,full_coverage_and_all_discovered_cleared,,131,4200.185263,,,True,0.026971124985720962
21,0,True,0,0,0,0,0,boundary_min__n10__spatial,boundary_min,10,0,18,10,164,1.0,,,locked,17,0.029217000000000937,10,0,8,False,,True,,0,0,,0,0,,,144,negative_locked_area7,[],16375.926316972276,12,0,0,0,0,136.2308129062458,0.0,10,,,420.0185263,"[2, 6, 13, 14, 15, 16, 17, 18, 19, 20]",,3,244,1.0,10,,0,,,10,stress,7,full_coverage_and_all_discovered_cleared,3,131,4200.185263,,,True,0.029236000031232834
16,0,True,0,0,0,0,0,boundary_min__n16__positive,boundary_min,11,0,26,16,163,1.0,,,base,0,0.028064999999999785,16,5,15,False,,False,,0,0,,23,0,,,135,range_area7,[],18842.882165616586,,,,,0,78.13788411083866,0.0,11,,,292.411026875,"[1, 2, 3, 5, 6, 7, 9, 10, 11, 12, 13, 14, 16, 18, 19, 20]",,3,245,1.0,22,,0,,,16,stress,7,public_upper_bound_16,,125,4678.57643,,,True,0.028068499988876283
16,0,True,0,0,0,0,0,boundary_min__n16__positive,boundary_min,11,0,26,16,163,1.0,,,base,0,0.029809999999999448,16,5,15,False,,False,,0,0,,23,0,,,135,negative_range_area7,[],18842.882165616586,12,0,0,0,0,78.13788411083866,0.0,11,,,292.411026875,"[1, 2, 3, 5, 6, 7, 9, 10, 11, 12, 13, 14, 16, 18, 19, 20]",,3,245,1.0,22,,0,,,16,stress,7,public_upper_bound_16,3,125,4678.57643,,,True,0.029940708947833627
16,0,True,0,0,0,0,0,boundary_min__n16__positive,boundary_min,11,0,26,16,163,1.0,,,locked,23,0.027953999999999368,16,5,15,False,,True,,0,0,,0,0,,,135,range_locked_area7,[],18842.882165616586,,,,,0,78.13788411083866,0.0,11,,,292.411026875,"[1, 2, 3, 5, 6, 7, 9, 10, 11, 12, 13, 14, 16, 18, 19, 20]",,3,245,1.0,22,,0,,,16,stress,7,public_upper_bound_16,,125,4678.57643,,,True,0.027967457950580865
16,0,True,0,0,0,0,0,boundary_min__n16__positive,boundary_min,11,0,26,16,163,1.0,,,locked,23,0.02987000000000073,16,5,15,False,,True,,0,0,,0,0,,,135,negative_locked_area7,[],18842.882165616586,12,0,0,0,0,78.13788411083866,0.0,11,,,292.411026875,"[1, 2, 3, 5, 6, 7, 9, 10, 11, 12, 13, 14, 16, 18, 19, 20]",,3,245,1.0,22,,0,,,16,stress,7,public_upper_bound_16,3,125,4678.57643,,,True,0.029883915965911
17,0,True,0,0,0,0,0,boundary_min__n16__negative,boundary_min,12,0,24,16,163,1.0,,,base,0,0.03107999999999933,16,4,12,False,,False,,0,0,,23,0,,,137,range_area7,[],18950.724990265524,,,,,0,96.03611370364278,0.0,12,,,294.0090623125,"[1, 2, 3, 5, 6, 7, 9, 10, 11, 12, 13, 14, 16, 18, 19, 20]",,3,246,1.0,23,,0,,,16,stress,7,public_upper_bound_16,,125,4704.144997,,,True,0.031081833003554493
17,0,True,0,0,0,0,0,boundary_min__n16__negative,boundary_min,12,0,24,16,163,1.0,,,base,0,0.03346800000000094,16,4,12,False,,False,,0,0,,23,0,,,137,negative_range_area7,[],18950.724990265524,12,0,0,0,0,96.03611370364278,0.0,12,,,294.0090623125,"[1, 2, 3, 5, 6, 7, 9, 10, 11, 12, 13, 14, 16, 18, 19, 20]",,3,246,1.0,23,,0,,,16,stress,7,public_upper_bound_16,3,125,4704.144997,,,True,0.033480499987490475
17,0,True,0,0,0,0,0,boundary_min__n16__negative,boundary_min,12,0,24,16,163,1.0,,,locked,23,0.03133400000000108,16,4,12,False,,True,,0,0,,0,0,,,137,range_locked_area7,[],18950.724990265524,,,,,0,96.03611370364278,0.0,12,,,294.0090623125,"[1, 2, 3, 5, 6, 7, 9, 10, 11, 12, 13, 14, 16, 18, 19, 20]",,3,246,1.0,23,,0,,,16,stress,7,public_upper_bound_16,,125,4704.144997,,,True,0.03140574996359646
17,0,True,0,0,0,0,0,boundary_min__n16__negative,boundary_min,12,0,24,16,163,1.0,,,locked,23,0.03308400000000056,16,4,12,False,,True,,0,0,,0,0,,,137,negative_locked_area7,[],18950.724990265524,12,0,0,0,0,96.03611370364278,0.0,12,,,294.0090623125,"[1, 2, 3, 5, 6, 7, 9, 10, 11, 12, 13, 14, 16, 18, 19, 20]",,3,246,1.0,23,,0,,,16,stress,7,public_upper_bound_16,3,125,4704.144997,,,True,0.03309108299436048
16,0,True,0,0,0,0,0,boundary_min__n16__spatial,boundary_min,14,0,24,16,160,1.0,,,base,0,0.029514000000000706,16,2,10,False,,False,,0,0,,23,0,,,134,range_area7,[],18890.778740534148,,,,,0,171.08333705979226,0.0,14,,,292.3222343125,"[1, 2, 3, 5, 6, 7, 9, 10, 11, 12, 13, 14, 16, 18, 19, 20]",,3,247,1.0,21,,0,,,16,stress,7,public_upper_bound_16,,125,4677.155749,,,True,0.029535167035646737
16,0,True,0,0,0,0,0,boundary_min__n16__spatial,boundary_min,14,0,24,16,160,1.0,,,base,0,0.030694999999999695,16,2,10,False,,False,,0,0,,23,0,,,134,negative_range_area7,[],18890.778740534148,12,0,0,0,0,171.08333705979226,0.0,14,,,292.3222343125,"[1, 2, 3, 5, 6, 7, 9, 10, 11, 12, 13, 14, 16, 18, 19, 20]",,3,247,1.0,21,,0,,,16,stress,7,public_upper_bound_16,3,125,4677.155749,,,True,0.030706999998074025
16,0,True,0,0,0,0,0,boundary_min__n16__spatial,boundary_min,14,0,24,16,160,1.0,,,locked,23,0.03030099999999969,16,2,10,False,,True,,0,0,,0,0,,,134,range_locked_area7,[],18890.778740534148,,,,,0,171.08333705979226,0.0,14,,,292.3222343125,"[1, 2, 3, 5, 6, 7, 9, 10, 11, 12, 13, 14, 16, 18, 19, 20]",,3,247,1.0,21,,0,,,16,stress,7,public_upper_bound_16,,125,4677.155749,,,True,0.03032329201232642
16,0,True,0,0,0,0,0,boundary_min__n16__spatial,boundary_min,14,0,24,16,160,1.0,,,locked,23,0.031024999999999636,16,2,10,False,,True,,0,0,,0,0,,,134,negative_locked_area7,[],18890.778740534148,12,0,0,0,0,171.08333705979226,0.0,14,,,292.3222343125,"[1, 2, 3, 5, 6, 7, 9, 10, 11, 12, 13, 14, 16, 18, 19, 20]",,3,247,1.0,21,,0,,,16,stress,7,public_upper_bound_16,3,125,4677.155749,,,True,0.031119792023673654
8,0,True,0,0,0,0,0,near_collinear_min__n10__positive,near_collinear_min,7,0,14,10,135,1.0,,,base,0,0.019205999999998724,10,3,7,False,,False,,0,0,,17,0,,,119,range_area7,[],13301.486813087642,,,,,0,89.88031749056242,0.0,7,,,343.0297364,"[4, 6, 10, 12, 14, 15, 16, 17, 18, 20]",,3,248,1.0,2,,0,,,10,stress,7,full_coverage_and_all_discovered_cleared,,113,3430.297364,,,True,0.01922187500167638
8,0,True,0,0,0,0,0,near_collinear_min__n10__positive,near_collinear_min,7,0,14,10,135,1.0,,,base,0,0.020531000000000077,10,3,7,False,,False,,0,0,,17,0,,,119,negative_range_area7,[],13301.486813087642,12,0,0,0,0,89.88031749056242,0.0,7,,,343.0297364,"[4, 6, 10, 12, 14, 15, 16, 17, 18, 20]",,3,248,1.0,2,,0,,,10,stress,7,full_coverage_and_all_discovered_cleared,3,113,3430.297364,,,True,0.020531707967165858
