active_measurements,active_no_signal,all_cleared,bracket_cut_inconsistencies,bracket_measurements,bracket_optical_success,bracket_optical_trials,bracket_pair_cuts,case_id,category,certified_clears,certified_range_scan_skips,certified_scan_skips,clear_calls,cleared,commands,completion_proxy_weight,configured_angle_schedule,configured_probe_angle_deg,coupled_dispatch_model,coupled_route_plans,cpu_s,deferred_nonstationary_skips,discovered_channels,dispatch_implementation,early_optical_success,early_optical_trials,expanded_sensing_candidates,failure,faithful_attempt_memory_updates,faithful_nonstationary_retained,faithful_stationary_skips,fixed_scan_order,forced_continuations,inconsistent_updates,inferred_negative_memory_updates,interrupted_channels,joint_route_solves,known_upper_bound_skips,logical_negative_memory_limit,maximum_source_primary_rf,maximum_source_rounds,measurements,method,minimum_actual_unknown_per_station,minimum_unknown_actions_per_station,missed_channels,modeled_known_scan_pairs,move_m,optical_fallback_calls,optical_local_move_saved_m,optical_max_cover_radius,optical_position_adjustments,outer_priority_used,packet_fallbacks,pair_prediction_checks,per_source_s,policy_cleared_channels,predicted_pair_skips,probe_angle_cap_deg,problem,public_empty_scan_skips,public_empty_scans,seed,service_entry_weight,service_order_mode,service_route_plans,service_scan_cost_weight,service_scan_order_cost_s,shared_known_measurements,shared_negative_cooldown_skips,skipped_precise_measurements,source_interruptions,source_packets,sources,split,stations_visited,stop_reason,switches,total_virtual_s,transverse_target_m,transverse_width_rule,uniform_area_ranking_prior,wall_s
12,3,True,0,12,2,5,0,clustered__adversarial-negative__68,clustered__adversarial-negative,13,63,,18,15,259,,bounded_transverse_width,,base,0,0.03802499999999753,,15,,0,0,,,,,,False,0,0,63,3,45,0,,2,2,239,range_grid21_29,,,[],,22818.536970205703,0,,0.0,,False,0,,403.7138261333333,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",,30.0,4,,,68,1.0,,,,,22,5,15,3,24,15,ordinary,21,full_coverage_and_all_discovered_cleared,213,6055.707392,40.0,constant,,0.0380362500436604
10,1,True,0,10,0,2,0,clustered__adversarial-negative__68,clustered__adversarial-negative,15,32,,17,15,242,,bounded_transverse_width,,base,0,0.045658000000003085,,15,,0,0,,,,,,False,0,0,32,2,46,0,,2,2,223,range_convex22,,,[],,21526.16746655369,0,,0.0,,False,0,,380.08223273333334,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",,30.0,4,,,68,1.0,,,,,31,18,2,2,24,15,ordinary,22,full_coverage_and_all_discovered_cleared,200,5701.233491,40.0,constant,,0.04565745795844123
8,2,True,0,8,3,5,0,clustered__adversarial-negative__68,clustered__adversarial-negative,12,32,34,17,15,257,,bounded_transverse_width,,locked,42,0.042544999999996946,2,15,cached_distance_prefix_sum,0,0,,,34,0,32,True,0,0,34,0,0,0,8,3,2,238,count_locked_grid21_29,5,5,[],,20863.138640700527,0,,0.0,,False,0,432,377.44184839999997,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",2,30.0,4,0,0,68,1.0,,,,,21,21,12,0,21,15,ordinary,21,full_coverage_and_all_discovered_cleared,218,5661.627726,40.0,constant,,0.04256508295657113
10,1,True,0,10,4,6,0,clustered__adversarial-negative__68,clustered__adversarial-negative,11,8,,17,15,228,,bounded_transverse_width,,arc,0,0.05026399999999853,,15,,0,0,,,,,,False,0,0,8,3,0,0,,2,2,209,service_free0_grid21_29,,,[],0,21441.240178199794,0,,0.0,,False,0,,373.34986906666666,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",,30.0,4,,,68,0.5,free,45,0.0,0.0,25,3,0,3,24,15,ordinary,21,full_coverage_and_all_discovered_cleared,186,5600.248036,40.0,constant,,0.050284957978874445
12,0,True,0,12,6,7,0,clustered__adversarial-negative__68,clustered__adversarial-negative,9,3,,16,15,242,,bounded_transverse_width,,arc,0,0.051197000000001935,,15,,0,0,,,,,,False,0,0,3,4,0,0,,2,2,224,service_free1_grid21_29,,,[],692,22187.04826770965,0,,0.0,,False,0,,388.9606434666667,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",,30.0,4,,,68,0.5,free,48,1.0,0.0,22,3,10,4,27,15,ordinary,21,full_coverage_and_all_discovered_cleared,199,5834.409652,40.0,constant,,0.05119687499245629
12,0,True,0,12,6,7,0,clustered__adversarial-negative__68,clustered__adversarial-negative,9,3,,16,15,242,,bounded_transverse_width,,arc,0,0.05022899999999453,,15,,0,0,,,,,,False,0,0,3,4,0,0,,2,2,224,service_free2_grid21_29,,,[],692,22187.04826770965,0,,0.0,,False,0,,388.9606434666667,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",,30.0,4,,,68,0.5,free,48,2.0,0.0,22,3,10,4,27,15,ordinary,21,full_coverage_and_all_discovered_cleared,199,5834.409652,40.0,constant,,0.05030375003116205
12,3,True,0,12,3,4,0,clustered__adversarial-negative__68,clustered__adversarial-negative,12,34,,16,15,262,,bounded_transverse_width,,arc,0,0.05002299999999593,,15,,0,0,,,,,,False,0,0,34,2,0,0,,4,3,244,service_locked0_grid21_29,,,[],0,21971.120045067102,0,,0.0,,False,0,,394.08160046666666,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",,30.0,4,,,68,0.5,locked,45,0.0,0.0,24,22,12,2,24,15,ordinary,21,full_coverage_and_all_discovered_cleared,219,5911.224007,40.0,constant,,0.050033749954309314
12,3,True,0,12,3,4,0,clustered__adversarial-negative__68,clustered__adversarial-negative,12,34,,16,15,262,,bounded_transverse_width,,arc,0,0.05082800000000276,,15,,0,0,,,,,,False,0,0,34,2,0,0,,4,3,244,service_locked1_grid21_29,,,[],1208,21971.120045067102,0,,0.0,,False,0,,394.08160046666666,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",,30.0,4,,,68,0.5,locked,45,1.0,0.0,24,22,12,2,24,15,ordinary,21,full_coverage_and_all_discovered_cleared,219,5911.224007,40.0,constant,,0.050826292019337416
14,1,True,0,14,9,9,0,clustered__adversarial-negative__68,clustered__adversarial-negative,6,1,,15,15,227,,bounded_transverse_width,,arc,0,0.06562399999999968,,15,,0,0,,,,,,False,0,0,1,5,0,0,,4,3,210,service_soft20_grid21_29,,,[],1006,22299.765825088893,0,,0.0,,False,0,,384.66354413333335,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",,30.0,4,,,68,0.5,free,49,1.0,20.0,35,6,0,6,28,15,ordinary,21,full_coverage_and_all_discovered_cleared,185,5769.953162,40.0,constant,,0.06571991601958871
18,1,True,0,18,3,5,0,clustered__adversarial-negative__68,clustered__adversarial-negative,12,6,,17,15,246,,bounded_transverse_width,,arc,0,0.06524399999999986,,15,,0,0,,,,,,False,0,0,6,2,0,0,,3,3,227,service_free1_convex22,,,[],844,21618.921484482966,0,,0.0,,False,0,,382.65228613333335,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",,30.0,4,,,68,0.5,free,54,1.0,0.0,24,9,0,2,32,15,ordinary,22,full_coverage_and_all_discovered_cleared,200,5739.784292,40.0,constant,,0.06526304100407287
18,1,True,0,18,3,4,0,clustered__adversarial-negative__68,clustered__adversarial-negative,12,57,,16,15,268,,bounded_transverse_width,,arc,0,0.04981599999999986,,15,,0,0,,,,,,False,0,0,57,6,0,0,,3,3,250,service_locked1_convex22,,,[],1100,22069.06928845607,0,,0.0,,False,0,,397.78759013333337,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",,30.0,4,,,68,0.5,locked,54,1.0,0.0,24,8,1,6,32,15,ordinary,22,full_coverage_and_all_discovered_cleared,225,5966.813852,40.0,constant,,0.04986525001004338
17,2,True,0,17,9,10,0,clustered__adversarial-negative__69,clustered__adversarial-negative,6,5,,16,15,233,,bounded_transverse_width,,base,0,0.05527099999999763,,15,,0,0,,,,,,False,0,0,5,8,51,0,,4,3,215,range_grid21_29,,,[],,23709.126290406886,0,,0.0,,False,0,,405.855017,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",,30.0,4,,,69,1.0,,,,,34,3,0,8,30,15,ordinary,21,full_coverage_and_all_discovered_cleared,193,6087.825255,40.0,constant,,0.055297749990131706
3,1,True,0,3,5,7,0,clustered__adversarial-negative__69,clustered__adversarial-negative,10,19,,17,15,269,,bounded_transverse_width,,base,0,0.04648600000000158,,15,,0,0,,,,,,False,0,0,19,0,39,0,,2,1,250,range_convex22,,,[],,20532.651741645004,0,,0.0,,False,0,,377.7020228,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",,30.0,4,,,69,1.0,,,,,18,4,13,0,17,15,ordinary,22,full_coverage_and_all_discovered_cleared,228,5665.530342,40.0,constant,,0.04648691596230492
10,2,True,0,10,6,10,0,clustered__adversarial-negative__69,clustered__adversarial-negative,9,20,21,19,15,306,,bounded_transverse_width,,locked,44,0.04854999999999876,0,15,cached_distance_prefix_sum,0,0,,,21,0,21,True,0,0,21,2,0,0,8,5,3,285,count_locked_grid21_29,5,5,[],,22743.859937606503,0,,0.0,,False,0,482,421.4514656666667,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",1,30.0,4,0,0,69,1.0,,,,,28,6,0,2,23,15,ordinary,21,full_coverage_and_all_discovered_cleared,261,6321.771985,40.0,constant,,0.048600083973724395
13,0,True,0,13,6,9,0,clustered__adversarial-negative__69,clustered__adversarial-negative,9,0,,18,15,222,,bounded_transverse_width,,arc,0,0.06666400000000294,,15,,0,0,,,,,,False,0,0,0,5,0,0,,3,3,202,service_free0_grid21_29,,,[],0,20672.969832520022,0,,0.0,,False,0,,360.7062643333333,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",,30.0,4,,,69,0.5,free,49,0.0,0.0,43,0,1,5,28,15,ordinary,21,full_coverage_and_all_discovered_cleared,182,5410.593965,40.0,constant,,0.06668170803459361
13,0,True,0,13,6,9,0,clustered__adversarial-negative__69,clustered__adversarial-negative,9,0,,18,15,222,,bounded_transverse_width,,arc,0,0.07744699999999938,,15,,0,0,,,,,,False,0,0,0,5,0,0,,3,3,202,service_free1_grid21_29,,,[],1340,20672.969832520022,0,,0.0,,False,0,,360.7062643333333,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",,30.0,4,,,69,0.5,free,49,1.0,0.0,43,0,1,5,28,15,ordinary,21,full_coverage_and_all_discovered_cleared,182,5410.593965,40.0,constant,,0.0774666250217706
15,2,True,0,15,6,9,0,clustered__adversarial-negative__69,clustered__adversarial-negative,9,0,,18,15,222,,bounded_transverse_width,,arc,0,0.07747699999999469,,15,,0,0,,,,,,False,0,0,0,4,0,0,,4,3,202,service_free2_grid21_29,,,[],1306,21398.58825535936,0,,0.0,,False,0,,370.2478433333333,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",,30.0,4,,,69,0.5,free,49,2.0,0.0,45,0,0,4,28,15,ordinary,21,full_coverage_and_all_discovered_cleared,180,5553.71765,40.0,constant,,0.07750862499233335
12,3,True,0,12,6,10,0,clustered__adversarial-negative__69,clustered__adversarial-negative,9,20,,19,15,312,,bounded_transverse_width,,arc,0,0.05351299999999526,,15,,0,0,,,,,,False,0,0,20,2,0,0,,5,3,291,service_locked0_grid21_29,,,[],0,21809.948839928,0,,0.0,,False,0,,411.2659844,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",,30.0,4,,,69,0.5,locked,45,0.0,0.0,31,6,0,2,24,15,ordinary,21,full_coverage_and_all_discovered_cleared,265,6168.989766,40.0,constant,,0.05351262504700571
12,3,True,0,12,6,10,0,clustered__adversarial-negative__69,clustered__adversarial-negative,9,20,,19,15,312,,bounded_transverse_width,,arc,0,0.055122000000004334,,15,,0,0,,,,,,False,0,0,20,2,0,0,,5,3,291,service_locked1_grid21_29,,,[],1290,21809.948839928,0,,0.0,,False,0,,411.2659844,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",,30.0,4,,,69,0.5,locked,45,1.0,0.0,31,6,0,2,24,15,ordinary,21,full_coverage_and_all_discovered_cleared,265,6168.989766,40.0,constant,,0.0551840839907527
21,2,True,0,21,6,9,0,clustered__adversarial-negative__69,clustered__adversarial-negative,9,16,,18,15,268,,bounded_transverse_width,,arc,0,0.08148200000000116,,15,,0,0,,,,,,False,0,0,16,7,0,0,,3,3,248,service_soft20_grid21_29,,,[],1411,25421.449075747874,0,,0.0,,False,0,,442.1526543333333,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",,30.0,4,,,69,0.5,free,55,1.0,20.0,40,1,0,7,34,15,ordinary,21,full_coverage_and_all_discovered_cleared,224,6632.289815,40.0,constant,,0.0814973340020515
14,1,True,0,14,4,7,0,clustered__adversarial-negative__69,clustered__adversarial-negative,11,0,,18,15,220,,bounded_transverse_width,,arc,0,0.0861629999999991,,15,,0,0,,,,,,False,0,0,0,5,0,0,,3,3,200,service_free1_convex22,,,[],1383,22006.87417656557,0,,0.0,,False,0,,377.5583220666667,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",,30.0,4,,,69,0.5,free,50,1.0,0.0,47,0,0,5,28,15,ordinary,22,full_coverage_and_all_discovered_cleared,178,5663.374831,40.0,constant,,0.08625049999682233
14,1,True,0,14,7,10,0,clustered__adversarial-negative__69,clustered__adversarial-negative,8,0,,18,15,243,,bounded_transverse_width,,arc,0,0.06808300000000145,,15,,0,0,,,,,,False,0,0,0,7,0,0,,3,3,223,service_locked1_convex22,,,[],1481,21471.864363003056,0,,0.0,,False,0,,379.6915246666667,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",,30.0,4,,,69,0.5,locked,50,1.0,0.0,46,1,8,7,28,15,ordinary,22,full_coverage_and_all_discovered_cleared,202,5695.37287,40.0,constant,,0.06808316695969552
5,0,True,0,5,6,6,0,clustered__adversarial-negative__70,clustered__adversarial-negative,4,1,,10,10,283,,bounded_transverse_width,,base,0,0.03248300000000626,,10,,0,0,,,,,,False,0,0,1,2,36,0,,2,2,271,range_grid21_29,,,[],,20787.35060086489,0,,0.0,,False,0,,580.7470117,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",,30.0,4,,,70,1.0,,,,,14,0,11,2,15,10,ordinary,21,full_coverage_and_all_discovered_cleared,245,5807.470117,40.0,constant,,0.0325407920172438
13,3,True,0,13,5,6,0,clustered__adversarial-negative__70,clustered__adversarial-negative,5,8,,11,10,322,,bounded_transverse_width,,base,0,0.03607799999999628,,10,,0,0,,,,,,False,0,0,8,2,42,0,,4,3,309,range_convex22,,,[],,21203.77256149459,0,,0.0,,False,0,,612.0754508,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",,30.0,4,,,70,1.0,,,,,16,1,1,2,20,10,ordinary,22,full_coverage_and_all_discovered_cleared,282,6120.754508,40.0,constant,,0.03607766702771187
3,1,True,0,3,3,3,0,clustered__adversarial-negative__70,clustered__adversarial-negative,7,19,20,10,10,303,,bounded_transverse_width,,locked,33,0.030605000000001326,0,10,cached_distance_prefix_sum,0,0,,,20,0,20,True,0,0,20,1,0,0,8,2,1,291,count_locked_grid21_29,10,10,[],,19974.811619293334,0,,0.0,,False,0,267,576.8962322,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",1,30.0,4,0,0,70,1.0,,,,,8,1,12,1,12,10,ordinary,21,full_coverage_and_all_discovered_cleared,269,5768.962322,40.0,constant,,0.03064104198710993
6,0,True,0,6,5,5,0,clustered__adversarial-negative__70,clustered__adversarial-negative,5,0,,10,10,286,,bounded_transverse_width,,arc,0,0.036280000000004975,,10,,0,0,,,,,,False,0,0,0,4,0,0,,1,1,274,service_free0_grid21_29,,,[],0,20924.939643487407,0,,0.0,,False,0,,585.3987927000001,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",,30.0,4,,,70,0.5,free,37,0.0,0.0,15,0,11,4,16,10,ordinary,21,full_coverage_and_all_discovered_cleared,249,5853.987927,40.0,constant,,0.036280416999943554
13,1,True,0,13,4,6,0,clustered__adversarial-negative__70,clustered__adversarial-negative,6,16,,12,10,307,,bounded_transverse_width,,arc,0,0.047497999999997376,,10,,0,0,,,,,,False,0,0,16,5,0,0,,3,3,293,service_free1_grid21_29,,,[],641,21008.475494280636,0,,0.0,,False,0,,599.2695095,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",,30.0,4,,,70,0.5,free,43,1.0,0.0,14,0,0,5,22,10,ordinary,21,full_coverage_and_all_discovered_cleared,270,5992.695095,40.0,constant,,0.04754270799458027
14,2,True,0,14,6,7,0,clustered__adversarial-negative__70,clustered__adversarial-negative,4,10,,11,10,313,,bounded_transverse_width,,arc,0,0.0469579999999965,,10,,0,0,,,,,,False,0,0,10,5,0,0,,4,3,300,service_free2_grid21_29,,,[],559,21919.600667872055,0,,0.0,,False,0,,621.2920134,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",,30.0,4,,,70,0.5,free,43,2.0,0.0,16,0,15,6,22,10,ordinary,21,full_coverage_and_all_discovered_cleared,276,6212.920134,40.0,constant,,0.04696400003740564
5,1,True,0,5,4,4,0,clustered__adversarial-negative__70,clustered__adversarial-negative,6,19,,10,10,308,,bounded_transverse_width,,arc,0,0.035149000000004094,,10,,0,0,,,,,,False,0,0,19,3,0,0,,3,2,296,service_locked0_grid21_29,,,[],0,20821.23016644227,0,,0.0,,False,0,,596.7246033,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",,30.0,4,,,70,0.5,locked,35,0.0,0.0,11,3,2,3,14,10,ordinary,21,full_coverage_and_all_discovered_cleared,273,5967.246033,40.0,constant,,0.03514970903052017
5,1,True,0,5,4,4,0,clustered__adversarial-negative__70,clustered__adversarial-negative,6,19,,10,10,308,,bounded_transverse_width,,arc,0,0.03570799999999963,,10,,0,0,,,,,,False,0,0,19,3,0,0,,3,2,296,service_locked1_grid21_29,,,[],810,20821.23016644227,0,,0.0,,False,0,,596.7246033,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",,30.0,4,,,70,0.5,locked,35,1.0,0.0,11,3,2,3,14,10,ordinary,21,full_coverage_and_all_discovered_cleared,273,5967.246033,40.0,constant,,0.035725082969293
17,2,True,0,17,3,4,0,clustered__adversarial-negative__70,clustered__adversarial-negative,7,1,,11,10,294,,bounded_transverse_width,,arc,0,0.05413000000000068,,10,,0,0,,,,,,False,0,0,1,5,0,0,,3,3,281,service_soft20_grid21_29,,,[],587,24061.576717524516,0,,0.0,,False,0,,652.6315341000001,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",,30.0,4,,,70,0.5,free,46,1.0,20.0,12,0,17,5,25,10,ordinary,21,full_coverage_and_all_discovered_cleared,256,6526.315341,40.0,constant,,0.054155124991666526
15,1,True,0,15,3,4,0,clustered__adversarial-negative__70,clustered__adversarial-negative,7,25,,11,10,327,,bounded_transverse_width,,arc,0,0.054805999999999244,,10,,0,0,,,,,,False,0,0,25,3,0,0,,4,3,314,service_free1_convex22,,,[],700,22349.959370247783,0,,0.0,,False,0,,638.3991867,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",,30.0,4,,,70,0.5,free,46,1.0,0.0,19,1,0,3,24,10,ordinary,22,full_coverage_and_all_discovered_cleared,291,6383.991867,40.0,constant,,0.05480966600589454
13,2,True,0,13,1,3,0,clustered__adversarial-negative__70,clustered__adversarial-negative,9,18,,12,10,324,,bounded_transverse_width,,arc,0,0.04199200000000047,,10,,0,0,,,,,,False,0,0,18,2,0,0,,4,3,310,service_locked1_convex22,,,[],830,21000.983797140245,0,,0.0,,False,0,,609.4196758,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",,30.0,4,,,70,0.5,locked,43,1.0,0.0,15,18,0,2,21,10,ordinary,22,full_coverage_and_all_discovered_cleared,288,6094.196758,40.0,constant,,0.042053750017657876
7,1,True,0,7,3,5,0,clustered__adversarial-negative__71,clustered__adversarial-negative,9,16,,14,12,297,,bounded_transverse_width,,base,0,0.03485400000000283,,12,,0,0,,,,,,False,0,0,16,3,39,0,,3,2,281,range_grid21_29,,,[],,21147.185358674862,0,,0.0,,False,0,,496.61975583333333,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",,30.0,4,,,71,1.0,,,,,14,4,7,3,18,12,ordinary,21,full_coverage_and_all_discovered_cleared,259,5959.43707,40.0,constant,,0.034863792010582983
9,3,True,0,9,4,4,0,clustered__adversarial-negative__71,clustered__adversarial-negative,8,7,,12,12,285,,bounded_transverse_width,,base,0,0.03558900000000165,,12,,0,0,,,,,,False,0,0,7,2,40,0,,4,3,271,range_convex22,,,[],,22654.91192909873,0,,0.0,,False,0,,515.9151984166666,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",,30.0,4,,,71,1.0,,,,,17,0,1,2,18,12,ordinary,22,full_coverage_and_all_discovered_cleared,245,6190.982381,40.0,constant,,0.03560350002953783
5,0,True,0,5,6,6,0,clustered__adversarial-negative__71,clustered__adversarial-negative,6,16,16,12,12,256,,bounded_transverse_width,,locked,38,0.035319999999998686,2,12,cached_distance_prefix_sum,0,0,,,16,0,14,True,0,0,16,3,0,0,8,1,1,242,count_locked_grid21_29,8,8,[],,20353.82857504841,0,,0.0,,False,0,175,463.39714258333333,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",0,30.0,4,0,0,71,1.0,,,,,15,0,2,3,17,12,ordinary,21,full_coverage_and_all_discovered_cleared,220,5560.765711,40.0,constant,,0.03531937499064952
6,0,True,0,6,7,7,0,clustered__adversarial-negative__71,clustered__adversarial-negative,5,16,,12,12,244,,bounded_transverse_width,,arc,0,0.040782000000000096,,12,,0,0,,,,,,False,0,0,16,2,0,0,,3,3,230,service_free0_grid21_29,,,[],0,21053.32340218928,0,,0.0,,False,0,,469.3053899166667,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",,30.0,4,,,71,0.5,free,39,0.0,0.0,13,4,1,2,18,12,ordinary,21,full_coverage_and_all_discovered_cleared,211,5631.664679,40.0,constant,,0.04087816696846858
11,2,True,0,11,3,4,0,clustered__adversarial-negative__71,clustered__adversarial-negative,9,15,,13,12,275,,bounded_transverse_width,,arc,0,0.05135400000000345,,12,,0,0,,,,,,False,0,0,15,3,0,0,,4,3,260,service_free1_grid21_29,,,[],721,20477.141520226505,0,,0.0,,False,0,,474.70235825000003,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",,30.0,4,,,71,0.5,free,42,1.0,0.0,21,2,3,3,21,12,ordinary,21,full_coverage_and_all_discovered_cleared,238,5696.428299,40.0,constant,,0.051366499974392354
12,2,True,0,12,4,4,0,clustered__adversarial-negative__71,clustered__adversarial-negative,8,22,,12,12,279,,bounded_transverse_width,,arc,0,0.052057999999995275,,12,,0,0,,,,,,False,0,0,22,3,0,0,,4,3,265,service_free2_grid21_29,,,[],774,20809.29016536773,0,,0.0,,False,0,,482.4881691666667,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",,30.0,4,,,71,0.5,free,43,2.0,0.0,20,2,0,3,22,12,ordinary,21,full_coverage_and_all_discovered_cleared,243,5789.85803,40.0,constant,,0.05205633299192414
14,2,True,0,14,5,5,0,clustered__adversarial-negative__71,clustered__adversarial-negative,7,11,,12,12,264,,bounded_transverse_width,,arc,0,0.04214799999999741,,12,,0,0,,,,,,False,0,0,11,2,0,0,,4,3,250,service_locked0_grid21_29,,,[],0,20977.085152668802,0,,0.0,,False,0,,476.95141908333335,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",,30.0,4,,,71,0.5,locked,45,0.0,0.0,18,0,0,3,24,12,ordinary,21,full_coverage_and_all_discovered_cleared,218,5723.417029,40.0,constant,,0.04217445803806186
14,2,True,0,14,5,5,0,clustered__adversarial-negative__71,clustered__adversarial-negative,7,11,,12,12,264,,bounded_transverse_width,,arc,0,0.043234000000005324,,12,,0,0,,,,,,False,0,0,11,2,0,0,,4,3,250,service_locked1_grid21_29,,,[],610,20977.085152668802,0,,0.0,,False,0,,476.95141908333335,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",,30.0,4,,,71,0.5,locked,45,1.0,0.0,18,0,0,3,24,12,ordinary,21,full_coverage_and_all_discovered_cleared,218,5723.417029,40.0,constant,,0.04324391600675881
13,1,True,0,13,1,3,0,clustered__adversarial-negative__71,clustered__adversarial-negative,11,6,,14,12,273,,bounded_transverse_width,,arc,0,0.06120599999999854,,12,,0,0,,,,,,False,0,0,6,4,0,0,,4,3,257,service_soft20_grid21_29,,,[],784,21919.10644281321,0,,0.0,,False,0,,497.5684405,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",,30.0,4,,,71,0.5,free,45,1.0,20.0,24,2,1,4,24,12,ordinary,21,full_coverage_and_all_discovered_cleared,236,5970.821286,40.0,constant,,0.06120799999916926
10,1,True,0,10,4,5,0,clustered__adversarial-negative__71,clustered__adversarial-negative,8,26,,13,12,290,,bounded_transverse_width,,arc,0,0.06338099999999969,,12,,0,0,,,,,,False,0,0,26,2,0,0,,2,2,275,service_free1_convex22,,,[],808,20794.915416000516,0,,0.0,,False,0,,487.08192325,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",,30.0,4,,,71,0.5,free,43,1.0,0.0,18,5,0,2,21,12,ordinary,22,full_coverage_and_all_discovered_cleared,248,5844.983079,40.0,constant,,0.06344979099230841
13,1,True,0,13,4,4,0,clustered__adversarial-negative__71,clustered__adversarial-negative,8,16,,12,12,298,,bounded_transverse_width,,arc,0,0.0442729999999969,,12,,0,0,,,,,,False,0,0,16,3,0,0,,4,3,284,service_locked1_convex22,,,[],750,21696.291548173052,0,,0.0,,False,0,,506.188192,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",,30.0,4,,,71,0.5,locked,46,1.0,0.0,20,2,0,3,24,12,ordinary,22,full_coverage_and_all_discovered_cleared,255,6074.258304,40.0,constant,,0.044298166991211474
11,2,True,0,11,1,4,0,clustered__adversarial-spatial__67,clustered__adversarial-spatial,9,0,,13,10,281,,bounded_transverse_width,,base,0,0.02726099999999576,,10,,0,0,,,,,,False,0,0,0,4,40,0,,2,2,266,range_grid21_29,,,[],,21671.599851858064,0,,0.0,,False,0,,596.5319967,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",,30.0,4,,,67,1.0,,,,,7,0,3,4,19,10,ordinary,21,full_coverage_and_all_discovered_cleared,242,5965.319967,40.0,constant,,0.027261167007964104
13,2,True,0,13,1,2,0,clustered__adversarial-spatial__67,clustered__adversarial-spatial,9,14,,11,10,320,,bounded_transverse_width,,base,0,0.028471000000003244,,10,,0,0,,,,,,False,0,0,14,3,43,0,,5,3,307,range_convex22,,,[],,22279.722782531688,0,,0.0,,False,0,,632.5944554,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",,30.0,4,,,67,1.0,,,,,17,2,15,3,21,10,ordinary,22,full_coverage_and_all_discovered_cleared,282,6325.944554,40.0,constant,,0.028471041994635016
