active_measurements,active_no_signal,all_cleared,case_id,category,certified_clears,clear_calls,clear_fraction,cleared,commands,cpu_s,discovered_channels,failure,inconsistent_updates,measurements,missed_channels,mixed,move_m,noise,optical_fallback_calls,optical_max_cover_radius,per_source_s,policy_cleared_channels,rounding,sources,stations_visited,stop_reason,strategy,switches,total_virtual_s,wall_s
0,0,True,q4_random_00,random,12,12,1.0,12,664,0.03305199999999786,12,,0,650,[],True,43709.42575373199,hash,0,0.0,1058.4070958333334,"[2, 3, 4, 6, 8, 9, 11, 13, 15, 16, 17, 19]",nearest,12,49,full_coverage_and_all_discovered_cleared,square_greedy,649,12700.88515,0.03308212500996888
0,0,True,q4_random_00,random,12,12,1.0,12,627,0.03568699999999936,12,,0,613,[],True,39746.656091812496,hash,0,0.0,970.27760175,"[2, 3, 4, 6, 8, 9, 11, 13, 15, 16, 17, 19]",nearest,12,45,full_coverage_and_all_discovered_cleared,square_cropped_2opt,569,11643.331221,0.035729499999433756
0,0,True,q4_random_00,random,10,12,1.0,12,473,0.026844000000000534,12,,0,459,[],True,40618.36087949982,hash,0,0.0,908.8893480833334,"[2, 3, 4, 6, 8, 9, 11, 13, 15, 16, 17, 19]",nearest,12,31,full_coverage_and_all_discovered_cleared,triangle_2opt,428,10906.672177,0.026918290997855365
0,0,True,q4_random_00,random,10,12,1.0,12,473,0.02648500000000098,12,,0,459,[],True,40618.36087949982,hash,0,0.0,908.8893480833334,"[2, 3, 4, 6, 8, 9, 11, 13, 15, 16, 17, 19]",nearest,12,31,full_coverage_and_all_discovered_cleared,triangle_genetic,428,10906.672177,0.026523582986555994
19,5,True,q4_random_00,random,7,141,1.0,12,489,0.22324600000000316,12,,0,346,[],True,47083.01633425671,hash,129,19.18479995718492,992.3002739166667,"[2, 3, 4, 6, 8, 9, 11, 13, 15, 16, 17, 19]",nearest,12,31,full_coverage_and_all_discovered_cleared,active_2opt,314,11907.603287,0.22366774996044114
19,5,True,q4_random_00,random,7,141,1.0,12,489,0.22525800000000018,12,,0,346,[],True,47083.01633425671,hash,129,19.18479995718492,992.3002739166667,"[2, 3, 4, 6, 8, 9, 11, 13, 15, 16, 17, 19]",nearest,12,31,full_coverage_and_all_discovered_cleared,active_genetic,314,11907.603287,0.22561879199929535
0,0,True,q4_random_01,random,15,15,1.0,15,573,0.04014000000000095,15,,0,556,[],True,46584.00080478548,hash,0,0.0,848.4533441333333,"[1, 2, 3, 4, 6, 7, 9, 10, 11, 13, 14, 15, 17, 19, 20]",nearest,15,49,full_coverage_and_all_discovered_cleared,square_greedy,555,12726.800162,0.04017933300929144
0,0,True,q4_random_01,random,15,15,1.0,15,602,0.03967399999999799,15,,0,585,[],True,43538.59665858773,hash,0,0.0,816.5146221333333,"[1, 2, 3, 4, 6, 7, 9, 10, 11, 13, 14, 15, 17, 19, 20]",nearest,15,45,full_coverage_and_all_discovered_cleared,square_cropped_2opt,540,12247.719332,0.03978624998126179
0,0,True,q4_random_01,random,11,31,1.0,15,447,0.03129299999999802,15,,0,414,[],True,47596.26919723346,hash,16,19.18145312019765,806.4169222,"[1, 2, 3, 4, 6, 7, 9, 10, 11, 13, 14, 15, 17, 19, 20]",nearest,15,31,full_coverage_and_all_discovered_cleared,triangle_2opt,384,12096.253833,0.03131045895861462
0,0,True,q4_random_01,random,11,31,1.0,15,447,0.03136699999999948,15,,0,414,[],True,47596.26919723346,hash,16,19.18145312019765,806.4169222,"[1, 2, 3, 4, 6, 7, 9, 10, 11, 13, 14, 15, 17, 19, 20]",nearest,15,31,full_coverage_and_all_discovered_cleared,triangle_genetic,384,12096.253833,0.031396958976984024
26,6,True,q4_random_01,random,9,139,1.0,15,400,0.3025620000000018,15,,0,259,[],True,52311.21926880888,hash,124,19.25937563101771,828.5495896666667,"[1, 2, 3, 4, 6, 7, 9, 10, 11, 13, 14, 15, 17, 19, 20]",nearest,15,31,full_coverage_and_all_discovered_cleared,active_2opt,224,12428.243845,0.3028514159959741
26,6,True,q4_random_01,random,9,139,1.0,15,400,0.3036790000000025,15,,0,259,[],True,52311.21926880888,hash,124,19.25937563101771,828.5495896666667,"[1, 2, 3, 4, 6, 7, 9, 10, 11, 13, 14, 15, 17, 19, 20]",nearest,15,31,full_coverage_and_all_discovered_cleared,active_genetic,224,12428.243845,0.30410316697089
0,0,True,q4_random_02,random,15,16,1.0,16,574,0.03856999999999999,16,,0,556,[],True,46189.28348145782,hash,0,0.0,790.803543375,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 17, 19]",nearest,16,49,full_coverage_and_all_discovered_cleared,square_greedy,555,12652.856694,0.03867070795968175
0,0,True,q4_random_02,random,16,16,1.0,16,570,0.04092500000000143,16,,0,552,[],True,46406.73981235403,hash,0,0.0,789.33424775,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 17, 19]",nearest,16,45,full_coverage_and_all_discovered_cleared,square_cropped_2opt,508,12629.347964,0.04103483399376273
0,0,True,q4_random_02,random,10,45,1.0,16,471,0.0329189999999997,16,,0,424,[],True,49537.09804024161,hash,29,15.5779767988655,786.7137254375,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 17, 19]",nearest,16,31,full_coverage_and_all_discovered_cleared,triangle_2opt,393,12587.419607,0.0329660419956781
0,0,True,q4_random_02,random,10,45,1.0,16,471,0.03279099999999957,16,,0,424,[],True,49537.09804024161,hash,29,15.5779767988655,786.7137254375,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 17, 19]",nearest,16,31,full_coverage_and_all_discovered_cleared,triangle_genetic,393,12587.419607,0.032827792048919946
35,4,True,q4_random_02,random,12,94,1.0,16,343,0.3911060000000006,16,,0,247,[],True,40490.799000430736,hash,78,19.08809185596319,616.3224863125,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 17, 19]",nearest,16,23,public_upper_bound_16,active_2opt,214,9861.159781,0.3918989590019919
35,4,True,q4_random_02,random,12,94,1.0,16,343,0.4029639999999972,16,,0,247,[],True,40490.799000430736,hash,78,19.08809185596319,616.3224863125,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 17, 19]",nearest,16,23,public_upper_bound_16,active_genetic,214,9861.159781,0.40638150001177564
0,0,True,q4_random_03,random,11,11,1.0,11,661,0.0286369999999998,11,,0,648,[],True,42254.03476110293,hash,0,0.0,1126.618813909091,"[1, 2, 3, 6, 7, 8, 13, 14, 16, 17, 18]",nearest,11,49,full_coverage_and_all_discovered_cleared,square_greedy,647,12392.806953,0.028670000028796494
0,0,True,q4_random_03,random,11,11,1.0,11,579,0.027288999999999675,11,,0,566,[],True,41118.850529810974,hash,0,0.0,1057.2518278181817,"[1, 2, 3, 6, 7, 8, 13, 14, 16, 17, 18]",nearest,11,45,full_coverage_and_all_discovered_cleared,square_cropped_2opt,521,11629.770106,0.027299791981931776
0,0,True,q4_random_03,random,10,11,1.0,11,541,0.02588500000000238,11,,0,528,[],True,43170.98120629809,hash,0,0.0,1075.1087491818182,"[1, 2, 3, 6, 7, 8, 13, 14, 16, 17, 18]",nearest,11,31,full_coverage_and_all_discovered_cleared,triangle_2opt,497,11826.196241,0.02594750002026558
0,0,True,q4_random_03,random,10,11,1.0,11,541,0.026364000000000942,11,,0,528,[],True,43170.98120629809,hash,0,0.0,1075.1087491818182,"[1, 2, 3, 6, 7, 8, 13, 14, 16, 17, 18]",nearest,11,31,full_coverage_and_all_discovered_cleared,triangle_genetic,497,11826.196241,0.02639945800183341
20,6,True,q4_random_03,random,5,112,1.0,11,527,0.22594800000000248,11,,0,413,[],True,49608.51741225982,hash,101,19.19023501498587,1156.791228181818,"[1, 2, 3, 6, 7, 8, 13, 14, 16, 17, 18]",nearest,11,31,full_coverage_and_all_discovered_cleared,active_2opt,380,12724.70351,0.2262927500414662
20,6,True,q4_random_03,random,5,112,1.0,11,527,0.22662100000000152,11,,0,413,[],True,49608.51741225982,hash,101,19.19023501498587,1156.791228181818,"[1, 2, 3, 6, 7, 8, 13, 14, 16, 17, 18]",nearest,11,31,full_coverage_and_all_discovered_cleared,active_genetic,380,12724.70351,0.22698320797644556
0,0,True,q4_random_04,random,12,12,1.0,12,678,0.03613200000000205,12,,0,664,[],True,46120.16236686115,hash,0,0.0,1105.58603925,"[1, 2, 3, 5, 6, 8, 9, 11, 15, 17, 18, 20]",nearest,12,49,full_coverage_and_all_discovered_cleared,square_greedy,663,13267.032471,0.036302292020991445
0,0,True,q4_random_04,random,12,12,1.0,12,581,0.029626000000000374,12,,0,567,[],True,40258.632422313196,hash,0,0.0,955.7272071666666,"[1, 2, 3, 5, 6, 8, 9, 11, 15, 17, 18, 20]",nearest,12,45,full_coverage_and_all_discovered_cleared,square_cropped_2opt,522,11468.726486,0.029675416997633874
0,0,True,q4_random_04,random,11,12,1.0,12,485,0.028795999999999822,12,,0,471,[],True,43663.38545629296,hash,0,0.0,965.8064241666666,"[1, 2, 3, 5, 6, 8, 9, 11, 15, 17, 18, 20]",nearest,12,31,full_coverage_and_all_discovered_cleared,triangle_2opt,442,11589.67709,0.028835250006522983
0,0,True,q4_random_04,random,11,12,1.0,12,485,0.028992999999999824,12,,0,471,[],True,43663.38545629296,hash,0,0.0,965.8064241666666,"[1, 2, 3, 5, 6, 8, 9, 11, 15, 17, 18, 20]",nearest,12,31,full_coverage_and_all_discovered_cleared,triangle_genetic,442,11589.67709,0.029011374979745597
24,4,True,q4_random_04,random,8,95,1.0,12,469,0.2711819999999996,12,,0,372,[],True,45760.71044949241,hash,83,19.189584146032836,971.178505,"[1, 2, 3, 5, 6, 8, 9, 11, 15, 17, 18, 20]",nearest,12,31,full_coverage_and_all_discovered_cleared,active_2opt,333,11654.14206,0.2715958339977078
24,4,True,q4_random_04,random,8,95,1.0,12,469,0.2703019999999974,12,,0,372,[],True,45760.71044949241,hash,83,19.189584146032836,971.178505,"[1, 2, 3, 5, 6, 8, 9, 11, 15, 17, 18, 20]",nearest,12,31,full_coverage_and_all_discovered_cleared,active_genetic,333,11654.14206,0.2706556659541093
0,0,True,q4_random_05,random,15,15,1.0,15,638,0.042504000000000985,15,,0,621,[],True,47896.128225411085,hash,0,0.0,891.9483764,"[2, 3, 4, 5, 6, 7, 8, 10, 12, 13, 14, 15, 17, 18, 20]",nearest,15,49,full_coverage_and_all_discovered_cleared,square_greedy,620,13379.225646,0.04255966696655378
0,0,True,q4_random_05,random,15,15,1.0,15,583,0.03865300000000005,15,,0,566,[],True,49652.961932427424,hash,0,0.0,890.5061590666667,"[2, 3, 4, 5, 6, 7, 8, 10, 12, 13, 14, 15, 17, 18, 20]",nearest,15,45,full_coverage_and_all_discovered_cleared,square_cropped_2opt,522,13357.592386,0.03870145900873467
0,0,True,q4_random_05,random,14,15,1.0,15,402,0.031087999999996896,15,,0,385,[],True,48420.06816875462,hash,0,0.0,802.5342422,"[2, 3, 4, 5, 6, 7, 8, 10, 12, 13, 14, 15, 17, 18, 20]",nearest,15,31,full_coverage_and_all_discovered_cleared,triangle_2opt,354,12038.013633,0.031145667016971856
0,0,True,q4_random_05,random,14,15,1.0,15,402,0.03108500000000447,15,,0,385,[],True,48420.06816875462,hash,0,0.0,802.5342422,"[2, 3, 4, 5, 6, 7, 8, 10, 12, 13, 14, 15, 17, 18, 20]",nearest,15,31,full_coverage_and_all_discovered_cleared,triangle_genetic,354,12038.013633,0.031097040977329016
34,5,True,q4_random_05,random,10,32,1.0,15,327,0.39786300000000097,15,,0,293,[],True,45839.025814025495,hash,17,17.860979200768895,733.9203442,"[2, 3, 4, 5, 6, 7, 8, 10, 12, 13, 14, 15, 17, 18, 20]",nearest,15,31,full_coverage_and_all_discovered_cleared,active_2opt,250,11008.805163,0.3986160419881344
34,5,True,q4_random_05,random,10,32,1.0,15,327,0.3988780000000034,15,,0,293,[],True,45839.025814025495,hash,17,17.860979200768895,733.9203442,"[2, 3, 4, 5, 6, 7, 8, 10, 12, 13, 14, 15, 17, 18, 20]",nearest,15,31,full_coverage_and_all_discovered_cleared,active_genetic,250,11008.805163,0.4010118329897523
0,0,True,q4_random_06,random,11,11,1.0,11,634,0.03023499999999757,11,,0,621,[],True,42571.991236380054,hash,0,0.0,1117.6725679090907,"[2, 4, 5, 7, 8, 10, 11, 14, 15, 17, 19]",nearest,11,49,full_coverage_and_all_discovered_cleared,square_greedy,620,12294.398247,0.03024787496542558
0,0,True,q4_random_06,random,11,11,1.0,11,584,0.024931000000002257,11,,0,571,[],True,41830.12680591402,hash,0,0.0,1073.0023055454546,"[2, 4, 5, 7, 8, 10, 11, 14, 15, 17, 19]",nearest,11,45,full_coverage_and_all_discovered_cleared,square_cropped_2opt,527,11803.025361,0.02494675002526492
0,0,True,q4_random_06,random,10,11,1.0,11,456,0.02683799999999792,11,,0,443,[],True,43893.98714607328,hash,0,0.0,1041.8906753636363,"[2, 4, 5, 7, 8, 10, 11, 14, 15, 17, 19]",nearest,11,31,full_coverage_and_all_discovered_cleared,triangle_2opt,412,11460.797429,0.026863333012443036
0,0,True,q4_random_06,random,10,11,1.0,11,456,0.026516000000000872,11,,0,443,[],True,43893.98714607328,hash,0,0.0,1041.8906753636363,"[2, 4, 5, 7, 8, 10, 11, 14, 15, 17, 19]",nearest,11,31,full_coverage_and_all_discovered_cleared,triangle_genetic,412,11460.797429,0.026541166997049004
17,1,True,q4_random_06,random,10,21,1.0,11,349,0.19565500000000213,11,,0,326,[],True,42080.128442558205,hash,10,19.178416518851066,947.6386989090909,"[2, 4, 5, 7, 8, 10, 11, 14, 15, 17, 19]",nearest,11,31,full_coverage_and_all_discovered_cleared,active_2opt,293,10424.025688,0.19588508299784735
17,1,True,q4_random_06,random,10,21,1.0,11,349,0.19538400000000422,11,,0,326,[],True,42080.128442558205,hash,10,19.178416518851066,947.6386989090909,"[2, 4, 5, 7, 8, 10, 11, 14, 15, 17, 19]",nearest,11,31,full_coverage_and_all_discovered_cleared,active_genetic,293,10424.025688,0.1955962089705281
0,0,True,q4_random_07,random,13,13,1.0,13,666,0.04044400000000081,13,,0,651,[],True,45991.276945369464,hash,0,0.0,1012.9427221538461,"[2, 3, 4, 5, 9, 10, 11, 12, 13, 14, 15, 17, 18]",nearest,13,49,full_coverage_and_all_discovered_cleared,square_greedy,650,13168.255388,0.0404932500096038
0,0,True,q4_random_07,random,13,13,1.0,13,629,0.039014999999999134,13,,0,614,[],True,42673.65245934818,hash,0,0.0,941.4408071538461,"[2, 3, 4, 5, 9, 10, 11, 12, 13, 14, 15, 17, 18]",nearest,13,45,full_coverage_and_all_discovered_cleared,square_cropped_2opt,569,12238.730493,0.03905575000680983
0,0,True,q4_random_07,random,12,13,1.0,13,487,0.028117000000001724,13,,0,472,[],True,42657.75690197649,hash,0,0.0,876.7347216153846,"[2, 3, 4, 5, 9, 10, 11, 12, 13, 14, 15, 17, 18]",nearest,13,31,full_coverage_and_all_discovered_cleared,triangle_2opt,441,11397.551381,0.0281499590491876
0,0,True,q4_random_07,random,12,13,1.0,13,487,0.028320999999998264,13,,0,472,[],True,42657.75690197649,hash,0,0.0,876.7347216153846,"[2, 3, 4, 5, 9, 10, 11, 12, 13, 14, 15, 17, 18]",nearest,13,31,full_coverage_and_all_discovered_cleared,triangle_genetic,441,11397.551381,0.02835970901651308
30,2,True,q4_random_07,random,11,29,1.0,13,418,0.3681370000000044,13,,0,387,[],True,45579.6772615546,hash,16,19.05748979359025,885.6104193076923,"[2, 3, 4, 5, 9, 10, 11, 12, 13, 14, 15, 17, 18]",nearest,13,31,full_coverage_and_all_discovered_cleared,active_2opt,349,11512.935451,0.36950229201465845
30,2,True,q4_random_07,random,11,29,1.0,13,418,0.35448799999999636,13,,0,387,[],True,45579.6772615546,hash,16,19.05748979359025,885.6104193076923,"[2, 3, 4, 5, 9, 10, 11, 12, 13, 14, 15, 17, 18]",nearest,13,31,full_coverage_and_all_discovered_cleared,active_genetic,349,11512.935451,0.35479100001975894
0,0,True,q4_random_08,random,16,16,1.0,16,534,0.04055699999999973,16,,0,516,[],True,40871.01104176759,hash,0,0.0,709.325138125,"[2, 3, 4, 5, 6, 7, 8, 10, 12, 13, 14, 15, 16, 17, 18, 20]",nearest,16,45,public_upper_bound_16,square_greedy,515,11349.20221,0.04059591703116894
0,0,True,q4_random_08,random,16,16,1.0,16,480,0.04440800000000422,16,,0,462,[],True,38130.22549360788,hash,0,0.0,652.502818625,"[2, 3, 4, 5, 6, 7, 8, 10, 12, 13, 14, 15, 16, 17, 18, 20]",nearest,16,39,public_upper_bound_16,square_cropped_2opt,424,10440.045098,0.04446845903294161
0,0,True,q4_random_08,random,15,16,1.0,16,378,0.030602000000001794,16,,0,360,[],True,43546.30213884171,hash,0,0.0,682.5162765625,"[2, 3, 4, 5, 6, 7, 8, 10, 12, 13, 14, 15, 16, 17, 18, 20]",nearest,16,31,full_coverage_and_all_discovered_cleared,triangle_2opt,331,10920.260425,0.03064008295768872
0,0,True,q4_random_08,random,15,16,1.0,16,378,0.030507999999997537,16,,0,360,[],True,43546.30213884171,hash,0,0.0,682.5162765625,"[2, 3, 4, 5, 6, 7, 8, 10, 12, 13, 14, 15, 16, 17, 18, 20]",nearest,16,31,full_coverage_and_all_discovered_cleared,triangle_genetic,331,10920.260425,0.0305919999955222
35,2,True,q4_random_08,random,14,86,1.0,16,327,0.5020489999999995,16,,0,239,[],True,39905.32379502019,hash,70,19.220982350079098,604.31654625,"[2, 3, 4, 5, 6, 7, 8, 10, 12, 13, 14, 15, 16, 17, 18, 20]",nearest,16,22,public_upper_bound_16,active_2opt,203,9669.06474,0.5622304159915075
35,2,True,q4_random_08,random,14,86,1.0,16,327,0.40476699999999965,16,,0,239,[],True,39905.32379502019,hash,70,19.220982350079098,604.31654625,"[2, 3, 4, 5, 6, 7, 8, 10, 12, 13, 14, 15, 16, 17, 18, 20]",nearest,16,22,public_upper_bound_16,active_genetic,203,9669.06474,0.40545254200696945
0,0,True,q4_random_09,random,11,11,1.0,11,675,0.03730499999999637,11,,0,662,[],True,45499.83294321958,hash,0,0.0,1193.2696898181819,"[1, 2, 7, 8, 14, 15, 16, 17, 18, 19, 20]",nearest,11,49,full_coverage_and_all_discovered_cleared,square_greedy,661,13125.966588,0.03734570904634893
0,0,True,q4_random_09,random,11,11,1.0,11,668,0.03375400000000184,11,,0,655,[],True,37970.60838947178,hash,0,0.0,1048.7383343636363,"[1, 2, 7, 8, 14, 15, 16, 17, 18, 19, 20]",nearest,11,45,full_coverage_and_all_discovered_cleared,square_cropped_2opt,612,11536.121678,0.03381220804294571
0,0,True,q4_random_09,random,10,11,1.0,11,484,0.02544199999999819,11,,0,471,[],True,41951.361710683326,hash,0,0.0,1022.0247584545455,"[1, 2, 7, 8, 14, 15, 16, 17, 18, 19, 20]",nearest,11,31,full_coverage_and_all_discovered_cleared,triangle_2opt,442,11242.272343,0.025492749991826713
0,0,True,q4_random_09,random,10,11,1.0,11,484,0.025556999999999164,11,,0,471,[],True,41951.361710683326,hash,0,0.0,1022.0247584545455,"[1, 2, 7, 8, 14, 15, 16, 17, 18, 19, 20]",nearest,11,31,full_coverage_and_all_discovered_cleared,triangle_genetic,442,11242.272343,0.025598291016649455
26,2,True,q4_random_09,random,9,25,1.0,11,432,0.3019120000000015,11,,0,405,[],True,43945.71327700315,hash,14,15.698729205912281,1024.8311502727274,"[1, 2, 7, 8, 14, 15, 16, 17, 18, 19, 20]",nearest,11,31,full_coverage_and_all_discovered_cleared,active_2opt,362,11273.142653,0.3023507919861004
26,2,True,q4_random_09,random,9,25,1.0,11,432,0.30127999999999844,11,,0,405,[],True,43945.71327700315,hash,14,15.698729205912281,1024.8311502727274,"[1, 2, 7, 8, 14, 15, 16, 17, 18, 19, 20]",nearest,11,31,full_coverage_and_all_discovered_cleared,active_genetic,362,11273.142653,0.30159354204079136
0,0,True,q4_random_10,random,12,12,1.0,12,650,0.03233600000000081,12,,0,636,[],True,43034.07190163297,hash,0,0.0,1040.1511984166666,"[1, 2, 5, 6, 8, 11, 12, 15, 17, 18, 19, 20]",nearest,12,49,full_coverage_and_all_discovered_cleared,square_greedy,635,12481.814381,0.032370249973610044
0,0,True,q4_random_10,random,11,12,1.0,12,666,0.03388400000000047,12,,0,652,[],True,41610.29161551851,hash,0,0.0,1020.8381935000001,"[1, 2, 5, 6, 8, 11, 12, 15, 17, 18, 19, 20]",nearest,12,45,full_coverage_and_all_discovered_cleared,square_cropped_2opt,608,12250.058322,0.03390820900676772
0,0,True,q4_random_10,random,11,21,1.0,12,427,0.023910000000000764,12,,0,404,[],True,41796.932134691786,hash,9,15.363792340463704,903.4488690833333,"[1, 2, 5, 6, 8, 11, 12, 15, 17, 18, 19, 20]",nearest,12,31,full_coverage_and_all_discovered_cleared,triangle_2opt,375,10841.386429,0.02393841597950086
0,0,True,q4_random_10,random,11,21,1.0,12,427,0.023603000000001373,12,,0,404,[],True,41796.932134691786,hash,9,15.363792340463704,903.4488690833333,"[1, 2, 5, 6, 8, 11, 12, 15, 17, 18, 19, 20]",nearest,12,31,full_coverage_and_all_discovered_cleared,triangle_genetic,375,10841.386429,0.023615833022631705
23,3,True,q4_random_10,random,9,48,1.0,12,398,0.260347000000003,12,,0,348,[],True,42480.267571086246,hash,36,15.724014290499952,893.0044593333333,"[1, 2, 5, 6, 8, 11, 12, 15, 17, 18, 19, 20]",nearest,12,31,full_coverage_and_all_discovered_cleared,active_2opt,312,10716.053512,0.26081887498730794
23,3,True,q4_random_10,random,9,48,1.0,12,398,0.25861799999999846,12,,0,348,[],True,42480.267571086246,hash,36,15.724014290499952,893.0044593333333,"[1, 2, 5, 6, 8, 11, 12, 15, 17, 18, 19, 20]",nearest,12,31,full_coverage_and_all_discovered_cleared,active_genetic,312,10716.053512,0.25905875000171363
0,0,True,q4_random_11,random,16,16,1.0,16,648,0.04540699999999731,16,,0,630,[],True,38552.465880431,hash,0,0.0,723.093323625,"[1, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]",nearest,16,45,public_upper_bound_16,square_greedy,629,11569.493178,0.04546908295014873
0,0,True,q4_random_11,random,16,16,1.0,16,591,0.041477999999997905,16,,0,573,[],True,41262.489226680635,hash,0,0.0,732.8436153125,"[1, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]",nearest,16,45,full_coverage_and_all_discovered_cleared,square_cropped_2opt,528,11725.497845,0.04158016701694578
0,0,True,q4_random_11,random,12,16,1.0,16,472,0.039842000000000155,16,,0,454,[],True,51906.50449833628,hash,0,0.0,822.14380625,"[1, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]",nearest,16,31,full_coverage_and_all_discovered_cleared,triangle_2opt,423,13154.3009,0.03990979102673009
0,0,True,q4_random_11,random,12,16,1.0,16,472,0.03978699999999691,16,,0,454,[],True,51906.50449833628,hash,0,0.0,822.14380625,"[1, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]",nearest,16,31,full_coverage_and_all_discovered_cleared,triangle_genetic,423,13154.3009,0.03983291698386893
34,6,True,q4_random_11,random,10,35,1.0,16,262,0.3946940000000012,16,,0,225,[],True,36978.52946200062,hash,19,19.191463074864963,553.2316185,"[1, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]",nearest,16,20,public_upper_bound_16,active_2opt,194,8851.705896,0.39519337500678375
34,6,True,q4_random_11,random,10,35,1.0,16,262,0.39011899999999855,16,,0,225,[],True,36978.52946200062,hash,19,19.191463074864963,553.2316185,"[1, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]",nearest,16,20,public_upper_bound_16,active_genetic,194,8851.705896,0.3905258749728091
0,0,True,q4_random_12,random,15,15,1.0,15,619,0.03700200000000109,15,,0,602,[],True,48284.750368077985,hash,0,0.0,889.5300049333333,"[1, 2, 3, 4, 5, 6, 7, 9, 11, 12, 13, 14, 17, 19, 20]",nearest,15,49,full_coverage_and_all_discovered_cleared,square_greedy,601,13342.950074,0.03702145896386355
0,0,True,q4_random_12,random,15,15,1.0,15,566,0.03918799999999578,15,,0,549,[],True,43077.04585591493,hash,0,0.0,796.0939448,"[1, 2, 3, 4, 5, 6, 7, 9, 11, 12, 13, 14, 17, 19, 20]",nearest,15,45,full_coverage_and_all_discovered_cleared,square_cropped_2opt,506,11941.409172,0.039231917005963624
0,0,True,q4_random_12,random,10,15,1.0,15,474,0.03127199999999419,15,,0,457,[],True,45608.96792585773,hash,0,0.0,793.9195722666666,"[1, 2, 3, 4, 5, 6, 7, 9, 11, 12, 13, 14, 17, 19, 20]",nearest,15,31,full_coverage_and_all_discovered_cleared,triangle_2opt,427,11908.793584,0.03131250001024455
0,0,True,q4_random_12,random,10,15,1.0,15,474,0.048925000000004104,15,,0,457,[],True,45608.96792585773,hash,0,0.0,793.9195722666666,"[1, 2, 3, 4, 5, 6, 7, 9, 11, 12, 13, 14, 17, 19, 20]",nearest,15,31,full_coverage_and_all_discovered_cleared,triangle_genetic,427,11908.793584,0.05237541702808812
31,6,True,q4_random_12,random,9,192,1.0,15,531,0.35021400000000114,15,,0,337,[],True,54181.20278241889,hash,177,19.191460065893185,894.882706,"[1, 2, 3, 4, 5, 6, 7, 9, 11, 12, 13, 14, 17, 19, 20]",nearest,15,31,full_coverage_and_all_discovered_cleared,active_2opt,296,13423.24059,0.35092320799594745
31,6,True,q4_random_12,random,9,192,1.0,15,531,0.3464080000000038,15,,0,337,[],True,54181.20278241889,hash,177,19.191460065893185,894.882706,"[1, 2, 3, 4, 5, 6, 7, 9, 11, 12, 13, 14, 17, 19, 20]",nearest,15,31,full_coverage_and_all_discovered_cleared,active_genetic,296,13423.24059,0.34688587504206225
0,0,True,q4_random_13,random,10,11,1.0,11,714,0.036810000000002674,11,,0,701,[],True,47131.688995264376,hash,0,0.0,1244.212526909091,"[2, 4, 5, 9, 10, 11, 12, 14, 15, 18, 20]",nearest,11,49,full_coverage_and_all_discovered_cleared,square_greedy,700,13686.337796,0.03684666700428352
0,0,True,q4_random_13,random,11,11,1.0,11,637,0.032045999999994024,11,,0,624,[],True,43259.13576265835,hash,0,0.0,1127.8933774545455,"[2, 4, 5, 9, 10, 11, 12, 14, 15, 18, 20]",nearest,11,45,full_coverage_and_all_discovered_cleared,square_cropped_2opt,580,12406.827152,0.03211862500756979
0,0,True,q4_random_13,random,8,11,1.0,11,476,0.03724199999999911,11,,0,463,[],True,41423.46983401655,hash,0,0.0,1007.8812696363638,"[2, 4, 5, 9, 10, 11, 12, 14, 15, 18, 20]",nearest,11,31,full_coverage_and_all_discovered_cleared,triangle_2opt,432,11086.693966,0.038284124981146306
0,0,True,q4_random_13,random,8,11,1.0,11,476,0.025616999999996892,11,,0,463,[],True,41423.46983401655,hash,0,0.0,1007.8812696363638,"[2, 4, 5, 9, 10, 11, 12, 14, 15, 18, 20]",nearest,11,31,full_coverage_and_all_discovered_cleared,triangle_genetic,432,11086.693966,0.0257030829670839
24,4,True,q4_random_13,random,7,127,1.0,11,494,0.2876459999999952,11,,0,365,[],True,49028.87151246071,hash,116,19.180148697898105,1123.7067533636364,"[2, 4, 5, 9, 10, 11, 12, 14, 15, 18, 20]",nearest,11,31,full_coverage_and_all_discovered_cleared,active_2opt,327,12360.774287,0.2884702499723062
24,4,True,q4_random_13,random,7,127,1.0,11,494,0.28361300000000256,11,,0,365,[],True,49028.87151246071,hash,116,19.180148697898105,1123.7067533636364,"[2, 4, 5, 9, 10, 11, 12, 14, 15, 18, 20]",nearest,11,31,full_coverage_and_all_discovered_cleared,active_genetic,327,12360.774287,0.28405170899350196
