active_measurements,active_no_signal,all_cleared,bracket_cut_inconsistencies,bracket_measurements,bracket_optical_success,bracket_optical_trials,bracket_pair_cuts,case_id,category,certified_clears,clear_calls,cleared,commands,coverage_full_survey_points,cpu_s,discovered_channels,discovery_cover_radius,dynamic_cover_checks,early_optical_success,early_optical_trials,extra_discovery_measurements,extra_discovery_sites,failure,inconsistent_updates,initialization_s,joint_route_solves,known_upper_bound_skips,measurements,method,missed_channels,move_m,optical_fallback_calls,optical_max_cover_radius,per_source_s,policy_cleared_channels,problem,pruned_stations,replaced_stations,replacement_measurements,replacement_proposals,replacement_surveys,seed,shared_known_measurements,skipped_precise_measurements,sources,split,stations_visited,stop_reason,switches,total_virtual_s,wall_s
5,0,True,0,0,0,0,0,clustered__adversarial-positive__81,clustered__adversarial-positive,12,16,14,126,,0.022921000000003744,14,,,2,4,,,,0,7.170799653977156e-05,23,,108,joint9,[],11697.886725531944,0,0.0,218.3983819285714,"[1, 3, 6, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20]",3,,,,,,81,14,17,14,ordinary,9,full_coverage_and_all_discovered_cleared,102,3057.577347,0.0229483749717474
15,0,True,,,,,,clustered__adversarial-positive__82,clustered__adversarial-positive,11,11,11,121,,0.10565199999999919,11,,,,,,,,0,5.8542005717754364e-05,,,108,peer_layout9_proxy,[],14618.035854975618,0,0.0,328.6915610909091,"[1, 3, 5, 6, 7, 8, 10, 11, 16, 17, 19]",3,,,,,,82,,,11,ordinary,9,full_coverage_and_all_discovered_cleared,97,3615.607172,0.10572741599753499
4,0,True,,,,,,clustered__adversarial-positive__82,clustered__adversarial-positive,9,12,11,123,,0.01772600000000324,11,778.6166859055267,1,2,3,0,0,,0,6.88339932821691e-05,,,109,shared9,[],12134.051672895434,0,0.0,284.4373031818182,"[1, 3, 5, 6, 7, 8, 10, 11, 16, 17, 19]",3,0,,,,,82,12,0,11,ordinary,9,continuous_dynamic_coverage_and_all_discovered_cleared,99,3128.810335,0.017737958987709135
3,0,True,0,0,0,0,0,clustered__adversarial-positive__82,clustered__adversarial-positive,8,13,11,121,,0.02024600000000021,11,,,3,5,,,,0,4.854204598814249e-05,18,,106,joint7,[],8729.51064068455,0,0.0,221.2638299090909,"[1, 3, 5, 6, 7, 8, 10, 11, 16, 17, 19]",3,,,,,,82,17,5,11,ordinary,7,full_coverage_and_all_discovered_cleared,97,2433.902129,0.020251375040970743
3,0,True,0,0,0,0,0,clustered__adversarial-positive__82,clustered__adversarial-positive,9,12,11,161,,0.01945299999999861,11,,,2,3,,,,0,6.350001785904169e-05,20,,147,joint9,[],10249.979172663338,0,0.0,270.99962127272727,"[1, 3, 5, 6, 7, 8, 10, 11, 16, 17, 19]",3,,,,,,82,12,15,11,ordinary,9,full_coverage_and_all_discovered_cleared,138,2980.995834,0.019491708022542298
20,0,True,,,,,,clustered__adversarial-positive__83,clustered__adversarial-positive,13,13,13,174,,0.17267100000000113,13,,,,,,,,0,6.608397234231234e-05,,,159,peer_layout9_proxy,[],15410.502422224698,0,0.0,314.315422,"[1, 2, 3, 4, 5, 11, 13, 15, 16, 17, 18, 19, 20]",3,,,,,,83,,,13,ordinary,9,full_coverage_and_all_discovered_cleared,144,4086.100486,0.17276370798936114
6,0,True,,,,,,clustered__adversarial-positive__83,clustered__adversarial-positive,11,16,13,175,,0.020302999999998406,13,778.6166859055267,1,2,5,0,0,,0,9.408296318724751e-05,,,157,shared9,[],10923.153533982093,0,0.0,245.4331313846154,"[1, 2, 3, 4, 5, 11, 13, 15, 16, 17, 18, 19, 20]",3,0,,,,,83,12,0,13,ordinary,9,continuous_dynamic_coverage_and_all_discovered_cleared,147,3190.630708,0.020303125027567148
5,0,True,0,0,0,0,0,clustered__adversarial-positive__83,clustered__adversarial-positive,10,15,13,153,,0.020832000000005735,13,,,3,5,,,,0,6.170797860249877e-05,20,,136,joint7,[],9990.33364359149,0,0.0,221.46667146153848,"[1, 2, 3, 4, 5, 11, 13, 15, 16, 17, 18, 19, 20]",3,,,,,,83,15,0,13,ordinary,7,full_coverage_and_all_discovered_cleared,130,2879.066729,0.020840708981268108
6,0,True,0,0,0,0,0,clustered__adversarial-positive__83,clustered__adversarial-positive,11,16,13,176,,0.021034999999997694,13,,,2,5,,,,0,6.733398186042905e-05,22,,158,joint9,[],10496.691926754755,0,0.0,239.33372184615385,"[1, 2, 3, 4, 5, 11, 13, 15, 16, 17, 18, 19, 20]",3,,,,,,83,13,0,13,ordinary,9,full_coverage_and_all_discovered_cleared,148,3111.338384,0.02107454201905057
25,0,True,,,,,,clustered__adversarial-positive__84,clustered__adversarial-positive,15,15,15,120,,0.18780900000000145,15,,,,,,,,0,7.620797259733081e-05,,,103,peer_layout9_proxy,[],20992.486556403528,0,0.0,325.09982080000003,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16]",3,,,,,,84,,,15,ordinary,9,full_coverage_and_all_discovered_cleared,88,4876.497312,0.18793333298526704
11,0,True,,,,,,clustered__adversarial-positive__84,clustered__adversarial-positive,11,20,15,119,,0.023639000000002852,15,778.6166859055267,1,4,9,0,0,,0,6.9500005338341e-05,,,97,shared9,[],15083.753800697943,0,0.0,245.51671739999998,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16]",3,0,,,,,84,11,0,15,ordinary,9,continuous_dynamic_coverage_and_all_discovered_cleared,91,3682.750761,0.023654417018406093
11,0,True,0,0,0,0,0,clustered__adversarial-positive__84,clustered__adversarial-positive,14,23,15,186,,0.031109999999998195,15,,,1,9,,,,0,5.3750001825392246e-05,22,,161,joint7,[],11593.830298652905,0,0.0,225.184404,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16]",3,,,,,,84,54,0,15,ordinary,7,full_coverage_and_all_discovered_cleared,155,3377.76606,0.031121083011385053
8,0,True,0,0,0,0,0,clustered__adversarial-positive__84,clustered__adversarial-positive,12,19,15,163,,0.027737999999999374,15,,,3,7,,,,0,7.491698488593102e-05,24,,142,joint9,[],12407.979894882867,0,0.0,227.70639866666667,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16]",3,,,,,,84,34,3,15,ordinary,9,full_coverage_and_all_discovered_cleared,137,3415.59598,0.02776620798977092
18,0,True,,,,,,clustered__adversarial-positive__85,clustered__adversarial-positive,11,11,11,162,,0.1650109999999998,11,,,,,,,,0,7.562502287328243e-05,,,149,peer_layout9_proxy,[],13954.249275314582,0,0.0,338.71362327272726,"[4, 6, 7, 8, 10, 11, 13, 14, 16, 19, 20]",3,,,,,,85,,,11,ordinary,9,full_coverage_and_all_discovered_cleared,135,3725.849856,0.16511370800435543
8,0,True,,,,,,clustered__adversarial-positive__85,clustered__adversarial-positive,11,15,11,171,,0.022854000000002372,11,778.6166859055267,1,0,4,0,0,,0,6.937497528269887e-05,,,154,shared9,[],11297.794224437695,0,0.0,294.5962588181818,"[4, 6, 7, 8, 10, 11, 13, 14, 16, 19, 20]",3,0,,,,,85,15,0,11,ordinary,9,continuous_dynamic_coverage_and_all_discovered_cleared,144,3240.558847,0.022855332994367927
3,0,True,0,0,0,0,0,clustered__adversarial-positive__85,clustered__adversarial-positive,8,12,11,144,,0.02092400000000083,11,,,3,4,,,,0,6.295903585851192e-05,18,,130,joint7,[],9114.215734985235,0,0.0,241.44028618181818,"[4, 6, 7, 8, 10, 11, 13, 14, 16, 19, 20]",3,,,,,,85,19,0,11,ordinary,7,full_coverage_and_all_discovered_cleared,125,2655.843148,0.02093862503534183
8,0,True,0,0,0,0,0,clustered__adversarial-positive__85,clustered__adversarial-positive,11,15,11,173,,0.02393599999999907,11,,,0,4,,,,0,6.412499351426959e-05,20,,156,joint9,[],10917.632276231234,0,0.0,288.6842234545454,"[4, 6, 7, 8, 10, 11, 13, 14, 16, 19, 20]",3,,,,,,85,17,0,11,ordinary,9,full_coverage_and_all_discovered_cleared,145,3175.526458,0.02394020900828764
29,0,True,,,,,,clustered__adversarial-positive__86,clustered__adversarial-positive,16,16,16,74,,0.22593100000000277,16,,,,,,,,0,7.241603452712297e-05,,,56,peer_layout9_proxy,[],17057.769096770953,0,0.0,238.34711375,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 14, 15, 18, 19, 20]",3,,,,,,86,,,16,ordinary,2,public_upper_bound_16,42,3813.55382,0.22608279099222273
19,0,True,,,,,,clustered__adversarial-positive__86,clustered__adversarial-positive,13,27,16,114,,0.029605000000003656,16,,0,3,14,0,0,,0,6.550003308802843e-05,,,85,shared9,[],14230.325137741538,0,0.0,216.25406425,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 14, 15, 18, 19, 20]",3,0,,,,,86,13,0,16,ordinary,6,public_upper_bound_16,76,3460.065028,0.029623832961078733
5,0,True,0,0,0,0,0,clustered__adversarial-positive__86,clustered__adversarial-positive,15,19,16,106,,0.025553000000002157,16,,,1,4,,,,0,5.112495273351669e-05,22,,85,joint7,[],10286.155233820295,0,0.0,165.7019403125,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 14, 15, 18, 19, 20]",3,,,,,,86,17,4,16,ordinary,6,public_upper_bound_16,80,2651.231045,0.025607582996599376
6,0,True,0,0,0,0,0,clustered__adversarial-positive__86,clustered__adversarial-positive,13,19,16,102,,0.026756999999996367,16,,,3,6,,,,0,5.508400499820709e-05,22,,81,joint9,[],9488.277089096538,0,0.0,154.0409635625,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 14, 15, 18, 19, 20]",3,,,,,,86,22,2,16,ordinary,6,public_upper_bound_16,73,2464.655417,0.026758208987303078
34,0,True,,,,,,clustered__adversarial-negative__77,clustered__adversarial-negative,16,16,16,117,,0.28812000000000637,16,,,,,,,,0,5.1332986913621426e-05,,,99,peer_layout9_proxy,[],19768.56568936959,0,0.0,287.9195711875,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 16, 17, 18, 20]",3,,,,,,77,,,16,ordinary,6,public_upper_bound_16,78,4606.713139,0.28837479202775285
13,0,True,,,,,,clustered__adversarial-negative__77,clustered__adversarial-negative,14,23,16,104,,0.028451000000004,16,,0,2,9,0,0,,0,0.00011066696606576443,,,79,shared9,[],12711.404515066462,0,0.0,194.3925565,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 16, 17, 18, 20]",3,0,,,,,77,18,0,16,ordinary,4,public_upper_bound_16,72,3110.280904,0.02851270802784711
8,0,True,0,0,0,0,0,clustered__adversarial-negative__77,clustered__adversarial-negative,12,21,16,122,,0.026802000000003545,16,,,4,9,,,,0,6.337498780339956e-05,22,,99,joint7,[],10408.592536817658,0,0.0,172.85740675,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 16, 17, 18, 20]",3,,,,,,77,23,0,16,ordinary,6,public_upper_bound_16,94,2765.718508,0.026802124979440123
7,0,True,0,0,0,0,0,clustered__adversarial-negative__77,clustered__adversarial-negative,13,20,16,136,,0.028596999999997763,16,,,3,7,,,,0,7.058301707729697e-05,24,,114,joint9,[],11633.78417948367,0,0.0,193.547302125,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 16, 17, 18, 20]",3,,,,,,77,21,0,16,ordinary,8,public_upper_bound_16,108,3096.756834,0.02861629199469462
28,0,True,,,,,,clustered__adversarial-negative__78,clustered__adversarial-negative,16,16,16,112,,0.23075999999999652,16,,,,,,,,0,6.866594776511192e-05,,,94,peer_layout9_proxy,[],17033.52997110208,0,0.0,252.231624875,"[1, 3, 4, 5, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 19, 20]",3,,,,,,78,,,16,ordinary,5,public_upper_bound_16,79,4035.705998,0.23101620801026002
9,0,True,,,,,,clustered__adversarial-negative__78,clustered__adversarial-negative,11,20,16,134,,0.025508000000002085,16,,0,5,9,0,0,,0,7.929099956527352e-05,,,112,shared9,[],12573.074820577765,0,0.0,204.4134355,"[1, 3, 4, 5, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 19, 20]",3,0,,,,,78,16,0,16,ordinary,9,public_upper_bound_16,104,3270.614968,0.025517790985759348
6,0,True,0,0,0,0,0,clustered__adversarial-negative__78,clustered__adversarial-negative,13,20,16,172,,0.02749899999999883,16,,,3,7,,,,0,5.566596519201994e-05,22,,150,joint7,[],10482.787486734336,0,0.0,192.597343625,"[1, 3, 4, 5, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 19, 20]",3,,,,,,78,29,1,16,ordinary,6,public_upper_bound_16,143,3081.557498,0.02752341702580452
7,0,True,0,0,0,0,0,clustered__adversarial-negative__78,clustered__adversarial-negative,8,19,16,93,,0.0224410000000006,16,,,8,11,,,,0,6.920797750353813e-05,20,,72,joint9,[],7168.549813992444,0,0.0,121.919372625,"[1, 3, 4, 5, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 19, 20]",3,,,,,,78,15,0,16,ordinary,4,public_upper_bound_16,68,1950.709962,0.02244137501111254
17,0,True,,,,,,clustered__adversarial-negative__79,clustered__adversarial-negative,11,11,11,150,,0.1343220000000045,11,,,,,,,,0,4.879100015386939e-05,,,137,peer_layout9_proxy,[],15743.715255614847,0,0.0,364.88573163636363,"[2, 3, 6, 8, 12, 15, 16, 17, 18, 19, 20]",3,,,,,,79,,,11,ordinary,9,full_coverage_and_all_discovered_cleared,125,4013.743048,0.13445495802443475
8,0,True,,,,,,clustered__adversarial-negative__79,clustered__adversarial-negative,8,14,11,151,,0.018729999999997915,11,778.6166859055267,1,3,6,0,0,,0,7.816700963303447e-05,,,135,shared9,[],13491.450663109992,0,0.0,324.11728472727276,"[2, 3, 6, 8, 12, 15, 16, 17, 18, 19, 20]",3,0,,,,,79,7,0,11,ordinary,9,continuous_dynamic_coverage_and_all_discovered_cleared,128,3565.290132,0.01878879201831296
7,0,True,0,0,0,0,0,clustered__adversarial-negative__79,clustered__adversarial-negative,8,14,11,133,,0.01988099999999804,11,,,3,6,,,,0,6.24579843133688e-05,18,,117,joint7,[],11416.658281694246,0,0.0,276.3937869090909,"[2, 3, 6, 8, 12, 15, 16, 17, 18, 19, 20]",3,,,,,,79,13,8,11,ordinary,7,full_coverage_and_all_discovered_cleared,108,3040.331656,0.019903499982319772
6,0,True,0,0,0,0,0,clustered__adversarial-negative__79,clustered__adversarial-negative,9,13,11,178,,0.029027000000006353,11,,,2,4,,,,0,6.445799954235554e-05,20,,163,joint9,[],11413.063206481624,0,0.0,301.23751263636365,"[2, 3, 6, 8, 12, 15, 16, 17, 18, 19, 20]",3,,,,,,79,21,0,11,ordinary,9,full_coverage_and_all_discovered_cleared,155,3313.612639,0.029068707954138517
22,0,True,,,,,,clustered__adversarial-negative__80,clustered__adversarial-negative,12,12,12,127,,0.18931099999999645,12,,,,,,,,0,7.987499702721834e-05,,,113,peer_layout9_proxy,[],17020.30370710016,0,0.0,343.83839491666663,"[1, 4, 6, 7, 9, 12, 13, 14, 15, 17, 18, 19]",3,,,,,,80,,,12,ordinary,9,full_coverage_and_all_discovered_cleared,97,4126.060739,0.1893957499996759
6,0,True,,,,,,clustered__adversarial-negative__80,clustered__adversarial-negative,6,14,12,124,,0.019729999999995584,12,778.6166859055267,1,6,8,0,0,,0,6.683298852294683e-05,,,108,shared9,[],13485.34060405704,0,0.0,283.58901025,"[1, 4, 6, 7, 9, 12, 13, 14, 15, 17, 18, 19]",3,0,,,,,80,12,0,12,ordinary,9,continuous_dynamic_coverage_and_all_discovered_cleared,100,3403.068123,0.019729833002202213
8,0,True,0,0,0,0,0,clustered__adversarial-negative__80,clustered__adversarial-negative,6,18,12,179,,0.023665000000001157,12,,,6,12,,,,0,4.8833026085048914e-05,19,,159,joint7,[],10861.272064360337,0,0.0,266.35453433333333,"[1, 4, 6, 7, 9, 12, 13, 14, 15, 17, 18, 19]",3,,,,,,80,30,0,12,ordinary,7,full_coverage_and_all_discovered_cleared,151,3196.254412,0.02369412500411272
6,0,True,0,0,0,0,0,clustered__adversarial-negative__80,clustered__adversarial-negative,7,15,12,147,,0.024546000000000845,12,,,5,8,,,,0,7.708399789407849e-05,21,,130,joint9,[],11310.610041446582,0,0.0,258.01016741666666,"[1, 4, 6, 7, 9, 12, 13, 14, 15, 17, 18, 19]",3,,,,,,80,31,0,12,ordinary,9,full_coverage_and_all_discovered_cleared,115,3096.122009,0.024578458978794515
23,0,True,,,,,,clustered__adversarial-negative__81,clustered__adversarial-negative,14,14,14,146,,0.18870200000000636,14,,,,,,,,0,7.212499622255564e-05,,,130,peer_layout9_proxy,[],19740.35233418874,0,0.0,341.64789071428567,"[1, 3, 6, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20]",3,,,,,,81,,,14,ordinary,9,full_coverage_and_all_discovered_cleared,115,4783.07047,0.18884095799876377
7,0,True,,,,,,clustered__adversarial-negative__81,clustered__adversarial-negative,13,17,14,127,,0.0226949999999988,14,778.6166859055267,1,1,4,0,0,,0,0.0002049580216407776,,,108,shared9,[],12634.494917801369,0,0.0,231.92135614285715,"[1, 3, 6, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20]",3,0,,,,,81,16,0,14,ordinary,9,continuous_dynamic_coverage_and_all_discovered_cleared,101,3246.898986,0.022751583019271493
10,0,True,0,0,0,0,0,clustered__adversarial-negative__81,clustered__adversarial-negative,12,22,14,161,,0.026817999999998676,14,,,2,10,,,,0,5.52500132471323e-05,21,,137,joint7,[],10012.20525526516,0,0.0,208.17436078571427,"[1, 3, 6, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20]",3,,,,,,81,16,0,14,ordinary,7,full_coverage_and_all_discovered_cleared,133,2914.441051,0.02684029098600149
5,0,True,0,0,0,0,0,clustered__adversarial-negative__81,clustered__adversarial-negative,11,16,14,133,,0.025202999999997644,14,,,3,5,,,,0,6.71250163577497e-05,23,,115,joint9,[],11399.908582395747,0,0.0,217.0701227142857,"[1, 3, 6, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20]",3,,,,,,81,17,6,14,ordinary,9,full_coverage_and_all_discovered_cleared,108,3038.981718,0.025202999997418374
15,0,True,,,,,,clustered__adversarial-negative__82,clustered__adversarial-negative,11,11,11,121,,0.10967500000000285,11,,,,,,,,0,5.987496115267277e-05,,,108,peer_layout9_proxy,[],15701.89195360365,0,0.0,348.39803554545455,"[1, 3, 5, 6, 7, 8, 10, 11, 16, 17, 19]",3,,,,,,82,,,11,ordinary,9,full_coverage_and_all_discovered_cleared,97,3832.378391,0.10979404201498255
5,0,True,,,,,,clustered__adversarial-negative__82,clustered__adversarial-negative,8,13,11,126,,0.016628000000004306,11,778.6166859055267,1,3,5,0,0,,0,6.654101889580488e-05,,,111,shared9,[],11587.830653206125,0,0.0,276.1423756363636,"[1, 3, 5, 6, 7, 8, 10, 11, 16, 17, 19]",3,0,,,,,82,8,0,11,ordinary,9,continuous_dynamic_coverage_and_all_discovered_cleared,104,3037.566132,0.016628708981443197
3,0,True,0,0,0,0,0,clustered__adversarial-negative__82,clustered__adversarial-negative,8,12,11,111,,0.01883200000000329,11,,,3,4,,,,0,4.791701212525368e-05,18,,97,joint7,[],9189.24867508995,0,0.0,224.71361245454545,"[1, 3, 5, 6, 7, 8, 10, 11, 16, 17, 19]",3,,,,,,82,10,3,11,ordinary,7,full_coverage_and_all_discovered_cleared,91,2471.849737,0.018848333973437548
3,0,True,0,0,0,0,0,clustered__adversarial-negative__82,clustered__adversarial-negative,6,12,11,127,,0.017515999999993426,11,,,5,6,,,,0,5.21670444868505e-05,20,,113,joint9,[],10645.157749466316,0,0.0,259.639232,"[1, 3, 5, 6, 7, 8, 10, 11, 16, 17, 19]",3,,,,,,82,12,0,11,ordinary,9,full_coverage_and_all_discovered_cleared,104,2856.031552,0.017533958016429096
22,0,True,,,,,,clustered__adversarial-negative__83,clustered__adversarial-negative,13,13,13,176,,0.19899699999999854,13,,,,,,,,0,6.020901491865516e-05,,,161,peer_layout9_proxy,[],15386.605835455466,0,0.0,314.71701284615386,"[1, 2, 3, 4, 5, 11, 13, 15, 16, 17, 18, 19, 20]",3,,,,,,83,,,13,ordinary,9,full_coverage_and_all_discovered_cleared,144,4091.321167,0.19917379203252494
4,0,True,,,,,,clustered__adversarial-negative__83,clustered__adversarial-negative,8,14,13,173,,0.020749999999999602,13,778.6166859055267,1,5,6,0,0,,0,9.574997238814831e-05,,,157,shared9,[],10518.488479165584,0,0.0,238.82289969230771,"[1, 2, 3, 4, 5, 11, 13, 15, 16, 17, 18, 19, 20]",3,0,,,,,83,14,0,13,ordinary,9,continuous_dynamic_coverage_and_all_discovered_cleared,148,3104.697696,0.020790500042494386
4,0,True,0,0,0,0,0,clustered__adversarial-negative__83,clustered__adversarial-negative,9,14,13,150,,0.02008899999999869,13,,,4,5,,,,0,6.483396282419562e-05,20,,134,joint7,[],10034.652356385712,0,0.0,220.9946516153846,"[1, 2, 3, 4, 5, 11, 13, 15, 16, 17, 18, 19, 20]",3,,,,,,83,14,0,13,ordinary,7,full_coverage_and_all_discovered_cleared,128,2872.930471,0.020088833989575505
5,0,True,0,0,0,0,0,clustered__adversarial-negative__83,clustered__adversarial-negative,8,15,13,175,,0.021180999999998562,13,,,5,7,,,,0,6.687501445412636e-05,22,,158,joint9,[],10403.522549000332,0,0.0,237.66957769230768,"[1, 2, 3, 4, 5, 11, 13, 15, 16, 17, 18, 19, 20]",3,,,,,,83,14,0,13,ordinary,9,full_coverage_and_all_discovered_cleared,148,3089.70451,0.021195458015426993
25,0,True,,,,,,clustered__adversarial-negative__84,clustered__adversarial-negative,15,15,15,120,,0.1943860000000015,15,,,,,,,,0,7.599999662488699e-05,,,103,peer_layout9_proxy,[],21649.06594149281,0,0.0,333.8542127333333,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16]",3,,,,,,84,,,15,ordinary,9,full_coverage_and_all_discovered_cleared,88,5007.813191,0.19448424997972324
11,0,True,,,,,,clustered__adversarial-negative__84,clustered__adversarial-negative,10,20,15,133,,0.024160999999999433,15,778.6166859055267,1,5,10,0,0,,0,8.258403977379203e-05,,,111,shared9,[],15299.531564280687,0,0.0,253.86042086666666,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16]",3,0,,,,,84,11,0,15,ordinary,9,continuous_dynamic_coverage_and_all_discovered_cleared,103,3807.906313,0.024163333990145475
16,0,True,0,0,0,0,0,clustered__adversarial-negative__84,clustered__adversarial-negative,14,26,15,166,,0.03057499999999891,15,,,1,12,,,,0,5.758303450420499e-05,22,,138,joint7,[],10858.144065471008,0,0.0,206.84192073333332,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16]",3,,,,,,84,34,1,15,ordinary,7,full_coverage_and_all_discovered_cleared,133,3102.628811,0.03058508300455287
12,0,True,0,0,0,0,0,clustered__adversarial-negative__84,clustered__adversarial-negative,14,23,15,168,,0.027242999999998574,15,,,1,9,,,,0,7.320800796151161e-05,24,,143,joint9,[],12205.510773118527,0,0.0,226.14014373333333,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16]",3,,,,,,84,29,1,15,ordinary,9,full_coverage_and_all_discovered_cleared,137,3392.102156,0.027250458020716906
19,0,True,,,,,,clustered__adversarial-negative__85,clustered__adversarial-negative,11,11,11,163,,0.16496200000000272,11,,,,,,,,0,7.108401041477919e-05,,,150,peer_layout9_proxy,[],14163.3862305897,0,0.0,342.97065872727273,"[4, 6, 7, 8, 10, 11, 13, 14, 16, 19, 20]",3,,,,,,85,,,11,ordinary,9,full_coverage_and_all_discovered_cleared,135,3772.677246,0.1650859999936074
8,0,True,,,,,,clustered__adversarial-negative__85,clustered__adversarial-negative,10,15,11,171,,0.022821000000000424,11,778.6166859055267,1,1,5,0,0,,0,8.641695603728294e-05,,,154,shared9,[],11312.02579013502,0,0.0,294.76410536363636,"[4, 6, 7, 8, 10, 11, 13, 14, 16, 19, 20]",3,0,,,,,85,15,0,11,ordinary,9,continuous_dynamic_coverage_and_all_discovered_cleared,143,3242.405159,0.022843584010843188
2,0,True,0,0,0,0,0,clustered__adversarial-negative__85,clustered__adversarial-negative,6,11,11,141,,0.019724000000003628,11,,,5,5,,,,0,5.941599374637008e-05,18,,128,joint7,[],9162.958749351228,0,0.0,240.87197727272726,"[4, 6, 7, 8, 10, 11, 13, 14, 16, 19, 20]",3,,,,,,85,18,0,11,ordinary,7,full_coverage_and_all_discovered_cleared,122,2649.59175,0.019732166023459285
8,0,True,0,0,0,0,0,clustered__adversarial-negative__85,clustered__adversarial-negative,10,15,11,173,,0.02391500000000235,11,,,1,5,,,,0,6.18330086581409e-05,20,,156,joint9,[],10878.135648031459,0,0.0,287.8751935454545,"[4, 6, 7, 8, 10, 11, 13, 14, 16, 19, 20]",3,,,,,,85,17,0,11,ordinary,9,full_coverage_and_all_discovered_cleared,144,3166.627129,0.02395591704407707
29,0,True,,,,,,clustered__adversarial-negative__86,clustered__adversarial-negative,16,16,16,74,,0.22396599999999722,16,,,,,,,,0,6.987497908994555e-05,,,56,peer_layout9_proxy,[],17499.686914759935,0,0.0,243.871086375,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 14, 15, 18, 19, 20]",3,,,,,,86,,,16,ordinary,2,public_upper_bound_16,42,3901.937382,0.2243117910111323
13,0,True,,,,,,clustered__adversarial-negative__86,clustered__adversarial-negative,13,22,16,90,,0.029679000000001565,16,,0,3,9,0,0,,0,7.695797830820084e-05,,,66,shared9,[],11118.959168492749,0,0.0,169.4244896875,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 14, 15, 18, 19, 20]",3,0,,,,,86,21,0,16,ordinary,3,public_upper_bound_16,59,2710.791835,0.02969749999465421
4,0,True,0,0,0,0,0,clustered__adversarial-negative__86,clustered__adversarial-negative,11,18,16,97,,0.02653800000000217,16,,,5,7,,,,0,4.8291985876858234e-05,21,,77,joint7,[],8805.329707675548,0,0.0,143.8791214375,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 14, 15, 18, 19, 20]",3,,,,,,86,23,0,16,ordinary,5,public_upper_bound_16,70,2302.065943,0.02657191699836403
6,0,True,0,0,0,0,0,clustered__adversarial-negative__86,clustered__adversarial-negative,10,19,16,102,,0.027205000000002144,16,,,6,9,,,,0,5.51670091226697e-05,22,,81,joint9,[],9593.562303560439,0,0.0,155.60702875,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 14, 15, 18, 19, 20]",3,,,,,,86,22,2,16,ordinary,6,public_upper_bound_16,77,2489.71246,0.027224000019486994
34,0,True,,,,,,clustered__adversarial-spatial__77,clustered__adversarial-spatial,16,16,16,117,,0.28782199999999847,16,,,,,,,,0,5.545798921957612e-05,,,99,peer_layout9_proxy,[],19442.646484246252,0,0.0,283.8455810625,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 16, 17, 18, 20]",3,,,,,,77,,,16,ordinary,6,public_upper_bound_16,78,4541.529297,0.2880350829800591
12,0,True,,,,,,clustered__adversarial-spatial__77,clustered__adversarial-spatial,11,20,16,103,,0.02769800000000089,16,,0,5,9,0,0,,0,7.324997568503022e-05,,,81,shared9,[],11108.659176780639,0,0.0,174.7957396875,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 16, 17, 18, 20]",3,0,,,,,77,16,0,16,ordinary,5,public_upper_bound_16,78,2796.731835,0.02772787504363805
