active_measurements,active_no_signal,all_cleared,bracket_cut_inconsistencies,bracket_measurements,bracket_optical_success,bracket_optical_trials,bracket_pair_cuts,case_id,category,certified_clears,clear_calls,cleared,commands,coverage_full_survey_points,cpu_s,discovered_channels,discovery_cover_radius,dynamic_cover_checks,early_optical_success,early_optical_trials,extra_discovery_measurements,extra_discovery_sites,failure,inconsistent_updates,initialization_s,joint_route_solves,known_upper_bound_skips,measurements,method,missed_channels,move_m,optical_fallback_calls,optical_max_cover_radius,per_source_s,policy_cleared_channels,problem,pruned_stations,replaced_stations,replacement_measurements,replacement_proposals,replacement_surveys,seed,shared_known_measurements,skipped_precise_measurements,sources,split,stations_visited,stop_reason,switches,total_virtual_s,wall_s
4,0,True,0,0,0,0,0,uniform__smooth__83,uniform__smooth,7,13,13,122,,0.021155000000000257,13,,,6,6,,,,0,5.379202775657177e-05,20,,107,joint7,[],11685.004089489647,0,0.0,233.92313976923077,"[1, 2, 3, 4, 5, 11, 13, 15, 16, 17, 18, 19, 20]",3,,,,,,83,13,7,13,ordinary,7,full_coverage_and_all_discovered_cleared,104,3041.000817,0.021175500005483627
7,0,True,0,0,0,0,0,uniform__smooth__83,uniform__smooth,8,14,13,147,,0.023705999999999783,13,,,5,6,,,,0,5.5292039178311825e-05,22,,131,joint9,[],13545.033265500115,0,0.0,273.61589646153845,"[1, 2, 3, 4, 5, 11, 13, 15, 16, 17, 18, 19, 20]",3,,,,,,83,14,2,13,ordinary,9,full_coverage_and_all_discovered_cleared,125,3557.006654,0.02370895800413564
24,0,True,,,,,,uniform__smooth__84,uniform__smooth,15,15,15,132,,0.1935640000000003,15,,,,,,,,0,0.00014412502059713006,,,115,peer_layout9_proxy,[],22825.833360241104,0,0.0,354.5444447333333,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16]",3,,,,,,84,,,15,ordinary,9,full_coverage_and_all_discovered_cleared,103,5318.166671,0.1936561670154333
16,0,True,,,,,,uniform__smooth__84,uniform__smooth,10,19,15,143,,0.026988000000000234,15,778.6166859055267,1,5,9,0,0,,0,8.070800686255097e-05,,,122,shared9,[],17156.95029917191,0,0.0,283.02600393333336,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16]",3,0,,,,,84,6,0,15,ordinary,9,continuous_dynamic_coverage_and_all_discovered_cleared,117,4245.390059,0.027013958024326712
13,0,True,0,0,0,0,0,uniform__smooth__84,uniform__smooth,10,18,15,145,,0.029910000000000103,15,,,5,8,,,,0,5.970901111140847e-05,22,,125,joint7,[],13234.56319237152,0,0.0,231.19417586666665,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16]",3,,,,,,84,18,0,15,ordinary,7,full_coverage_and_all_discovered_cleared,112,3467.912638,0.029919583990704268
9,0,True,0,0,0,0,0,uniform__smooth__84,uniform__smooth,9,16,15,150,,0.026525999999999605,15,,,6,7,,,,0,6.483303150162101e-05,24,,132,joint9,[],13411.24142784615,0,0.0,236.083219,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16]",3,,,,,,84,16,6,15,ordinary,9,full_coverage_and_all_discovered_cleared,121,3541.248285,0.026525208028033376
18,0,True,,,,,,uniform__smooth__85,uniform__smooth,11,11,11,146,,0.14788800000000002,11,,,,,,,,0,6.83749676682055e-05,,,133,peer_layout9_proxy,[],17877.486728555,0,0.0,401.4997589090909,"[4, 6, 7, 8, 10, 11, 13, 14, 16, 19, 20]",3,,,,,,85,,,11,ordinary,9,full_coverage_and_all_discovered_cleared,121,4416.497348,0.1480228750151582
11,0,True,,,,,,uniform__smooth__85,uniform__smooth,8,13,11,151,,0.020664999999999267,11,778.6166859055267,1,3,5,0,0,,0,0.0001824999926611781,,,136,shared9,[],15217.551395217306,0,0.0,355.68275290909094,"[4, 6, 7, 8, 10, 11, 13, 14, 16, 19, 20]",3,0,,,,,85,4,0,11,ordinary,9,continuous_dynamic_coverage_and_all_discovered_cleared,128,3912.510282,0.020697792002465576
6,0,True,0,0,0,0,0,uniform__smooth__85,uniform__smooth,5,12,11,139,,0.019097000000000364,11,,,6,7,,,,0,6.241700612008572e-05,18,,125,joint7,[],11562.800477944193,0,0.0,282.96000872727274,"[4, 6, 7, 8, 10, 11, 13, 14, 16, 19, 20]",3,,,,,,85,15,0,11,ordinary,7,full_coverage_and_all_discovered_cleared,117,3112.560096,0.01913416595198214
6,0,True,0,0,0,0,0,uniform__smooth__85,uniform__smooth,8,12,11,172,,0.02287699999999937,11,,,3,4,,,,0,6.029201904311776e-05,20,,158,joint9,[],13176.480971571336,0,0.0,330.2087452727273,"[4, 6, 7, 8, 10, 11, 13, 14, 16, 19, 20]",3,,,,,,85,22,7,11,ordinary,9,full_coverage_and_all_discovered_cleared,149,3632.296198,0.02288887498434633
27,0,True,,,,,,uniform__smooth__86,uniform__smooth,16,16,16,133,,0.207357,16,,,,,,,,0,7.71670020185411e-05,,,115,peer_layout9_proxy,[],22490.192439255006,0,0.0,328.3774054375,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 14, 15, 18, 19, 20]",3,,,,,,86,,,16,ordinary,8,public_upper_bound_16,101,5254.038487,0.20758566696895286
15,0,True,,,,,,uniform__smooth__86,uniform__smooth,10,17,16,132,,0.027433999999999514,16,,0,6,7,0,0,,0,8.945801528170705e-05,,,113,shared9,[],17250.851539851465,0,0.0,262.7606441875,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 14, 15, 18, 19, 20]",3,0,,,,,86,6,0,16,ordinary,8,public_upper_bound_16,106,4204.170307,0.027434290968813002
8,0,True,0,0,0,0,0,uniform__smooth__86,uniform__smooth,11,19,16,165,,0.026561000000000057,16,,,5,8,,,,0,6.454199319705367e-05,23,,144,joint7,[],12324.910852376413,0,0.0,212.8113855625,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 14, 15, 18, 19, 20]",3,,,,,,86,33,0,16,ordinary,7,public_upper_bound_16,131,3404.982169,0.026605333026964217
8,0,True,0,0,0,0,0,uniform__smooth__86,uniform__smooth,9,17,16,160,,0.03188400000000069,16,,,7,8,,,,0,8.1458012573421e-05,25,,141,joint9,[],13568.690714700091,0,0.0,227.171134,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 14, 15, 18, 19, 20]",3,,,,,,86,22,1,16,ordinary,9,public_upper_bound_16,133,3634.738144,0.03193966700928286
25,0,True,,,,,,uniform__adversarial-positive__77,uniform__adversarial-positive,16,16,16,136,,0.19889699999999966,16,,,,,,,,0,7.466698298230767e-05,,,118,peer_layout9_proxy,[],18208.923243781817,0,0.0,276.1740405,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 16, 17, 18, 20]",3,,,,,,77,,,16,ordinary,8,public_upper_bound_16,107,4418.784648,0.1991126249777153
15,0,True,,,,,,uniform__adversarial-positive__77,uniform__adversarial-positive,14,21,16,140,,0.026399999999999757,16,,0,2,7,0,0,,0,7.904198719188571e-05,,,117,shared9,[],17245.403098719726,0,0.0,264.8800386875,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 16, 17, 18, 20]",3,0,,,,,77,9,0,16,ordinary,8,public_upper_bound_16,109,4238.080619,0.026404874981381
11,0,True,0,0,0,0,0,uniform__adversarial-positive__77,uniform__adversarial-positive,12,24,16,155,,0.03078499999999984,16,,,4,12,,,,0,5.441601388156414e-05,23,,129,joint7,[],12412.770030894166,0,0.0,209.5346255,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 16, 17, 18, 20]",3,,,,,,77,23,0,16,ordinary,7,public_upper_bound_16,121,3352.554008,0.03081374999601394
11,0,True,0,0,0,0,0,uniform__adversarial-positive__77,uniform__adversarial-positive,13,20,16,150,,0.027135000000000353,16,,,3,7,,,,0,6.858300184831023e-05,25,,128,joint9,[],13494.594824881142,0,0.0,221.86993525,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 16, 17, 18, 20]",3,,,,,,77,17,1,16,ordinary,9,public_upper_bound_16,119,3549.918964,0.0271550000179559
27,0,True,,,,,,uniform__adversarial-positive__78,uniform__adversarial-positive,16,16,16,95,,0.20936799999999955,16,,,,,,,,0,6.308301817625761e-05,,,77,peer_layout9_proxy,[],18884.852497910884,0,0.0,269.0606561875,"[1, 3, 4, 5, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 19, 20]",3,,,,,,78,,,16,ordinary,5,public_upper_bound_16,63,4304.970499,0.2095103749888949
19,0,True,,,,,,uniform__adversarial-positive__78,uniform__adversarial-positive,14,25,16,107,,0.029761999999999844,16,,0,2,11,0,0,,0,6.729201413691044e-05,,,80,shared9,[],15001.902172270551,0,0.0,223.586277125,"[1, 3, 4, 5, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 19, 20]",3,0,,,,,78,11,0,16,ordinary,5,public_upper_bound_16,70,3577.380434,0.02977299998747185
10,0,True,0,0,0,0,0,uniform__adversarial-positive__78,uniform__adversarial-positive,14,24,16,169,,0.034119000000000455,16,,,2,10,,,,0,5.008396692574024e-05,23,,143,joint7,[],13459.248508756924,0,0.0,227.8031063125,"[1, 3, 4, 5, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 19, 20]",3,,,,,,78,29,3,16,ordinary,7,public_upper_bound_16,134,3644.849701,0.03414125001290813
6,0,True,0,0,0,0,0,uniform__adversarial-positive__78,uniform__adversarial-positive,13,18,16,161,,0.03648600000000002,16,,,3,5,,,,0,6.745802238583565e-05,25,,141,joint9,[],14309.28346095949,0,0.0,236.5535433125,"[1, 3, 4, 5, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 19, 20]",3,,,,,,78,27,7,16,ordinary,9,public_upper_bound_16,132,3784.856693,0.0365173330064863
19,0,True,,,,,,uniform__adversarial-positive__79,uniform__adversarial-positive,11,11,11,147,,0.1684789999999996,11,,,,,,,,0,7.174996426329017e-05,,,134,peer_layout9_proxy,[],16887.261593314313,0,0.0,383.95021099999997,"[2, 3, 6, 8, 12, 15, 16, 17, 18, 19, 20]",3,,,,,,79,,,11,ordinary,9,full_coverage_and_all_discovered_cleared,121,4223.452321,0.16861837496981025
11,0,True,,,,,,uniform__adversarial-positive__79,uniform__adversarial-positive,6,15,11,149,,0.02185000000000059,11,778.6166859055267,1,5,9,0,0,,0,7.67079764045775e-05,,,132,shared9,[],14298.846004713521,0,0.0,337.1608365454545,"[2, 3, 6, 8, 12, 15, 16, 17, 18, 19, 20]",3,0,,,,,79,8,0,11,ordinary,9,continuous_dynamic_coverage_and_all_discovered_cleared,122,3708.769202,0.021868041018024087
7,0,True,0,0,0,0,0,uniform__adversarial-positive__79,uniform__adversarial-positive,4,12,11,140,,0.02041200000000032,11,,,7,8,,,,0,5.504098953679204e-05,18,,126,joint7,[],12823.590550165714,0,0.0,306.2471009090909,"[2, 3, 6, 8, 12, 15, 16, 17, 18, 19, 20]",3,,,,,,79,13,0,11,ordinary,7,full_coverage_and_all_discovered_cleared,116,3368.71811,0.020421458000782877
7,0,True,0,0,0,0,0,uniform__adversarial-positive__79,uniform__adversarial-positive,7,14,11,167,,0.021706000000000003,11,,,4,7,,,,0,6.183399818837643e-05,20,,151,joint9,[],12778.221899401335,0,0.0,319.5131257272727,"[2, 3, 6, 8, 12, 15, 16, 17, 18, 19, 20]",3,,,,,,79,12,6,11,ordinary,9,full_coverage_and_all_discovered_cleared,140,3514.644383,0.0217139589949511
22,0,True,,,,,,uniform__adversarial-positive__80,uniform__adversarial-positive,12,12,12,144,,0.1792550000000004,12,,,,,,,,0,6.833299994468689e-05,,,130,peer_layout9_proxy,[],21958.445797991906,0,0.0,434.8074300833334,"[1, 4, 6, 7, 9, 12, 13, 14, 15, 17, 18, 19]",3,,,,,,80,,,12,ordinary,9,full_coverage_and_all_discovered_cleared,116,5217.689161,0.17933445796370506
17,0,True,,,,,,uniform__adversarial-positive__80,uniform__adversarial-positive,9,16,12,142,,0.026088999999999807,12,778.6166859055267,1,3,7,0,0,,0,7.595901843160391e-05,,,124,shared9,[],18352.44306955242,0,0.0,372.87405108333337,"[1, 4, 6, 7, 9, 12, 13, 14, 15, 17, 18, 19]",3,0,,,,,80,3,0,12,ordinary,9,continuous_dynamic_coverage_and_all_discovered_cleared,112,4474.488613,0.026130583020858467
9,0,True,0,0,0,0,0,uniform__adversarial-positive__80,uniform__adversarial-positive,8,16,12,124,,0.0225970000000002,12,,,4,8,,,,0,8.354202145710588e-05,19,,106,joint7,[],12303.500814544734,0,0.0,263.47501366666665,"[1, 4, 6, 7, 9, 12, 13, 14, 15, 17, 18, 19]",3,,,,,,80,10,2,12,ordinary,7,full_coverage_and_all_discovered_cleared,99,3161.700164,0.02259820798644796
5,0,True,0,0,0,0,0,uniform__adversarial-positive__80,uniform__adversarial-positive,6,14,12,146,,0.023336000000000467,12,,,6,8,,,,0,5.5875047110021114e-05,21,,130,joint9,[],11670.387276885513,0,0.0,264.17312125,"[1, 4, 6, 7, 9, 12, 13, 14, 15, 17, 18, 19]",3,,,,,,80,14,3,12,ordinary,9,full_coverage_and_all_discovered_cleared,120,3170.077455,0.023369375034235418
24,0,True,,,,,,uniform__adversarial-positive__81,uniform__adversarial-positive,14,14,14,136,,0.19137199999999943,14,,,,,,,,0,6.583303911611438e-05,,,120,peer_layout9_proxy,[],22372.29125171016,0,0.0,375.10416064285715,"[1, 3, 6, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20]",3,,,,,,81,,,14,ordinary,9,full_coverage_and_all_discovered_cleared,107,5251.458249,0.19161575002362952
18,0,True,,,,,,uniform__adversarial-positive__81,uniform__adversarial-positive,12,21,14,149,,0.025495000000000267,14,778.6166859055267,1,2,9,0,0,,0,7.762497989460826e-05,,,126,shared9,[],17289.54137520357,0,0.0,306.92201971428574,"[1, 3, 6, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20]",3,0,,,,,81,3,0,14,ordinary,9,continuous_dynamic_coverage_and_all_discovered_cleared,118,4296.908276,0.025498708011582494
6,0,True,0,0,0,0,0,uniform__adversarial-positive__81,uniform__adversarial-positive,8,17,14,149,,0.025406999999999513,14,,,6,9,,,,0,5.34169957973063e-05,21,,130,joint7,[],13099.94599658318,0,0.0,248.14208564285715,"[1, 3, 6, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20]",3,,,,,,81,15,0,14,ordinary,7,full_coverage_and_all_discovered_cleared,125,3473.989199,0.025425999949220568
13,0,True,0,0,0,0,0,uniform__adversarial-positive__81,uniform__adversarial-positive,10,20,14,185,,0.030289999999999928,14,,,4,10,,,,0,8.824997348710895e-05,23,,163,joint9,[],14292.579108506216,0,0.0,279.3939872857143,"[1, 3, 6, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20]",3,,,,,,81,28,1,14,ordinary,9,full_coverage_and_all_discovered_cleared,150,3911.515822,0.030350832967087626
20,0,True,,,,,,uniform__adversarial-positive__82,uniform__adversarial-positive,11,11,11,146,,0.16138899999999978,11,,,,,,,,0,7.83340074121952e-05,,,133,peer_layout9_proxy,[],17212.221229738396,0,0.0,389.31311345454543,"[1, 3, 5, 6, 7, 8, 10, 11, 16, 17, 19]",3,,,,,,82,,,11,ordinary,9,full_coverage_and_all_discovered_cleared,120,4282.444248,0.16152062499895692
12,0,True,,,,,,uniform__adversarial-positive__82,uniform__adversarial-positive,9,16,11,152,,0.02044200000000007,11,778.6166859055267,1,2,7,0,0,,0,6.958399899303913e-05,,,134,shared9,[],14974.737500272846,0,0.0,351.1770455454546,"[1, 3, 5, 6, 7, 8, 10, 11, 16, 17, 19]",3,0,,,,,82,5,0,11,ordinary,9,continuous_dynamic_coverage_and_all_discovered_cleared,128,3862.947501,0.02047270897310227
9,0,True,0,0,0,0,0,uniform__adversarial-positive__82,uniform__adversarial-positive,9,15,11,140,,0.02302299999999935,11,,,2,6,,,,0,5.4333009757101536e-05,18,,123,joint7,[],10837.846910346118,0,0.0,269.59721645454545,"[1, 3, 5, 6, 7, 8, 10, 11, 16, 17, 19]",3,,,,,,82,13,0,11,ordinary,7,full_coverage_and_all_discovered_cleared,116,2965.569381,0.023032416007481515
9,0,True,0,0,0,0,0,uniform__adversarial-positive__82,uniform__adversarial-positive,10,16,11,167,,0.023892000000000024,11,,,1,6,,,,0,6.250001024454832e-05,20,,149,joint9,[],11480.410250213743,0,0.0,295.734732,"[1, 3, 5, 6, 7, 8, 10, 11, 16, 17, 19]",3,,,,,,82,15,7,11,ordinary,9,full_coverage_and_all_discovered_cleared,142,3253.082052,0.023896083002910018
21,0,True,,,,,,uniform__adversarial-positive__83,uniform__adversarial-positive,13,13,13,134,,0.16453399999999974,13,,,,,,,,0,7.070798892527819e-05,,,119,peer_layout9_proxy,[],20720.351016864355,0,0.0,377.77463115384614,"[1, 2, 3, 4, 5, 11, 13, 15, 16, 17, 18, 19, 20]",3,,,,,,83,,,13,ordinary,9,full_coverage_and_all_discovered_cleared,107,4911.070205,0.1646492919535376
16,0,True,,,,,,uniform__adversarial-positive__83,uniform__adversarial-positive,12,18,13,139,,0.024475999999999942,13,778.6166859055267,1,1,6,0,0,,0,7.895805174484849e-05,,,119,shared9,[],19993.137821264514,0,0.0,367.8175051538462,"[1, 2, 3, 4, 5, 11, 13, 15, 16, 17, 18, 19, 20]",3,0,,,,,83,5,0,13,ordinary,9,continuous_dynamic_coverage_and_all_discovered_cleared,108,4781.627567,0.024521874962374568
7,0,True,0,0,0,0,0,uniform__adversarial-positive__83,uniform__adversarial-positive,9,17,13,137,,0.026354000000000433,13,,,4,8,,,,0,5.616701673716307e-05,20,,118,joint7,[],11214.469460394253,0,0.0,232.53029938461538,"[1, 2, 3, 4, 5, 11, 13, 15, 16, 17, 18, 19, 20]",3,,,,,,83,17,4,13,ordinary,7,full_coverage_and_all_discovered_cleared,113,3022.893892,0.02638429100625217
11,0,True,0,0,0,0,0,uniform__adversarial-positive__83,uniform__adversarial-positive,12,19,13,160,,0.028115000000000556,13,,,1,7,,,,0,6.045802729204297e-05,22,,139,joint9,[],13564.289171475784,0,0.0,278.60444884615384,"[1, 2, 3, 4, 5, 11, 13, 15, 16, 17, 18, 19, 20]",3,,,,,,83,18,2,13,ordinary,9,full_coverage_and_all_discovered_cleared,131,3621.857835,0.028131040977314115
24,0,True,,,,,,uniform__adversarial-positive__84,uniform__adversarial-positive,15,15,15,132,,0.19139499999999998,15,,,,,,,,0,6.195798050612211e-05,,,115,peer_layout9_proxy,[],22583.087686799256,0,0.0,351.3078358,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16]",3,,,,,,84,,,15,ordinary,9,full_coverage_and_all_discovered_cleared,103,5269.617537,0.19153491704491898
14,0,True,,,,,,uniform__adversarial-positive__84,uniform__adversarial-positive,10,19,15,143,,0.025706999999999702,15,778.6166859055267,1,5,9,0,0,,0,7.370900129899383e-05,,,122,shared9,[],17382.382399091304,0,0.0,286.0317652,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16]",3,0,,,,,84,8,0,15,ordinary,9,continuous_dynamic_coverage_and_all_discovered_cleared,117,4290.476478,0.02570912498049438
12,0,True,0,0,0,0,0,uniform__adversarial-positive__84,uniform__adversarial-positive,11,20,15,146,,0.02897300000000058,15,,,4,9,,,,0,5.691696424037218e-05,22,,124,joint7,[],13047.044221565244,0,0.0,228.89392286666668,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16]",3,,,,,,84,18,0,15,ordinary,7,full_coverage_and_all_discovered_cleared,114,3433.408843,0.02901633403962478
11,0,True,0,0,0,0,0,uniform__adversarial-positive__84,uniform__adversarial-positive,11,19,15,164,,0.029147000000000034,15,,,4,8,,,,0,7.029197877272964e-05,24,,143,joint9,[],13452.652476991261,0,0.0,241.76869960000002,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16]",3,,,,,,84,19,0,15,ordinary,9,full_coverage_and_all_discovered_cleared,134,3626.530494,0.02917079202597961
18,0,True,,,,,,uniform__adversarial-positive__85,uniform__adversarial-positive,11,11,11,146,,0.1495280000000001,11,,,,,,,,0,6.375001976266503e-05,,,133,peer_layout9_proxy,[],17742.723936660615,0,0.0,399.0495261818182,"[4, 6, 7, 8, 10, 11, 13, 14, 16, 19, 20]",3,,,,,,85,,,11,ordinary,9,full_coverage_and_all_discovered_cleared,121,4389.544788,0.14967491698917001
14,0,True,,,,,,uniform__adversarial-positive__85,uniform__adversarial-positive,10,16,11,156,,0.021609999999999907,11,778.6166859055267,1,1,6,0,0,,0,7.537502096965909e-05,,,138,shared9,[],15841.813537978804,0,0.0,368.7602462727273,"[4, 6, 7, 8, 10, 11, 13, 14, 16, 19, 20]",3,0,,,,,85,3,0,11,ordinary,9,continuous_dynamic_coverage_and_all_discovered_cleared,128,4056.362709,0.02163000003201887
8,0,True,0,0,0,0,0,uniform__adversarial-positive__85,uniform__adversarial-positive,7,15,11,156,,0.020680000000000476,11,,,4,8,,,,0,5.408399738371372e-05,18,,139,joint7,[],11941.44913678316,0,0.0,298.2081662727273,"[4, 6, 7, 8, 10, 11, 13, 14, 16, 19, 20]",3,,,,,,85,16,0,11,ordinary,7,full_coverage_and_all_discovered_cleared,130,3280.289829,0.020722542016301304
7,0,True,0,0,0,0,0,uniform__adversarial-positive__85,uniform__adversarial-positive,10,14,11,172,,0.022676999999999836,11,,,1,4,,,,0,6.500002928078175e-05,20,,156,joint9,[],13111.418302937878,0,0.0,328.38942372727274,"[4, 6, 7, 8, 10, 11, 13, 14, 16, 19, 20]",3,,,,,,85,20,8,11,ordinary,9,full_coverage_and_all_discovered_cleared,146,3612.283661,0.022681708040181547
27,0,True,,,,,,uniform__adversarial-positive__86,uniform__adversarial-positive,16,16,16,133,,0.21347999999999967,16,,,,,,,,0,6.649998249486089e-05,,,115,peer_layout9_proxy,[],22948.183711748643,0,0.0,334.16479625,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 14, 15, 18, 19, 20]",3,,,,,,86,,,16,ordinary,8,public_upper_bound_16,102,5346.63674,0.21363291697343811
20,0,True,,,,,,uniform__adversarial-positive__86,uniform__adversarial-positive,15,25,16,130,,0.02910099999999982,16,,0,1,10,0,0,,0,6.708299042657018e-05,,,103,shared9,[],18461.721463763162,0,0.0,275.5215183125,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 14, 15, 18, 19, 20]",3,0,,,,,86,7,0,16,ordinary,8,public_upper_bound_16,94,4408.344293,0.029172540991567075
13,0,True,0,0,0,0,0,uniform__adversarial-positive__86,uniform__adversarial-positive,14,24,16,186,,0.032165,16,,,2,10,,,,0,6.329198367893696e-05,23,,160,joint7,[],13197.182827187751,0,0.0,231.0272854375,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 14, 15, 18, 19, 20]",3,,,,,,86,38,0,16,ordinary,7,public_upper_bound_16,153,3696.436567,0.03224937501363456
14,0,True,0,0,0,0,0,uniform__adversarial-positive__86,uniform__adversarial-positive,14,21,16,167,,0.031461999999999435,16,,,2,7,,,,0,7.991696475073695e-05,25,,144,joint9,[],14784.984932210391,0,0.0,244.1248115625,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 14, 15, 18, 19, 20]",3,,,,,,86,20,8,16,ordinary,9,public_upper_bound_16,134,3905.996985,0.03148462501121685
26,0,True,,,,,,uniform__adversarial-negative__77,uniform__adversarial-negative,16,16,16,137,,0.20827600000000146,16,,,,,,,,0,7.000000914558768e-05,,,119,peer_layout9_proxy,[],18441.156445328714,0,0.0,279.3894556875,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 16, 17, 18, 20]",3,,,,,,77,,,16,ordinary,8,public_upper_bound_16,107,4470.231291,0.20857433299534023
15,0,True,,,,,,uniform__adversarial-negative__77,uniform__adversarial-negative,11,21,16,140,,0.027003000000000554,16,,0,5,10,0,0,,0,8.170801447704434e-05,,,117,shared9,[],16014.607129989381,0,0.0,249.557589,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 16, 17, 18, 20]",3,0,,,,,77,9,0,16,ordinary,8,public_upper_bound_16,110,3992.921424,0.027010583027731627
13,0,True,0,0,0,0,0,uniform__adversarial-negative__77,uniform__adversarial-negative,11,22,16,138,,0.03204799999999963,16,,,5,11,,,,0,5.641597090288997e-05,22,,114,joint7,[],13006.846588848251,0,0.0,210.83558225,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 16, 17, 18, 20]",3,,,,,,77,19,0,16,ordinary,6,public_upper_bound_16,104,3373.369316,0.032084207981824875
11,0,True,0,0,0,0,0,uniform__adversarial-negative__77,uniform__adversarial-negative,13,20,16,151,,0.028230999999999895,16,,,3,7,,,,0,7.070897845551372e-05,25,,129,joint9,[],13500.866850592261,0,0.0,222.323335625,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 16, 17, 18, 20]",3,,,,,,77,18,1,16,ordinary,9,public_upper_bound_16,120,3557.17337,0.028230416995938867
27,0,True,,,,,,uniform__adversarial-negative__78,uniform__adversarial-negative,16,16,16,95,,0.20438500000000026,16,,,,,,,,0,5.8541016187518835e-05,,,77,peer_layout9_proxy,[],20346.14958273619,0,0.0,287.3893699375,"[1, 3, 4, 5, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 19, 20]",3,,,,,,78,,,16,ordinary,5,public_upper_bound_16,64,4598.229919,0.2045345829683356
16,0,True,,,,,,uniform__adversarial-negative__78,uniform__adversarial-negative,10,23,16,121,,0.02630199999999938,16,,0,6,13,0,0,,0,6.733398186042905e-05,,,96,shared9,[],15832.675643989283,0,0.0,239.7834455,"[1, 3, 4, 5, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 19, 20]",3,0,,,,,78,8,0,16,ordinary,8,public_upper_bound_16,89,3836.535128,0.026337457995396107
10,0,True,0,0,0,0,0,uniform__adversarial-negative__78,uniform__adversarial-negative,14,22,16,138,,0.037345000000000184,16,,,2,8,,,,0,5.445798160508275e-05,23,,114,joint7,[],12904.25532759191,0,0.0,209.6781916875,"[1, 3, 4, 5, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 19, 20]",3,,,,,,78,30,6,16,ordinary,7,public_upper_bound_16,106,3354.851067,0.037393458012957126
