phase,problem,setting,block,order,case_code,official_row_id,practice_run_no,parameters,sources,omni_sources,directional_sources,completed,cleared,misses,virtual_time_us,total_s,seconds_per_source,distance_m,movement_s,measurements,switches,measurement_s,switch_s,failed_clear_s,successful_clear_s,retries,duplicate_responses,max_action_ledger_error_s,wall_s,round_counters_recorded,sources_at_round_budget,maximum_rounds,end_reason,evidence,shared_known_measurements,shared_negative_cooldown_skips,source_interruptions,optical_fallback_calls,bracket_pair_cuts,active_measurements,certified_clears,omni_negative_cuts,packet_fallbacks,forced_continuations
screen,4,share_limit=0,8,376,KEBG-7S72-RJWN-PN6T,555,294525532770549162,"{""fraction"": 0.15, ""pause_limit"": 16, ""share_cooldown"": 150.0, ""share_limit"": 0, ""steps"": 10, ""transverse_m"": 40.0, ""trial_radius"": 35.0}",16,15,1,1,16,0,4941260013,4941.260013,308.8287508125,18886.300065008872,3777.2600130017745,183,169,915,169,0,80,0,0,4.979647272307375e-07,47.29411124999751,True,0,3,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-083230-95b2ee50,0,12,2,0,0,11,9,,0,0
screen,3,max_active=4,8,377,DJA6-VBMV-K5KY-PE3V,556,663915168002370655,"{""localization_weight"": 0.08, ""max_active"": 4, ""remainder_weight"": 1.5, ""share_limit"": 6, ""trial_radius"": 50.0}",10,10,0,1,10,0,2951082356,2951.082356,295.1082356,10905.411783192572,2181.0823566385143,121,115,605,115,0,50,0,0,4.7463939267800015e-07,44.51207320802496,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-083317-73f5450b,12,,,0,0,4,4,0,,
screen,3,remainder_weight=0,8,378,Y4PR-NDRP-NE5S-B4NE,557,8603257968784879795,"{""localization_weight"": 0.08, ""max_active"": 3, ""remainder_weight"": 0, ""share_limit"": 6, ""trial_radius"": 50.0}",11,11,0,1,11,0,2785276581,2785.276581,253.20696190909092,10146.382901179448,2029.2765802358895,118,111,590,111,0,55,0,0,4.4778841967740846e-07,43.73076233299798,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-083402-60a9d486,12,,,0,0,3,5,1,,
screen,3,trial_radius=20,8,379,YFVZ-SDVH-8JWK-KESH,558,248463333111213004,"{""localization_weight"": 0.08, ""max_active"": 3, ""remainder_weight"": 1.5, ""share_limit"": 6, ""trial_radius"": 20}",13,13,0,1,13,0,3237495486,3237.495486,249.0381143076923,11957.47742013642,2391.495484027284,132,121,660,121,0,65,0,0,4.668406603514086e-07,45.76627674998599,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-083446-24d5617a,26,,,0,0,12,13,3,,
screen,4,baseline,8,380,EPMM-G5RE-DX4D-MVW8,559,8792492474324660586,"{""fraction"": 0.15, ""pause_limit"": 16, ""share_cooldown"": 150.0, ""share_limit"": 6, ""steps"": 10, ""transverse_m"": 40.0, ""trial_radius"": 35.0}",15,9,6,1,15,0,6305887656,6305.887656,420.3925104,23694.43827941237,4738.887655882474,252,232,1260,232,0,75,0,0,4.812069107629213e-07,48.631744625017745,True,0,2,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-083532-2bcc7324,24,6,1,0,0,7,9,,0,0
screen,3,share_limit=20,8,381,G967-62Q5-U67A-T3AX,560,688664324186159276,"{""localization_weight"": 0.08, ""max_active"": 3, ""remainder_weight"": 1.5, ""share_limit"": 20, ""trial_radius"": 50.0}",10,10,0,1,10,0,3217562898,3217.562898,321.7562898,12087.8144912016,2417.56289824032,126,120,630,120,0,50,0,0,4.984431427601521e-07,44.59410916600609,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-083621-dbd99d61,7,,,0,0,6,5,0,,
screen,3,max_active=2,8,382,W8XX-HM35-CQ9J-76VC,561,127029821761268376,"{""localization_weight"": 0.08, ""max_active"": 2, ""remainder_weight"": 1.5, ""share_limit"": 6, ""trial_radius"": 50.0}",13,13,0,1,13,0,3091863441,3091.863441,237.8356493076923,11794.31720605121,2358.863441210242,113,103,565,103,0,65,0,0,4.936856043968874e-07,44.44703629199648,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-083705-2e20be03,19,,,0,0,5,11,1,,
screen,4,share_limit=12,8,383,HRYD-X6GQ-DK6W-YDEH,562,6688057485710109466,"{""fraction"": 0.15, ""pause_limit"": 16, ""share_cooldown"": 150.0, ""share_limit"": 12, ""steps"": 10, ""transverse_m"": 40.0, ""trial_radius"": 35.0}",10,4,6,1,10,0,6010809671,6010.809671,601.0809671,20829.0483305837,4165.80966611674,303,280,1515,280,0,50,0,0,4.964569768617366e-07,51.739597499981755,True,0,3,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-083750-66c0db29,29,10,3,0,0,14,6,,0,0
screen,3,trial_radius=80,8,384,H5F6-49JH-SD4F-WTQX,563,4608568628226579246,"{""localization_weight"": 0.08, ""max_active"": 3, ""remainder_weight"": 1.5, ""share_limit"": 6, ""trial_radius"": 80}",14,14,0,1,14,0,3326451283,3326.451283,237.60366307142857,12152.256415775078,2430.4512831550155,139,131,695,131,0,70,0,0,4.783562843613254e-07,45.723582957987674,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-083842-8f96afd3,28,,,0,0,4,5,1,,
screen,3,share_limit=12,8,385,AD6Q-V9V4-4KC4-PQUD,564,3185052192128039038,"{""localization_weight"": 0.08, ""max_active"": 3, ""remainder_weight"": 1.5, ""share_limit"": 12, ""trial_radius"": 50.0}",16,16,0,1,16,1,3640602713,3640.602713,227.5376695625,14233.013566350688,2846.6027132701374,121,106,605,106,3,80,0,0,4.975520369043807e-07,44.87776912498521,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-083928-aa9ad9bf,25,,,0,0,10,8,2,,
screen,3,localization_weight=0,8,386,BEYC-2K6K-2GET-26PB,565,6838803891663275741,"{""localization_weight"": 0, ""max_active"": 3, ""remainder_weight"": 1.5, ""share_limit"": 6, ""trial_radius"": 50.0}",16,16,0,1,16,0,2837910692,2837.910692,177.36941825,10264.553459092394,2052.910691818479,119,110,595,110,0,80,0,0,4.880379549376812e-07,44.70644004200585,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-084013-59181a95,29,,,0,0,4,9,0,,
screen,4,trial_radius=80,8,387,BBGQ-VWNF-GPW5-CZS6,566,2280116678810403917,"{""fraction"": 0.15, ""pause_limit"": 16, ""share_cooldown"": 150.0, ""share_limit"": 6, ""steps"": 10, ""transverse_m"": 40.0, ""trial_radius"": 80}",10,9,1,1,10,1,5723988611,5723.988611,572.3988611,20029.94305218296,4005.988610436592,281,260,1405,260,3,50,0,0,4.966464359767997e-07,50.69037329198909,True,0,1,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-084058-5e3557d0,8,2,3,0,0,4,6,,0,0
screen,4,share_cooldown=800,8,388,Y96W-CYCS-7GCX-89SV,567,3808407053537945975,"{""fraction"": 0.15, ""pause_limit"": 16, ""share_cooldown"": 800, ""share_limit"": 6, ""steps"": 10, ""transverse_m"": 40.0, ""trial_radius"": 35.0}",14,11,3,1,14,0,5514074460,5514.07446,393.8624614285714,20195.372305130222,4039.0744610260444,238,215,1190,215,0,70,0,0,4.520896226267723e-07,49.75772950000828,True,0,2,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-084149-03121df6,14,42,3,0,0,6,13,,0,0
screen,4,transverse_m=10,8,389,GS34-EU3D-WZ4V-DARB,568,7975535598887837052,"{""fraction"": 0.15, ""pause_limit"": 16, ""share_cooldown"": 150.0, ""share_limit"": 6, ""steps"": 10, ""transverse_m"": 10, ""trial_radius"": 35.0}",15,8,7,1,15,0,5941728825,5941.728825,396.115255,21898.644136717183,4379.728827343437,252,227,1260,227,0,75,0,0,4.984782009387345e-07,51.07996029101196,True,0,3,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-084239-d760dcae,33,2,2,0,0,10,9,,0,0
screen,4,fraction=0.5,8,390,VHFY-2QQJ-CJDS-UNEH,569,4848173987595010216,"{""fraction"": 0.5, ""pause_limit"": 16, ""share_cooldown"": 150.0, ""share_limit"": 6, ""steps"": 10, ""transverse_m"": 40.0, ""trial_radius"": 35.0}",15,14,1,1,15,0,5796398378,5796.398378,386.4265585333333,22451.991899504053,4490.398379900811,208,191,1040,191,0,75,0,0,4.928616945676367e-07,48.589054582989775,True,0,1,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-084330-e9abf990,15,0,2,0,0,4,10,,0,0
screen,4,trial_radius=65,8,391,MRYS-5E4V-Y8MH-YJHY,570,9061567668022456853,"{""fraction"": 0.15, ""pause_limit"": 16, ""share_cooldown"": 150.0, ""share_limit"": 6, ""steps"": 10, ""transverse_m"": 40.0, ""trial_radius"": 65}",15,6,9,1,15,1,5678428618,5678.428618,378.5619078666667,20692.143104025996,4138.428620805199,247,227,1235,227,3,75,0,0,4.85076469658452e-07,50.65858883297187,True,0,1,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-084419-42e4fdeb,22,2,0,0,0,3,10,,0,0
screen,4,fraction=0.3,8,392,WN2T-U8MT-3HJU-HEVF,571,7508876466884443804,"{""fraction"": 0.3, ""pause_limit"": 16, ""share_cooldown"": 150.0, ""share_limit"": 6, ""steps"": 10, ""transverse_m"": 40.0, ""trial_radius"": 35.0}",13,3,10,1,13,0,5951304352,5951.304352,457.7926424615385,22211.52176568216,4442.304353136432,244,224,1220,224,0,65,0,0,4.960508590556856e-07,50.60594999999739,True,0,2,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-084509-edbeddec,22,5,1,0,0,9,8,,0,0
screen,3,trial_radius=35,8,393,UG62-SU2B-D3GX-6945,572,2837166772856198998,"{""localization_weight"": 0.08, ""max_active"": 3, ""remainder_weight"": 1.5, ""share_limit"": 6, ""trial_radius"": 35}",10,10,0,1,10,0,2820101992,2820.101992,282.0101992,10600.509970657935,2120.101994131587,109,105,545,105,0,50,0,0,4.962666082519718e-07,43.77782195902546,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-084600-d9c65503,7,,,0,0,5,9,0,,
screen,4,transverse_m=70,8,394,XFRB-S7YW-S5DQ-T748,573,2964514539646599972,"{""fraction"": 0.15, ""pause_limit"": 16, ""share_cooldown"": 150.0, ""share_limit"": 6, ""steps"": 10, ""transverse_m"": 70, ""trial_radius"": 35.0}",13,2,11,1,13,0,6408734221,6408.734221,492.97955546153844,22323.671101411164,4464.734220282233,317,294,1585,294,0,65,0,0,4.845352208349141e-07,52.234659584006295,True,0,2,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-084644-e160ebf8,10,7,5,0,0,18,13,,0,0
screen,4,transverse_m=100,8,395,A2DJ-6N7S-WPXZ-MP7N,574,9145283238653150998,"{""fraction"": 0.15, ""pause_limit"": 16, ""share_cooldown"": 150.0, ""share_limit"": 6, ""steps"": 10, ""transverse_m"": 100, ""trial_radius"": 35.0}",14,10,4,1,14,0,6196342653,6196.342653,442.59590378571426,23926.71328103899,4785.3426562077975,227,206,1135,206,0,70,0,0,4.889224669568648e-07,49.42064899997786,True,0,2,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-084737-c06a651b,14,2,2,0,0,10,9,,0,0
screen,4,trial_radius=50,8,396,7YCR-WFSD-JT2V-QVNY,575,6722435595614935251,"{""fraction"": 0.15, ""pause_limit"": 16, ""share_cooldown"": 150.0, ""share_limit"": 6, ""steps"": 10, ""transverse_m"": 40.0, ""trial_radius"": 50}",10,1,9,1,10,0,6316206797,6316.206797,631.6206797,21966.033988995132,4393.206797799026,316,293,1580,293,0,50,0,0,4.5375341528597346e-07,52.31840195902623,True,0,2,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-084826-8a5f5b99,4,0,2,0,0,8,5,,0,0
screen,4,fraction=0.05,8,397,8D9B-ZG7E-PE7C-F4Y9,576,1141874518563018711,"{""fraction"": 0.05, ""pause_limit"": 16, ""share_cooldown"": 150.0, ""share_limit"": 6, ""steps"": 10, ""transverse_m"": 40.0, ""trial_radius"": 35.0}",12,7,5,1,12,0,6047139636,6047.139636,503.92830299999997,22410.698187799197,4482.13963755984,255,230,1275,230,0,60,0,0,4.770481716320774e-07,51.17336529199383,True,0,3,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-084919-adf83f6a,4,8,10,0,0,14,11,,0,0
screen,4,share_limit=2,8,398,6WQK-H8WP-77QB-3P7U,577,953694322698268191,"{""fraction"": 0.15, ""pause_limit"": 16, ""share_cooldown"": 150.0, ""share_limit"": 2, ""steps"": 10, ""transverse_m"": 40.0, ""trial_radius"": 35.0}",13,1,12,1,13,0,6524920357,6524.920357,501.91695053846155,23784.601789681114,4756.920357936223,287,268,1435,268,0,65,0,0,4.816508649696516e-07,53.864295792009216,True,0,3,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-085010-bf9622ac,11,6,4,0,1,19,8,,0,0
screen,4,pause_limit=4,8,399,TKDJ-JX5X-X83T-5RD6,578,2922875853337430926,"{""fraction"": 0.15, ""pause_limit"": 4, ""share_cooldown"": 150.0, ""share_limit"": 6, ""steps"": 10, ""transverse_m"": 40.0, ""trial_radius"": 35.0}",16,14,2,1,16,0,3714973633,3714.973633,232.1858520625,14684.868156055356,2936.9736312110713,118,108,590,108,0,80,0,0,4.936218402917802e-07,46.16886987502221,True,0,3,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-085104-613c5f89,23,1,2,0,0,9,8,,0,0
screen,4,share_cooldown=50,8,400,UQ67-G88A-RAAW-KSCP,579,2595249055640993073,"{""fraction"": 0.15, ""pause_limit"": 16, ""share_cooldown"": 50, ""share_limit"": 6, ""steps"": 10, ""transverse_m"": 40.0, ""trial_radius"": 35.0}",14,3,11,1,14,0,6366243950,6366.24395,454.7317107142857,23106.219770314103,4621.24395406282,283,260,1415,260,0,70,0,0,4.937193125442718e-07,51.49405883299187,True,0,3,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-085150-2ff4b2cb,19,1,2,0,1,11,9,,0,0
screen,3,localization_weight=0.02,8,401,9TZJ-BVX6-6QSH-8VTD,580,8402858239850418115,"{""localization_weight"": 0.02, ""max_active"": 3, ""remainder_weight"": 1.5, ""share_limit"": 6, ""trial_radius"": 50.0}",11,11,0,1,11,0,3232794992,3232.794992,293.8904538181818,12468.974958269564,2493.794991653913,115,109,575,109,0,55,0,0,4.943617284425272e-07,44.812509708019206,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-085242-5fc89937,8,,,0,0,5,5,0,,
screen,3,trial_radius=65,8,402,84VS-AZ4S-RVS9-ZRV3,581,8137891388756096156,"{""localization_weight"": 0.08, ""max_active"": 3, ""remainder_weight"": 1.5, ""share_limit"": 6, ""trial_radius"": 65}",10,10,0,1,10,1,2878262032,2878.262032,287.8262032,10466.310162006146,2093.262032401229,123,117,615,117,3,50,0,0,4.858764697246443e-07,44.49037004201091,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-085327-c7ba0a5d,10,,,0,0,5,7,1,,
screen,4,fraction=0.1,9,403,U8Z2-P65V-YK62-Q4CD,582,1363157477282480984,"{""fraction"": 0.1, ""pause_limit"": 16, ""share_cooldown"": 150.0, ""share_limit"": 6, ""steps"": 10, ""transverse_m"": 40.0, ""trial_radius"": 35.0}",11,7,4,1,11,0,5754080928,5754.080928,523.0982661818182,19760.40464650318,3952.080929300636,295,272,1475,272,0,55,0,0,4.648699984954874e-07,51.4397515419987,True,0,3,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-085412-d880a3f4,11,6,2,0,0,7,11,,0,0
screen,4,baseline,9,404,46QN-SJD3-ZUB8-QUH2,583,7476559740060840732,"{""fraction"": 0.15, ""pause_limit"": 16, ""share_cooldown"": 150.0, ""share_limit"": 6, ""steps"": 10, ""transverse_m"": 40.0, ""trial_radius"": 35.0}",14,11,3,1,14,0,5763805732,5763.805732,411.7004094285714,21084.028660616128,4216.805732123225,250,227,1250,227,0,70,0,0,4.955863914801739e-07,51.103787416999694,True,0,3,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-085503-08ff10d8,25,5,2,0,0,11,11,,0,0
screen,4,fraction=0.5,9,405,H52N-SGSC-SJ5R-WY5N,584,8460194009506957668,"{""fraction"": 0.5, ""pause_limit"": 16, ""share_cooldown"": 150.0, ""share_limit"": 6, ""steps"": 10, ""transverse_m"": 40.0, ""trial_radius"": 35.0}",13,11,2,1,13,0,5917081623,5917.081623,455.16012484615385,21345.408123821573,4269.081624764314,267,248,1335,248,0,65,0,0,4.92452244316155e-07,50.92766191699775,True,0,1,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-085555-b77cc1aa,17,0,1,0,0,2,7,,0,0
screen,3,baseline,9,406,WX7E-5PJP-G6HU-4JYB,585,2110349257541374710,"{""localization_weight"": 0.08, ""max_active"": 3, ""remainder_weight"": 1.5, ""share_limit"": 6, ""trial_radius"": 50.0}",15,15,0,1,15,2,3245567397,3245.567397,216.3711598,11487.836984219064,2297.5673968438127,147,132,735,132,6,75,0,0,4.570245835111564e-07,45.69592612501583,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-085646-399887fa,27,,,0,0,9,7,2,,
screen,3,max_active=4,9,407,T4WT-MJ3M-22FD-D4JN,586,4065100245840019730,"{""localization_weight"": 0.08, ""max_active"": 4, ""remainder_weight"": 1.5, ""share_limit"": 6, ""trial_radius"": 50.0}",10,10,0,1,10,0,2966763766,2966.763766,296.6763766,10643.818830511425,2128.763766102285,133,123,665,123,0,50,0,0,4.827868593793028e-07,45.37259395798901,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-085732-313c6f90,15,,,0,0,5,3,1,,
screen,4,pause_limit=4,9,408,B83P-AUW7-HYQU-7N3W,587,3999855302051362913,"{""fraction"": 0.15, ""pause_limit"": 4, ""share_cooldown"": 150.0, ""share_limit"": 6, ""steps"": 10, ""transverse_m"": 40.0, ""trial_radius"": 35.0}",11,7,4,1,11,0,5871888856,5871.888856,533.8080778181818,20759.44429693695,4151.88885938739,281,260,1405,260,0,55,0,0,4.7568426353450377e-07,52.23393499999656,True,0,2,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-085817-47245981,12,4,1,0,0,7,9,,0,0
screen,3,localization_weight=0,9,409,26ET-FY33-C9BZ-58YQ,588,6461903097452271691,"{""localization_weight"": 0, ""max_active"": 3, ""remainder_weight"": 1.5, ""share_limit"": 6, ""trial_radius"": 50.0}",11,11,0,1,11,0,2967441119,2967.441119,269.76737445454546,11047.205592691036,2209.4411185382073,119,108,595,108,0,55,0,0,4.7159227989368446e-07,45.609183833003044,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-085910-b5ad5732,17,,,0,0,6,7,0,,
screen,3,remainder_weight=2,9,410,FKYR-JFK7-PNF9-XHQC,589,7490096453911398366,"{""localization_weight"": 0.08, ""max_active"": 3, ""remainder_weight"": 2, ""share_limit"": 6, ""trial_radius"": 50.0}",14,14,0,1,14,1,3271501123,3271.501123,233.67865164285715,12237.505630282203,2447.5011260564406,126,121,630,121,3,70,0,0,4.925190202342833e-07,45.0095895830018,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-085956-2e3a71e0,21,,,0,0,10,8,2,,
screen,3,max_active=2,9,411,F8MF-NJCS-KFRS-FXBW,590,2772533297901618372,"{""localization_weight"": 0.08, ""max_active"": 2, ""remainder_weight"": 1.5, ""share_limit"": 6, ""trial_radius"": 50.0}",11,11,0,1,11,1,2876640532,2876.640532,261.51277563636364,10868.202661797908,2173.640532359582,109,100,545,100,3,55,0,0,4.948722107656067e-07,45.113916458009044,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-090041-3eea06db,15,,,0,0,7,8,0,,
screen,4,steps=2,9,412,38KZ-TJ8G-6PJ4-RRDF,591,8086974333418520929,"{""fraction"": 0.15, ""pause_limit"": 16, ""share_cooldown"": 150.0, ""share_limit"": 6, ""steps"": 2, ""transverse_m"": 40.0, ""trial_radius"": 35.0}",12,11,1,1,12,0,6000321552,6000.321552,500.02679600000005,22271.607754597957,4454.321550919592,251,231,1255,231,0,60,0,0,4.910699971105714e-07,50.605626790988026,True,0,1,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-090126-21a5dcd4,12,3,0,0,0,1,11,,0,0
screen,4,share_cooldown=400,9,413,NQM6-Y2QN-E42N-D6CB,592,4874167809774420234,"{""fraction"": 0.15, ""pause_limit"": 16, ""share_cooldown"": 400, ""share_limit"": 6, ""steps"": 10, ""transverse_m"": 40.0, ""trial_radius"": 35.0}",15,1,14,1,15,0,6464786398,6464.786398,430.9857598666667,24693.93199973952,4938.786399947904,246,221,1230,221,0,75,0,0,4.995476636793228e-07,50.96663654097938,True,0,2,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-090217-85f2f2c7,22,26,3,0,0,20,13,,0,0
screen,3,trial_radius=35,9,414,FMWN-W676-98UV-G2AM,593,7355809223486282303,"{""localization_weight"": 0.08, ""max_active"": 3, ""remainder_weight"": 1.5, ""share_limit"": 6, ""trial_radius"": 35}",12,12,0,1,12,0,3203811626,3203.811626,266.9843021666667,11894.058136784837,2378.8116273569676,130,115,650,115,0,60,0,0,4.949245777652322e-07,46.6441012500145,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-090308-4f3e9154,18,,,0,0,6,7,1,,
screen,4,trial_radius=80,9,415,ZVKX-YX48-87MA-VNRZ,594,2720551066279997362,"{""fraction"": 0.15, ""pause_limit"": 16, ""share_cooldown"": 150.0, ""share_limit"": 6, ""steps"": 10, ""transverse_m"": 40.0, ""trial_radius"": 80}",15,2,13,1,15,2,5992863288,5992.863288,399.52421919999995,22809.316430393235,4561.863286078647,229,205,1145,205,6,75,0,0,4.675496256822953e-07,50.7078651660122,True,0,3,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-090355-e74ed010,21,15,4,0,0,14,11,,0,0
screen,4,trial_radius=65,9,416,RTXC-MPAS-DWDJ-CBZK,595,3179030226891970235,"{""fraction"": 0.15, ""pause_limit"": 16, ""share_cooldown"": 150.0, ""share_limit"": 6, ""steps"": 10, ""transverse_m"": 40.0, ""trial_radius"": 65}",11,5,6,1,11,0,6068716756,6068.716756,551.7015232727273,20758.583775945433,4151.716755189087,314,292,1570,292,0,55,0,0,4.990894666434542e-07,53.869210958015174,True,0,2,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-090446-9b4bec6d,9,0,0,0,0,9,8,,0,0
screen,3,max_active=1,9,417,FKKG-ZPYN-M25G-CMQC,596,4825843661183522642,"{""localization_weight"": 0.08, ""max_active"": 1, ""remainder_weight"": 1.5, ""share_limit"": 6, ""trial_radius"": 50.0}",14,14,0,1,14,0,3219779201,3219.779201,229.98422864285712,12388.896006512114,2477.7792013024227,113,107,565,107,0,70,0,0,4.640364466013125e-07,44.98121966602048,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-090540-9e3478b5,19,,,0,0,4,8,0,,
screen,3,remainder_weight=1,9,418,CB5F-ZQWS-Z2ZP-HAXD,597,261870571832133578,"{""localization_weight"": 0.08, ""max_active"": 3, ""remainder_weight"": 1, ""share_limit"": 6, ""trial_radius"": 50.0}",13,13,0,1,13,0,3509522156,3509.522156,269.96324276923076,13447.610777882333,2689.5221555764665,127,120,635,120,0,65,0,0,4.7445421103020635e-07,47.415140458004316,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-090625-2b16a331,25,,,0,0,7,9,4,,
screen,4,share_cooldown=50,9,419,TJYD-4SCX-Z3UG-YW8W,598,6879007988522612597,"{""fraction"": 0.15, ""pause_limit"": 16, ""share_cooldown"": 50, ""share_limit"": 6, ""steps"": 10, ""transverse_m"": 40.0, ""trial_radius"": 35.0}",16,6,10,1,16,1,6310180107,6310.180107,394.3862566875,23235.900563257284,4647.1801126514565,267,245,1335,245,3,80,0,0,4.971961118371837e-07,52.63954183299211,True,0,3,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-090713-4014a6bb,41,5,2,0,0,22,13,,0,0
screen,4,fraction=0.3,9,420,6G9A-FWQH-6KRN-58AC,599,8192366859925223384,"{""fraction"": 0.3, ""pause_limit"": 16, ""share_cooldown"": 150.0, ""share_limit"": 6, ""steps"": 10, ""transverse_m"": 40.0, ""trial_radius"": 35.0}",16,9,7,1,16,0,4913021407,4913.021407,307.0638379375,17405.107035218265,3481.021407043653,228,212,1140,212,0,80,0,0,4.975036915766395e-07,50.1832991669944,True,0,3,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-090805-8c72c2c1,32,1,1,0,0,5,12,,0,0
