phase,problem,setting,block,order,case_code,official_row_id,practice_run_no,parameters,sources,omni_sources,directional_sources,completed,cleared,misses,virtual_time_us,total_s,seconds_per_source,distance_m,movement_s,measurements,switches,measurement_s,switch_s,failed_clear_s,successful_clear_s,retries,duplicate_responses,max_action_ledger_error_s,wall_s,round_counters_recorded,sources_at_round_budget,maximum_rounds,end_reason,evidence,shared_known_measurements,shared_negative_cooldown_skips,source_interruptions,optical_fallback_calls,bracket_pair_cuts,active_measurements,certified_clears,omni_negative_cuts,packet_fallbacks,forced_continuations
robustness,4,perturbed,28,667,T45C-UKVQ-TXHB-YCJC,846,8049363377989272166,"{""fraction"": 0.25, ""pause_limit"": 24, ""share_cooldown"": 75, ""share_limit"": 4, ""steps"": 4, ""transverse_m"": 20, ""trial_radius"": 45}",16,1,15,1,16,0,6342025410,6342.02541,396.376588125,24385.12706541683,4877.0254130833655,235,210,1175,210,0,80,0,0,4.958948522926221e-07,60.700684749986976,True,0,3,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-125345-66e61376,25,6,4,0,2,15,6,,0,0
robustness,3,perturbed,28,668,GST4-D8N4-PCWP-UA76,847,4091414342086133268,"{""localization_weight"": 0.08, ""max_active"": 3, ""remainder_weight"": 2, ""share_limit"": 8, ""trial_radius"": 65}",13,13,0,1,13,0,3201232330,3201.23233,246.24864076923075,12186.161664436064,2437.2323328872126,118,109,590,109,0,65,0,0,4.796346502189408e-07,60.109724375011865,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-125445-91dacbdd,17,,,0,0,7,5,0,,
robustness,4,baseline,28,669,K7RP-ZYE9-NCQH-RM4W,848,141953470111448363,"{""fraction"": 0.15, ""pause_limit"": 16, ""share_cooldown"": 150.0, ""share_limit"": 6, ""steps"": 10, ""transverse_m"": 40.0, ""trial_radius"": 35.0}",10,0,10,1,10,0,6317966073,6317.966073,631.7966073,21864.830366493843,4372.966073298769,319,300,1595,300,0,50,0,0,4.999589062748555e-07,68.67318437501672,True,0,3,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-125546-c0ae6684,12,6,5,0,0,17,7,,0,0
robustness,3,baseline,28,670,DB89-VBKW-HZG7-KVN7,849,8561808723708774170,"{""localization_weight"": 0.08, ""max_active"": 3, ""remainder_weight"": 1.5, ""share_limit"": 6, ""trial_radius"": 50.0}",12,12,0,1,12,0,3181849876,3181.849876,265.15415633333333,12204.24937543965,2440.84987508793,115,106,575,106,0,60,0,0,4.96853544973419e-07,59.71751254200353,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-125655-6cd8ea24,17,,,0,0,7,8,0,,
robustness,3,perturbed,29,671,X4H8-FVR2-GJFH-ZYSU,850,3813608381679633626,"{""localization_weight"": 0.08, ""max_active"": 3, ""remainder_weight"": 1.5, ""share_limit"": 4, ""trial_radius"": 50}",11,11,0,1,11,0,3279917492,3279.917492,298.1743174545455,12024.58746435693,2404.917492871386,138,130,690,130,0,55,0,0,4.930680184145331e-07,60.1183125829848,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-125755-166d8bc4,24,,,0,0,5,5,0,,
robustness,3,baseline,29,672,9QJ4-AUVR-DFSD-BNXT,851,1579307363081679144,"{""localization_weight"": 0.08, ""max_active"": 3, ""remainder_weight"": 1.5, ""share_limit"": 6, ""trial_radius"": 50.0}",14,14,0,1,14,0,3455314978,3455.314978,246.8082127142857,13126.574889545216,2625.314977909043,128,120,640,120,0,70,0,0,4.753707401050633e-07,58.38081141700968,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-125855-bf444726,24,,,0,0,5,8,1,,
robustness,4,baseline,29,673,F7HZ-N5C7-GNCP-E8KR,852,4237108902388166601,"{""fraction"": 0.15, ""pause_limit"": 16, ""share_cooldown"": 150.0, ""share_limit"": 6, ""steps"": 10, ""transverse_m"": 40.0, ""trial_radius"": 35.0}",16,8,8,1,16,0,5490546449,5490.546449,343.1591530625,20117.732249168304,4023.546449833661,234,217,1170,217,0,80,0,0,4.978545291578484e-07,64.31979362500715,True,0,3,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-125953-036e422e,9,2,1,0,0,9,13,,0,0
robustness,4,perturbed,29,674,4E8T-FE24-FANM-JR7M,853,4788406217644115271,"{""fraction"": 0.15, ""pause_limit"": 24, ""share_cooldown"": 300, ""share_limit"": 4, ""steps"": 4, ""transverse_m"": 20, ""trial_radius"": 35}",14,4,10,1,14,0,6014049015,6014.049015,429.5749296428571,22425.2450859612,4485.04901719224,247,224,1235,224,0,70,0,0,4.924493737235025e-07,64.34542233298998,True,1,4,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-130058-511f9372,24,28,1,0,0,13,9,,1,0
robustness,4,perturbed,29,675,YT3X-XNYR-G7EP-8FKX,854,5288324842142890125,"{""fraction"": 0.1, ""pause_limit"": 24, ""share_cooldown"": 300, ""share_limit"": 6, ""steps"": 4, ""transverse_m"": 40, ""trial_radius"": 25}",12,0,12,1,12,0,6639656992,6639.656992,553.3047493333333,23988.284968065305,4797.656993613061,301,277,1505,277,0,60,0,0,4.89314956553244e-07,64.7966680410027,True,0,3,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-130203-a1c8749c,13,30,4,0,0,18,11,,0,0
robustness,3,perturbed,29,676,YF9F-8B82-VGKC-MVV3,855,110815083729547776,"{""localization_weight"": 0.08, ""max_active"": 4, ""remainder_weight"": 1.5, ""share_limit"": 8, ""trial_radius"": 35}",11,11,0,1,11,0,3451515871,3451.515871,313.7741700909091,13192.57935708592,2638.515871417184,127,123,635,123,0,55,0,0,4.968973499330787e-07,60.192317124980036,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-130308-e6cccd0e,9,,,0,0,8,8,0,,
robustness,4,perturbed,30,677,WSKB-JG7U-F4BV-DGRB,856,4794314828964287249,"{""fraction"": 0.1, ""pause_limit"": 8, ""share_cooldown"": 150, ""share_limit"": 4, ""steps"": 4, ""transverse_m"": 40, ""trial_radius"": 35}",14,13,1,1,14,0,5630585763,5630.585763,402.18469735714285,20942.928827865933,4188.585765573187,232,212,1160,212,0,70,0,0,4.972131506519872e-07,65.92664079202223,True,0,1,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-130408-c3a3c198,20,11,0,0,0,3,9,,0,0
robustness,3,perturbed,30,678,KT3V-N8AT-WR4W-95PV,857,4459757274924154370,"{""localization_weight"": 0.16, ""max_active"": 4, ""remainder_weight"": 1, ""share_limit"": 6, ""trial_radius"": 65}",13,13,0,1,13,0,3145051696,3145.051696,241.92705353846154,11940.258487155781,2388.0516974311563,117,107,585,107,0,65,0,0,4.907284036903548e-07,57.41620929201599,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-130514-52dbbec7,25,,,0,0,4,5,0,,
robustness,4,perturbed,30,679,GQGN-YSGX-G788-PZGZ,858,4018410570027506881,"{""fraction"": 0.1, ""pause_limit"": 16, ""share_cooldown"": 150, ""share_limit"": 4, ""steps"": 10, ""transverse_m"": 60, ""trial_radius"": 25}",14,8,6,1,14,0,6081924980,6081.92498,434.42321285714286,22494.62490439727,4498.924980879454,256,233,1280,233,0,70,0,0,4.872101655450933e-07,63.94664191600168,True,0,2,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-130612-ec38b0a5,26,19,4,0,0,10,13,,0,0
robustness,3,baseline,30,680,B5P9-RJD4-4K56-68DD,859,5825768582492403355,"{""localization_weight"": 0.08, ""max_active"": 3, ""remainder_weight"": 1.5, ""share_limit"": 6, ""trial_radius"": 50.0}",13,13,0,1,13,1,3014135265,3014.135265,231.85655884615383,11225.676317621499,2245.1352635242997,118,111,590,111,3,65,0,0,4.873686236805952e-07,57.97984033302055,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-130716-bad0f244,20,,,0,0,4,7,0,,
robustness,3,perturbed,30,681,Y9QE-EMSZ-93RT-2QKH,860,6799711385382634382,"{""localization_weight"": 0.04, ""max_active"": 4, ""remainder_weight"": 1.5, ""share_limit"": 4, ""trial_radius"": 50}",13,13,0,1,13,0,3639558207,3639.558207,279.96601592307695,14282.791033117926,2856.558206623585,121,113,605,113,0,65,0,0,4.983056953733467e-07,58.250046332977945,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-130814-e1ede388,11,,,0,0,8,7,1,,
robustness,4,baseline,30,682,6MWA-74AG-829R-CAVQ,861,453500716754296649,"{""fraction"": 0.15, ""pause_limit"": 16, ""share_cooldown"": 150.0, ""share_limit"": 6, ""steps"": 10, ""transverse_m"": 40.0, ""trial_radius"": 35.0}",11,7,4,1,11,0,6410375970,6410.37597,582.7614518181819,22521.879852602695,4504.375970520539,312,291,1560,291,0,55,0,0,4.646215359116468e-07,66.05466370901559,True,0,3,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-130913-135b9a96,14,3,2,0,0,10,6,,0,0
robustness,3,perturbed,31,683,DMZQ-JR4G-4AKZ-GAC7,862,2561894772003282924,"{""localization_weight"": 0.16, ""max_active"": 4, ""remainder_weight"": 1.5, ""share_limit"": 6, ""trial_radius"": 50}",10,10,0,1,10,0,3180797490,3180.79749,318.079749,12183.987460386146,2436.7974920772294,117,109,585,109,0,50,0,0,4.326175826463441e-07,59.95331716700457,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-131019-e02d8cfd,5,,,0,0,5,7,0,,
robustness,4,perturbed,31,684,8VKT-2JTU-VKCT-U3G7,863,9113468158549713484,"{""fraction"": 0.15, ""pause_limit"": 24, ""share_cooldown"": 150, ""share_limit"": 8, ""steps"": 10, ""transverse_m"": 20, ""trial_radius"": 35}",14,1,13,1,14,0,6455720247,6455.720247,461.1228747857143,23863.601236639166,4772.720247327833,273,248,1365,248,0,70,0,0,4.830484954254644e-07,66.2101556249836,True,0,2,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-131119-fd11e94b,12,3,2,0,0,14,10,,0,0
robustness,3,perturbed,31,685,DHGZ-2PWR-Y49R-DJ5K,864,3221722166955479367,"{""localization_weight"": 0.04, ""max_active"": 3, ""remainder_weight"": 2, ""share_limit"": 8, ""trial_radius"": 65}",16,16,0,1,16,0,3778950641,3778.950641,236.1844150625,15034.753201008094,3006.9506402016186,117,107,585,107,0,80,0,0,4.87768627266405e-07,66.16266570900916,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-131225-c48cbcd6,17,,,0,0,6,5,0,,
robustness,3,baseline,31,686,9ZQM-HP2M-Y9YT-799D,865,1224104965055343084,"{""localization_weight"": 0.08, ""max_active"": 3, ""remainder_weight"": 1.5, ""share_limit"": 6, ""trial_radius"": 50.0}",14,14,0,1,14,1,3567970078,3567.970078,254.85500557142856,13919.850393402305,2783.970078680461,120,111,600,111,3,70,0,0,4.77310692303945e-07,64.04950179200387,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-131332-dfa76ea5,18,,,0,0,9,9,0,,
robustness,4,baseline,31,687,8KD6-ZUSU-BTDX-ADV8,866,1374230068347087365,"{""fraction"": 0.15, ""pause_limit"": 16, ""share_cooldown"": 150.0, ""share_limit"": 6, ""steps"": 10, ""transverse_m"": 40.0, ""trial_radius"": 35.0}",11,6,5,1,11,0,6399655940,6399.65594,581.7869036363636,22128.279706424768,4425.655941284954,324,299,1620,299,0,55,0,0,4.279941965279477e-07,71.68007241698797,True,0,2,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-131436-daab207f,11,1,0,0,0,8,8,,0,0
robustness,4,perturbed,31,688,54W2-DMJ8-JF4P-34XF,867,3278552126404403321,"{""fraction"": 0.25, ""pause_limit"": 16, ""share_cooldown"": 75, ""share_limit"": 8, ""steps"": 3, ""transverse_m"": 60, ""trial_radius"": 35}",15,10,5,1,15,0,5466026631,5466.026631,364.40177539999996,21225.133150495694,4245.026630099139,194,176,970,176,0,75,0,0,4.79422226362658e-07,60.91218429201399,True,0,2,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-131548-f4516074,13,0,1,0,0,6,12,,0,0
robustness,3,perturbed,32,689,3G9P-PY3M-K7RH-5UHW,868,2460467862544761284,"{""localization_weight"": 0.04, ""max_active"": 3, ""remainder_weight"": 1, ""share_limit"": 4, ""trial_radius"": 50}",11,11,0,1,11,0,3106417865,3106.417865,282.4016240909091,11512.089317618262,2302.417863523652,126,119,630,119,0,55,0,0,4.973330050006552e-07,63.03654624999035,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-131649-ae27741c,17,,,0,0,7,3,0,,
robustness,3,perturbed,32,690,PBGJ-24XF-4RPR-687U,869,8778945508332559050,"{""localization_weight"": 0.04, ""max_active"": 3, ""remainder_weight"": 1, ""share_limit"": 8, ""trial_radius"": 35}",15,15,0,1,15,0,3540085857,3540.085857,236.0057238,13250.429290955894,2650.085858191179,138,125,690,125,0,75,0,0,4.977535752459517e-07,60.37790866699652,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-131752-34f9ee61,33,,,0,0,10,10,2,,
robustness,3,baseline,32,691,R6R7-TPFA-64S3-W9P2,870,1977838619812732689,"{""localization_weight"": 0.08, ""max_active"": 3, ""remainder_weight"": 1.5, ""share_limit"": 6, ""trial_radius"": 50.0}",13,13,0,1,13,0,3242480623,3242.480623,249.42158638461538,12082.403124394283,2416.4806248788564,128,121,640,121,0,65,0,0,4.968133850979939e-07,58.403734291001456,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-131853-ee5d9970,28,,,0,0,5,8,0,,
robustness,4,baseline,32,692,3SQK-BF3N-G7NK-AHK8,871,1542002435809774999,"{""fraction"": 0.15, ""pause_limit"": 16, ""share_cooldown"": 150.0, ""share_limit"": 6, ""steps"": 10, ""transverse_m"": 40.0, ""trial_radius"": 35.0}",10,0,10,1,10,0,5857679172,5857.679172,585.7679172,20558.395870553555,4111.679174110711,286,266,1430,266,0,50,0,0,4.404821680736859e-07,63.50754275001236,True,0,2,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-131952-e2ccb60c,8,0,3,0,0,6,5,,0,0
robustness,4,perturbed,32,693,Y6WU-6TVT-KVK7-P8PG,872,1604699731012920227,"{""fraction"": 0.15, ""pause_limit"": 8, ""share_cooldown"": 300, ""share_limit"": 6, ""steps"": 3, ""transverse_m"": 40, ""trial_radius"": 35}",16,7,9,1,16,0,4215361726,4215.361726,263.460107875,16016.808613463625,3203.361722692725,158,142,790,142,0,80,0,0,4.96547350792298e-07,57.74816837499384,True,1,3,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-132055-9c0eb03e,41,31,2,0,0,15,11,,1,0
robustness,4,perturbed,32,694,S2VX-72XP-TDZ8-XFDM,873,970073795130322791,"{""fraction"": 0.1, ""pause_limit"": 24, ""share_cooldown"": 75, ""share_limit"": 4, ""steps"": 10, ""transverse_m"": 20, ""trial_radius"": 45}",14,0,14,1,14,0,6217748094,6217.748094,444.1248638571428,23323.740485115803,4664.748097023161,251,228,1255,228,0,70,0,0,4.840814327167209e-07,61.44625820798683,True,0,3,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-132153-8559a9e5,20,1,4,0,0,12,8,,0,0
robustness,4,perturbed,33,695,RSUB-8DXV-T46C-FSB2,874,5108538327866874881,"{""fraction"": 0.1, ""pause_limit"": 24, ""share_cooldown"": 75, ""share_limit"": 6, ""steps"": 4, ""transverse_m"": 40, ""trial_radius"": 45}",12,7,5,1,12,0,6036132488,6036.132488,503.0110406666667,22055.662446762388,4411.132489352478,264,245,1320,245,0,60,0,0,4.942310098954295e-07,64.42026329200598,True,0,2,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-132255-f206cc5d,12,2,4,0,0,6,9,,0,0
robustness,3,perturbed,33,696,JCWW-EDEM-BNVD-QJDA,875,3818689710532978811,"{""localization_weight"": 0.08, ""max_active"": 3, ""remainder_weight"": 1.5, ""share_limit"": 4, ""trial_radius"": 35}",10,10,0,1,10,0,3018074807,3018.074807,301.8074807,10925.374022459051,2185.07480449181,132,123,660,123,0,50,0,0,4.928471071252716e-07,59.480956999992486,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-132359-ad2b30df,11,,,0,0,8,8,1,,
robustness,4,baseline,33,697,W5CU-FP4A-TC5B-3NT5,876,2753930982457871370,"{""fraction"": 0.15, ""pause_limit"": 16, ""share_cooldown"": 150.0, ""share_limit"": 6, ""steps"": 10, ""transverse_m"": 40.0, ""trial_radius"": 35.0}",13,8,5,1,13,0,6189429754,6189.429754,476.1099810769231,22267.148781368043,4453.429756273608,282,261,1410,261,0,65,0,0,4.809795655091875e-07,65.52696245801053,True,0,2,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-132459-2fc8e7f3,11,7,1,0,0,7,11,,0,0
robustness,3,perturbed,33,698,MRQR-5KFZ-BY5G-SK3M,877,3543174273304818498,"{""localization_weight"": 0.08, ""max_active"": 3, ""remainder_weight"": 1.5, ""share_limit"": 6, ""trial_radius"": 35}",11,11,0,1,11,0,3099169379,3099.169379,281.7426708181818,11625.846899037975,2325.169379807595,121,114,605,114,0,55,0,0,4.911052826628293e-07,58.15368195800693,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-132605-e9b33d17,13,,,0,0,6,6,0,,
robustness,3,baseline,33,699,8FH8-GTKE-AX7M-J3M4,878,5240377903024650368,"{""localization_weight"": 0.08, ""max_active"": 3, ""remainder_weight"": 1.5, ""share_limit"": 6, ""trial_radius"": 50.0}",13,13,0,1,13,0,3322001935,3322.001935,255.53861038461537,12495.009664857913,2499.0019329715824,128,118,640,118,0,65,0,0,4.860352191826678e-07,58.88385754200863,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-132703-c50a75f1,19,,,0,0,4,8,4,,
robustness,4,perturbed,33,700,FNTU-EKTZ-RAUQ-QRRY,879,5130415142769301300,"{""fraction"": 0.25, ""pause_limit"": 16, ""share_cooldown"": 150, ""share_limit"": 6, ""steps"": 10, ""transverse_m"": 60, ""trial_radius"": 35}",10,9,1,1,10,0,6234123913,6234.123913,623.4123913000001,22650.619567821926,4530.1239135643855,279,259,1395,259,0,50,0,0,4.813785920987357e-07,61.770904332981445,True,0,2,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-132802-68641c8e,10,0,1,0,1,6,9,,0,0
robustness,3,baseline,34,701,TDC7-GN3X-NVJR-FR6X,880,2366507097885772250,"{""localization_weight"": 0.08, ""max_active"": 3, ""remainder_weight"": 1.5, ""share_limit"": 6, ""trial_radius"": 50.0}",14,14,0,1,14,0,3053133118,3053.133118,218.080937,10735.665581924335,2147.133116384867,141,131,705,131,0,70,0,0,4.95855886128993e-07,57.770873417000985,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-132904-5f3c5fe8,31,,,0,0,4,4,6,,
robustness,4,baseline,34,702,7XQM-DUVA-28Y3-7AHG,881,4110133790664787881,"{""fraction"": 0.15, ""pause_limit"": 16, ""share_cooldown"": 150.0, ""share_limit"": 6, ""steps"": 10, ""transverse_m"": 40.0, ""trial_radius"": 35.0}",15,10,5,1,15,0,5717693160,5717.69316,381.17954399999996,20793.465799340236,4158.693159868048,251,229,1255,229,0,75,0,0,4.996244484800627e-07,63.01388474999112,True,0,1,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-133002-146d6857,14,2,0,0,0,3,10,,0,0
robustness,3,perturbed,34,703,CPGA-KXH3-73MZ-N4ZZ,882,1856240102188057421,"{""localization_weight"": 0.16, ""max_active"": 4, ""remainder_weight"": 1, ""share_limit"": 6, ""trial_radius"": 65}",16,16,0,1,16,1,3341513201,3341.513201,208.8445750625,12807.566007333511,2561.5132014667024,118,107,590,107,3,80,0,0,4.926184313802651e-07,57.0592627080041,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-133106-1842d862,33,,,0,0,7,5,1,,
robustness,4,perturbed,34,704,4PBR-NPB3-ANZ8-AVWW,883,5979996072859058918,"{""fraction"": 0.15, ""pause_limit"": 24, ""share_cooldown"": 150, ""share_limit"": 8, ""steps"": 4, ""transverse_m"": 40, ""trial_radius"": 45}",11,2,9,1,11,0,6388933327,6388.933327,580.8121206363636,22459.666650584928,4491.933330116985,311,287,1555,287,0,55,0,0,4.763078749192573e-07,67.80056241698912,True,0,3,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-133203-5d827e60,10,0,3,0,0,12,7,,0,0
