active_measurements,active_no_signal,all_cleared,bracket_cut_inconsistencies,bracket_measurements,bracket_optical_success,bracket_optical_trials,bracket_pair_cuts,case_id,category,certified_clears,certified_range_scan_skips,clear_calls,cleared,commands,completion_proxy_weight,configured_angle_schedule,configured_probe_angle_deg,coupled_dispatch_model,coupled_route_plans,cpu_s,discovered_channels,dispatch_implementation,early_optical_success,early_optical_trials,expanded_sensing_candidates,failure,fixed_scan_order,forced_continuations,inconsistent_updates,inferred_negative_memory_updates,interrupted_channels,joint_route_solves,known_upper_bound_skips,maximum_source_primary_rf,maximum_source_rounds,measurements,method,missed_channels,move_m,negative_history_limit,negative_hull_inconsistent_cuts,negative_hull_updates,negative_shadow_cuts,optical_fallback_calls,optical_local_move_saved_m,optical_max_cover_radius,optical_position_adjustments,outer_priority_used,packet_fallbacks,per_source_s,policy_cleared_channels,probe_angle_cap_deg,problem,seed,service_entry_weight,shared_known_measurements,shared_negative_cooldown_skips,skipped_precise_measurements,source_interruptions,source_packets,sources,split,stations_visited,stop_reason,success_history_limit,switches,total_virtual_s,transverse_target_m,transverse_width_rule,uniform_area_ranking_prior,wall_s
15,2,True,0,15,1,1,0,clustered__adversarial-positive__70,clustered__adversarial-positive,9,12,10,10,318,,bounded_transverse_width,,arc,45,0.04662399999999778,10,cached_distance_prefix_sum,0,0,,,False,0,0,12,4,0,0,4,3,306,fast_negative_arc05_width015,[],21633.47319914718,12,0,0,0,0,,0.0,,False,0,618.9694638,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,0.5,14,1,1,4,23,10,ordinary,22,full_coverage_and_all_discovered_cleared,3,283,6189.694638,40.0,constant,,0.04668591602239758
8,0,True,0,8,3,4,0,clustered__adversarial-positive__71,clustered__adversarial-positive,9,6,13,12,277,,bounded_transverse_width,,arc,42,0.07969899999999797,12,,0,0,,,False,0,0,6,2,0,0,2,2,262,range_arc05_width015,[],20497.787064116037,,,,,0,,0.0,,False,0,476.1297841666667,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,0.5,23,6,10,2,20,12,ordinary,22,full_coverage_and_all_discovered_cleared,,241,5713.55741,40.0,constant,,0.07974216702859849
8,0,True,0,8,3,4,0,clustered__adversarial-positive__71,clustered__adversarial-positive,9,6,13,12,277,,bounded_transverse_width,,arc,42,0.04959999999999809,12,cached_distance_prefix_sum,0,0,,,False,0,0,6,2,0,0,2,2,262,fast_arc05_width015,[],20497.787064116037,,,,,0,,0.0,,False,0,476.1297841666667,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,0.5,23,6,10,2,20,12,ordinary,22,full_coverage_and_all_discovered_cleared,,241,5713.55741,40.0,constant,,0.049662291014101356
11,2,True,0,11,3,4,0,clustered__adversarial-positive__71,clustered__adversarial-positive,9,34,13,12,301,,bounded_transverse_width,,locked,43,0.0490150000000007,12,,0,0,,,True,0,0,34,2,0,0,5,3,286,range_locked_width015,[],22789.364938688967,,,,,0,,0.0,,False,0,525.8227486666666,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,1.0,16,1,14,2,21,12,ordinary,22,full_coverage_and_all_discovered_cleared,,259,6309.872984,40.0,constant,,0.04903108300641179
11,2,True,0,11,3,4,0,clustered__adversarial-positive__71,clustered__adversarial-positive,9,34,13,12,301,,bounded_transverse_width,,locked,43,0.03451899999999952,12,cached_distance_prefix_sum,0,0,,,True,0,0,34,2,0,0,5,3,286,fast_locked_width015,[],22789.364938688967,,,,,0,,0.0,,False,0,525.8227486666666,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,1.0,16,1,14,2,21,12,ordinary,22,full_coverage_and_all_discovered_cleared,,259,6309.872984,40.0,constant,,0.03452312498120591
8,0,True,0,8,3,4,0,clustered__adversarial-positive__71,clustered__adversarial-positive,9,6,13,12,277,,bounded_transverse_width,,arc,42,0.08408999999999978,12,,0,0,,,False,0,0,6,2,0,0,2,2,262,negative_arc05_width015,[],20497.787064116037,12,0,0,0,0,,0.0,,False,0,476.1297841666667,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,0.5,23,6,10,2,20,12,ordinary,22,full_coverage_and_all_discovered_cleared,3,241,5713.55741,40.0,constant,,0.08418204198824242
8,0,True,0,8,3,4,0,clustered__adversarial-positive__71,clustered__adversarial-positive,9,6,13,12,277,,bounded_transverse_width,,arc,42,0.05416699999999963,12,cached_distance_prefix_sum,0,0,,,False,0,0,6,2,0,0,2,2,262,fast_negative_arc05_width015,[],20497.787064116037,12,0,0,0,0,,0.0,,False,0,476.1297841666667,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,0.5,23,6,10,2,20,12,ordinary,22,full_coverage_and_all_discovered_cleared,3,241,5713.55741,40.0,constant,,0.054219957964960486
9,2,True,0,9,4,5,0,clustered__adversarial-negative__67,clustered__adversarial-negative,6,26,11,10,307,,bounded_transverse_width,,arc,39,0.05068199999999834,10,,0,0,,,False,0,0,26,2,0,0,3,2,294,range_arc05_width015,[],22601.655928027518,,,,,0,,0.0,,False,0,631.3331183,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,0.5,11,1,15,2,17,10,ordinary,22,full_coverage_and_all_discovered_cleared,,270,6313.331183,40.0,constant,,0.05070433398941532
9,2,True,0,9,4,5,0,clustered__adversarial-negative__67,clustered__adversarial-negative,6,26,11,10,307,,bounded_transverse_width,,arc,39,0.0332410000000003,10,cached_distance_prefix_sum,0,0,,,False,0,0,26,2,0,0,3,2,294,fast_arc05_width015,[],22601.655928027518,,,,,0,,0.0,,False,0,631.3331183,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,0.5,11,1,15,2,17,10,ordinary,22,full_coverage_and_all_discovered_cleared,,270,6313.331183,40.0,constant,,0.03328149998560548
12,3,True,0,12,2,4,0,clustered__adversarial-negative__67,clustered__adversarial-negative,8,24,12,10,319,,bounded_transverse_width,,locked,41,0.04266799999999904,10,,0,0,,,True,0,0,24,4,0,0,4,3,305,range_locked_width015,[],21867.5328438286,,,,,0,,0.0,,False,0,623.4506564999999,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,1.0,12,5,5,4,19,10,ordinary,22,full_coverage_and_all_discovered_cleared,,280,6234.506565,40.0,constant,,0.04270208295201883
12,3,True,0,12,2,4,0,clustered__adversarial-negative__67,clustered__adversarial-negative,8,24,12,10,319,,bounded_transverse_width,,locked,41,0.027890000000002857,10,cached_distance_prefix_sum,0,0,,,True,0,0,24,4,0,0,4,3,305,fast_locked_width015,[],21867.5328438286,,,,,0,,0.0,,False,0,623.4506564999999,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,1.0,12,5,5,4,19,10,ordinary,22,full_coverage_and_all_discovered_cleared,,280,6234.506565,40.0,constant,,0.027896332961972803
9,2,True,0,9,4,5,0,clustered__adversarial-negative__67,clustered__adversarial-negative,6,26,11,10,307,,bounded_transverse_width,,arc,39,0.053958000000001505,10,,0,0,,,False,0,0,26,2,0,0,3,2,294,negative_arc05_width015,[],22601.655928027518,12,0,0,0,0,,0.0,,False,0,631.3331183,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,0.5,11,1,15,2,17,10,ordinary,22,full_coverage_and_all_discovered_cleared,3,270,6313.331183,40.0,constant,,0.05400695896241814
9,2,True,0,9,4,5,0,clustered__adversarial-negative__67,clustered__adversarial-negative,6,26,11,10,307,,bounded_transverse_width,,arc,39,0.03725200000000228,10,cached_distance_prefix_sum,0,0,,,False,0,0,26,2,0,0,3,2,294,fast_negative_arc05_width015,[],22601.655928027518,12,0,0,0,0,,0.0,,False,0,631.3331183,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,0.5,11,1,15,2,17,10,ordinary,22,full_coverage_and_all_discovered_cleared,3,270,6313.331183,40.0,constant,,0.037272166984621435
12,0,True,0,12,3,4,0,clustered__adversarial-negative__68,clustered__adversarial-negative,12,35,16,15,286,,bounded_transverse_width,,arc,49,0.0763619999999996,15,,0,0,,,False,0,0,35,4,0,0,2,2,268,range_arc05_width015,[],21372.605643777668,,,,,0,,0.0,,False,0,395.8347416,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,0.5,28,7,2,4,27,15,ordinary,22,full_coverage_and_all_discovered_cleared,,245,5937.521124,40.0,constant,,0.07639029202982783
12,0,True,0,12,3,4,0,clustered__adversarial-negative__68,clustered__adversarial-negative,12,35,16,15,286,,bounded_transverse_width,,arc,49,0.05210999999999899,15,cached_distance_prefix_sum,0,0,,,False,0,0,35,4,0,0,2,2,268,fast_arc05_width015,[],21372.605643777668,,,,,0,,0.0,,False,0,395.8347416,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,0.5,28,7,2,4,27,15,ordinary,22,full_coverage_and_all_discovered_cleared,,245,5937.521124,40.0,constant,,0.05218379199504852
17,4,True,0,17,1,2,0,clustered__adversarial-negative__68,clustered__adversarial-negative,14,58,16,15,272,,bounded_transverse_width,,locked,50,0.06612499999999955,15,,0,0,,,True,0,0,58,2,0,0,3,2,254,range_locked_width015,[],21662.968699515048,,,,,0,,0.0,,False,0,393.9729157333333,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,1.0,30,11,13,2,28,15,ordinary,22,full_coverage_and_all_discovered_cleared,,229,5909.593736,40.0,constant,,0.06614787504076958
17,4,True,0,17,1,2,0,clustered__adversarial-negative__68,clustered__adversarial-negative,14,58,16,15,272,,bounded_transverse_width,,locked,50,0.04225600000000185,15,cached_distance_prefix_sum,0,0,,,True,0,0,58,2,0,0,3,2,254,fast_locked_width015,[],21662.968699515048,,,,,0,,0.0,,False,0,393.9729157333333,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,1.0,30,11,13,2,28,15,ordinary,22,full_coverage_and_all_discovered_cleared,,229,5909.593736,40.0,constant,,0.042292124999221414
12,0,True,0,12,3,4,0,clustered__adversarial-negative__68,clustered__adversarial-negative,12,35,16,15,286,,bounded_transverse_width,,arc,49,0.0834299999999999,15,,0,0,,,False,0,0,35,4,0,0,2,2,268,negative_arc05_width015,[],21372.605643777668,12,0,0,0,0,,0.0,,False,0,395.8347416,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,0.5,28,7,2,4,27,15,ordinary,22,full_coverage_and_all_discovered_cleared,3,245,5937.521124,40.0,constant,,0.0834865000215359
12,0,True,0,12,3,4,0,clustered__adversarial-negative__68,clustered__adversarial-negative,12,35,16,15,286,,bounded_transverse_width,,arc,49,0.05883099999999786,15,cached_distance_prefix_sum,0,0,,,False,0,0,35,4,0,0,2,2,268,fast_negative_arc05_width015,[],21372.605643777668,12,0,0,0,0,,0.0,,False,0,395.8347416,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,0.5,28,7,2,4,27,15,ordinary,22,full_coverage_and_all_discovered_cleared,3,245,5937.521124,40.0,constant,,0.058852125017438084
6,0,True,0,6,2,3,0,clustered__adversarial-negative__69,clustered__adversarial-negative,13,24,16,15,244,,bounded_transverse_width,,arc,43,0.09117200000000025,15,,0,0,,,False,0,0,24,3,0,0,2,2,226,range_arc05_width015,[],19744.342886755523,,,,,0,,0.0,,False,0,357.45790473333335,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,0.5,34,0,52,3,21,15,ordinary,22,full_coverage_and_all_discovered_cleared,,205,5361.868571,40.0,constant,,0.09126516699325293
6,0,True,0,6,2,3,0,clustered__adversarial-negative__69,clustered__adversarial-negative,13,24,16,15,244,,bounded_transverse_width,,arc,43,0.06336900000000156,15,cached_distance_prefix_sum,0,0,,,False,0,0,24,3,0,0,2,2,226,fast_arc05_width015,[],19744.342886755523,,,,,0,,0.0,,False,0,357.45790473333335,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,0.5,34,0,52,3,21,15,ordinary,22,full_coverage_and_all_discovered_cleared,,205,5361.868571,40.0,constant,,0.06338550004875287
13,1,True,0,13,6,12,0,clustered__adversarial-negative__69,clustered__adversarial-negative,9,3,21,15,242,,bounded_transverse_width,,locked,49,0.09084899999999863,15,,0,0,,,True,0,0,3,5,0,0,2,2,219,range_locked_width015,[],23077.2732655515,,,,,0,,0.0,,False,0,399.69697666666667,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,1.0,39,3,7,5,27,15,ordinary,22,full_coverage_and_all_discovered_cleared,,192,5995.45465,40.0,constant,,0.0909395840135403
13,1,True,0,13,6,12,0,clustered__adversarial-negative__69,clustered__adversarial-negative,9,3,21,15,242,,bounded_transverse_width,,locked,49,0.05268000000000228,15,cached_distance_prefix_sum,0,0,,,True,0,0,3,5,0,0,2,2,219,fast_locked_width015,[],23077.2732655515,,,,,0,,0.0,,False,0,399.69697666666667,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,1.0,39,3,7,5,27,15,ordinary,22,full_coverage_and_all_discovered_cleared,,192,5995.45465,40.0,constant,,0.05272675002925098
6,0,True,0,6,2,3,0,clustered__adversarial-negative__69,clustered__adversarial-negative,13,24,16,15,244,,bounded_transverse_width,,arc,43,0.09350700000000245,15,,0,0,,,False,0,0,24,3,0,0,2,2,226,negative_arc05_width015,[],19744.342886755523,12,0,0,0,0,,0.0,,False,0,357.45790473333335,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,0.5,34,0,52,3,21,15,ordinary,22,full_coverage_and_all_discovered_cleared,3,205,5361.868571,40.0,constant,,0.09359029203187674
6,0,True,0,6,2,3,0,clustered__adversarial-negative__69,clustered__adversarial-negative,13,24,16,15,244,,bounded_transverse_width,,arc,43,0.06718100000000149,15,cached_distance_prefix_sum,0,0,,,False,0,0,24,3,0,0,2,2,226,fast_negative_arc05_width015,[],19744.342886755523,12,0,0,0,0,,0.0,,False,0,357.45790473333335,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,0.5,34,0,52,3,21,15,ordinary,22,full_coverage_and_all_discovered_cleared,3,205,5361.868571,40.0,constant,,0.06720904196845368
11,0,True,0,11,2,2,0,clustered__adversarial-negative__70,clustered__adversarial-negative,8,1,10,10,313,,bounded_transverse_width,,arc,43,0.0518470000000022,10,,0,0,,,False,0,0,1,4,0,0,2,2,301,range_arc05_width015,[],22045.49995259052,,,,,0,,0.0,,False,0,624.0099986,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,0.5,11,0,7,4,21,10,ordinary,22,full_coverage_and_all_discovered_cleared,,276,6240.099986,40.0,constant,,0.05189837497891858
11,0,True,0,11,2,2,0,clustered__adversarial-negative__70,clustered__adversarial-negative,8,1,10,10,313,,bounded_transverse_width,,arc,43,0.0381140000000002,10,cached_distance_prefix_sum,0,0,,,False,0,0,1,4,0,0,2,2,301,fast_arc05_width015,[],22045.49995259052,,,,,0,,0.0,,False,0,624.0099986,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,0.5,11,0,7,4,21,10,ordinary,22,full_coverage_and_all_discovered_cleared,,276,6240.099986,40.0,constant,,0.038152707973495126
11,2,True,0,11,0,2,0,clustered__adversarial-negative__70,clustered__adversarial-negative,10,22,12,10,324,,bounded_transverse_width,,locked,41,0.06588100000000097,10,,0,0,,,True,0,0,22,2,0,0,4,2,310,range_locked_width015,[],20525.282242445224,,,,,0,,0.0,,False,0,599.7056445999999,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,1.0,14,23,2,2,19,10,ordinary,22,full_coverage_and_all_discovered_cleared,,286,5997.056446,40.0,constant,,0.06596079102018848
11,2,True,0,11,0,2,0,clustered__adversarial-negative__70,clustered__adversarial-negative,10,22,12,10,324,,bounded_transverse_width,,locked,41,0.03678999999999988,10,cached_distance_prefix_sum,0,0,,,True,0,0,22,2,0,0,4,2,310,fast_locked_width015,[],20525.282242445224,,,,,0,,0.0,,False,0,599.7056445999999,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,1.0,14,23,2,2,19,10,ordinary,22,full_coverage_and_all_discovered_cleared,,286,5997.056446,40.0,constant,,0.036808540986385196
11,0,True,0,11,2,2,0,clustered__adversarial-negative__70,clustered__adversarial-negative,8,1,10,10,313,,bounded_transverse_width,,arc,43,0.05654799999999938,10,,0,0,,,False,0,0,1,4,0,0,2,2,301,negative_arc05_width015,[],22045.49995259052,12,0,0,0,0,,0.0,,False,0,624.0099986,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,0.5,11,0,7,4,21,10,ordinary,22,full_coverage_and_all_discovered_cleared,3,276,6240.099986,40.0,constant,,0.05667758302297443
11,0,True,0,11,2,2,0,clustered__adversarial-negative__70,clustered__adversarial-negative,8,1,10,10,313,,bounded_transverse_width,,arc,43,0.04223599999999905,10,cached_distance_prefix_sum,0,0,,,False,0,0,1,4,0,0,2,2,301,fast_negative_arc05_width015,[],22045.49995259052,12,0,0,0,0,,0.0,,False,0,624.0099986,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,0.5,11,0,7,4,21,10,ordinary,22,full_coverage_and_all_discovered_cleared,3,276,6240.099986,40.0,constant,,0.0422610419918783
9,2,True,0,9,3,5,0,clustered__adversarial-negative__71,clustered__adversarial-negative,9,95,14,12,302,,bounded_transverse_width,,arc,41,0.06228999999999729,12,,0,0,,,False,0,0,95,2,0,0,3,2,286,range_arc05_width015,[],21125.134040362813,,,,,0,,0.0,,False,0,498.75223366666665,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,0.5,16,4,25,2,19,12,ordinary,22,full_coverage_and_all_discovered_cleared,,264,5985.026804,40.0,constant,,0.062327499967068434
9,2,True,0,9,3,5,0,clustered__adversarial-negative__71,clustered__adversarial-negative,9,95,14,12,302,,bounded_transverse_width,,arc,41,0.045103000000001,12,cached_distance_prefix_sum,0,0,,,False,0,0,95,2,0,0,3,2,286,fast_arc05_width015,[],21125.134040362813,,,,,0,,0.0,,False,0,498.75223366666665,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,0.5,16,4,25,2,19,12,ordinary,22,full_coverage_and_all_discovered_cleared,,264,5985.026804,40.0,constant,,0.04512666701339185
10,2,True,0,10,4,4,0,clustered__adversarial-negative__71,clustered__adversarial-negative,8,34,12,12,300,,bounded_transverse_width,,locked,42,0.048115000000002794,12,,0,0,,,True,0,0,34,2,0,0,4,3,286,range_locked_width015,[],22596.883752076537,,,,,0,,0.0,,False,0,522.44806225,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,1.0,16,1,13,2,20,12,ordinary,22,full_coverage_and_all_discovered_cleared,,260,6269.376747,40.0,constant,,0.0481880420120433
10,2,True,0,10,4,4,0,clustered__adversarial-negative__71,clustered__adversarial-negative,8,34,12,12,300,,bounded_transverse_width,,locked,42,0.034307000000001864,12,cached_distance_prefix_sum,0,0,,,True,0,0,34,2,0,0,4,3,286,fast_locked_width015,[],22596.883752076537,,,,,0,,0.0,,False,0,522.44806225,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,1.0,16,1,13,2,20,12,ordinary,22,full_coverage_and_all_discovered_cleared,,260,6269.376747,40.0,constant,,0.03431937500135973
9,2,True,0,9,3,5,0,clustered__adversarial-negative__71,clustered__adversarial-negative,9,95,14,12,302,,bounded_transverse_width,,arc,41,0.0694449999999982,12,,0,0,,,False,0,0,95,2,0,0,3,2,286,negative_arc05_width015,[],21125.134040362813,12,0,0,0,0,,0.0,,False,0,498.75223366666665,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,0.5,16,4,25,2,19,12,ordinary,22,full_coverage_and_all_discovered_cleared,3,264,5985.026804,40.0,constant,,0.06951637502061203
9,2,True,0,9,3,5,0,clustered__adversarial-negative__71,clustered__adversarial-negative,9,95,14,12,302,,bounded_transverse_width,,arc,41,0.051168000000000546,12,cached_distance_prefix_sum,0,0,,,False,0,0,95,2,0,0,3,2,286,fast_negative_arc05_width015,[],21125.134040362813,12,0,0,0,0,,0.0,,False,0,498.75223366666665,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,0.5,16,4,25,2,19,12,ordinary,22,full_coverage_and_all_discovered_cleared,3,264,5985.026804,40.0,constant,,0.05123758298577741
12,1,True,0,12,2,4,0,clustered__adversarial-spatial__67,clustered__adversarial-spatial,8,6,12,10,301,,bounded_transverse_width,,arc,43,0.05537700000000001,10,,0,0,,,False,0,0,6,4,0,0,4,3,287,range_arc05_width015,[],20966.99788660571,,,,,0,,0.0,,False,0,594.8399575999999,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,0.5,12,5,7,4,21,10,ordinary,22,full_coverage_and_all_discovered_cleared,,264,5948.399576,40.0,constant,,0.05540837498847395
12,1,True,0,12,2,4,0,clustered__adversarial-spatial__67,clustered__adversarial-spatial,8,6,12,10,301,,bounded_transverse_width,,arc,43,0.035675000000001234,10,cached_distance_prefix_sum,0,0,,,False,0,0,6,4,0,0,4,3,287,fast_arc05_width015,[],20966.99788660571,,,,,0,,0.0,,False,0,594.8399575999999,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,0.5,12,5,7,4,21,10,ordinary,22,full_coverage_and_all_discovered_cleared,,264,5948.399576,40.0,constant,,0.035705249989405274
9,1,True,0,9,2,2,0,clustered__adversarial-spatial__67,clustered__adversarial-spatial,8,12,10,10,311,,bounded_transverse_width,,locked,40,0.042016000000000275,10,,0,0,,,True,0,0,12,4,0,0,2,2,299,range_locked_width015,[],22373.201033780948,,,,,0,,0.0,,False,0,629.5640204,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,1.0,14,1,21,4,18,10,ordinary,22,full_coverage_and_all_discovered_cleared,,276,6295.640204,40.0,constant,,0.042084624990820885
9,1,True,0,9,2,2,0,clustered__adversarial-spatial__67,clustered__adversarial-spatial,8,12,10,10,311,,bounded_transverse_width,,locked,40,0.027015999999999707,10,cached_distance_prefix_sum,0,0,,,True,0,0,12,4,0,0,2,2,299,fast_locked_width015,[],22373.201033780948,,,,,0,,0.0,,False,0,629.5640204,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,1.0,14,1,21,4,18,10,ordinary,22,full_coverage_and_all_discovered_cleared,,276,6295.640204,40.0,constant,,0.027015917003154755
12,1,True,0,12,2,4,0,clustered__adversarial-spatial__67,clustered__adversarial-spatial,8,6,12,10,301,,bounded_transverse_width,,arc,43,0.05877399999999966,10,,0,0,,,False,0,0,6,4,0,0,4,3,287,negative_arc05_width015,[],20966.99788660571,12,0,0,0,0,,0.0,,False,0,594.8399575999999,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,0.5,12,5,7,4,21,10,ordinary,22,full_coverage_and_all_discovered_cleared,3,264,5948.399576,40.0,constant,,0.058795624994672835
12,1,True,0,12,2,4,0,clustered__adversarial-spatial__67,clustered__adversarial-spatial,8,6,12,10,301,,bounded_transverse_width,,arc,43,0.03934599999999833,10,cached_distance_prefix_sum,0,0,,,False,0,0,6,4,0,0,4,3,287,fast_negative_arc05_width015,[],20966.99788660571,12,0,0,0,0,,0.0,,False,0,594.8399575999999,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,0.5,12,5,7,4,21,10,ordinary,22,full_coverage_and_all_discovered_cleared,3,264,5948.399576,40.0,constant,,0.03936991700902581
13,1,True,0,13,2,2,0,clustered__adversarial-spatial__68,clustered__adversarial-spatial,13,40,15,15,228,,bounded_transverse_width,,arc,49,0.10500899999999902,15,,0,0,,,False,0,0,40,7,0,0,3,2,211,range_arc05_width015,[],20444.288142654346,,,,,0,,0.0,,False,0,360.5905084666667,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,0.5,23,4,13,8,27,15,ordinary,22,full_coverage_and_all_discovered_cleared,,190,5408.857627,40.0,constant,,0.10508825001306832
13,1,True,0,13,2,2,0,clustered__adversarial-spatial__68,clustered__adversarial-spatial,13,40,15,15,228,,bounded_transverse_width,,arc,49,0.058336999999998085,15,cached_distance_prefix_sum,0,0,,,False,0,0,40,7,0,0,3,2,211,fast_arc05_width015,[],20444.288142654346,,,,,0,,0.0,,False,0,360.5905084666667,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,0.5,23,4,13,8,27,15,ordinary,22,full_coverage_and_all_discovered_cleared,,190,5408.857627,40.0,constant,,0.05837770801736042
17,3,True,0,17,0,3,1,clustered__adversarial-spatial__68,clustered__adversarial-spatial,15,26,18,15,271,,bounded_transverse_width,,locked,52,0.05984199999999973,15,,0,0,,,True,0,0,26,2,0,0,4,3,251,range_locked_width015,[],22773.557947598543,,,,,0,,0.0,,False,0,407.8474391333333,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,1.0,29,16,42,2,30,15,ordinary,22,full_coverage_and_all_discovered_cleared,,224,6117.711587,40.0,constant,,0.05990341602591798
17,3,True,0,17,0,3,1,clustered__adversarial-spatial__68,clustered__adversarial-spatial,15,26,18,15,271,,bounded_transverse_width,,locked,52,0.038115999999998706,15,cached_distance_prefix_sum,0,0,,,True,0,0,26,2,0,0,4,3,251,fast_locked_width015,[],22773.557947598543,,,,,0,,0.0,,False,0,407.8474391333333,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,1.0,29,16,42,2,30,15,ordinary,22,full_coverage_and_all_discovered_cleared,,224,6117.711587,40.0,constant,,0.038164124998729676
13,1,True,0,13,2,2,0,clustered__adversarial-spatial__68,clustered__adversarial-spatial,13,40,15,15,228,,bounded_transverse_width,,arc,49,0.10630600000000001,15,,0,0,,,False,0,0,40,7,0,0,3,2,211,negative_arc05_width015,[],20444.288142654346,12,0,0,0,0,,0.0,,False,0,360.5905084666667,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,0.5,23,4,13,8,27,15,ordinary,22,full_coverage_and_all_discovered_cleared,3,190,5408.857627,40.0,constant,,0.10642241599271074
13,1,True,0,13,2,2,0,clustered__adversarial-spatial__68,clustered__adversarial-spatial,13,40,15,15,228,,bounded_transverse_width,,arc,49,0.06122500000000031,15,cached_distance_prefix_sum,0,0,,,False,0,0,40,7,0,0,3,2,211,fast_negative_arc05_width015,[],20444.288142654346,12,0,0,0,0,,0.0,,False,0,360.5905084666667,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,0.5,23,4,13,8,27,15,ordinary,22,full_coverage_and_all_discovered_cleared,3,190,5408.857627,40.0,constant,,0.06127912498777732
