active_measurements,active_no_signal,all_cleared,bracket_cut_inconsistencies,bracket_measurements,bracket_optical_success,bracket_optical_trials,bracket_pair_cuts,case_id,category,certified_clears,clear_calls,cleared,commands,completion_proxy_weight,configured_angle_schedule,configured_probe_angle_deg,cpu_s,discovered_channels,early_optical_success,early_optical_trials,expanded_sensing_candidates,failure,forced_continuations,inconsistent_updates,initialization_s,interrupted_channels,joint_route_solves,known_upper_bound_skips,maximum_source_primary_rf,maximum_source_rounds,measurements,method,missed_channels,move_m,optical_fallback_calls,optical_local_move_saved_m,optical_max_cover_radius,optical_position_adjustments,outer_priority_used,packet_fallbacks,per_source_s,policy_cleared_channels,probe_angle_cap_deg,problem,seed,shared_known_measurements,shared_negative_cooldown_skips,skipped_precise_measurements,source_interruptions,source_packets,sources,split,stations_visited,stop_reason,switches,total_virtual_s,transverse_target_m,transverse_width_rule,uniform_area_ranking_prior,wall_s
6,0,True,0,6,3,4,0,uniform__adversarial-negative__114,uniform__adversarial-negative,8,12,11,335,,bounded_transverse_width,,0.0337910000000079,11,0,0,,,0,0,0.00014074996579438448,1,39,0,2,2,321,width40_22,[],21200.430726624414,0,,0.0,,False,0,563.6441948181819,"[2, 3, 4, 5, 8, 9, 11, 13, 14, 18, 19]",30.0,4,114,13,2,19,1,17,11,ordinary,22,full_coverage_and_all_discovered_cleared,297,6200.086143,40.0,constant,,0.03380579099757597
6,0,True,0,6,4,5,0,uniform__adversarial-negative__114,uniform__adversarial-negative,7,12,11,336,,bounded_transverse_width,,0.034694999999999254,11,0,0,,,0,0,0.00013504194794222713,1,39,0,2,2,322,width_uncertainty100_22,[],21171.160572904402,0,,0.0,,False,0,563.5665558181819,"[2, 3, 4, 5, 8, 9, 11, 13, 14, 18, 19]",30.0,4,114,14,3,19,1,17,11,ordinary,22,full_coverage_and_all_discovered_cleared,297,6199.232114,100.0,uncertainty,,0.034736125031486154
10,1,True,0,10,2,3,0,uniform__adversarial-negative__114,uniform__adversarial-negative,9,12,11,311,,bounded_transverse_width,,0.038876999999999384,11,0,0,,,0,0,0.00013329199282452464,4,42,0,3,2,297,width40_f015_22,[],20593.854270698976,0,,0.0,,False,0,539.4337136363637,"[2, 3, 4, 5, 8, 9, 11, 13, 14, 18, 19]",30.0,4,114,12,2,15,4,20,11,ordinary,22,full_coverage_and_all_discovered_cleared,272,5933.77085,40.0,constant,,0.03889608301687986
23,0,True,0,23,2,3,0,uniform__adversarial-negative__115,uniform__adversarial-negative,10,13,12,355,,,,0.04179000000000599,12,0,0,,,,0,0.00012508401414379478,,34,0,,,340,quarter22,[],22573.669402697196,0,,0.0,,False,,548.8944899166667,"[4, 5, 6, 7, 9, 11, 12, 13, 14, 16, 18, 19]",,4,115,14,0,18,,,12,ordinary,22,full_coverage_and_all_discovered_cleared,309,6586.733879,,,,0.04183895798632875
8,0,True,0,8,4,5,0,uniform__adversarial-negative__115,uniform__adversarial-negative,8,13,12,337,,,,0.035062000000010585,12,0,0,,,0,0,0.00014170800568535924,3,42,0,3,3,322,packet_center22,[],20326.8506724371,0,,0.0,,False,0,503.11417766666665,"[4, 5, 6, 7, 9, 11, 12, 13, 14, 16, 18, 19]",,4,115,13,0,25,3,20,12,ordinary,22,full_coverage_and_all_discovered_cleared,299,6037.370132,,,,0.035077166045084596
37,0,True,0,37,3,4,0,uniform__adversarial-negative__115,uniform__adversarial-negative,8,13,12,374,,,,0.05999700000000985,12,0,0,,,,0,0.0001397909945808351,,34,0,,,359,clearance_f015_22,[],22478.725494926202,0,47.59161518751229,0.0,7,False,,555.9787576666666,"[4, 5, 6, 7, 9, 11, 12, 13, 14, 16, 18, 19]",,4,115,19,2,18,,,12,ordinary,22,full_coverage_and_all_discovered_cleared,318,6671.745092,,,,0.0600725410040468
6,0,True,0,6,4,5,0,uniform__adversarial-negative__115,uniform__adversarial-negative,8,13,12,334,,fixed,5.0,0.03475699999999904,12,0,0,,,0,0,0.00017625000327825546,3,40,0,2,2,319,packet_wide5_22,[],20256.016260252003,0,,0.0,,False,0,500.76693758333334,"[4, 5, 6, 7, 9, 11, 12, 13, 14, 16, 18, 19]",,4,115,12,0,25,3,18,12,ordinary,22,full_coverage_and_all_discovered_cleared,300,6009.203251,,,,0.034794375009369105
7,0,True,0,7,3,4,0,uniform__adversarial-negative__115,uniform__adversarial-negative,9,13,12,335,,bounded_transverse_width,,0.03542400000000612,12,0,0,,,0,0,0.00021433300571516156,3,41,0,2,2,320,width40_22,[],20313.808075369278,0,,0.0,,False,0,502.14680125,"[4, 5, 6, 7, 9, 11, 12, 13, 14, 16, 18, 19]",30.0,4,115,12,0,25,3,19,12,ordinary,22,full_coverage_and_all_discovered_cleared,300,6025.761615,40.0,constant,,0.03542366699548438
6,0,True,0,6,3,4,0,uniform__adversarial-negative__115,uniform__adversarial-negative,9,13,12,334,,bounded_transverse_width,,0.033834999999996285,12,0,0,,,0,0,0.00020337500609457493,3,40,0,2,2,319,width_uncertainty100_22,[],20428.065146917917,0,,0.0,,False,0,503.4677521666667,"[4, 5, 6, 7, 9, 11, 12, 13, 14, 16, 18, 19]",30.0,4,115,12,0,25,3,18,12,ordinary,22,full_coverage_and_all_discovered_cleared,298,6041.613026,100.0,uncertainty,,0.033882000017911196
7,0,True,0,7,3,4,0,uniform__adversarial-negative__115,uniform__adversarial-negative,9,13,12,336,,bounded_transverse_width,,0.034947000000002504,12,0,0,,,0,0,0.00019933300791308284,3,41,0,2,2,321,width40_f015_22,[],20253.208109753865,0,,0.0,,False,0,501.6368015,"[4, 5, 6, 7, 9, 11, 12, 13, 14, 16, 18, 19]",30.0,4,115,13,0,25,3,19,12,ordinary,22,full_coverage_and_all_discovered_cleared,301,6019.641618,40.0,constant,,0.035017874964978546
26,4,True,0,26,4,8,0,uniform__adversarial-negative__116,uniform__adversarial-negative,12,20,16,191,,,,0.04628200000000504,16,0,0,,,,0,0.00014525000005960464,,24,14,,,169,quarter22,[],13348.965629647315,0,,0.0,,False,,234.5495705625,"[1, 3, 4, 5, 7, 8, 9, 10, 12, 13, 15, 16, 17, 18, 19, 20]",,4,116,37,18,7,,,16,ordinary,8,public_upper_bound_16,146,3752.793129,,,,0.046317582949995995
10,4,True,0,10,2,6,1,uniform__adversarial-negative__116,uniform__adversarial-negative,14,20,16,308,,,,0.047303999999996904,16,0,0,,,0,0,0.00010379101149737835,1,41,4,3,2,286,packet_center22,[],20645.35832736453,0,,0.0,,False,0,369.9419789375,"[1, 3, 4, 5, 7, 8, 9, 10, 12, 13, 15, 16, 17, 18, 19, 20]",,4,116,18,6,47,1,23,16,ordinary,18,public_upper_bound_16,268,5919.071663,,,,0.04732033296022564
40,6,True,0,40,4,7,2,uniform__adversarial-negative__116,uniform__adversarial-negative,11,19,16,267,,,,0.06203800000000115,16,0,0,,,,0,0.00018870900385081768,,33,5,,,246,clearance_f015_22,[],19991.110206808113,0,78.0802214072747,0.0,11,False,,345.3263776875,"[1, 3, 4, 5, 7, 8, 9, 10, 12, 13, 15, 16, 17, 18, 19, 20]",,4,116,30,12,28,,,16,ordinary,17,public_upper_bound_16,208,5525.222043,,,,0.06209000002127141
13,2,True,0,13,4,8,1,uniform__adversarial-negative__116,uniform__adversarial-negative,12,20,16,286,,fixed,5.0,0.04792799999999886,16,0,0,,,0,0,0.0001336669665761292,3,45,5,3,3,264,packet_wide5_22,[],20594.939512794022,0,,0.0,,False,0,360.93674375,"[1, 3, 4, 5, 7, 8, 9, 10, 12, 13, 15, 16, 17, 18, 19, 20]",,4,116,14,0,21,3,28,16,ordinary,17,public_upper_bound_16,244,5774.9879,,,,0.047948624996934086
19,5,True,0,19,3,7,0,uniform__adversarial-negative__116,uniform__adversarial-negative,13,20,16,189,,bounded_transverse_width,,0.04692099999999755,16,0,0,,,0,0,0.00012566702207550406,2,37,15,3,2,167,width40_22,[],13621.421538619956,0,,0.0,,False,0,237.6427691875,"[1, 3, 4, 5, 7, 8, 9, 10, 12, 13, 15, 16, 17, 18, 19, 20]",30.0,4,116,40,20,1,2,30,16,ordinary,7,public_upper_bound_16,151,3802.284307,40.0,constant,,0.04719270800705999
17,4,True,0,17,4,7,0,uniform__adversarial-negative__116,uniform__adversarial-negative,12,19,16,264,,bounded_transverse_width,,0.04772200000000737,16,0,0,,,0,0,0.00012183398939669132,3,43,7,4,3,243,width_uncertainty100_22,[],19847.20373185244,0,,0.0,,False,0,343.52754675,"[1, 3, 4, 5, 7, 8, 9, 10, 12, 13, 15, 16, 17, 18, 19, 20]",30.0,4,116,24,4,10,3,28,16,ordinary,15,public_upper_bound_16,223,5496.440748,100.0,uncertainty,,0.047860958031378686
11,3,True,0,11,3,4,0,uniform__adversarial-negative__116,uniform__adversarial-negative,13,17,16,234,,bounded_transverse_width,,0.04691799999999091,16,0,0,,,0,0,0.00015683297533541918,1,38,8,3,2,215,width40_f015_22,[],16162.538918648605,0,,0.0,,False,0,286.7817363125,"[1, 3, 4, 5, 7, 8, 9, 10, 12, 13, 15, 16, 17, 18, 19, 20]",30.0,4,116,32,8,14,1,24,16,ordinary,14,public_upper_bound_16,198,4588.507781,40.0,constant,,0.04700987500837073
15,4,True,0,15,2,6,2,uniform__adversarial-spatial__107,uniform__adversarial-spatial,9,15,11,410,,,,0.03400600000000509,11,0,0,,,,0,0.00010595802450552583,,33,0,,,393,quarter22,[],22664.47727997294,0,,0.0,,False,,630.4450410909091,"[2, 3, 5, 7, 9, 10, 11, 14, 16, 19, 20]",,4,107,9,10,3,,,11,ordinary,22,full_coverage_and_all_discovered_cleared,370,6934.895452,,,,0.034016416990198195
23,10,True,0,23,1,8,5,uniform__adversarial-spatial__107,uniform__adversarial-spatial,10,18,11,414,,,,0.0347889999999893,11,0,0,,,0,0,0.00014779198681935668,2,51,0,7,7,394,packet_center22,[],22294.335630578804,0,,0.0,,False,0,624.715193,"[2, 3, 5, 7, 9, 10, 11, 14, 16, 19, 20]",,4,107,10,7,1,2,29,11,ordinary,22,full_coverage_and_all_discovered_cleared,367,6871.867123,,,,0.034844334004446864
24,4,True,0,24,0,4,2,uniform__adversarial-spatial__107,uniform__adversarial-spatial,11,15,11,418,,,,0.042488000000005854,11,0,0,,,,0,0.00016425002831965685,,33,0,,,401,clearance_f015_22,[],23053.85342401019,0,112.57648852140348,0.0,11,False,,641.0700620909091,"[2, 3, 5, 7, 9, 10, 11, 14, 16, 19, 20]",,4,107,9,14,3,,,11,ordinary,22,full_coverage_and_all_discovered_cleared,369,7051.770683,,,,0.042692874965723604
16,5,True,0,16,0,7,2,uniform__adversarial-spatial__107,uniform__adversarial-spatial,11,18,11,403,,fixed,5.0,0.034770999999992114,11,0,0,,,0,0,0.00026483298279345036,2,46,0,3,2,383,packet_wide5_22,[],22991.200669564147,0,,0.0,,False,0,631.9309208181818,"[2, 3, 5, 7, 9, 10, 11, 14, 16, 19, 20]",,4,107,7,2,3,2,24,11,ordinary,22,full_coverage_and_all_discovered_cleared,362,6951.240129,,,,0.03487837495049462
17,6,True,0,17,0,7,2,uniform__adversarial-spatial__107,uniform__adversarial-spatial,11,18,11,407,,bounded_transverse_width,,0.0349819999999994,11,0,0,,,0,0,0.0001799999736249447,2,46,0,3,2,387,width40_22,[],22888.345770255597,0,,0.0,,False,0,632.1517409090909,"[2, 3, 5, 7, 9, 10, 11, 14, 16, 19, 20]",30.0,4,107,8,3,1,2,24,11,ordinary,22,full_coverage_and_all_discovered_cleared,365,6953.66915,40.0,constant,,0.03499616601038724
19,8,True,0,19,0,7,4,uniform__adversarial-spatial__107,uniform__adversarial-spatial,11,18,11,406,,bounded_transverse_width,,0.031846000000001595,11,0,0,,,0,0,0.00015704199904575944,1,47,0,4,4,386,width_uncertainty100_22,[],22661.43793708767,0,,0.0,,False,0,627.3897803636363,"[2, 3, 5, 7, 9, 10, 11, 14, 16, 19, 20]",30.0,4,107,8,5,2,1,25,11,ordinary,22,full_coverage_and_all_discovered_cleared,363,6901.287584,100.0,uncertainty,,0.031881249975413084
15,5,True,0,15,0,7,2,uniform__adversarial-spatial__107,uniform__adversarial-spatial,11,18,11,406,,bounded_transverse_width,,0.033328999999994835,11,0,0,,,0,0,0.00015750003512948751,3,45,0,3,2,386,width40_f015_22,[],22538.65574667619,0,,0.0,,False,0,625.157377,"[2, 3, 5, 7, 9, 10, 11, 14, 16, 19, 20]",30.0,4,107,7,4,0,3,23,11,ordinary,22,full_coverage_and_all_discovered_cleared,363,6876.731147,40.0,constant,,0.03335758397588506
8,0,True,0,8,0,2,0,uniform__adversarial-spatial__108,uniform__adversarial-spatial,11,13,11,341,,,,0.03581599999999696,11,0,0,,,,0,0.0001590839819982648,,33,0,,,326,quarter22,[],20462.305530461083,0,,0.0,,False,,553.4055549090909,"[2, 3, 4, 5, 6, 7, 9, 13, 17, 19, 20]",,4,108,17,7,7,,,11,ordinary,22,full_coverage_and_all_discovered_cleared,304,6087.461104,,,,0.03586537501541898
8,0,True,0,8,0,2,0,uniform__adversarial-spatial__108,uniform__adversarial-spatial,11,13,11,341,,,,0.03957700000000841,11,0,0,,,0,0,0.0001343329786323011,0,41,0,5,5,326,packet_center22,[],20462.305530461083,0,,0.0,,False,0,553.4055549090909,"[2, 3, 4, 5, 6, 7, 9, 13, 17, 19, 20]",,4,108,17,7,7,0,19,11,ordinary,22,full_coverage_and_all_discovered_cleared,304,6087.461104,,,,0.039596457965672016
11,1,True,0,11,0,2,0,uniform__adversarial-spatial__108,uniform__adversarial-spatial,11,13,11,343,,,,0.03954899999999384,11,0,0,,,,0,0.00012858299305662513,,33,0,,,328,clearance_f015_22,[],20377.54338364212,0,146.88848201525798,0.0,11,False,,552.9553338181818,"[2, 3, 4, 5, 6, 7, 9, 13, 17, 19, 20]",,4,108,17,14,8,,,11,ordinary,22,full_coverage_and_all_discovered_cleared,306,6082.508672,,,,0.03971758403349668
6,0,True,0,6,0,3,0,uniform__adversarial-spatial__108,uniform__adversarial-spatial,11,14,11,338,,fixed,5.0,0.03878899999999419,11,0,0,,,0,0,0.000266792019829154,0,39,0,4,4,322,packet_wide5_22,[],20745.16166528019,0,,0.0,,False,0,556.6393030909092,"[2, 3, 4, 5, 6, 7, 9, 13, 17, 19, 20]",,4,108,15,6,7,0,17,11,ordinary,22,full_coverage_and_all_discovered_cleared,300,6123.032334,,,,0.03887083299923688
5,0,True,0,5,0,3,0,uniform__adversarial-spatial__108,uniform__adversarial-spatial,11,14,11,337,,bounded_transverse_width,,0.03635900000000447,11,0,0,,,0,0,0.000162874988745898,0,38,0,3,3,321,width40_22,[],20610.571128957446,0,,0.0,,False,0,553.5558386363637,"[2, 3, 4, 5, 6, 7, 9, 13, 17, 19, 20]",30.0,4,108,15,5,7,0,16,11,ordinary,22,full_coverage_and_all_discovered_cleared,298,6089.114225,40.0,constant,,0.03637991700088605
6,0,True,0,6,0,2,0,uniform__adversarial-spatial__108,uniform__adversarial-spatial,11,13,11,336,,bounded_transverse_width,,0.03730099999999936,11,0,0,,,0,0,0.00014183297753334045,0,39,0,3,3,321,width_uncertainty100_22,[],20520.866697508674,0,,0.0,,False,0,551.8339398181818,"[2, 3, 4, 5, 6, 7, 9, 13, 17, 19, 20]",30.0,4,108,14,7,7,0,17,11,ordinary,22,full_coverage_and_all_discovered_cleared,300,6070.173338,100.0,uncertainty,,0.037336833018343896
6,1,True,0,6,0,1,0,uniform__adversarial-spatial__108,uniform__adversarial-spatial,11,12,11,356,,bounded_transverse_width,,0.03651399999999683,11,0,0,,,0,0,0.00014083401765674353,2,38,0,3,2,342,width40_f015_22,[],21620.157936830914,0,,0.0,,False,0,583.0028713636364,"[2, 3, 4, 5, 6, 7, 9, 13, 17, 19, 20]",30.0,4,108,6,7,33,2,16,11,ordinary,22,full_coverage_and_all_discovered_cleared,321,6413.031585,40.0,constant,,0.036570166994351894
10,4,True,0,10,1,4,2,uniform__adversarial-spatial__109,uniform__adversarial-spatial,11,15,12,340,,,,0.03477600000000791,12,0,0,,,,0,0.00014999997802078724,,34,0,,,323,quarter22,[],22039.470406072207,0,,0.0,,False,,532.2411734166667,"[2, 4, 5, 8, 9, 10, 14, 15, 16, 17, 19, 20]",,4,109,7,0,14,,,12,ordinary,22,full_coverage_and_all_discovered_cleared,295,6386.894081,,,,0.034860958985518664
10,4,True,0,10,1,4,2,uniform__adversarial-spatial__109,uniform__adversarial-spatial,11,15,12,340,,,,0.03780700000000081,12,0,0,,,0,0,0.00014637497952207923,0,42,0,6,6,323,packet_center22,[],22039.470406072207,0,,0.0,,False,0,532.2411734166667,"[2, 4, 5, 8, 9, 10, 14, 15, 16, 17, 19, 20]",,4,109,7,0,14,0,20,12,ordinary,22,full_coverage_and_all_discovered_cleared,295,6386.894081,,,,0.03785279201110825
6,2,True,0,6,1,2,1,uniform__adversarial-spatial__109,uniform__adversarial-spatial,11,13,12,333,,,,0.033610999999993396,12,0,0,,,,0,0.0001385000068694353,,34,0,,,318,clearance_f015_22,[],21888.686812875272,0,129.50793431683041,0.0,11,False,,527.0614467500001,"[2, 4, 5, 8, 9, 10, 14, 15, 16, 17, 19, 20]",,4,109,7,0,15,,,12,ordinary,22,full_coverage_and_all_discovered_cleared,294,6324.737361,,,,0.033631541999056935
5,2,True,0,5,1,3,1,uniform__adversarial-spatial__109,uniform__adversarial-spatial,11,14,12,334,,fixed,5.0,0.03384300000000451,12,0,0,,,0,0,0.00014166702749207616,0,38,0,2,2,318,packet_wide5_22,[],22299.878351958087,0,,0.0,,False,0,534.2479726666667,"[2, 4, 5, 8, 9, 10, 14, 15, 16, 17, 19, 20]",,4,109,7,0,14,0,16,12,ordinary,22,full_coverage_and_all_discovered_cleared,295,6410.975672,,,,0.033875875000376254
6,4,True,0,6,1,3,2,uniform__adversarial-spatial__109,uniform__adversarial-spatial,11,14,12,335,,bounded_transverse_width,,0.03327600000000075,12,0,0,,,0,0,0.00012891704682260752,0,38,0,2,2,319,width40_22,[],22248.29238428068,0,,0.0,,False,0,533.8048730833333,"[2, 4, 5, 8, 9, 10, 14, 15, 16, 17, 19, 20]",30.0,4,109,7,0,14,0,16,12,ordinary,22,full_coverage_and_all_discovered_cleared,295,6405.658477,40.0,constant,,0.033296999987214804
6,4,True,0,6,1,3,2,uniform__adversarial-spatial__109,uniform__adversarial-spatial,11,14,12,335,,bounded_transverse_width,,0.03395299999999679,12,0,0,,,0,0,0.00013708299957215786,0,38,0,2,2,319,width_uncertainty100_22,[],22025.212460884017,0,,0.0,,False,0,530.0868743333333,"[2, 4, 5, 8, 9, 10, 14, 15, 16, 17, 19, 20]",30.0,4,109,7,0,14,0,16,12,ordinary,22,full_coverage_and_all_discovered_cleared,295,6361.042492,100.0,uncertainty,,0.03396079200319946
5,2,True,0,5,1,3,1,uniform__adversarial-spatial__109,uniform__adversarial-spatial,11,14,12,334,,bounded_transverse_width,,0.033582999999993035,12,0,0,,,0,0,0.0001403329661116004,0,38,0,2,2,318,width40_f015_22,[],22185.319781415987,0,,0.0,,False,0,532.3386630833334,"[2, 4, 5, 8, 9, 10, 14, 15, 16, 17, 19, 20]",30.0,4,109,7,0,14,0,16,12,ordinary,22,full_coverage_and_all_discovered_cleared,295,6388.063957,40.0,constant,,0.03360287501709536
13,2,True,0,13,2,4,1,uniform__adversarial-spatial__110,uniform__adversarial-spatial,11,15,13,335,,,,0.0406019999999927,13,0,0,,,,0,0.0001335839624516666,,35,0,,,318,quarter22,[],22370.59421204323,0,,0.0,,False,,494.6245260769231,"[2, 6, 7, 8, 9, 11, 12, 14, 15, 16, 17, 18, 20]",,4,110,21,1,32,,,13,ordinary,22,full_coverage_and_all_discovered_cleared,295,6430.118839,,,,0.04062020900892094
13,2,True,0,13,2,4,1,uniform__adversarial-spatial__110,uniform__adversarial-spatial,11,15,13,335,,,,0.0446669999999898,13,0,0,,,0,0,0.00014945800649002194,0,47,0,6,6,318,packet_center22,[],22370.59421204323,0,,0.0,,False,0,494.6245260769231,"[2, 6, 7, 8, 9, 11, 12, 14, 15, 16, 17, 18, 20]",,4,110,21,1,32,0,25,13,ordinary,22,full_coverage_and_all_discovered_cleared,295,6430.118839,,,,0.044724624953232706
24,2,True,0,24,0,4,1,uniform__adversarial-spatial__110,uniform__adversarial-spatial,13,17,13,316,,,,0.044810999999995715,13,0,0,,,,0,0.00014004099648445845,,35,0,,,297,clearance_f015_22,[],22226.4142659092,0,126.47772946015763,0.0,13,False,,482.63714223076926,"[2, 6, 7, 8, 9, 11, 12, 14, 15, 16, 17, 18, 20]",,4,110,24,15,67,,,13,ordinary,22,full_coverage_and_all_discovered_cleared,267,6274.282849,,,,0.044821707997471094
10,3,True,0,10,0,1,1,uniform__adversarial-spatial__110,uniform__adversarial-spatial,13,14,13,301,,fixed,5.0,0.037750000000002615,13,0,0,,,0,0,0.0001300420262850821,0,43,0,3,2,285,packet_wide5_22,[],22769.059447632164,0,,0.0,,False,0,485.06245284615386,"[2, 6, 7, 8, 9, 11, 12, 14, 15, 16, 17, 18, 20]",,4,110,19,2,60,0,21,13,ordinary,22,full_coverage_and_all_discovered_cleared,259,6305.811887,,,,0.0377626660047099
9,2,True,0,9,1,2,1,uniform__adversarial-spatial__110,uniform__adversarial-spatial,12,14,13,317,,bounded_transverse_width,,0.04001199999999017,13,0,0,,,0,0,0.00013283296721056104,0,43,0,3,3,301,width40_22,[],22545.915992259343,0,,0.0,,False,0,489.16793815384614,"[2, 6, 7, 8, 9, 11, 12, 14, 15, 16, 17, 18, 20]",30.0,4,110,18,2,42,0,21,13,ordinary,22,full_coverage_and_all_discovered_cleared,277,6359.183196,40.0,constant,,0.04012879199581221
11,3,True,0,11,2,5,1,uniform__adversarial-spatial__110,uniform__adversarial-spatial,11,16,13,325,,bounded_transverse_width,,0.042883000000003335,13,0,0,,,0,0,0.00016579200746491551,0,44,0,4,3,307,width_uncertainty100_22,[],22741.746324626045,0,,0.0,,False,0,495.48840484615386,"[2, 6, 7, 8, 9, 11, 12, 14, 15, 16, 17, 18, 20]",30.0,4,110,20,3,40,0,22,13,ordinary,22,full_coverage_and_all_discovered_cleared,284,6441.349263,100.0,uncertainty,,0.04289545799838379
7,2,True,0,7,1,2,1,uniform__adversarial-spatial__110,uniform__adversarial-spatial,12,14,13,314,,bounded_transverse_width,,0.03729099999999619,13,0,0,,,0,0,0.00012558401795104146,0,41,0,3,2,298,width40_f015_22,[],22317.15669110982,0,,0.0,,False,0,484.417795076923,"[2, 6, 7, 8, 9, 11, 12, 14, 15, 16, 17, 18, 20]",30.0,4,110,17,9,42,0,19,13,ordinary,22,full_coverage_and_all_discovered_cleared,276,6297.431336,40.0,constant,,0.037311125022824854
35,3,True,0,35,1,8,1,uniform__adversarial-spatial__111,uniform__adversarial-spatial,15,23,16,293,,,,0.05019700000001137,16,0,0,,,,0,0.00013208301970735192,,31,7,,,268,quarter22,[],21733.488570502024,0,,0.0,,False,,376.4811070625,"[2, 3, 4, 6, 7, 8, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20]",,4,111,29,22,8,,,16,ordinary,15,public_upper_bound_16,236,6023.697713,,,,0.0502243330120109
35,3,True,0,35,1,8,1,uniform__adversarial-spatial__111,uniform__adversarial-spatial,15,23,16,293,,,,0.057847999999992794,16,0,0,,,0,0,0.00012574996799230576,0,64,7,8,8,268,packet_center22,[],21733.488570502024,0,,0.0,,False,0,376.4811070625,"[2, 3, 4, 6, 7, 8, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20]",,4,111,29,22,8,0,49,16,ordinary,15,public_upper_bound_16,236,6023.697713,,,,0.057882332999724895
22,6,True,0,22,3,7,3,uniform__adversarial-spatial__111,uniform__adversarial-spatial,13,20,16,296,,,,0.04811300000000074,16,0,0,,,,0,0.00012770801549777389,,35,3,,,274,clearance_f015_22,[],22181.37823314235,0,172.64613252929746,0.0,13,False,,384.26722775,"[2, 3, 4, 6, 7, 8, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20]",,4,111,26,7,27,,,16,ordinary,19,public_upper_bound_16,250,6148.275644,,,,0.04812991601647809
15,1,True,0,15,1,4,0,uniform__adversarial-spatial__111,uniform__adversarial-spatial,15,19,16,252,,fixed,5.0,0.04701200000000938,16,0,0,,,0,0,0.00013820803724229336,3,41,11,2,2,231,packet_wide5_22,[],22681.275543352647,0,,0.0,,False,0,374.5159441875,"[2, 3, 4, 6, 7, 8, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20]",,4,111,34,5,8,3,30,16,ordinary,11,public_upper_bound_16,212,5992.255107,,,,0.04703349998453632
20,6,True,0,20,2,6,1,uniform__adversarial-spatial__111,uniform__adversarial-spatial,14,20,16,273,,bounded_transverse_width,,0.0440320000000014,16,0,0,,,0,0,0.00011062499834224582,0,46,7,5,3,251,width40_22,[],22462.406413807872,0,,0.0,,False,0,379.280079875,"[2, 3, 4, 6, 7, 8, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20]",30.0,4,111,26,14,7,0,31,16,ordinary,15,public_upper_bound_16,229,6068.481278,40.0,constant,,0.04406845901394263
18,4,True,0,18,2,6,1,uniform__adversarial-spatial__111,uniform__adversarial-spatial,14,20,16,272,,bounded_transverse_width,,0.04261200000000542,16,0,0,,,0,0,0.00012920901644974947,0,46,7,3,3,250,width_uncertainty100_22,[],21742.169513053697,0,,0.0,,False,0,370.152119,"[2, 3, 4, 6, 7, 8, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20]",30.0,4,111,28,9,8,0,31,16,ordinary,15,public_upper_bound_16,232,5922.433904,100.0,uncertainty,,0.04262458300217986
12,2,True,0,12,2,5,0,uniform__adversarial-spatial__111,uniform__adversarial-spatial,14,19,16,292,,bounded_transverse_width,,0.04951800000000617,16,0,0,,,0,0,0.00011404097313061357,4,45,3,4,3,271,width40_f015_22,[],21933.676869162995,0,,0.0,,False,0,380.10846075,"[2, 3, 4, 6, 7, 8, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20]",30.0,4,111,24,9,39,4,26,16,ordinary,19,public_upper_bound_16,251,6081.735372,40.0,constant,,0.049549832998309284
27,10,True,0,27,3,4,5,uniform__adversarial-spatial__112,uniform__adversarial-spatial,10,14,13,303,,,,0.03669399999999712,13,0,0,,,,0,0.00012683402746915817,,35,0,,,287,quarter22,[],22695.825999070745,0,,0.0,,False,,484.3203997692308,"[1, 4, 6, 7, 8, 9, 10, 12, 14, 15, 16, 17, 19]",,4,112,12,2,72,,,13,ordinary,22,full_coverage_and_all_discovered_cleared,254,6296.165197,,,,0.03671733400551602
19,0,True,0,19,1,4,0,uniform__adversarial-spatial__112,uniform__adversarial-spatial,12,16,13,315,,,,0.03747800000000723,13,0,0,,,0,0,0.00013229099567979574,4,54,0,6,6,297,packet_center22,[],22826.39227345794,0,,0.0,,False,0,491.6368037692308,"[1, 4, 6, 7, 8, 9, 10, 12, 14, 15, 16, 17, 19]",,4,112,9,1,7,4,32,13,ordinary,22,full_coverage_and_all_discovered_cleared,267,6391.278449,,,,0.03749737498583272
24,4,True,0,24,2,4,2,uniform__adversarial-spatial__112,uniform__adversarial-spatial,11,15,13,323,,,,0.04399399999999787,13,0,0,,,,0,0.00012337497901171446,,35,0,,,306,clearance_f015_22,[],22373.071620044528,0,120.56754325447294,0.0,10,False,,488.43187092307693,"[1, 4, 6, 7, 8, 9, 10, 12, 14, 15, 16, 17, 19]",,4,112,14,15,27,,,13,ordinary,22,full_coverage_and_all_discovered_cleared,274,6349.614322,,,,0.04401504201814532
