active_measurements,active_no_signal,all_cleared,bracket_cut_inconsistencies,bracket_measurements,bracket_optical_success,bracket_optical_trials,bracket_pair_cuts,case_id,category,certified_clears,certified_range_scan_skips,clear_calls,cleared,commands,configured_angle_schedule,configured_probe_angle_deg,coupled_dispatch_model,coupled_route_plans,cpu_s,discovered_channels,dispatch_implementation,early_optical_success,early_optical_trials,failure,fixed_scan_order,forced_continuations,historical_anchor_mode,historical_batch_screens,historical_cache_evictions,historical_exact_clip_calls,historical_inconsistent_cuts,historical_negative_limit,historical_pair_checks,historical_pair_cuts,historical_pair_updates,inconsistent_updates,inferred_negative_memory_updates,interrupted_channels,joint_route_solves,known_upper_bound_skips,maximum_source_primary_rf,maximum_source_rounds,measurements,method,missed_channels,move_m,optical_fallback_calls,optical_max_cover_radius,outer_priority_used,packet_fallbacks,per_source_s,policy_cleared_channels,probe_angle_cap_deg,problem,seed,service_entry_weight,shared_known_measurements,shared_negative_cooldown_skips,skipped_precise_measurements,source_interruptions,source_packets,sources,split,stations_visited,stop_reason,switches,total_virtual_s,transverse_target_m,transverse_width_rule,wall_s
21,5,True,0,21,0,1,1,edge__adversarial-spatial__71,edge__adversarial-spatial,12,1,13,12,343,bounded_transverse_width,,base,0,0.04427700000000101,12,,0,0,,False,0,first,,0,,0,8,991,5,3,0,1,4,51,0,4,3,328,history_first8_width015,[],22113.886721281506,0,0.0,False,0,535.39811175,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,1.0,7,0,17,4,29,12,ordinary,22,full_coverage_and_all_discovered_cleared,299,6424.777341,40.0,constant,0.044325915980152786
21,5,True,0,21,0,1,1,edge__adversarial-spatial__71,edge__adversarial-spatial,12,1,13,12,343,bounded_transverse_width,,base,0,0.04901800000000023,12,,0,0,,False,0,recent,,0,,0,8,991,5,3,0,1,4,51,0,4,3,328,history_recent8_width015,[],22113.886721281506,0,0.0,False,0,535.39811175,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,1.0,7,0,17,4,29,12,ordinary,22,full_coverage_and_all_discovered_cleared,299,6424.777341,40.0,constant,0.04906120803207159
19,4,True,0,19,0,1,1,edge__adversarial-spatial__71,edge__adversarial-spatial,12,1,13,12,341,bounded_transverse_width,,base,0,0.06978399999999851,12,,0,0,,False,0,ends,,0,,0,16,3640,8,5,0,1,4,50,0,4,3,326,history_ends16_width015,[],22065.979896552395,0,0.0,False,0,533.6829980833334,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,1.0,8,0,18,4,28,12,ordinary,22,full_coverage_and_all_discovered_cleared,298,6404.195977,40.0,constant,0.06979737500660121
22,5,True,0,22,0,1,1,edge__adversarial-spatial__71,edge__adversarial-spatial,12,1,13,12,343,bounded_transverse_width,,arc,52,0.05586900000000128,12,cached_distance_prefix_sum,0,0,,False,0,ends,,0,,0,8,1702,5,3,0,1,5,0,0,4,3,328,history_arc8_width015,[],21978.785659797075,0,0.0,False,0,533.2297609166667,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,0.5,6,0,17,5,30,12,ordinary,22,full_coverage_and_all_discovered_cleared,300,6398.757131,40.0,constant,0.05589487502584234
17,6,True,0,17,0,0,2,edge__adversarial-spatial__71,edge__adversarial-spatial,12,18,12,12,302,bounded_transverse_width,,locked,47,0.04620299999999844,12,cached_distance_prefix_sum,0,0,,True,0,ends,,0,,0,8,827,5,4,0,18,4,0,0,4,2,288,history_locked8_width015,[],21027.973955994166,0,0.0,False,0,497.3828990833333,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,1.0,7,4,43,4,25,12,ordinary,22,full_coverage_and_all_discovered_cleared,263,5968.594789,40.0,constant,0.046248416998423636
21,5,True,0,21,0,1,1,edge__adversarial-spatial__71,edge__adversarial-spatial,12,1,13,12,343,bounded_transverse_width,,base,0,0.040692999999997426,12,,0,0,,False,0,first,1033,0,11,0,8,991,5,3,0,1,4,51,0,4,3,328,batch_history_first8_width015,[],22113.886721281506,0,0.0,False,0,535.39811175,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,1.0,7,0,17,4,29,12,ordinary,22,full_coverage_and_all_discovered_cleared,299,6424.777341,40.0,constant,0.040710165980271995
21,5,True,0,21,0,1,1,edge__adversarial-spatial__71,edge__adversarial-spatial,12,1,13,12,343,bounded_transverse_width,,base,0,0.04502000000000095,12,,0,0,,False,0,recent,1040,0,11,0,8,991,5,3,0,1,4,51,0,4,3,328,batch_history_recent8_width015,[],22113.886721281506,0,0.0,False,0,535.39811175,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,1.0,7,0,17,4,29,12,ordinary,22,full_coverage_and_all_discovered_cleared,299,6424.777341,40.0,constant,0.04505358304595575
19,4,True,0,19,0,1,1,edge__adversarial-spatial__71,edge__adversarial-spatial,12,1,13,12,341,bounded_transverse_width,,base,0,0.055260999999998006,12,,0,0,,False,0,ends,3994,0,19,0,16,3640,8,5,0,1,4,50,0,4,3,326,batch_history_ends16_width015,[],22065.979896552395,0,0.0,False,0,533.6829980833334,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,1.0,8,0,18,4,28,12,ordinary,22,full_coverage_and_all_discovered_cleared,298,6404.195977,40.0,constant,0.05530966696096584
22,5,True,0,22,0,1,1,edge__adversarial-spatial__71,edge__adversarial-spatial,12,1,13,12,343,bounded_transverse_width,,arc,52,0.049573999999999785,12,cached_distance_prefix_sum,0,0,,False,0,ends,1769,0,15,0,8,1702,5,3,0,1,5,0,0,4,3,328,batch_history_arc8_width015,[],21978.785659797075,0,0.0,False,0,533.2297609166667,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,0.5,6,0,17,5,30,12,ordinary,22,full_coverage_and_all_discovered_cleared,300,6398.757131,40.0,constant,0.04961074999300763
17,6,True,0,17,0,0,2,edge__adversarial-spatial__71,edge__adversarial-spatial,12,18,12,12,302,bounded_transverse_width,,locked,47,0.04304899999999989,12,cached_distance_prefix_sum,0,0,,True,0,ends,856,0,25,0,8,827,5,4,0,18,4,0,0,4,2,288,batch_history_locked8_width015,[],21027.973955994166,0,0.0,False,0,497.3828990833333,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,1.0,7,4,43,4,25,12,ordinary,22,full_coverage_and_all_discovered_cleared,263,5968.594789,40.0,constant,0.0430746249621734
14,2,True,0,14,2,2,0,clustered__iid__67,clustered__iid,8,21,10,10,306,bounded_transverse_width,,base,0,0.03508399999999767,10,,0,0,,False,0,first,,0,,0,8,439,0,0,0,21,4,44,0,5,3,294,history_first8_width015,[],21840.49330334998,0,0.0,False,0,615.9098656,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,1.0,10,2,16,4,22,10,ordinary,22,full_coverage_and_all_discovered_cleared,271,6159.098656,40.0,constant,0.035143707995302975
14,2,True,0,14,2,2,0,clustered__iid__67,clustered__iid,8,21,10,10,306,bounded_transverse_width,,base,0,0.03609800000000263,10,,0,0,,False,0,recent,,0,,0,8,439,0,0,0,21,4,44,0,5,3,294,history_recent8_width015,[],21840.49330334998,0,0.0,False,0,615.9098656,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,1.0,10,2,16,4,22,10,ordinary,22,full_coverage_and_all_discovered_cleared,271,6159.098656,40.0,constant,0.03611720900516957
14,2,True,0,14,2,2,0,clustered__iid__67,clustered__iid,8,21,10,10,306,bounded_transverse_width,,base,0,0.05132599999999954,10,,0,0,,False,0,ends,,0,,0,16,2143,2,1,0,21,4,44,0,5,3,294,history_ends16_width015,[],21829.72093539008,0,0.0,False,0,615.6944182,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,1.0,10,2,16,4,22,10,ordinary,22,full_coverage_and_all_discovered_cleared,271,6156.944182,40.0,constant,0.051358041993808
13,1,True,0,13,3,4,0,clustered__iid__67,clustered__iid,7,0,11,10,304,bounded_transverse_width,,arc,44,0.04063999999999979,10,cached_distance_prefix_sum,0,0,,False,0,ends,,0,,0,8,738,0,0,0,0,6,0,0,4,3,291,history_arc8_width015,[],20433.994510768993,0,0.0,False,0,586.5798901000001,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,0.5,10,0,0,6,22,10,ordinary,22,full_coverage_and_all_discovered_cleared,271,5865.798901,40.0,constant,0.040683125029318035
13,1,True,0,13,0,0,0,clustered__iid__67,clustered__iid,10,20,10,10,302,bounded_transverse_width,,locked,44,0.03775699999999915,10,cached_distance_prefix_sum,0,0,,True,0,ends,,0,,0,8,620,1,1,0,20,3,0,0,4,3,290,history_locked8_width015,[],21765.33431917509,0,0.0,False,0,611.9066861,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,1.0,9,1,12,3,22,10,ordinary,22,full_coverage_and_all_discovered_cleared,266,6119.066861,40.0,constant,0.037758749967906624
14,2,True,0,14,2,2,0,clustered__iid__67,clustered__iid,8,21,10,10,306,bounded_transverse_width,,base,0,0.03374300000000119,10,,0,0,,False,0,first,413,0,23,0,8,439,0,0,0,21,4,44,0,5,3,294,batch_history_first8_width015,[],21840.49330334998,0,0.0,False,0,615.9098656,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,1.0,10,2,16,4,22,10,ordinary,22,full_coverage_and_all_discovered_cleared,271,6159.098656,40.0,constant,0.0337632920127362
14,2,True,0,14,2,2,0,clustered__iid__67,clustered__iid,8,21,10,10,306,bounded_transverse_width,,base,0,0.03441100000000219,10,,0,0,,False,0,recent,416,0,23,0,8,439,0,0,0,21,4,44,0,5,3,294,batch_history_recent8_width015,[],21840.49330334998,0,0.0,False,0,615.9098656,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,1.0,10,2,16,4,22,10,ordinary,22,full_coverage_and_all_discovered_cleared,271,6159.098656,40.0,constant,0.03445187502074987
14,2,True,0,14,2,2,0,clustered__iid__67,clustered__iid,8,21,10,10,306,bounded_transverse_width,,base,0,0.043455000000001576,10,,0,0,,False,0,ends,2294,0,30,0,16,2143,2,1,0,21,4,44,0,5,3,294,batch_history_ends16_width015,[],21829.72093539008,0,0.0,False,0,615.6944182,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,1.0,10,2,16,4,22,10,ordinary,22,full_coverage_and_all_discovered_cleared,271,6156.944182,40.0,constant,0.043505208974238485
13,1,True,0,13,3,4,0,clustered__iid__67,clustered__iid,7,0,11,10,304,bounded_transverse_width,,arc,44,0.03757599999999783,10,cached_distance_prefix_sum,0,0,,False,0,ends,732,0,4,0,8,738,0,0,0,0,6,0,0,4,3,291,batch_history_arc8_width015,[],20433.994510768993,0,0.0,False,0,586.5798901000001,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,0.5,10,0,0,6,22,10,ordinary,22,full_coverage_and_all_discovered_cleared,271,5865.798901,40.0,constant,0.03759504196932539
13,1,True,0,13,0,0,0,clustered__iid__67,clustered__iid,10,20,10,10,302,bounded_transverse_width,,locked,44,0.03525099999999881,10,cached_distance_prefix_sum,0,0,,True,0,ends,612,0,19,0,8,620,1,1,0,20,3,0,0,4,3,290,batch_history_locked8_width015,[],21765.33431917509,0,0.0,False,0,611.9066861,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,1.0,9,1,12,3,22,10,ordinary,22,full_coverage_and_all_discovered_cleared,266,6119.066861,40.0,constant,0.035300167044624686
6,1,True,0,6,6,7,0,clustered__iid__68,clustered__iid,9,74,16,15,248,bounded_transverse_width,,base,0,0.046469999999999345,15,,0,0,,False,0,first,,0,,0,8,868,0,0,0,74,2,42,0,2,1,230,history_first8_width015,[],22103.062805175992,0,0.0,False,0,390.37417046666667,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,1.0,37,7,15,2,20,15,ordinary,22,full_coverage_and_all_discovered_cleared,207,5855.612557,40.0,constant,0.04649079201044515
6,1,True,0,6,6,7,0,clustered__iid__68,clustered__iid,9,74,16,15,248,bounded_transverse_width,,base,0,0.05029199999999889,15,,0,0,,False,0,recent,,0,,0,8,868,0,0,0,74,2,42,0,2,1,230,history_recent8_width015,[],22103.062805175992,0,0.0,False,0,390.37417046666667,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,1.0,37,7,15,2,20,15,ordinary,22,full_coverage_and_all_discovered_cleared,207,5855.612557,40.0,constant,0.0503723329748027
6,1,True,0,6,6,7,0,clustered__iid__68,clustered__iid,9,74,16,15,248,bounded_transverse_width,,base,0,0.06060599999999994,15,,0,0,,False,0,ends,,0,,0,16,2195,0,0,0,74,2,42,0,2,1,230,history_ends16_width015,[],22103.062805175992,0,0.0,False,0,390.37417046666667,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,1.0,37,7,15,2,20,15,ordinary,22,full_coverage_and_all_discovered_cleared,207,5855.612557,40.0,constant,0.060667458979878575
16,1,True,0,16,2,2,0,clustered__iid__68,clustered__iid,13,40,15,15,222,bounded_transverse_width,,arc,52,0.071828,15,cached_distance_prefix_sum,0,0,,False,0,ends,,0,,0,8,585,2,2,0,40,7,0,0,3,2,205,history_arc8_width015,[],21763.354099347926,0,0.0,False,0,375.7780544666667,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,0.5,21,4,44,9,30,15,ordinary,22,full_coverage_and_all_discovered_cleared,184,5636.670817,40.0,constant,0.07188812497770414
17,3,True,0,17,1,2,0,clustered__iid__68,clustered__iid,14,45,16,15,271,bounded_transverse_width,,locked,51,0.0580210000000001,15,cached_distance_prefix_sum,0,0,,True,0,ends,,0,,0,8,1877,1,1,0,45,3,0,0,3,2,253,history_locked8_width015,[],21590.254831947525,0,0.0,False,0,392.53673086666663,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,1.0,28,12,25,3,29,15,ordinary,22,full_coverage_and_all_discovered_cleared,227,5888.050963,40.0,constant,0.058041749987751245
6,1,True,0,6,6,7,0,clustered__iid__68,clustered__iid,9,74,16,15,248,bounded_transverse_width,,base,0,0.043646000000002516,15,,0,0,,False,0,first,825,0,43,0,8,868,0,0,0,74,2,42,0,2,1,230,batch_history_first8_width015,[],22103.062805175992,0,0.0,False,0,390.37417046666667,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,1.0,37,7,15,2,20,15,ordinary,22,full_coverage_and_all_discovered_cleared,207,5855.612557,40.0,constant,0.04373958398355171
6,1,True,0,6,6,7,0,clustered__iid__68,clustered__iid,9,74,16,15,248,bounded_transverse_width,,base,0,0.04578300000000013,15,,0,0,,False,0,recent,825,0,43,0,8,868,0,0,0,74,2,42,0,2,1,230,batch_history_recent8_width015,[],22103.062805175992,0,0.0,False,0,390.37417046666667,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,1.0,37,7,15,2,20,15,ordinary,22,full_coverage_and_all_discovered_cleared,207,5855.612557,40.0,constant,0.04586391703924164
6,1,True,0,6,6,7,0,clustered__iid__68,clustered__iid,9,74,16,15,248,bounded_transverse_width,,base,0,0.051061999999998164,15,,0,0,,False,0,ends,2148,0,40,0,16,2195,0,0,0,74,2,42,0,2,1,230,batch_history_ends16_width015,[],22103.062805175992,0,0.0,False,0,390.37417046666667,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,1.0,37,7,15,2,20,15,ordinary,22,full_coverage_and_all_discovered_cleared,207,5855.612557,40.0,constant,0.05108458298491314
16,1,True,0,16,2,2,0,clustered__iid__68,clustered__iid,13,40,15,15,222,bounded_transverse_width,,arc,52,0.0699840000000016,15,cached_distance_prefix_sum,0,0,,False,0,ends,550,0,22,0,8,585,2,2,0,40,7,0,0,3,2,205,batch_history_arc8_width015,[],21763.354099347926,0,0.0,False,0,375.7780544666667,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,0.5,21,4,44,9,30,15,ordinary,22,full_coverage_and_all_discovered_cleared,184,5636.670817,40.0,constant,0.07006437500240281
17,3,True,0,17,1,2,0,clustered__iid__68,clustered__iid,14,45,16,15,271,bounded_transverse_width,,locked,51,0.05123299999999986,15,cached_distance_prefix_sum,0,0,,True,0,ends,1882,0,9,0,8,1877,1,1,0,45,3,0,0,3,2,253,batch_history_locked8_width015,[],21590.254831947525,0,0.0,False,0,392.53673086666663,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,1.0,28,12,25,3,29,15,ordinary,22,full_coverage_and_all_discovered_cleared,227,5888.050963,40.0,constant,0.051240457978565246
2,1,True,0,2,4,4,0,clustered__iid__69,clustered__iid,11,42,15,15,238,bounded_transverse_width,,base,0,0.04816100000000034,15,,0,0,,False,0,first,,0,,0,8,503,2,1,0,42,0,38,0,2,1,221,history_first8_width015,[],19854.85725483137,0,0.0,False,0,356.7314297333333,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,1.0,11,2,55,0,16,15,ordinary,22,full_coverage_and_all_discovered_cleared,200,5350.971446,40.0,constant,0.04824562498833984
2,1,True,0,2,4,4,0,clustered__iid__69,clustered__iid,11,42,15,15,238,bounded_transverse_width,,base,0,0.050094000000001415,15,,0,0,,False,0,recent,,0,,0,8,503,2,1,0,42,0,38,0,2,1,221,history_recent8_width015,[],19854.85725483137,0,0.0,False,0,356.7314297333333,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,1.0,11,2,55,0,16,15,ordinary,22,full_coverage_and_all_discovered_cleared,200,5350.971446,40.0,constant,0.05017141602002084
2,1,True,0,2,4,4,0,clustered__iid__69,clustered__iid,11,42,15,15,238,bounded_transverse_width,,base,0,0.05422399999999783,15,,0,0,,False,0,ends,,0,,0,16,1139,2,1,0,42,0,38,0,2,1,221,history_ends16_width015,[],19854.85725483137,0,0.0,False,0,356.7314297333333,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,1.0,11,2,55,0,16,15,ordinary,22,full_coverage_and_all_discovered_cleared,200,5350.971446,40.0,constant,0.05424854200100526
16,1,True,0,16,1,1,0,clustered__iid__69,clustered__iid,14,0,15,15,218,bounded_transverse_width,,arc,52,0.06408300000000011,15,cached_distance_prefix_sum,0,0,,False,0,ends,,0,,0,8,130,2,1,0,0,8,0,0,3,3,201,history_arc8_width015,[],22478.479619643822,0,0.0,False,0,383.44639466666666,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,0.5,30,2,0,8,30,15,ordinary,22,full_coverage_and_all_discovered_cleared,176,5751.69592,40.0,constant,0.06414541701087728
5,0,True,0,5,6,6,0,clustered__iid__69,clustered__iid,9,2,15,15,216,bounded_transverse_width,,locked,42,0.048795999999999395,15,cached_distance_prefix_sum,0,0,,True,0,ends,,0,,0,8,775,0,0,0,2,5,0,0,1,1,199,history_locked8_width015,[],20659.710671870067,0,0.0,False,0,358.4628087333333,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,1.0,23,4,18,5,20,15,ordinary,22,full_coverage_and_all_discovered_cleared,175,5376.942131,40.0,constant,0.048867749981582165
2,1,True,0,2,4,4,0,clustered__iid__69,clustered__iid,11,42,15,15,238,bounded_transverse_width,,base,0,0.04630400000000279,15,,0,0,,False,0,first,505,0,15,0,8,503,2,1,0,42,0,38,0,2,1,221,batch_history_first8_width015,[],19854.85725483137,0,0.0,False,0,356.7314297333333,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,1.0,11,2,55,0,16,15,ordinary,22,full_coverage_and_all_discovered_cleared,200,5350.971446,40.0,constant,0.04634516703663394
2,1,True,0,2,4,4,0,clustered__iid__69,clustered__iid,11,42,15,15,238,bounded_transverse_width,,base,0,0.04782000000000153,15,,0,0,,False,0,recent,504,0,15,0,8,503,2,1,0,42,0,38,0,2,1,221,batch_history_recent8_width015,[],19854.85725483137,0,0.0,False,0,356.7314297333333,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,1.0,11,2,55,0,16,15,ordinary,22,full_coverage_and_all_discovered_cleared,200,5350.971446,40.0,constant,0.047835332981776446
2,1,True,0,2,4,4,0,clustered__iid__69,clustered__iid,11,42,15,15,238,bounded_transverse_width,,base,0,0.05131499999999889,15,,0,0,,False,0,ends,1137,0,10,0,16,1139,2,1,0,42,0,38,0,2,1,221,batch_history_ends16_width015,[],19854.85725483137,0,0.0,False,0,356.7314297333333,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,1.0,11,2,55,0,16,15,ordinary,22,full_coverage_and_all_discovered_cleared,200,5350.971446,40.0,constant,0.051428499980829656
16,1,True,0,16,1,1,0,clustered__iid__69,clustered__iid,14,0,15,15,218,bounded_transverse_width,,arc,52,0.06336399999999998,15,cached_distance_prefix_sum,0,0,,False,0,ends,113,0,13,0,8,130,2,1,0,0,8,0,0,3,3,201,batch_history_arc8_width015,[],22478.479619643822,0,0.0,False,0,383.44639466666666,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,0.5,30,2,0,8,30,15,ordinary,22,full_coverage_and_all_discovered_cleared,176,5751.69592,40.0,constant,0.06340841704513878
5,0,True,0,5,6,6,0,clustered__iid__69,clustered__iid,9,2,15,15,216,bounded_transverse_width,,locked,42,0.046523000000000536,15,cached_distance_prefix_sum,0,0,,True,0,ends,764,0,11,0,8,775,0,0,0,2,5,0,0,1,1,199,batch_history_locked8_width015,[],20659.710671870067,0,0.0,False,0,358.4628087333333,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,1.0,23,4,18,5,20,15,ordinary,22,full_coverage_and_all_discovered_cleared,175,5376.942131,40.0,constant,0.04659174999687821
1,0,True,0,1,4,4,0,clustered__iid__70,clustered__iid,6,41,10,10,364,bounded_transverse_width,,base,0,0.042757999999999186,10,,0,0,,False,0,first,,0,,0,8,1167,4,3,0,41,0,33,0,1,1,352,history_first8_width015,[],19758.584453624742,0,0.0,False,0,609.2716885,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,1.0,6,1,20,0,11,10,ordinary,22,full_coverage_and_all_discovered_cleared,331,6092.716885,40.0,constant,0.042781999974977225
1,0,True,0,1,4,4,0,clustered__iid__70,clustered__iid,6,41,10,10,364,bounded_transverse_width,,base,0,0.04572899999999791,10,,0,0,,False,0,recent,,0,,0,8,1167,4,3,0,41,0,33,0,1,1,352,history_recent8_width015,[],19758.584453624742,0,0.0,False,0,609.2716885,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,1.0,6,1,20,0,11,10,ordinary,22,full_coverage_and_all_discovered_cleared,331,6092.716885,40.0,constant,0.04574416601099074
1,0,True,0,1,4,4,0,clustered__iid__70,clustered__iid,6,41,10,10,364,bounded_transverse_width,,base,0,0.06060599999999994,10,,0,0,,False,0,ends,,0,,0,16,2952,6,4,0,41,0,33,0,1,1,352,history_ends16_width015,[],19758.58445362474,0,0.0,False,0,609.2716885,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,1.0,6,1,20,0,11,10,ordinary,22,full_coverage_and_all_discovered_cleared,331,6092.716885,40.0,constant,0.06067683396395296
15,1,True,0,15,1,1,0,clustered__iid__70,clustered__iid,9,12,10,10,316,bounded_transverse_width,,arc,46,0.04945900000000236,10,cached_distance_prefix_sum,0,0,,False,0,ends,,0,,0,8,514,4,2,0,12,5,0,0,4,3,304,history_arc8_width015,[],21261.16928038502,0,0.0,False,0,610.1233851,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,0.5,12,0,1,5,24,10,ordinary,22,full_coverage_and_all_discovered_cleared,279,6101.233851,40.0,constant,0.04954270797315985
8,1,True,0,8,1,1,0,clustered__iid__70,clustered__iid,9,22,10,10,316,bounded_transverse_width,,locked,39,0.04236200000000068,10,cached_distance_prefix_sum,0,0,,True,0,ends,,0,,0,8,717,0,0,0,22,2,0,0,3,2,304,history_locked8_width015,[],20938.825178808685,0,0.0,False,0,603.8765032,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,1.0,12,15,3,2,17,10,ordinary,22,full_coverage_and_all_discovered_cleared,281,6038.765032,40.0,constant,0.04238008300308138
1,0,True,0,1,4,4,0,clustered__iid__70,clustered__iid,6,41,10,10,364,bounded_transverse_width,,base,0,0.03870599999999769,10,,0,0,,False,0,first,1149,0,31,0,8,1167,4,3,0,41,0,33,0,1,1,352,batch_history_first8_width015,[],19758.584453624742,0,0.0,False,0,609.2716885,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,1.0,6,1,20,0,11,10,ordinary,22,full_coverage_and_all_discovered_cleared,331,6092.716885,40.0,constant,0.03876891703112051
1,0,True,0,1,4,4,0,clustered__iid__70,clustered__iid,6,41,10,10,364,bounded_transverse_width,,base,0,0.041828999999999894,10,,0,0,,False,0,recent,1155,0,31,0,8,1167,4,3,0,41,0,33,0,1,1,352,batch_history_recent8_width015,[],19758.584453624742,0,0.0,False,0,609.2716885,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,1.0,6,1,20,0,11,10,ordinary,22,full_coverage_and_all_discovered_cleared,331,6092.716885,40.0,constant,0.041897708957549185
1,0,True,0,1,4,4,0,clustered__iid__70,clustered__iid,6,41,10,10,364,bounded_transverse_width,,base,0,0.04866799999999927,10,,0,0,,False,0,ends,2983,0,35,0,16,2952,6,4,0,41,0,33,0,1,1,352,batch_history_ends16_width015,[],19758.58445362474,0,0.0,False,0,609.2716885,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,1.0,6,1,20,0,11,10,ordinary,22,full_coverage_and_all_discovered_cleared,331,6092.716885,40.0,constant,0.04868495900882408
15,1,True,0,15,1,1,0,clustered__iid__70,clustered__iid,9,12,10,10,316,bounded_transverse_width,,arc,46,0.04750200000000149,10,cached_distance_prefix_sum,0,0,,False,0,ends,556,0,25,0,8,514,4,2,0,12,5,0,0,4,3,304,batch_history_arc8_width015,[],21261.16928038502,0,0.0,False,0,610.1233851,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,0.5,12,0,1,5,24,10,ordinary,22,full_coverage_and_all_discovered_cleared,279,6101.233851,40.0,constant,0.047548542032018304
