active_measurements,active_no_signal,all_cleared,bracket_cut_inconsistencies,bracket_measurements,bracket_optical_success,bracket_optical_trials,bracket_pair_cuts,case_id,category,certified_clears,certified_range_scan_skips,clear_calls,cleared,commands,configured_angle_schedule,configured_probe_angle_deg,coupled_dispatch_model,coupled_route_plans,cpu_s,discovered_channels,dispatch_implementation,early_optical_success,early_optical_trials,failure,fixed_scan_order,forced_continuations,historical_anchor_mode,historical_batch_screens,historical_cache_evictions,historical_exact_clip_calls,historical_inconsistent_cuts,historical_negative_limit,historical_pair_checks,historical_pair_cuts,historical_pair_updates,inconsistent_updates,inferred_negative_memory_updates,interrupted_channels,joint_route_solves,known_upper_bound_skips,maximum_source_primary_rf,maximum_source_rounds,measurements,method,missed_channels,move_m,optical_fallback_calls,optical_max_cover_radius,outer_priority_used,packet_fallbacks,per_source_s,policy_cleared_channels,probe_angle_cap_deg,problem,seed,service_entry_weight,shared_known_measurements,shared_negative_cooldown_skips,skipped_precise_measurements,source_interruptions,source_packets,sources,split,stations_visited,stop_reason,switches,total_virtual_s,transverse_target_m,transverse_width_rule,wall_s
8,1,True,0,8,1,1,0,clustered__iid__70,clustered__iid,9,22,10,10,316,bounded_transverse_width,,locked,39,0.0392530000000022,10,cached_distance_prefix_sum,0,0,,True,0,ends,703,0,13,0,8,717,0,0,0,22,2,0,0,3,2,304,batch_history_locked8_width015,[],20938.825178808685,0,0.0,False,0,603.8765032,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,1.0,12,15,3,2,17,10,ordinary,22,full_coverage_and_all_discovered_cleared,281,6038.765032,40.0,constant,0.03930804197443649
10,1,True,0,10,3,3,0,clustered__iid__71,clustered__iid,9,2,12,12,284,bounded_transverse_width,,base,0,0.04265499999999989,12,,0,0,,False,0,first,,0,,0,8,463,1,1,0,2,2,43,0,4,3,270,history_first8_width015,[],20649.872788198576,0,0.0,False,0,482.33121291666663,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,1.0,13,0,3,2,21,12,ordinary,22,full_coverage_and_all_discovered_cleared,248,5787.974555,40.0,constant,0.04266916704364121
10,1,True,0,10,3,3,0,clustered__iid__71,clustered__iid,9,2,12,12,284,bounded_transverse_width,,base,0,0.04382000000000019,12,,0,0,,False,0,recent,,0,,0,8,463,1,1,0,2,2,43,0,4,3,270,history_recent8_width015,[],20649.872788198576,0,0.0,False,0,482.33121291666663,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,1.0,13,0,3,2,21,12,ordinary,22,full_coverage_and_all_discovered_cleared,248,5787.974555,40.0,constant,0.043861459009349346
10,1,True,0,10,3,3,0,clustered__iid__71,clustered__iid,9,2,12,12,284,bounded_transverse_width,,base,0,0.04583600000000132,12,,0,0,,False,0,ends,,0,,0,16,778,1,1,0,2,2,43,0,4,3,270,history_ends16_width015,[],20649.872788198576,0,0.0,False,0,482.33121291666663,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,1.0,13,0,3,2,21,12,ordinary,22,full_coverage_and_all_discovered_cleared,248,5787.974555,40.0,constant,0.04584562499076128
16,1,True,0,16,2,2,0,clustered__iid__71,clustered__iid,10,4,12,12,266,bounded_transverse_width,,arc,49,0.04805399999999693,12,cached_distance_prefix_sum,0,0,,False,0,ends,,0,,0,8,201,0,0,0,4,5,0,0,4,3,252,history_arc8_width015,[],21944.40289302653,0,0.0,False,0,494.3233814166667,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,0.5,14,2,3,6,27,12,ordinary,22,full_coverage_and_all_discovered_cleared,223,5931.880577,40.0,constant,0.04807487496873364
12,2,True,0,12,2,3,0,clustered__iid__71,clustered__iid,10,34,13,12,304,bounded_transverse_width,,locked,44,0.04813100000000148,12,cached_distance_prefix_sum,0,0,,True,0,ends,,0,,0,8,1046,0,0,0,34,2,0,0,4,3,289,history_locked8_width015,[],22839.6982010617,0,0.0,False,0,528.4949698333334,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,1.0,18,1,14,2,22,12,ordinary,22,full_coverage_and_all_discovered_cleared,266,6341.939638,40.0,constant,0.048171334026847035
10,1,True,0,10,3,3,0,clustered__iid__71,clustered__iid,9,2,12,12,284,bounded_transverse_width,,base,0,0.04236299999999815,12,,0,0,,False,0,first,464,0,10,0,8,463,1,1,0,2,2,43,0,4,3,270,batch_history_first8_width015,[],20649.872788198576,0,0.0,False,0,482.33121291666663,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,1.0,13,0,3,2,21,12,ordinary,22,full_coverage_and_all_discovered_cleared,248,5787.974555,40.0,constant,0.04239220800809562
10,1,True,0,10,3,3,0,clustered__iid__71,clustered__iid,9,2,12,12,284,bounded_transverse_width,,base,0,0.04325800000000157,12,,0,0,,False,0,recent,467,0,10,0,8,463,1,1,0,2,2,43,0,4,3,270,batch_history_recent8_width015,[],20649.872788198576,0,0.0,False,0,482.33121291666663,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,1.0,13,0,3,2,21,12,ordinary,22,full_coverage_and_all_discovered_cleared,248,5787.974555,40.0,constant,0.04334533301880583
10,1,True,0,10,3,3,0,clustered__iid__71,clustered__iid,9,2,12,12,284,bounded_transverse_width,,base,0,0.04422800000000038,12,,0,0,,False,0,ends,771,0,18,0,16,778,1,1,0,2,2,43,0,4,3,270,batch_history_ends16_width015,[],20649.872788198576,0,0.0,False,0,482.33121291666663,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,1.0,13,0,3,2,21,12,ordinary,22,full_coverage_and_all_discovered_cleared,248,5787.974555,40.0,constant,0.0442532500019297
16,1,True,0,16,2,2,0,clustered__iid__71,clustered__iid,10,4,12,12,266,bounded_transverse_width,,arc,49,0.048249000000001985,12,cached_distance_prefix_sum,0,0,,False,0,ends,186,0,15,0,8,201,0,0,0,4,5,0,0,4,3,252,batch_history_arc8_width015,[],21944.40289302653,0,0.0,False,0,494.3233814166667,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,0.5,14,2,3,6,27,12,ordinary,22,full_coverage_and_all_discovered_cleared,223,5931.880577,40.0,constant,0.04829383303876966
12,2,True,0,12,2,3,0,clustered__iid__71,clustered__iid,10,34,13,12,304,bounded_transverse_width,,locked,44,0.04420899999999861,12,cached_distance_prefix_sum,0,0,,True,0,ends,1031,0,14,0,8,1046,0,0,0,34,2,0,0,4,3,289,batch_history_locked8_width015,[],22839.6982010617,0,0.0,False,0,528.4949698333334,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,1.0,18,1,14,2,22,12,ordinary,22,full_coverage_and_all_discovered_cleared,266,6341.939638,40.0,constant,0.0442549999570474
13,3,True,0,13,2,2,1,clustered__smooth__67,clustered__smooth,8,11,10,10,330,bounded_transverse_width,,base,0,0.04206199999999782,10,,0,0,,False,0,first,,0,,0,8,795,1,1,0,11,5,43,0,3,3,318,history_first8_width015,[],22201.384366562954,0,0.0,False,0,637.6276868,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,1.0,12,7,31,5,21,10,ordinary,22,full_coverage_and_all_discovered_cleared,296,6376.276868,40.0,constant,0.04207704198779538
13,3,True,0,13,2,2,1,clustered__smooth__67,clustered__smooth,8,11,10,10,330,bounded_transverse_width,,base,0,0.043742000000001724,10,,0,0,,False,0,recent,,0,,0,8,795,1,1,0,11,5,43,0,3,3,318,history_recent8_width015,[],22201.384366562954,0,0.0,False,0,637.6276868,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,1.0,12,7,31,5,21,10,ordinary,22,full_coverage_and_all_discovered_cleared,296,6376.276868,40.0,constant,0.04380454198690131
12,1,True,0,12,1,1,0,clustered__smooth__67,clustered__smooth,9,11,10,10,329,bounded_transverse_width,,base,0,0.06660300000000063,10,,0,0,,False,0,ends,,0,,0,16,3386,6,6,0,11,5,43,0,3,3,317,history_ends16_width015,[],22485.63864142756,0,0.0,False,0,642.4127724,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,1.0,12,6,32,5,21,10,ordinary,22,full_coverage_and_all_discovered_cleared,292,6424.127724,40.0,constant,0.06668816704768687
9,0,True,0,9,2,3,0,clustered__smooth__67,clustered__smooth,8,14,11,10,301,bounded_transverse_width,,arc,41,0.04348300000000194,10,cached_distance_prefix_sum,0,0,,False,0,ends,,0,,0,8,647,5,2,0,14,2,0,0,2,2,288,history_arc8_width015,[],22508.68906207651,0,0.0,False,0,626.1737811,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,0.5,10,2,14,2,19,10,ordinary,22,full_coverage_and_all_discovered_cleared,267,6261.737811,40.0,constant,0.04349558299873024
11,2,True,0,11,3,3,0,clustered__smooth__67,clustered__smooth,7,20,10,10,310,bounded_transverse_width,,locked,41,0.04049099999999939,10,cached_distance_prefix_sum,0,0,,True,0,ends,,0,,0,8,882,2,2,0,20,5,0,0,4,3,298,history_locked8_width015,[],21832.894392006318,0,0.0,False,0,618.3578875999999,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,1.0,12,2,12,5,19,10,ordinary,22,full_coverage_and_all_discovered_cleared,277,6183.578876,40.0,constant,0.0405254170182161
13,3,True,0,13,2,2,1,clustered__smooth__67,clustered__smooth,8,11,10,10,330,bounded_transverse_width,,base,0,0.03941200000000222,10,,0,0,,False,0,first,777,0,16,0,8,795,1,1,0,11,5,43,0,3,3,318,batch_history_first8_width015,[],22201.384366562954,0,0.0,False,0,637.6276868,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,1.0,12,7,31,5,21,10,ordinary,22,full_coverage_and_all_discovered_cleared,296,6376.276868,40.0,constant,0.039490916999056935
13,3,True,0,13,2,2,1,clustered__smooth__67,clustered__smooth,8,11,10,10,330,bounded_transverse_width,,base,0,0.04082299999999961,10,,0,0,,False,0,recent,777,0,16,0,8,795,1,1,0,11,5,43,0,3,3,318,batch_history_recent8_width015,[],22201.384366562954,0,0.0,False,0,637.6276868,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,1.0,12,7,31,5,21,10,ordinary,22,full_coverage_and_all_discovered_cleared,296,6376.276868,40.0,constant,0.04082995798671618
12,1,True,0,12,1,1,0,clustered__smooth__67,clustered__smooth,9,11,10,10,329,bounded_transverse_width,,base,0,0.05416999999999916,10,,0,0,,False,0,ends,3788,0,29,0,16,3386,6,6,0,11,5,43,0,3,3,317,batch_history_ends16_width015,[],22485.63864142756,0,0.0,False,0,642.4127724,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,1.0,12,6,32,5,21,10,ordinary,22,full_coverage_and_all_discovered_cleared,292,6424.127724,40.0,constant,0.054215584008488804
9,0,True,0,9,2,3,0,clustered__smooth__67,clustered__smooth,8,14,11,10,301,bounded_transverse_width,,arc,41,0.04116300000000095,10,cached_distance_prefix_sum,0,0,,False,0,ends,623,0,32,0,8,647,5,2,0,14,2,0,0,2,2,288,batch_history_arc8_width015,[],22508.68906207651,0,0.0,False,0,626.1737811,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,0.5,10,2,14,2,19,10,ordinary,22,full_coverage_and_all_discovered_cleared,267,6261.737811,40.0,constant,0.04126783297397196
11,2,True,0,11,3,3,0,clustered__smooth__67,clustered__smooth,7,20,10,10,310,bounded_transverse_width,,locked,41,0.037102000000000857,10,cached_distance_prefix_sum,0,0,,True,0,ends,883,0,26,0,8,882,2,2,0,20,5,0,0,4,3,298,batch_history_locked8_width015,[],21832.894392006318,0,0.0,False,0,618.3578875999999,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,1.0,12,2,12,5,19,10,ordinary,22,full_coverage_and_all_discovered_cleared,277,6183.578876,40.0,constant,0.03711491700960323
9,3,True,0,9,2,3,0,clustered__smooth__68,clustered__smooth,13,33,16,15,232,bounded_transverse_width,,base,0,0.04920699999999911,15,,0,0,,False,0,first,,0,,0,8,736,2,2,0,33,2,43,0,3,2,214,history_first8_width015,[],21097.221288300094,0,0.0,False,0,370.5629502666667,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,1.0,25,14,3,2,21,15,ordinary,22,full_coverage_and_all_discovered_cleared,191,5558.444254,40.0,constant,0.049220708024222404
9,3,True,0,9,2,3,0,clustered__smooth__68,clustered__smooth,13,33,16,15,232,bounded_transverse_width,,base,0,0.05181800000000081,15,,0,0,,False,0,recent,,0,,0,8,736,2,2,0,33,2,43,0,3,2,214,history_recent8_width015,[],21097.221288300094,0,0.0,False,0,370.5629502666667,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,1.0,25,14,3,2,21,15,ordinary,22,full_coverage_and_all_discovered_cleared,191,5558.444254,40.0,constant,0.05188695801189169
9,3,True,0,9,2,3,0,clustered__smooth__68,clustered__smooth,13,33,16,15,232,bounded_transverse_width,,base,0,0.05758600000000058,15,,0,0,,False,0,ends,,0,,0,16,1493,3,2,0,33,2,43,0,3,2,214,history_ends16_width015,[],21097.221288300094,0,0.0,False,0,370.5629502666667,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,1.0,25,14,3,2,21,15,ordinary,22,full_coverage_and_all_discovered_cleared,191,5558.444254,40.0,constant,0.05762379098450765
14,2,True,0,14,5,5,0,clustered__smooth__68,clustered__smooth,10,22,15,15,303,bounded_transverse_width,,arc,49,0.06169399999999925,15,cached_distance_prefix_sum,0,0,,False,0,ends,,0,,0,8,1591,0,0,0,22,7,0,0,3,2,286,history_arc8_width015,[],20401.634366877475,0,0.0,False,0,389.62179153333335,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,0.5,21,1,0,8,27,15,ordinary,22,full_coverage_and_all_discovered_cleared,259,5844.326873,40.0,constant,0.06174720800481737
16,3,True,0,16,1,1,0,clustered__smooth__68,clustered__smooth,14,58,15,15,266,bounded_transverse_width,,locked,50,0.05599199999999982,15,cached_distance_prefix_sum,0,0,,True,0,ends,,0,,0,8,1840,1,1,0,58,3,0,0,3,2,249,history_locked8_width015,[],21071.67454063894,0,0.0,False,0,383.9556602,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,1.0,26,15,13,3,28,15,ordinary,22,full_coverage_and_all_discovered_cleared,225,5759.334903,40.0,constant,0.05604816699633375
9,3,True,0,9,2,3,0,clustered__smooth__68,clustered__smooth,13,33,16,15,232,bounded_transverse_width,,base,0,0.04673700000000025,15,,0,0,,False,0,first,727,0,40,0,8,736,2,2,0,33,2,43,0,3,2,214,batch_history_first8_width015,[],21097.221288300094,0,0.0,False,0,370.5629502666667,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,1.0,25,14,3,2,21,15,ordinary,22,full_coverage_and_all_discovered_cleared,191,5558.444254,40.0,constant,0.046761290985159576
9,3,True,0,9,2,3,0,clustered__smooth__68,clustered__smooth,13,33,16,15,232,bounded_transverse_width,,base,0,0.04893200000000064,15,,0,0,,False,0,recent,727,0,39,0,8,736,2,2,0,33,2,43,0,3,2,214,batch_history_recent8_width015,[],21097.221288300094,0,0.0,False,0,370.5629502666667,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,1.0,25,14,3,2,21,15,ordinary,22,full_coverage_and_all_discovered_cleared,191,5558.444254,40.0,constant,0.048987084010150284
9,3,True,0,9,2,3,0,clustered__smooth__68,clustered__smooth,13,33,16,15,232,bounded_transverse_width,,base,0,0.05134699999999981,15,,0,0,,False,0,ends,1558,0,35,0,16,1493,3,2,0,33,2,43,0,3,2,214,batch_history_ends16_width015,[],21097.221288300094,0,0.0,False,0,370.5629502666667,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,1.0,25,14,3,2,21,15,ordinary,22,full_coverage_and_all_discovered_cleared,191,5558.444254,40.0,constant,0.051415457972325385
14,2,True,0,14,5,5,0,clustered__smooth__68,clustered__smooth,10,22,15,15,303,bounded_transverse_width,,arc,49,0.055455999999999506,15,cached_distance_prefix_sum,0,0,,False,0,ends,1582,0,7,0,8,1591,0,0,0,22,7,0,0,3,2,286,batch_history_arc8_width015,[],20401.634366877475,0,0.0,False,0,389.62179153333335,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,0.5,21,1,0,8,27,15,ordinary,22,full_coverage_and_all_discovered_cleared,259,5844.326873,40.0,constant,0.05547733401181176
16,3,True,0,16,1,1,0,clustered__smooth__68,clustered__smooth,14,58,15,15,266,bounded_transverse_width,,locked,50,0.04985100000000031,15,cached_distance_prefix_sum,0,0,,True,0,ends,1845,0,9,0,8,1840,1,1,0,58,3,0,0,3,2,249,batch_history_locked8_width015,[],21071.67454063894,0,0.0,False,0,383.9556602,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,1.0,26,15,13,3,28,15,ordinary,22,full_coverage_and_all_discovered_cleared,225,5759.334903,40.0,constant,0.04999012500047684
6,2,True,0,6,4,6,0,clustered__smooth__69,clustered__smooth,11,0,17,15,268,bounded_transverse_width,,base,0,0.05483600000000166,15,,0,0,,False,0,first,,0,,0,8,777,0,0,0,0,1,41,0,4,2,249,history_first8_width015,[],22167.15851238728,0,0.0,False,0,398.89544659999996,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,1.0,19,2,2,1,19,15,ordinary,22,full_coverage_and_all_discovered_cleared,224,5983.431699,40.0,constant,0.054948250006418675
6,2,True,0,6,4,6,0,clustered__smooth__69,clustered__smooth,11,0,17,15,268,bounded_transverse_width,,base,0,0.05651100000000042,15,,0,0,,False,0,recent,,0,,0,8,777,0,0,0,0,1,41,0,4,2,249,history_recent8_width015,[],22167.15851238728,0,0.0,False,0,398.89544659999996,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,1.0,19,2,2,1,19,15,ordinary,22,full_coverage_and_all_discovered_cleared,224,5983.431699,40.0,constant,0.05657545797294006
6,2,True,0,6,4,6,0,clustered__smooth__69,clustered__smooth,11,0,17,15,268,bounded_transverse_width,,base,0,0.06257800000000202,15,,0,0,,False,0,ends,,0,,0,16,1566,0,0,0,0,1,41,0,4,2,249,history_ends16_width015,[],22167.15851238728,0,0.0,False,0,398.89544659999996,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,1.0,19,2,2,1,19,15,ordinary,22,full_coverage_and_all_discovered_cleared,224,5983.431699,40.0,constant,0.06265329197049141
11,0,True,0,11,2,4,0,clustered__smooth__69,clustered__smooth,13,26,17,15,228,bounded_transverse_width,,arc,48,0.072415000000003,15,cached_distance_prefix_sum,0,0,,False,0,ends,,0,,0,8,252,3,2,0,26,8,0,0,2,2,209,history_arc8_width015,[],20687.364685031487,0,0.0,False,0,363.29819566666663,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,0.5,33,0,1,9,26,15,ordinary,22,full_coverage_and_all_discovered_cleared,186,5449.472935,40.0,constant,0.07242758403299376
5,0,True,0,5,7,7,0,clustered__smooth__69,clustered__smooth,8,3,15,15,228,bounded_transverse_width,,locked,42,0.05450700000000097,15,cached_distance_prefix_sum,0,0,,True,0,ends,,0,,0,8,817,0,0,0,3,3,0,0,3,3,211,history_locked8_width015,[],20596.46827961108,0,0.0,False,0,362.4862434,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,1.0,34,5,15,3,20,15,ordinary,22,full_coverage_and_all_discovered_cleared,188,5437.293651,40.0,constant,0.05455383303342387
6,2,True,0,6,4,6,0,clustered__smooth__69,clustered__smooth,11,0,17,15,268,bounded_transverse_width,,base,0,0.052168999999999244,15,,0,0,,False,0,first,721,0,51,0,8,777,0,0,0,0,1,41,0,4,2,249,batch_history_first8_width015,[],22167.15851238728,0,0.0,False,0,398.89544659999996,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,1.0,19,2,2,1,19,15,ordinary,22,full_coverage_and_all_discovered_cleared,224,5983.431699,40.0,constant,0.05219354102155194
6,2,True,0,6,4,6,0,clustered__smooth__69,clustered__smooth,11,0,17,15,268,bounded_transverse_width,,base,0,0.054247000000000156,15,,0,0,,False,0,recent,721,0,51,0,8,777,0,0,0,0,1,41,0,4,2,249,batch_history_recent8_width015,[],22167.15851238728,0,0.0,False,0,398.89544659999996,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,1.0,19,2,2,1,19,15,ordinary,22,full_coverage_and_all_discovered_cleared,224,5983.431699,40.0,constant,0.0542978749726899
6,2,True,0,6,4,6,0,clustered__smooth__69,clustered__smooth,11,0,17,15,268,bounded_transverse_width,,base,0,0.05723400000000112,15,,0,0,,False,0,ends,1508,0,41,0,16,1566,0,0,0,0,1,41,0,4,2,249,batch_history_ends16_width015,[],22167.15851238728,0,0.0,False,0,398.89544659999996,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,1.0,19,2,2,1,19,15,ordinary,22,full_coverage_and_all_discovered_cleared,224,5983.431699,40.0,constant,0.057267165975645185
11,0,True,0,11,2,4,0,clustered__smooth__69,clustered__smooth,13,26,17,15,228,bounded_transverse_width,,arc,48,0.0718369999999986,15,cached_distance_prefix_sum,0,0,,False,0,ends,239,0,19,0,8,252,3,2,0,26,8,0,0,2,2,209,batch_history_arc8_width015,[],20687.364685031487,0,0.0,False,0,363.29819566666663,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,0.5,33,0,1,9,26,15,ordinary,22,full_coverage_and_all_discovered_cleared,186,5449.472935,40.0,constant,0.07185499998740852
5,0,True,0,5,7,7,0,clustered__smooth__69,clustered__smooth,8,3,15,15,228,bounded_transverse_width,,locked,42,0.05139100000000241,15,cached_distance_prefix_sum,0,0,,True,0,ends,804,0,13,0,8,817,0,0,0,3,3,0,0,3,3,211,batch_history_locked8_width015,[],20596.46827961108,0,0.0,False,0,362.4862434,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,1.0,34,5,15,3,20,15,ordinary,22,full_coverage_and_all_discovered_cleared,188,5437.293651,40.0,constant,0.05143945798045024
13,2,True,0,13,3,5,0,clustered__smooth__70,clustered__smooth,7,9,12,10,322,bounded_transverse_width,,base,0,0.04128200000000248,10,,0,0,,False,0,first,,0,,0,8,403,1,1,0,9,1,43,0,4,3,308,history_first8_width015,[],21257.497989090847,0,0.0,False,0,612.9499597,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,1.0,19,1,1,1,21,10,ordinary,22,full_coverage_and_all_discovered_cleared,282,6129.499597,40.0,constant,0.041339916992001235
13,2,True,0,13,3,5,0,clustered__smooth__70,clustered__smooth,7,9,12,10,322,bounded_transverse_width,,base,0,0.043549999999999756,10,,0,0,,False,0,recent,,0,,0,8,403,2,2,0,9,1,43,0,4,3,308,history_recent8_width015,[],21257.497989090847,0,0.0,False,0,612.9499597,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,1.0,19,1,1,1,21,10,ordinary,22,full_coverage_and_all_discovered_cleared,282,6129.499597,40.0,constant,0.0435528329689987
13,2,True,0,13,3,5,0,clustered__smooth__70,clustered__smooth,7,9,12,10,322,bounded_transverse_width,,base,0,0.05165799999999976,10,,0,0,,False,0,ends,,0,,0,16,1298,4,4,0,9,1,43,0,4,3,308,history_ends16_width015,[],21248.803410159733,0,0.0,False,0,612.776068,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,1.0,19,1,1,1,21,10,ordinary,22,full_coverage_and_all_discovered_cleared,282,6127.76068,40.0,constant,0.051709708000998944
13,2,True,0,13,3,5,0,clustered__smooth__70,clustered__smooth,7,9,12,10,320,bounded_transverse_width,,arc,43,0.04863100000000031,10,cached_distance_prefix_sum,0,0,,False,0,ends,,0,,0,8,667,2,2,0,9,0,0,0,4,3,306,history_arc8_width015,[],21456.789433209775,0,0.0,False,0,615.7357886,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,0.5,19,1,2,0,21,10,ordinary,22,full_coverage_and_all_discovered_cleared,280,6157.357886,40.0,constant,0.048712374991737306
10,2,True,0,10,2,2,0,clustered__smooth__70,clustered__smooth,8,22,10,10,319,bounded_transverse_width,,locked,40,0.0466559999999987,10,cached_distance_prefix_sum,0,0,,True,0,ends,,0,,0,8,843,2,2,0,22,2,0,0,4,2,307,history_locked8_width015,[],20314.847830831284,0,0.0,False,0,593.0969565,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,1.0,12,23,2,2,18,10,ordinary,22,full_coverage_and_all_discovered_cleared,283,5930.969565,40.0,constant,0.04670470900600776
13,2,True,0,13,3,5,0,clustered__smooth__70,clustered__smooth,7,9,12,10,322,bounded_transverse_width,,base,0,0.04008099999999715,10,,0,0,,False,0,first,400,0,19,0,8,403,1,1,0,9,1,43,0,4,3,308,batch_history_first8_width015,[],21257.497989090847,0,0.0,False,0,612.9499597,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,1.0,19,1,1,1,21,10,ordinary,22,full_coverage_and_all_discovered_cleared,282,6129.499597,40.0,constant,0.040107041015289724
13,2,True,0,13,3,5,0,clustered__smooth__70,clustered__smooth,7,9,12,10,322,bounded_transverse_width,,base,0,0.04206800000000044,10,,0,0,,False,0,recent,403,0,23,0,8,403,2,2,0,9,1,43,0,4,3,308,batch_history_recent8_width015,[],21257.497989090847,0,0.0,False,0,612.9499597,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,1.0,19,1,1,1,21,10,ordinary,22,full_coverage_and_all_discovered_cleared,282,6129.499597,40.0,constant,0.0421353749698028
13,2,True,0,13,3,5,0,clustered__smooth__70,clustered__smooth,7,9,12,10,322,bounded_transverse_width,,base,0,0.04682199999999881,10,,0,0,,False,0,ends,1532,0,27,0,16,1298,4,4,0,9,1,43,0,4,3,308,batch_history_ends16_width015,[],21248.803410159733,0,0.0,False,0,612.776068,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,1.0,19,1,1,1,21,10,ordinary,22,full_coverage_and_all_discovered_cleared,282,6127.76068,40.0,constant,0.04686241695890203
13,2,True,0,13,3,5,0,clustered__smooth__70,clustered__smooth,7,9,12,10,320,bounded_transverse_width,,arc,43,0.04617899999999864,10,cached_distance_prefix_sum,0,0,,False,0,ends,662,0,27,0,8,667,2,2,0,9,0,0,0,4,3,306,batch_history_arc8_width015,[],21456.789433209775,0,0.0,False,0,615.7357886,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,0.5,19,1,2,0,21,10,ordinary,22,full_coverage_and_all_discovered_cleared,280,6157.357886,40.0,constant,0.046273083018604666
