active_measurements,active_no_signal,all_cleared,bracket_cut_inconsistencies,bracket_measurements,bracket_optical_success,bracket_optical_trials,bracket_pair_cuts,case_id,category,certified_clears,clear_calls,cleared,commands,cpu_s,discovered_channels,early_optical_success,early_optical_trials,failure,inconsistent_updates,initialization_s,joint_route_solves,known_upper_bound_skips,measurements,method,missed_channels,move_m,optical_fallback_calls,optical_local_move_saved_m,optical_max_cover_radius,optical_position_adjustments,outer_priority_used,per_source_s,policy_cleared_channels,problem,seed,shared_known_measurements,shared_negative_cooldown_skips,skipped_precise_measurements,sources,split,stations_visited,stop_reason,switches,total_virtual_s,wall_s
27,1,True,0,27,7,7,0,uniform__adversarial-positive__88,uniform__adversarial-positive,6,13,13,336,0.045850999999998976,13,0,0,,0,0.0001396660227328539,35,0,321,quarter22,[],21521.644943295847,0,,0.0,,False,482.0253066923077,"[1, 2, 3, 4, 6, 7, 8, 11, 13, 14, 17, 18, 19]",4,88,15,6,17,13,ordinary,22,full_coverage_and_all_discovered_cleared,292,6266.328987,0.045898874988779426
38,4,True,0,38,5,7,1,uniform__adversarial-positive__88,uniform__adversarial-positive,8,15,13,354,0.048196000000004346,13,0,0,,0,0.00014166696928441525,35,0,337,quarter_prediction22,[],23971.392205402346,0,,0.0,,False,527.021418076923,"[1, 2, 3, 4, 6, 7, 8, 11, 13, 14, 17, 18, 19]",4,88,14,4,22,13,ordinary,22,full_coverage_and_all_discovered_cleared,301,6851.278435,0.048246667021885514
27,1,True,0,27,7,7,0,uniform__adversarial-positive__88,uniform__adversarial-positive,6,13,13,336,0.04682499999999834,13,0,0,,0,0.00013391702668741345,35,0,321,clearance_quarter22,[],21513.18194955702,0,27.857262833195847,0.0,6,False,481.8951069230769,"[1, 2, 3, 4, 6, 7, 8, 11, 13, 14, 17, 18, 19]",4,88,15,6,17,13,ordinary,22,full_coverage_and_all_discovered_cleared,292,6264.63639,0.04691020800964907
45,6,True,0,45,2,3,2,uniform__adversarial-positive__88,uniform__adversarial-positive,10,14,13,358,0.05525300000000044,13,0,0,,0,0.00014112499775364995,35,0,342,clearance_f015_22,[],21838.53447067594,0,48.69546153025664,0.0,9,False,495.7466839230769,"[1, 2, 3, 4, 6, 7, 8, 11, 13, 14, 17, 18, 19]",4,88,18,12,17,13,ordinary,22,full_coverage_and_all_discovered_cleared,299,6444.706891,0.05548441701103002
25,5,True,0,25,5,6,2,uniform__adversarial-positive__88,uniform__adversarial-positive,8,14,13,332,0.04166500000000184,13,0,0,,0,0.00014058395754545927,35,0,316,clearance_f03_22,[],21754.81442292983,0,38.47614898026042,0.0,8,False,483.38176015384613,"[1, 2, 3, 4, 6, 7, 8, 11, 13, 14, 17, 18, 19]",4,88,12,5,17,13,ordinary,22,full_coverage_and_all_discovered_cleared,285,6283.962882,0.04170300002442673
0,0,True,,,,,,uniform__adversarial-positive__89,uniform__adversarial-positive,10,10,10,677,0.033774999999998556,10,,,,0,0.00012087501818314195,,,665,square45_conservative,[],39810.19250269117,0,,0.0,,,1195.7038501000002,"[3, 4, 5, 6, 7, 9, 12, 14, 16, 20]",4,89,,,,10,ordinary,45,full_coverage_and_all_discovered_cleared,620,11957.038501,0.03382524999324232
22,10,True,0,22,3,3,5,uniform__adversarial-positive__89,uniform__adversarial-positive,7,10,10,390,0.031618999999999176,10,0,0,,0,0.00016454095020890236,32,0,378,fast22,[],22831.671942811754,0,,0.0,,,685.1334385,"[3, 4, 5, 6, 7, 9, 12, 14, 16, 20]",4,89,11,,2,10,ordinary,22,full_coverage_and_all_discovered_cleared,345,6851.334385,0.031642874993849546
29,4,True,0,29,4,4,2,uniform__adversarial-positive__89,uniform__adversarial-positive,6,10,10,398,0.038851999999998554,10,0,0,,0,0.0001747499918565154,32,0,386,quarter22,[],22728.25973945845,0,,0.0,,False,687.5651946,"[3, 4, 5, 6, 7, 9, 12, 14, 16, 20]",4,89,12,14,2,10,ordinary,22,full_coverage_and_all_discovered_cleared,350,6875.651946,0.03885358403204009
34,0,True,0,34,6,6,0,uniform__adversarial-positive__89,uniform__adversarial-positive,4,10,10,369,0.04415499999999639,10,0,0,,0,0.00014741701306775212,32,0,357,quarter_prediction22,[],20420.043779271236,0,,0.0,,False,623.6008752,"[3, 4, 5, 6, 7, 9, 12, 14, 16, 20]",4,89,8,3,0,10,ordinary,22,full_coverage_and_all_discovered_cleared,317,6236.008752,0.04417970799840987
29,4,True,0,29,4,4,2,uniform__adversarial-positive__89,uniform__adversarial-positive,6,10,10,397,0.039832000000004086,10,0,0,,0,0.0001415829756297171,32,0,385,clearance_quarter22,[],22702.990746098523,0,44.8987122018747,0.0,6,False,686.5598148,"[3, 4, 5, 6, 7, 9, 12, 14, 16, 20]",4,89,11,14,2,10,ordinary,22,full_coverage_and_all_discovered_cleared,350,6865.598148,0.039861250028479844
40,4,True,0,40,4,4,2,uniform__adversarial-positive__89,uniform__adversarial-positive,4,14,10,414,0.046323000000001,10,0,0,,0,0.00014441600069403648,32,0,398,clearance_f015_22,[],22888.405594273583,4,30.555948197964284,14.677560476387233,4,False,698.5681112999999,"[3, 4, 5, 6, 7, 9, 12, 14, 16, 20]",4,89,13,16,2,10,ordinary,22,full_coverage_and_all_discovered_cleared,356,6985.681113,0.046367666975129396
29,10,True,0,29,5,5,5,uniform__adversarial-positive__89,uniform__adversarial-positive,5,10,10,398,0.035797999999999774,10,0,0,,0,0.000149125000461936,32,0,386,clearance_f03_22,[],23073.664159381853,0,39.84470794633289,0.0,5,False,694.873283,"[3, 4, 5, 6, 7, 9, 12, 14, 16, 20]",4,89,12,15,2,10,ordinary,22,full_coverage_and_all_discovered_cleared,354,6948.73283,0.0358205420197919
0,0,True,,,,,,uniform__adversarial-positive__90,uniform__adversarial-positive,11,11,11,629,0.03624899999999798,11,,,,0,0.00013854203280061483,,,616,square45_conservative,[],37974.58660715627,0,,0.0,,,1027.3561201818181,"[3, 5, 8, 10, 12, 13, 14, 15, 16, 17, 18]",4,90,,,,11,ordinary,45,full_coverage_and_all_discovered_cleared,571,11300.917322,0.03627416701056063
44,27,True,0,44,4,6,13,uniform__adversarial-positive__90,uniform__adversarial-positive,7,13,11,392,0.033112000000002695,11,0,0,,0,0.00014950003242120147,33,0,377,fast22,[],26442.713841107543,0,,0.0,,,687.8675240909091,"[3, 5, 8, 10, 12, 13, 14, 15, 16, 17, 18]",4,90,22,,2,11,ordinary,22,full_coverage_and_all_discovered_cleared,332,7566.542765,0.033118874998763204
43,10,True,0,43,5,7,4,uniform__adversarial-positive__90,uniform__adversarial-positive,6,13,11,376,0.040691000000002475,11,0,0,,0,0.00014291703701019287,33,0,361,quarter22,[],24802.094568508004,0,,0.0,,False,649.3108096363636,"[3, 5, 8, 10, 12, 13, 14, 15, 16, 17, 18]",4,90,7,3,2,11,ordinary,22,full_coverage_and_all_discovered_cleared,316,7142.418906,0.040701416961383075
37,5,True,0,37,6,8,2,uniform__adversarial-positive__90,uniform__adversarial-positive,5,13,11,341,0.04474299999999687,11,0,0,,0,0.00014808302512392402,33,0,326,quarter_prediction22,[],23610.07130314669,0,,0.0,,False,609.3649325454545,"[3, 5, 8, 10, 12, 13, 14, 15, 16, 17, 18]",4,90,8,1,2,11,ordinary,22,full_coverage_and_all_discovered_cleared,290,6703.014258,0.04483587498543784
45,10,True,0,45,4,7,4,uniform__adversarial-positive__90,uniform__adversarial-positive,7,14,11,379,0.0438350000000014,11,0,0,,0,0.0001449589617550373,33,0,363,clearance_quarter22,[],24807.40845727138,0,57.332797583990775,0.0,7,False,650.5892438181818,"[3, 5, 8, 10, 12, 13, 14, 15, 16, 17, 18]",4,90,7,3,2,11,ordinary,22,full_coverage_and_all_discovered_cleared,316,7156.481682,0.043910207983572036
66,8,True,0,66,5,7,4,uniform__adversarial-positive__90,uniform__adversarial-positive,4,13,11,402,0.0581239999999994,11,0,0,,0,0.00015916599659249187,33,0,387,clearance_f015_22,[],25131.203522022814,0,26.334493514320915,0.0,3,False,667.6582453636364,"[3, 5, 8, 10, 12, 13, 14, 15, 16, 17, 18]",4,90,10,11,2,11,ordinary,22,full_coverage_and_all_discovered_cleared,322,7344.240699,0.05815062497276813
43,14,True,0,43,4,7,7,uniform__adversarial-positive__90,uniform__adversarial-positive,7,14,11,378,0.03972199999999759,11,0,0,,0,0.00016487494576722383,33,0,362,clearance_f03_22,[],25185.199893752528,0,45.20804832551504,0.0,6,False,657.1854521818182,"[3, 5, 8, 10, 12, 13, 14, 15, 16, 17, 18]",4,90,8,7,2,11,ordinary,22,full_coverage_and_all_discovered_cleared,318,7229.039974,0.03973233402939513
0,0,True,,,,,,uniform__adversarial-positive__91,uniform__adversarial-positive,10,10,10,657,0.04027899999999818,10,,,,0,0.00014295801520347595,,,645,square45_conservative,[],41196.00203113049,0,,0.0,,,1211.7200407,"[6, 8, 12, 13, 14, 15, 16, 17, 19, 20]",4,91,,,,10,ordinary,45,full_coverage_and_all_discovered_cleared,603,12117.200407,0.0403814580058679
12,6,True,0,12,3,4,3,uniform__adversarial-positive__91,uniform__adversarial-positive,7,11,10,378,0.034376999999999214,10,0,0,,0,0.00017916702199727297,32,0,365,fast22,[],20923.744951307362,0,,0.0,,,639.9748986,"[6, 8, 12, 13, 14, 15, 16, 17, 19, 20]",4,91,11,,29,10,ordinary,22,full_coverage_and_all_discovered_cleared,337,6399.748986,0.0344001249759458
12,1,True,0,12,1,2,0,uniform__adversarial-positive__91,uniform__adversarial-positive,9,11,10,378,0.036305999999996175,10,0,0,,0,0.00013241602573543787,32,0,365,quarter22,[],20802.421124137938,0,,0.0,,False,637.9484222,"[6, 8, 12, 13, 14, 15, 16, 17, 19, 20]",4,91,11,3,29,10,ordinary,22,full_coverage_and_all_discovered_cleared,341,6379.484222,0.036321874998975545
28,0,True,0,28,3,4,0,uniform__adversarial-positive__91,uniform__adversarial-positive,7,11,10,342,0.03949000000000069,10,0,0,,0,0.0001384170027449727,32,0,329,quarter_prediction22,[],22996.96621995535,0,,0.0,,False,658.9393241,"[6, 8, 12, 13, 14, 15, 16, 17, 19, 20]",4,91,5,0,40,10,ordinary,22,full_coverage_and_all_discovered_cleared,292,6589.393241,0.03953941602958366
11,0,True,0,11,1,2,0,uniform__adversarial-positive__91,uniform__adversarial-positive,9,11,10,377,0.03700800000000015,10,0,0,,0,0.0001407500240020454,32,0,364,clearance_quarter22,[],20766.226109999137,0,41.66773174308649,0.0,8,False,636.7245219,"[6, 8, 12, 13, 14, 15, 16, 17, 19, 20]",4,91,11,3,29,10,ordinary,22,full_coverage_and_all_discovered_cleared,341,6367.245219,0.03710141603369266
22,5,True,0,22,1,3,2,uniform__adversarial-positive__91,uniform__adversarial-positive,8,20,10,398,0.0420960000000008,10,0,0,,0,0.00013416697038337588,32,0,376,clearance_f015_22,[],21445.983974351406,8,35.98948672812604,12.992139609305926,8,False,659.2196787,"[6, 8, 12, 13, 14, 15, 16, 17, 19, 20]",4,91,12,6,29,10,ordinary,22,full_coverage_and_all_discovered_cleared,343,6592.196787,0.042130042042117566
11,2,True,0,11,2,3,1,uniform__adversarial-positive__91,uniform__adversarial-positive,8,11,10,377,0.036800999999996975,10,0,0,,0,0.00015433301450684667,32,0,364,clearance_f03_22,[],20741.42483532106,0,41.851588615979814,0.0,8,False,636.0284964,"[6, 8, 12, 13, 14, 15, 16, 17, 19, 20]",4,91,11,2,29,10,ordinary,22,full_coverage_and_all_discovered_cleared,339,6360.284964,0.03684508299920708
0,0,True,,,,,,uniform__adversarial-positive__92,uniform__adversarial-positive,13,13,13,618,0.03699399999999997,13,,,,0,0.00013070798013359308,,,603,square45_conservative,[],41631.125282117115,0,,0.0,,,920.3250043846153,"[1, 2, 3, 4, 6, 8, 9, 10, 15, 17, 18, 19, 20]",4,92,,,,13,ordinary,45,full_coverage_and_all_discovered_cleared,558,11964.225057,0.03703445795690641
19,9,True,0,19,5,6,4,uniform__adversarial-positive__92,uniform__adversarial-positive,8,14,13,355,0.03644700000000256,13,0,0,,0,0.00024416600354015827,35,0,339,fast22,[],22806.057640139406,0,,0.0,,,510.4778096153846,"[1, 2, 3, 4, 6, 8, 9, 10, 15, 17, 18, 19, 20]",4,92,21,,0,13,ordinary,22,full_coverage_and_all_discovered_cleared,312,6636.211525,0.036471957981120795
23,2,True,0,23,5,7,0,uniform__adversarial-positive__92,uniform__adversarial-positive,8,15,13,355,0.041859999999999786,13,0,0,,0,0.00014212500536814332,35,0,338,quarter22,[],21797.03884243722,0,,0.0,,False,494.8005972307692,"[1, 2, 3, 4, 6, 8, 9, 10, 15, 17, 18, 19, 20]",4,92,16,6,0,13,ordinary,22,full_coverage_and_all_discovered_cleared,312,6432.407764,0.041917082970030606
43,7,True,0,43,5,10,3,uniform__adversarial-positive__92,uniform__adversarial-positive,8,18,13,381,0.05535900000000282,13,0,0,,0,0.00014058401575312018,35,0,361,quarter_prediction22,[],23005.972852296916,0,,0.0,,False,524.0149671538461,"[1, 2, 3, 4, 6, 8, 9, 10, 15, 17, 18, 19, 20]",4,92,23,17,0,13,ordinary,22,full_coverage_and_all_discovered_cleared,326,6812.194573,0.05538941704435274
21,1,True,0,21,6,8,0,uniform__adversarial-positive__92,uniform__adversarial-positive,7,15,13,353,0.04213000000000022,13,0,0,,0,0.00014162500156089664,35,0,336,clearance_quarter22,[],21740.168587903427,0,41.24978942683563,0.0,7,False,492.92567015384617,"[1, 2, 3, 4, 6, 8, 9, 10, 15, 17, 18, 19, 20]",4,92,16,4,0,13,ordinary,22,full_coverage_and_all_discovered_cleared,309,6408.033712,0.04219816601835191
29,1,True,0,29,5,7,0,uniform__adversarial-positive__92,uniform__adversarial-positive,7,17,13,363,0.04695699999999903,13,0,0,,0,0.00013720797142013907,35,0,344,clearance_f015_22,[],22019.91421427241,2,44.925467422144095,13.736733983706813,7,False,500.8448337692308,"[1, 2, 3, 4, 6, 8, 9, 10, 15, 17, 18, 19, 20]",4,92,16,5,0,13,ordinary,22,full_coverage_and_all_discovered_cleared,310,6510.982839,0.04696762503590435
18,1,True,0,18,5,7,0,uniform__adversarial-positive__92,uniform__adversarial-positive,8,15,13,349,0.0400369999999981,13,0,0,,0,0.00014891702448949218,35,0,332,clearance_f03_22,[],21740.275996229342,0,39.247854038494395,0.0,8,False,491.2350153076923,"[1, 2, 3, 4, 6, 8, 9, 10, 15, 17, 18, 19, 20]",4,92,15,5,0,13,ordinary,22,full_coverage_and_all_discovered_cleared,307,6386.055199,0.04006895801285282
0,0,True,,,,,,uniform__adversarial-positive__93,uniform__adversarial-positive,16,16,16,541,0.04551299999999969,16,,,,0,0.00013379199663177133,,,523,square45_conservative,[],41781.47659186265,0,,0.0,,,720.705957375,"[1, 2, 3, 4, 5, 6, 7, 10, 11, 12, 13, 14, 15, 16, 19, 20]",4,93,,,,16,ordinary,45,full_coverage_and_all_discovered_cleared,480,11531.295318,0.04555812501348555
32,20,True,0,32,5,9,10,uniform__adversarial-positive__93,uniform__adversarial-positive,11,20,16,211,0.03959400000000102,16,0,0,,0,0.00014099996769800782,25,13,189,fast22,[],19492.264603327603,0,,0.0,,,318.5283075625,"[1, 2, 3, 4, 5, 6, 7, 10, 11, 12, 13, 14, 15, 16, 19, 20]",4,93,21,,8,16,ordinary,9,public_upper_bound_16,161,5096.452921,0.03961999999592081
35,10,True,0,35,5,9,5,uniform__adversarial-positive__93,uniform__adversarial-positive,11,20,16,216,0.046230000000001326,16,0,0,,0,9.674998000264168e-05,25,13,194,quarter22,[],18730.831556498513,0,,0.0,,False,310.822894375,"[1, 2, 3, 4, 5, 6, 7, 10, 11, 12, 13, 14, 15, 16, 19, 20]",4,93,23,34,8,16,ordinary,9,public_upper_bound_16,165,4973.16631,0.046248957980424166
53,9,True,0,53,6,8,4,uniform__adversarial-positive__93,uniform__adversarial-positive,10,18,16,280,0.05578700000000225,16,0,0,,0,9.187497198581696e-05,28,10,260,quarter_prediction22,[],21824.972159428533,0,,0.0,,False,373.31215175,"[1, 2, 3, 4, 5, 6, 7, 10, 11, 12, 13, 14, 15, 16, 19, 20]",4,93,35,24,4,16,ordinary,12,public_upper_bound_16,222,5972.994428,0.05584704200737178
35,10,True,0,35,6,10,5,uniform__adversarial-positive__93,uniform__adversarial-positive,10,20,16,216,0.046836999999996465,16,0,0,,0,0.00012379197869449854,25,13,194,clearance_quarter22,[],18423.77836921415,0,42.648107927252966,0.0,10,False,306.922229625,"[1, 2, 3, 4, 5, 6, 7, 10, 11, 12, 13, 14, 15, 16, 19, 20]",4,93,24,35,4,16,ordinary,9,public_upper_bound_16,164,4910.755674,0.04686275002313778
42,10,True,0,42,6,8,5,uniform__adversarial-positive__93,uniform__adversarial-positive,10,18,16,223,0.05057099999999792,16,0,0,,0,0.0001004580408334732,25,13,203,clearance_f015_22,[],18220.4507459633,0,51.08387257937587,0.0,10,False,307.0681341875,"[1, 2, 3, 4, 5, 6, 7, 10, 11, 12, 13, 14, 15, 16, 19, 20]",4,93,26,32,4,16,ordinary,9,public_upper_bound_16,168,4913.090147,0.05066062498372048
29,13,True,0,29,6,8,6,uniform__adversarial-positive__93,uniform__adversarial-positive,10,18,16,207,0.040174000000000376,16,0,0,,0,0.00010304205352440476,25,13,187,clearance_f03_22,[],18533.983157594415,0,43.77552636656763,0.0,9,False,305.6122893125,"[1, 2, 3, 4, 5, 6, 7, 10, 11, 12, 13, 14, 15, 16, 19, 20]",4,93,23,35,4,16,ordinary,9,public_upper_bound_16,162,4889.796629,0.040218584006652236
0,0,True,,,,,,uniform__adversarial-positive__94,uniform__adversarial-positive,14,14,14,656,0.04370500000000277,14,,,,0,8.820800576359034e-05,,,640,square45_conservative,[],39988.758707533554,0,,0.0,,,847.3394101428572,"[1, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 16, 17, 20]",4,94,,,,14,ordinary,45,full_coverage_and_all_discovered_cleared,595,11862.751742,0.04375050001544878
27,13,True,0,27,4,8,6,uniform__adversarial-positive__94,uniform__adversarial-positive,10,18,14,387,0.0479920000000007,14,0,0,,0,0.00018033402739092708,36,0,367,fast22,[],27141.362784589983,0,,0.0,,,548.5194682142857,"[1, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 16, 17, 20]",4,94,37,,2,14,ordinary,22,full_coverage_and_all_discovered_cleared,334,7679.272555,0.04801320796832442
27,2,True,0,27,5,6,1,uniform__adversarial-positive__94,uniform__adversarial-positive,9,15,14,354,0.056013999999997566,14,0,0,,0,0.00014362501678988338,36,0,337,quarter22,[],23153.39609994709,0,,0.0,,False,478.19137278571424,"[1, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 16, 17, 20]",4,94,28,11,24,14,ordinary,22,full_coverage_and_all_discovered_cleared,306,6694.679219,0.056090082973241806
66,6,True,0,66,6,8,3,uniform__adversarial-positive__94,uniform__adversarial-positive,8,16,14,348,0.06232999999999578,14,0,0,,0,0.0001507920096628368,36,0,330,quarter_prediction22,[],27577.968114424657,0,,0.0,,False,536.6852585714286,"[1, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 16, 17, 20]",4,94,17,10,13,14,ordinary,22,full_coverage_and_all_discovered_cleared,272,7513.59362,0.06239595799706876
27,2,True,0,27,5,6,1,uniform__adversarial-positive__94,uniform__adversarial-positive,9,15,14,353,0.05582699999999363,14,0,0,,0,0.0001361659960821271,36,0,336,clearance_quarter22,[],23091.758051479872,0,71.88601337990755,0.0,9,False,476.9536864285714,"[1, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 16, 17, 20]",4,94,27,11,24,14,ordinary,22,full_coverage_and_all_discovered_cleared,306,6677.35161,0.05583670799387619
40,2,True,0,40,4,7,1,uniform__adversarial-positive__94,uniform__adversarial-positive,8,17,14,389,0.06299800000000033,14,0,0,,0,0.00014162500156089664,36,0,370,clearance_f015_22,[],25812.54328450121,0,53.50901749963573,0.0,7,False,530.3220465714286,"[1, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 16, 17, 20]",4,94,29,26,4,14,ordinary,22,full_coverage_and_all_discovered_cleared,333,7424.508652,0.06302979198517278
26,7,True,0,26,6,9,3,uniform__adversarial-positive__94,uniform__adversarial-positive,8,17,14,375,0.05211800000000011,14,0,0,,0,0.00016912497812882066,36,0,356,clearance_f03_22,[],26143.84323835385,0,60.89181783315311,0.0,8,False,529.6977603571429,"[1, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 16, 17, 20]",4,94,27,19,2,14,ordinary,22,full_coverage_and_all_discovered_cleared,328,7415.768645,0.05227483296766877
0,0,True,,,,,,uniform__adversarial-positive__95,uniform__adversarial-positive,16,16,16,580,0.043467999999997176,16,,,,0,0.0001329589867964387,,,562,square45_conservative,[],37590.11869529785,0,,0.0,,,683.188983625,"[1, 2, 3, 4, 5, 6, 9, 10, 12, 13, 15, 16, 17, 18, 19, 20]",4,95,,,,16,ordinary,40,public_upper_bound_16,523,10931.023738,0.043478542007505894
21,8,True,0,21,6,7,4,uniform__adversarial-positive__95,uniform__adversarial-positive,10,17,16,274,0.03922099999999773,16,0,0,,0,0.00015308399451896548,32,6,255,fast22,[],20377.890792173643,0,,0.0,,,353.9111345625,"[1, 2, 3, 4, 5, 6, 9, 10, 12, 13, 15, 16, 17, 18, 19, 20]",4,95,11,,28,16,ordinary,16,public_upper_bound_16,229,5662.578153,0.03923150000628084
29,10,True,0,29,4,6,5,uniform__adversarial-positive__95,uniform__adversarial-positive,12,18,16,310,0.05085199999999901,16,0,0,,0,0.00011683400953188539,36,2,290,quarter22,[],24487.11858529274,0,,0.0,,False,417.7764821875,"[1, 2, 3, 4, 5, 6, 9, 10, 12, 13, 15, 16, 17, 18, 19, 20]",4,95,11,8,38,16,ordinary,20,public_upper_bound_16,251,6684.423715,0.050913042039610445
46,9,True,0,46,7,10,4,uniform__adversarial-positive__95,uniform__adversarial-positive,9,19,16,317,0.05499499999999813,16,0,0,,0,0.00014083401765674353,33,5,296,quarter_prediction22,[],22162.2112694897,0,,0.0,,False,391.027641,"[1, 2, 3, 4, 5, 6, 9, 10, 12, 13, 15, 16, 17, 18, 19, 20]",4,95,27,20,4,16,ordinary,17,public_upper_bound_16,255,6256.442256,0.05513425002573058
29,10,True,0,29,4,6,5,uniform__adversarial-positive__95,uniform__adversarial-positive,12,18,16,310,0.04749100000000084,16,0,0,,0,0.00013591599417850375,36,2,290,clearance_quarter22,[],24409.92154958863,0,104.05954723430693,0.0,12,False,416.811519375,"[1, 2, 3, 4, 5, 6, 9, 10, 12, 13, 15, 16, 17, 18, 19, 20]",4,95,11,8,38,16,ordinary,20,public_upper_bound_16,251,6668.98431,0.04753362503834069
37,2,True,0,37,4,6,1,uniform__adversarial-positive__95,uniform__adversarial-positive,10,18,16,323,0.0563849999999988,16,0,0,,0,0.00012208404950797558,36,2,303,clearance_f015_22,[],23875.56887663222,0,94.89420606095828,0.0,10,False,414.69461075,"[1, 2, 3, 4, 5, 6, 9, 10, 12, 13, 15, 16, 17, 18, 19, 20]",4,95,16,22,38,16,ordinary,20,public_upper_bound_16,259,6635.113772,0.05643266602419317
23,4,True,0,23,6,7,2,uniform__adversarial-positive__95,uniform__adversarial-positive,10,17,16,303,0.045390000000004704,16,0,0,,0,0.0001432499848306179,36,2,284,clearance_f03_22,[],24299.34025278478,0,105.11931804965987,0.0,10,False,413.3667531875,"[1, 2, 3, 4, 5, 6, 9, 10, 12, 13, 15, 16, 17, 18, 19, 20]",4,95,11,9,38,16,ordinary,20,public_upper_bound_16,251,6613.868051,0.04545549995964393
0,0,True,,,,,,uniform__adversarial-positive__96,uniform__adversarial-positive,12,12,12,690,0.040158999999995615,12,,,,0,0.00011362496297806501,,,676,square45_conservative,[],42171.26573093853,0,,0.0,,,1042.1877621666665,"[1, 3, 4, 6, 7, 11, 12, 13, 14, 18, 19, 20]",4,96,,,,12,ordinary,45,full_coverage_and_all_discovered_cleared,632,12506.253146,0.040178375027608126
17,0,True,0,17,2,4,0,uniform__adversarial-positive__96,uniform__adversarial-positive,10,14,12,369,0.03010699999999389,12,0,0,,0,0.00022362498566508293,34,0,353,fast22,[],24042.91730174029,0,,0.0,,,580.8819548333333,"[1, 3, 4, 6, 7, 11, 12, 13, 14, 18, 19, 20]",4,96,6,,0,12,ordinary,22,full_coverage_and_all_discovered_cleared,331,6970.583458,0.030119291972368956
36,0,True,0,36,7,10,0,uniform__adversarial-positive__96,uniform__adversarial-positive,5,15,12,387,0.04169199999999762,12,0,0,,0,0.00013629102613776922,34,0,370,quarter22,[],24275.162415368814,0,,0.0,,False,592.08604,"[1, 3, 4, 6, 7, 11, 12, 13, 14, 18, 19, 20]",4,96,4,5,0,12,ordinary,22,full_coverage_and_all_discovered_cleared,331,7105.03248,0.04171779099851847
49,0,True,0,49,7,9,0,uniform__adversarial-positive__96,uniform__adversarial-positive,4,14,12,390,0.04768600000000589,12,0,0,,0,0.00014533300418406725,34,0,374,quarter_prediction22,[],25328.36824736872,0,,0.0,,False,610.6394704166667,"[1, 3, 4, 6, 7, 11, 12, 13, 14, 18, 19, 20]",4,96,7,5,1,12,ordinary,22,full_coverage_and_all_discovered_cleared,326,7327.673645,0.04771716700633988
36,0,True,0,36,7,10,0,uniform__adversarial-positive__96,uniform__adversarial-positive,5,15,12,387,0.04184000000000054,12,0,0,,0,0.0001467089750804007,34,0,370,clearance_quarter22,[],24231.67700953883,0,38.20511541997935,0.0,5,False,591.3612831666667,"[1, 3, 4, 6, 7, 11, 12, 13, 14, 18, 19, 20]",4,96,4,5,0,12,ordinary,22,full_coverage_and_all_discovered_cleared,331,7096.335398,0.04185291600879282
52,0,True,0,52,5,7,0,uniform__adversarial-positive__96,uniform__adversarial-positive,5,19,12,407,0.05109499999999656,12,0,0,,0,0.0001462080399505794,34,0,386,clearance_f015_22,[],24185.278388536826,5,34.66774091091074,13.063100787245597,4,False,598.087973,"[1, 3, 4, 6, 7, 11, 12, 13, 14, 18, 19, 20]",4,96,4,4,0,12,ordinary,22,full_coverage_and_all_discovered_cleared,329,7177.055676,0.05117533396696672
30,0,True,0,30,5,8,0,uniform__adversarial-positive__96,uniform__adversarial-positive,7,15,12,381,0.03790899999999908,12,0,0,,0,0.000155624991748482,34,0,364,clearance_f03_22,[],24168.53867175035,0,46.811923940281794,0.0,6,False,587.8089774166666,"[1, 3, 4, 6, 7, 11, 12, 13, 14, 18, 19, 20]",4,96,4,4,0,12,ordinary,22,full_coverage_and_all_discovered_cleared,331,7053.707729,0.0379985420149751
0,0,True,,,,,,uniform__adversarial-negative__87,uniform__adversarial-negative,11,11,11,644,0.03992799999999619,11,,,,0,0.00014595797983929515,,,631,square45_conservative,[],40901.29244210156,0,,0.0,,,1088.7507715454544,"[2, 4, 6, 7, 9, 11, 12, 13, 16, 17, 18]",4,87,,,,11,ordinary,45,full_coverage_and_all_discovered_cleared,586,11976.258487,0.03996658400865272
23,6,True,0,23,5,5,3,uniform__adversarial-negative__87,uniform__adversarial-negative,6,11,11,347,0.03573300000000046,11,0,0,,0,0.0001599160023033619,33,0,334,fast22,[],23524.17826209942,0,,0.0,,,612.4396043636364,"[2, 4, 6, 7, 9, 11, 12, 13, 16, 17, 18]",4,87,9,,7,11,ordinary,22,full_coverage_and_all_discovered_cleared,307,6736.835648,0.03573741595027968
24,4,True,0,24,5,5,2,uniform__adversarial-negative__87,uniform__adversarial-negative,6,11,11,346,0.047620000000001994,11,0,0,,0,0.000134292000439018,33,0,333,quarter22,[],20713.712720975007,0,,0.0,,False,560.522049,"[2, 4, 6, 7, 9, 11, 12, 13, 16, 17, 18]",4,87,21,2,6,11,ordinary,22,full_coverage_and_all_discovered_cleared,303,6165.742539,0.047701791976578534
