active_measurements,active_no_signal,all_cleared,bracket_cut_inconsistencies,bracket_measurements,bracket_optical_success,bracket_optical_trials,bracket_pair_cuts,case_id,category,certified_clears,clear_calls,cleared,commands,cpu_s,discovered_channels,early_optical_success,early_optical_trials,failure,inconsistent_updates,initialization_s,joint_route_solves,known_upper_bound_skips,measurements,method,missed_channels,move_m,optical_fallback_calls,optical_local_move_saved_m,optical_max_cover_radius,optical_position_adjustments,outer_priority_used,per_source_s,policy_cleared_channels,problem,seed,shared_known_measurements,shared_negative_cooldown_skips,skipped_precise_measurements,sources,split,stations_visited,stop_reason,switches,total_virtual_s,wall_s
27,0,True,,,,,,edge__adversarial-positive__92,edge__adversarial-positive,13,13,13,164,0.24247899999999944,13,,,,0,7.90000194683671e-05,,,149,peer_layout9_proxy,[],19982.311708157667,0,,0.0,,,379.95864161538464,"[1, 2, 3, 4, 6, 8, 9, 10, 15, 17, 18, 19, 20]",3,92,,,,13,ordinary,9,full_coverage_and_all_discovered_cleared,133,4939.462341,0.24262204195838422
9,0,True,0,0,0,0,0,edge__adversarial-positive__92,edge__adversarial-positive,8,16,13,152,0.026029999999998665,13,5,8,,0,6.762496195733547e-05,20,0,134,fast7,[],13484.01335559354,0,,0.0,,,274.1386669230769,"[1, 2, 3, 4, 6, 8, 9, 10, 15, 17, 18, 19, 20]",3,92,22,,0,13,ordinary,7,full_coverage_and_all_discovered_cleared,123,3563.80267,0.02603654097765684
9,0,True,0,0,0,0,0,edge__adversarial-positive__92,edge__adversarial-positive,8,16,13,152,0.02706799999999987,13,5,8,,0,6.770796608179808e-05,20,0,134,clearance7,[],13440.866555358332,0,59.12232001851391,0.0,8,,273.4748699230769,"[1, 2, 3, 4, 6, 8, 9, 10, 15, 17, 18, 19, 20]",3,92,22,,0,13,ordinary,7,full_coverage_and_all_discovered_cleared,123,3555.173309,0.027077667007688433
14,0,True,0,0,0,0,0,edge__adversarial-positive__92,edge__adversarial-positive,6,18,13,166,0.02985800000000083,13,7,12,,0,7.633399218320847e-05,22,0,146,clearance9,[],13203.368047436863,0,44.375020845032296,0.0,6,,276.12873915384614,"[1, 2, 3, 4, 6, 8, 9, 10, 15, 17, 18, 19, 20]",3,92,15,,0,13,ordinary,9,full_coverage_and_all_discovered_cleared,139,3589.673609,0.02987433399539441
30,0,True,,,,,,edge__adversarial-positive__93,edge__adversarial-positive,16,16,16,128,0.25998899999999736,16,,,,0,7.174996426329017e-05,,,110,peer_layout9_proxy,[],19890.129740351513,0,,0.0,,,293.87662175,"[1, 2, 3, 4, 5, 6, 7, 10, 11, 12, 13, 14, 15, 16, 19, 20]",3,93,,,,16,ordinary,7,public_upper_bound_16,94,4702.025948,0.2601295000058599
11,0,True,0,0,0,0,0,edge__adversarial-positive__93,edge__adversarial-positive,6,21,16,153,0.0254369999999966,16,10,15,,0,5.745800444856286e-05,23,0,130,fast7,[],14537.065766820671,0,,0.0,,,236.0258220625,"[1, 2, 3, 4, 5, 6, 7, 10, 11, 12, 13, 14, 15, 16, 19, 20]",3,93,18,,0,16,ordinary,7,public_upper_bound_16,124,3776.413153,0.025456917006522417
11,0,True,0,0,0,0,0,edge__adversarial-positive__93,edge__adversarial-positive,6,21,16,153,0.02614200000000011,16,10,15,,0,6.724998820573092e-05,23,0,130,clearance7,[],14476.778042018848,0,55.633429116509184,0.0,6,,235.272225625,"[1, 2, 3, 4, 5, 6, 7, 10, 11, 12, 13, 14, 15, 16, 19, 20]",3,93,18,,0,16,ordinary,7,public_upper_bound_16,124,3764.35561,0.02614162495592609
16,0,True,0,0,0,0,0,edge__adversarial-positive__93,edge__adversarial-positive,10,23,16,170,0.031873999999998404,16,6,13,,0,7.06670107319951e-05,24,1,145,clearance9,[],14041.133791498569,0,73.77405458946782,0.0,10,,235.6391723125,"[1, 2, 3, 4, 5, 6, 7, 10, 11, 12, 13, 14, 15, 16, 19, 20]",3,93,14,,1,16,ordinary,8,public_upper_bound_16,136,3770.226757,0.0318918339908123
24,0,True,,,,,,edge__adversarial-positive__94,edge__adversarial-positive,14,14,14,160,0.2116289999999985,14,,,,0,7.341697346419096e-05,,,144,peer_layout9_proxy,[],21194.272683693194,0,,0.0,,,368.48960985714285,"[1, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 16, 17, 20]",3,94,,,,14,ordinary,9,full_coverage_and_all_discovered_cleared,130,5158.854538,0.21178795804735273
10,0,True,0,0,0,0,0,edge__adversarial-positive__94,edge__adversarial-positive,10,20,14,144,0.026688000000000045,14,4,10,,0,6.608304101973772e-05,21,0,122,fast7,[],13306.895965033911,0,,0.0,,,248.0270852857143,"[1, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 16, 17, 20]",3,94,20,,0,14,ordinary,7,full_coverage_and_all_discovered_cleared,113,3472.379194,0.026732166996225715
10,0,True,0,0,0,0,0,edge__adversarial-positive__94,edge__adversarial-positive,10,20,14,144,0.02804800000000185,14,4,10,,0,6.608298281207681e-05,21,0,122,clearance7,[],13264.688608511726,0,88.11918611685712,0.0,10,,247.42412285714286,"[1, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 16, 17, 20]",3,94,20,,0,14,ordinary,7,full_coverage_and_all_discovered_cleared,113,3463.93772,0.02806658303597942
12,0,True,0,0,0,0,0,edge__adversarial-positive__94,edge__adversarial-positive,9,17,14,166,0.027346000000001425,14,5,8,,0,6.462499732151628e-05,23,0,147,clearance9,[],13414.87282220189,0,70.13998745552104,0.0,9,,259.5696116428572,"[1, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 16, 17, 20]",3,94,15,,0,14,ordinary,9,full_coverage_and_all_discovered_cleared,137,3633.974563,0.02736187499249354
31,0,True,,,,,,edge__adversarial-positive__95,edge__adversarial-positive,16,16,16,151,0.2607040000000005,16,,,,0,7.337500574067235e-05,,,133,peer_layout9_proxy,[],21219.468472545934,0,,0.0,,,318.9933559375,"[1, 2, 3, 4, 5, 6, 9, 10, 12, 13, 15, 16, 17, 18, 19, 20]",3,95,,,,16,ordinary,9,full_coverage_and_all_discovered_cleared,115,5103.893695,0.26091462501790375
11,0,True,0,0,0,0,0,edge__adversarial-positive__95,edge__adversarial-positive,7,21,16,140,0.02748499999999865,16,9,14,,0,6.654200842604041e-05,22,1,117,fast7,[],13492.079873404793,0,,0.0,,,217.90099825,"[1, 2, 3, 4, 5, 6, 9, 10, 12, 13, 15, 16, 17, 18, 19, 20]",3,95,19,,0,16,ordinary,6,public_upper_bound_16,108,3486.415972,0.027485249971505255
11,0,True,0,0,0,0,0,edge__adversarial-positive__95,edge__adversarial-positive,7,21,16,140,0.02921800000000019,16,9,14,,0,0.00015999999595806003,22,1,117,clearance7,[],13460.527761147941,0,36.95843196320379,0.0,7,,217.506596875,"[1, 2, 3, 4, 5, 6, 9, 10, 12, 13, 15, 16, 17, 18, 19, 20]",3,95,19,,0,16,ordinary,6,public_upper_bound_16,108,3480.10555,0.029403833963442594
13,0,True,0,0,0,0,0,edge__adversarial-positive__95,edge__adversarial-positive,10,22,16,166,0.03362100000000012,16,6,12,,0,8.241599425673485e-05,24,1,142,clearance9,[],12585.417943112961,0,83.21175403256771,0.0,10,,216.255224125,"[1, 2, 3, 4, 5, 6, 9, 10, 12, 13, 15, 16, 17, 18, 19, 20]",3,95,15,,0,16,ordinary,8,public_upper_bound_16,135,3460.083586,0.03365895798197016
23,0,True,,,,,,edge__adversarial-positive__96,edge__adversarial-positive,12,12,12,159,0.20785500000000212,12,,,,0,7.941701915115118e-05,,,145,peer_layout9_proxy,[],17244.115832501506,0,,0.0,,,363.735264,"[1, 3, 4, 6, 7, 11, 12, 13, 14, 18, 19, 20]",3,96,,,,12,ordinary,9,full_coverage_and_all_discovered_cleared,131,4364.823168,0.20807487500132993
12,0,True,0,0,0,0,0,edge__adversarial-positive__96,edge__adversarial-positive,9,19,12,158,0.027536000000001337,12,3,10,,0,6.804201984778047e-05,19,0,137,fast7,[],13467.254707948085,0,,0.0,,,299.12091175,"[1, 3, 4, 6, 7, 11, 12, 13, 14, 18, 19, 20]",3,96,20,,0,12,ordinary,7,full_coverage_and_all_discovered_cleared,130,3589.450941,0.027592915983404964
13,0,True,0,0,0,0,0,edge__adversarial-positive__96,edge__adversarial-positive,9,20,12,159,0.0280719999999981,12,3,11,,0,7.262500002980232e-05,19,0,137,clearance7,[],13377.252171336839,0,66.03850262680933,0.0,9,,297.87086941666666,"[1, 3, 4, 6, 7, 11, 12, 13, 14, 18, 19, 20]",3,96,19,,0,12,ordinary,7,full_coverage_and_all_discovered_cleared,130,3574.450433,0.028090084029827267
10,0,True,0,0,0,0,0,edge__adversarial-positive__96,edge__adversarial-positive,4,14,12,159,0.024321999999997956,12,8,10,,0,6.525003118440509e-05,21,0,143,clearance9,[],12908.208872992143,0,31.04294845250686,0.0,4,,291.22014774999997,"[1, 3, 4, 6, 7, 11, 12, 13, 14, 18, 19, 20]",3,96,10,,0,12,ordinary,9,full_coverage_and_all_discovered_cleared,132,3494.641773,0.0243853330030106
22,0,True,,,,,,edge__adversarial-negative__87,edge__adversarial-negative,11,11,11,168,0.19743200000000272,11,,,,0,6.491702515631914e-05,,,155,peer_layout9_proxy,[],18370.895815406133,0,,0.0,,,422.19810563636366,"[2, 4, 6, 7, 9, 11, 12, 13, 16, 17, 18]",3,87,,,,11,ordinary,9,full_coverage_and_all_discovered_cleared,140,4644.179162,0.1975741669884883
8,0,True,0,0,0,0,0,edge__adversarial-negative__87,edge__adversarial-negative,4,14,11,142,0.0202990000000014,11,7,10,,0,7.879099575802684e-05,18,0,126,fast7,[],12159.195223518715,0,,0.0,,,294.8944588181818,"[2, 4, 6, 7, 9, 11, 12, 13, 16, 17, 18]",3,87,10,,0,11,ordinary,7,full_coverage_and_all_discovered_cleared,118,3243.839047,0.02030337497126311
8,0,True,0,0,0,0,0,edge__adversarial-negative__87,edge__adversarial-negative,4,14,11,142,0.020409000000000788,11,7,10,,0,6.579194450750947e-05,18,0,126,clearance7,[],12151.08523463865,0,34.644175049217324,0.0,4,,294.74700436363634,"[2, 4, 6, 7, 9, 11, 12, 13, 16, 17, 18]",3,87,10,,0,11,ordinary,7,full_coverage_and_all_discovered_cleared,118,3242.217048,0.020408958022017032
10,0,True,0,0,0,0,0,edge__adversarial-negative__87,edge__adversarial-negative,5,15,11,157,0.02248300000000114,11,6,10,,0,6.470899097621441e-05,20,0,140,clearance9,[],11763.814456029937,0,30.4286379725566,0.0,5,,295.6148080909091,"[2, 4, 6, 7, 9, 11, 12, 13, 16, 17, 18]",3,87,10,,0,11,ordinary,9,full_coverage_and_all_discovered_cleared,132,3251.762889,0.022494250035379082
24,0,True,,,,,,edge__adversarial-negative__88,edge__adversarial-negative,13,13,13,156,0.20367399999999947,13,,,,0,6.962503539398313e-05,,,141,peer_layout9_proxy,[],19249.25584883582,0,,0.0,,,365.2962437692307,"[1, 2, 3, 4, 6, 7, 8, 11, 13, 14, 17, 18, 19]",3,88,,,,13,ordinary,9,full_coverage_and_all_discovered_cleared,129,4748.851169,0.20380687504075468
11,0,True,0,0,0,0,0,edge__adversarial-negative__88,edge__adversarial-negative,6,17,13,147,0.02826299999999904,13,7,11,,0,6.95830094628036e-05,20,0,128,fast7,[],12810.692250340317,0,,0.0,,,261.39526523076927,"[1, 2, 3, 4, 6, 7, 8, 11, 13, 14, 17, 18, 19]",3,88,17,,0,13,ordinary,7,full_coverage_and_all_discovered_cleared,119,3398.138448,0.028318374999798834
11,0,True,0,0,0,0,0,edge__adversarial-negative__88,edge__adversarial-negative,6,17,13,147,0.028580000000001604,13,7,11,,0,6.487499922513962e-05,20,0,128,clearance7,[],12763.313711130584,0,49.51055879398259,0.0,6,,260.6663646153846,"[1, 2, 3, 4, 6, 7, 8, 11, 13, 14, 17, 18, 19]",3,88,17,,0,13,ordinary,7,full_coverage_and_all_discovered_cleared,119,3388.66274,0.028587249980773777
11,0,True,0,0,0,0,0,edge__adversarial-negative__88,edge__adversarial-negative,9,15,13,168,0.027478999999999587,13,4,6,,0,6.42910017631948e-05,22,0,151,clearance9,[],12556.550196698745,0,55.23174529172118,0.0,9,,267.7161570769231,"[1, 2, 3, 4, 6, 7, 8, 11, 13, 14, 17, 18, 19]",3,88,10,,0,13,ordinary,9,full_coverage_and_all_discovered_cleared,143,3480.310042,0.0274857499753125
16,0,True,,,,,,edge__adversarial-negative__89,edge__adversarial-negative,10,10,10,172,0.14516100000000165,10,,,,0,6.966700311750174e-05,,,160,peer_layout9_proxy,[],13281.547727135783,0,,0.0,,,365.8309546,"[3, 4, 5, 6, 7, 9, 12, 14, 16, 20]",3,89,,,,10,ordinary,9,full_coverage_and_all_discovered_cleared,152,3658.309546,0.14525295799830928
7,0,True,0,0,0,0,0,edge__adversarial-negative__89,edge__adversarial-negative,6,12,10,149,0.021150999999999698,10,4,6,,0,6.074999691918492e-05,17,0,135,fast7,[],11849.163680394846,0,,0.0,,,322.98327370000004,"[3, 4, 5, 6, 7, 9, 12, 14, 16, 20]",3,89,13,,0,10,ordinary,7,full_coverage_and_all_discovered_cleared,129,3229.832737,0.02115691697690636
9,0,True,0,0,0,0,0,edge__adversarial-negative__89,edge__adversarial-negative,7,13,10,152,0.023345999999996536,10,3,6,,0,6.654200842604041e-05,17,0,137,clearance7,[],11854.683547974655,0,58.00628591972237,0.0,7,,324.3936711,"[3, 4, 5, 6, 7, 9, 12, 14, 16, 20]",3,89,13,,0,10,ordinary,7,full_coverage_and_all_discovered_cleared,129,3243.936711,0.02339225000469014
8,0,True,0,0,0,0,0,edge__adversarial-negative__89,edge__adversarial-negative,5,11,10,170,0.019232999999999834,10,5,6,,0,6.908300565555692e-05,19,0,157,clearance9,[],12186.174345879026,0,27.835510243650774,0.0,5,,342.7234865,"[3, 4, 5, 6, 7, 9, 12, 14, 16, 20]",3,89,5,,0,10,ordinary,9,full_coverage_and_all_discovered_cleared,152,3427.234865,0.019245916977524757
21,0,True,,,,,,edge__adversarial-negative__90,edge__adversarial-negative,11,11,11,157,0.18652399999999858,11,,,,0,6.204104283824563e-05,,,144,peer_layout9_proxy,[],17873.090982160957,0,,0.0,,,407.3289270909091,"[3, 5, 8, 10, 12, 13, 14, 15, 16, 17, 18]",3,90,,,,11,ordinary,9,full_coverage_and_all_discovered_cleared,131,4480.618198,0.18663362500956282
12,0,True,0,0,0,0,0,edge__adversarial-negative__90,edge__adversarial-negative,9,17,11,149,0.023127999999999815,11,2,8,,0,6.595801096409559e-05,18,0,130,fast7,[],12822.132371928468,0,,0.0,,,309.766043,"[3, 5, 8, 10, 12, 13, 14, 15, 16, 17, 18]",3,90,17,,0,11,ordinary,7,full_coverage_and_all_discovered_cleared,120,3407.426473,0.023150875000283122
12,0,True,0,0,0,0,0,edge__adversarial-negative__90,edge__adversarial-negative,9,17,11,149,0.024076000000000874,11,2,8,,0,6.7666987888515e-05,18,0,130,clearance7,[],12738.365424038164,0,79.9908073406585,0.0,9,,308.2430077272727,"[3, 5, 8, 10, 12, 13, 14, 15, 16, 17, 18]",3,90,17,,0,11,ordinary,7,full_coverage_and_all_discovered_cleared,120,3390.673085,0.024076125002466142
8,0,True,0,0,0,0,0,edge__adversarial-negative__90,edge__adversarial-negative,4,13,11,157,0.02033800000000241,11,7,9,,0,7.091701263561845e-05,20,0,142,clearance9,[],12604.083048318505,0,23.09568378471225,0.0,4,,311.34696472727273,"[3, 5, 8, 10, 12, 13, 14, 15, 16, 17, 18]",3,90,10,,0,11,ordinary,9,full_coverage_and_all_discovered_cleared,133,3424.816612,0.02033862500684336
19,0,True,,,,,,edge__adversarial-negative__91,edge__adversarial-negative,10,10,10,173,0.17560999999999893,10,,,,0,6.64590043015778e-05,,,161,peer_layout9_proxy,[],16924.985264257313,0,,0.0,,,438.79970519999995,"[6, 8, 12, 13, 14, 15, 16, 17, 19, 20]",3,91,,,,10,ordinary,9,full_coverage_and_all_discovered_cleared,148,4387.997052,0.1757430830039084
9,0,True,0,0,0,0,0,edge__adversarial-negative__91,edge__adversarial-negative,5,13,10,157,0.02032599999999718,10,5,8,,0,8.041702676564455e-05,17,0,142,fast7,[],12219.590293312225,0,,0.0,,,334.4918057,"[6, 8, 12, 13, 14, 15, 16, 17, 19, 20]",3,91,13,,0,10,ordinary,7,full_coverage_and_all_discovered_cleared,132,3344.918057,0.02038487500976771
9,0,True,0,0,0,0,0,edge__adversarial-negative__91,edge__adversarial-negative,5,13,10,157,0.02086100000000002,10,5,8,,0,7.050001295283437e-05,17,0,142,clearance7,[],12176.965976147536,0,47.04540730447134,0.0,5,,333.6393193,"[6, 8, 12, 13, 14, 15, 16, 17, 19, 20]",3,91,13,,0,10,ordinary,7,full_coverage_and_all_discovered_cleared,132,3336.393193,0.02087233297061175
11,0,True,0,0,0,0,0,edge__adversarial-negative__91,edge__adversarial-negative,7,15,10,188,0.022320999999998037,10,3,8,,0,6.858300184831023e-05,19,0,171,clearance9,[],12374.427100065659,0,58.32666322289258,0.0,7,,355.28854179999996,"[6, 8, 12, 13, 14, 15, 16, 17, 19, 20]",3,91,12,,0,10,ordinary,9,full_coverage_and_all_discovered_cleared,158,3552.885418,0.022333208995405585
26,0,True,,,,,,edge__adversarial-negative__92,edge__adversarial-negative,13,13,13,163,0.22690899999999914,13,,,,0,7.762497989460826e-05,,,148,peer_layout9_proxy,[],20319.025761327124,0,,0.0,,,384.75424238461534,"[1, 2, 3, 4, 6, 8, 9, 10, 15, 17, 18, 19, 20]",3,92,,,,13,ordinary,9,full_coverage_and_all_discovered_cleared,133,5001.805151,0.22716170799685642
10,0,True,0,0,0,0,0,edge__adversarial-negative__92,edge__adversarial-negative,9,17,13,151,0.026500999999999664,13,4,8,,0,8.229201193898916e-05,20,0,132,fast7,[],13455.49704323946,0,,0.0,,,272.77687769230766,"[1, 2, 3, 4, 6, 8, 9, 10, 15, 17, 18, 19, 20]",3,92,19,,0,13,ordinary,7,full_coverage_and_all_discovered_cleared,118,3546.09941,0.026531832991167903
10,0,True,0,0,0,0,0,edge__adversarial-negative__92,edge__adversarial-negative,9,17,13,152,0.02722699999999989,13,4,8,,0,7.200002437457442e-05,20,0,133,clearance7,[],13370.46537126482,0,68.30052701055598,0.0,9,,272.00715946153844,"[1, 2, 3, 4, 6, 8, 9, 10, 15, 17, 18, 19, 20]",3,92,20,,0,13,ordinary,7,full_coverage_and_all_discovered_cleared,120,3536.093073,0.02723945799516514
14,0,True,0,0,0,0,0,edge__adversarial-negative__92,edge__adversarial-negative,7,19,13,166,0.02848900000000043,13,6,12,,0,6.708299042657018e-05,22,0,145,clearance9,[],13237.301094535222,0,53.29659631671676,0.0,7,,276.49694,"[1, 2, 3, 4, 6, 8, 9, 10, 15, 17, 18, 19, 20]",3,92,14,,0,13,ordinary,9,full_coverage_and_all_discovered_cleared,139,3594.46022,0.028498458967078477
29,0,True,,,,,,edge__adversarial-negative__93,edge__adversarial-negative,16,16,16,127,0.2523910000000029,16,,,,0,7.675000233575702e-05,,,109,peer_layout9_proxy,[],19770.36872155366,0,,0.0,,,292.0671090625,"[1, 2, 3, 4, 5, 6, 7, 10, 11, 12, 13, 14, 15, 16, 19, 20]",3,93,,,,16,ordinary,7,public_upper_bound_16,94,4673.073745,0.2526168340118602
9,0,True,0,0,0,0,0,edge__adversarial-negative__93,edge__adversarial-negative,4,18,16,140,0.02455500000000299,16,12,14,,0,6.941700121387839e-05,23,0,120,fast7,[],14257.929752229007,0,,0.0,,,228.2241218125,"[1, 2, 3, 4, 5, 6, 7, 10, 11, 12, 13, 14, 15, 16, 19, 20]",3,93,11,,0,16,ordinary,7,public_upper_bound_16,114,3651.585949,0.024632791988551617
9,0,True,0,0,0,0,0,edge__adversarial-negative__93,edge__adversarial-negative,4,18,16,140,0.024620999999999782,16,12,14,,0,7.037498289719224e-05,23,0,120,clearance7,[],14240.04605006771,0,29.8381196764915,0.0,4,,228.0005755,"[1, 2, 3, 4, 5, 6, 7, 10, 11, 12, 13, 14, 15, 16, 19, 20]",3,93,11,,0,16,ordinary,7,public_upper_bound_16,114,3648.009208,0.024644499993883073
15,0,True,0,0,0,0,0,edge__adversarial-negative__93,edge__adversarial-negative,9,21,16,171,0.030935000000003043,16,7,12,,0,6.333302007988095e-05,24,1,148,clearance9,[],14035.118215784343,0,83.7325143463478,0.0,9,,236.4389779375,"[1, 2, 3, 4, 5, 6, 7, 10, 11, 12, 13, 14, 15, 16, 19, 20]",3,93,17,,0,16,ordinary,8,public_upper_bound_16,141,3783.023647,0.030959916999563575
26,0,True,,,,,,edge__adversarial-negative__94,edge__adversarial-negative,14,14,14,162,0.2344029999999968,14,,,,0,7.47920130379498e-05,,,146,peer_layout9_proxy,[],21018.312989972863,0,,0.0,,,366.69018535714287,"[1, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 16, 17, 20]",3,94,,,,14,ordinary,9,full_coverage_and_all_discovered_cleared,130,5133.662595,0.23457779199816287
15,0,True,0,0,0,0,0,edge__adversarial-negative__94,edge__adversarial-negative,9,20,14,156,0.03101700000000207,14,5,11,,0,7.524999091401696e-05,21,0,134,fast7,[],15476.524084323126,0,,0.0,,,284.2360582142857,"[1, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 16, 17, 20]",3,94,15,,0,14,ordinary,7,full_coverage_and_all_discovered_cleared,126,3979.304815,0.031036458036396652
15,0,True,0,0,0,0,0,edge__adversarial-negative__94,edge__adversarial-negative,9,20,14,156,0.031936999999999216,14,5,11,,0,6.799999391660094e-05,21,0,134,clearance7,[],15382.5137040703,0,77.53953232897858,0.0,9,,282.893053,"[1, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 16, 17, 20]",3,94,15,,0,14,ordinary,7,full_coverage_and_all_discovered_cleared,126,3960.502742,0.03194974997313693
13,0,True,0,0,0,0,0,edge__adversarial-negative__94,edge__adversarial-negative,9,18,14,167,0.0276929999999993,14,5,9,,0,6.41250517219305e-05,23,0,147,clearance9,[],13424.496881571631,0,72.93573267692065,0.0,9,,260.20709821428574,"[1, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 16, 17, 20]",3,94,14,,0,14,ordinary,9,full_coverage_and_all_discovered_cleared,141,3642.899375,0.027692708012182266
31,0,True,,,,,,edge__adversarial-negative__95,edge__adversarial-negative,16,16,16,151,0.27257900000000035,16,,,,0,6.90409797243774e-05,,,133,peer_layout9_proxy,[],23501.4935376296,0,,0.0,,,347.45616925,"[1, 2, 3, 4, 5, 6, 9, 10, 12, 13, 15, 16, 17, 18, 19, 20]",3,95,,,,16,ordinary,9,full_coverage_and_all_discovered_cleared,114,5559.298708,0.2749656660016626
13,0,True,0,0,0,0,0,edge__adversarial-negative__95,edge__adversarial-negative,8,20,16,147,0.032765000000001265,16,8,12,,0,0.00012849998893216252,23,0,125,fast7,[],13807.883358504312,0,,0.0,,,224.973542,"[1, 2, 3, 4, 5, 6, 9, 10, 12, 13, 15, 16, 17, 18, 19, 20]",3,95,17,,0,16,ordinary,7,public_upper_bound_16,121,3599.576672,0.0328712499467656
13,0,True,0,0,0,0,0,edge__adversarial-negative__95,edge__adversarial-negative,8,20,16,147,0.033014999999998906,16,8,12,,0,7.245899178087711e-05,23,0,125,clearance7,[],13775.1166166968,0,60.44579045616227,0.0,8,,224.5639576875,"[1, 2, 3, 4, 5, 6, 9, 10, 12, 13, 15, 16, 17, 18, 19, 20]",3,95,17,,0,16,ordinary,7,public_upper_bound_16,121,3593.023323,0.03301629202906042
