best_m,bound_kind,certified_optimal,comparison_budget,comparisons,delta_scores,full_scores,generated_candidates,initial_2opt_m,local_polishes,lower_bound_m,method,point_set,polish_enabled,raw_proposal_best_m,seed,shared_setup_s,stations,wall_s
29699.999999999996,(n-1) times minimum interstation distance,True,100000,21055,20880,175,157,30424.73029949318,17,29699.99999999999,particle_swarm,q4_triangle,True,30424.73029949318,42,0.0063328330288641155,31,0.020825874991714954
29700.0,(n-1) times minimum interstation distance,True,100000,3524,3480,44,40,30424.73029949318,3,29699.99999999999,particle_swarm,q4_triangle,True,30424.73029949318,43,0.006215250003151596,31,0.0090230000205338
29700.0,(n-1) times minimum interstation distance,True,100000,3959,3915,44,40,30424.73029949318,3,29699.99999999999,particle_swarm,q4_triangle,True,30424.73029949318,44,0.006074999982956797,31,0.00895587500417605
29699.999999999996,(n-1) times minimum interstation distance,True,100000,5274,5220,54,49,30424.73029949318,4,29699.99999999999,particle_swarm,q4_triangle,True,30424.73029949318,45,0.006066165980882943,31,0.009606415987946093
29700.0,(n-1) times minimum interstation distance,True,100000,7902,7830,72,65,30424.73029949318,6,29699.99999999999,particle_swarm,q4_triangle,True,30424.73029949318,46,0.006162457983009517,31,0.01154749997658655
29699.999999999996,(n-1) times minimum interstation distance,True,100000,10944,10875,69,58,30424.73029949318,10,29699.99999999999,fireworks,q4_triangle,True,30424.73029949318,42,0.006315124977845699,31,0.01353408396244049
29700.0,(n-1) times minimum interstation distance,True,100000,2192,2175,17,14,30424.73029949318,2,29699.99999999999,fireworks,q4_triangle,True,30424.73029949318,43,0.0061557499575428665,31,0.007659499999135733
29699.999999999996,(n-1) times minimum interstation distance,True,100000,9185,9135,50,42,30424.73029949318,7,29699.99999999999,fireworks,q4_triangle,True,30424.73029949318,44,0.006130707974079996,31,0.012366958020720631
29700.0,(n-1) times minimum interstation distance,True,100000,5252,5220,32,27,30424.73029949318,4,29699.99999999999,fireworks,q4_triangle,True,30424.73029949318,45,0.006407084001693875,31,0.009736542007885873
29700.0,(n-1) times minimum interstation distance,True,100000,7438,7395,43,36,30424.73029949318,6,29699.99999999999,fireworks,q4_triangle,True,30424.73029949318,46,0.006264250027015805,31,0.011023250001017004
29699.999999999996,(n-1) times minimum interstation distance,True,100000,3054,3045,9,4,30424.73029949318,4,29699.99999999999,iterated_search,q4_triangle,True,30424.73029949318,42,0.00617245800094679,31,0.00804720795713365
29700.0,(n-1) times minimum interstation distance,True,100000,2180,2175,5,2,30424.73029949318,2,29699.99999999999,iterated_search,q4_triangle,True,30424.73029949318,43,0.006181791017297655,31,0.007453583006281406
29700.0,(n-1) times minimum interstation distance,True,100000,4794,4785,9,4,30424.73029949318,4,29699.99999999999,iterated_search,q4_triangle,True,30424.73029949318,44,0.006123374972958118,31,0.00883158401120454
29700.0,(n-1) times minimum interstation distance,True,100000,9154,9135,19,9,30424.73029949318,9,29699.99999999999,iterated_search,q4_triangle,True,30424.73029949318,45,0.0060432919999584556,31,0.010900957975536585
29700.0,(n-1) times minimum interstation distance,True,100000,6538,6525,13,6,30424.73029949318,6,29699.99999999999,iterated_search,q4_triangle,True,30424.73029949318,46,0.006289166980423033,31,0.009843874955549836
