all_cleared,baseline_per_source_s,baseline_s,candidate_per_source_s,candidate_s,case_id,category,delta_s,method,seed,sources,split,task
True,1119.6011442727272,12315.612587,1130.9055517272727,12439.961069,clustered__iid__54,clustered__iid,124.34848200000124,adaptive_two_opt,54,11,ordinary,q4_conservative
True,715.18716075,11442.994572,722.95408775,11567.265404,unknown_count_late__n16__negative,unknown_count_late,124.27083200000015,greedy,158,16,stress,q4_conservative
True,603.867835625,9661.88537,611.53374875,9784.53998,clustered__adversarial-spatial__56,clustered__adversarial-spatial,122.6546099999996,ant_colony,56,16,ordinary,q4_active
True,882.4985625,12354.979875,891.1816354285714,12476.542896,edge__adversarial-negative__53,edge__adversarial-negative,121.56302099999994,ant_colony,53,14,ordinary,q4_active
True,1143.8390443,11438.390443,1155.9915072,11559.915072,near_collinear_min__n10__spatial,near_collinear_min,121.52462899999955,fireworks,150,10,stress,q4_active
True,797.8471886428571,11169.860641,806.5120207142857,11291.16829,clustered__iid__53,clustered__iid,121.30764900000031,ant_colony,53,14,ordinary,q4_active
True,712.81981125,11405.11698,720.3546459375,11525.674335,unknown_count_late__n16__positive,unknown_count_late,120.557354999999,greedy,157,16,stress,q4_conservative
True,786.7437502142857,11014.412503,795.2721139285715,11133.809595,edge__adversarial-positive__53,edge__adversarial-positive,119.39709200000107,greedy,53,14,ordinary,q4_conservative
True,752.3150128125,12037.040205,759.7760815,12156.417304,boundary_outward_min__n16__spatial,boundary_outward_min,119.37709900000118,adaptive_greedy,147,16,stress,q4_conservative
True,800.4402321428571,11206.16325,808.9275286428572,11324.985401,edge__smooth__53,edge__smooth,118.8221510000003,greedy,53,14,ordinary,q4_conservative
True,882.9504276666667,10595.405132,892.8142052500001,10713.770463,clustered__adversarial-negative__52,clustered__adversarial-negative,118.36533100000088,adaptive_greedy,52,12,ordinary,q4_active
True,807.1749042857143,11300.44866,815.6177537857144,11418.648553,edge__iid__53,edge__iid,118.19989300000088,greedy,53,14,ordinary,q4_conservative
True,1074.478277,11819.261047,1085.1327653636363,11936.460419,edge__smooth__54,edge__smooth,117.19937199999913,immune,54,11,ordinary,q4_active
True,852.5437968571429,11935.613156,860.8956895714285,12052.539654,edge__smooth__53,edge__smooth,116.92649800000072,immune,53,14,ordinary,q4_active
True,787.7688147142857,11028.763406,796.0964936428571,11145.350911,edge__adversarial-negative__53,edge__adversarial-negative,116.58750499999951,greedy,53,14,ordinary,q4_conservative
True,908.815278,9088.15278,920.4461971999999,9204.461972,boundary_outward_min__n10__negative,boundary_outward_min,116.3091919999988,insertion_greedy,143,10,stress,q3_active
True,1056.6337813636364,11622.971595,1067.192013,11739.112143,clustered__iid__54,clustered__iid,116.1405479999994,fireworks,54,11,ordinary,q4_active
True,909.2586865,9092.586865,920.8004707,9208.004707,boundary_outward_min__n10__spatial,boundary_outward_min,115.41784200000075,insertion_greedy,144,10,stress,q3_active
True,717.301271625,11476.820346,724.4979770625,11591.967633,uniform__iid__56,uniform__iid,115.14728699999978,insertion_greedy,56,16,ordinary,q4_conservative
True,1224.2584911,12242.584911,1235.7114589,12357.114589,clustered__smooth__55,clustered__smooth,114.52967800000079,insertion_greedy,55,10,ordinary,q4_conservative
True,1050.0354605454545,11550.390066,1060.3769672727274,11664.14664,uniform__adversarial-spatial__54,uniform__adversarial-spatial,113.75657400000091,adaptive_greedy,54,11,ordinary,q4_active
True,910.5450154,9105.450154,921.6540596000001,9216.540596,boundary_outward_min__n10__positive,boundary_outward_min,111.09044200000062,insertion_greedy,142,10,stress,q3_active
True,823.2370974285715,11525.319364,831.160791,11636.251074,edge__adversarial-spatial__53,edge__adversarial-spatial,110.93170999999893,ant_colony,53,14,ordinary,q4_active
True,947.9235006666667,11375.082008,957.1367673333333,11485.641208,edge__adversarial-positive__52,edge__adversarial-positive,110.55919999999969,greedy,52,12,ordinary,q4_active
True,793.4143742142858,11107.801239,801.2207723571429,11217.090813,edge__adversarial-positive__53,edge__adversarial-positive,109.28957400000036,insertion_greedy,53,14,ordinary,q4_active
True,1075.460880909091,11830.06969,1085.3850612727272,11939.235674,edge__iid__54,edge__iid,109.1659839999993,greedy,54,11,ordinary,q4_active
True,977.1533454166666,11725.840145,986.1989898333333,11834.387878,edge__adversarial-negative__52,edge__adversarial-negative,108.54773299999943,greedy,52,12,ordinary,q4_active
True,932.7665400909092,10260.431941,942.5791750909091,10368.370926,clustered__iid__54,clustered__iid,107.93898499999887,adaptive_two_opt,54,11,ordinary,q3_active
True,1249.6079475000001,12496.079475,1260.3904847,12603.904847,clustered__adversarial-spatial__55,clustered__adversarial-spatial,107.82537199999933,adaptive_greedy,55,10,ordinary,q4_active
True,473.4950280625,7575.920449,480.005998625,7680.095978,near_collinear_min__n16__negative,near_collinear_min,104.1755290000001,insertion_greedy,152,16,stress,q3_active
True,946.63378075,11359.605369,955.1129946666666,11461.355936,edge__smooth__52,edge__smooth,101.75056699999914,greedy,52,12,ordinary,q4_active
True,852.5437968571429,11935.613156,859.6522328571428,12035.13126,edge__smooth__53,edge__smooth,99.51810400000068,insertion_greedy,53,14,ordinary,q4_active
True,1109.1915226363637,12201.106749,1118.0558452727273,12298.614298,edge__adversarial-positive__54,edge__adversarial-positive,97.50754899999993,adaptive_two_opt,54,11,ordinary,q4_conservative
True,882.4985625,12354.979875,889.3274107857143,12450.583751,edge__adversarial-negative__53,edge__adversarial-negative,95.60387599999922,insertion_greedy,53,14,ordinary,q4_active
True,601.57733625,9625.23738,607.4560671875,9719.297075,clustered__iid__56,clustered__iid,94.05969499999992,genetic,56,16,ordinary,q4_active
True,942.4531994545455,10366.985194,950.9358696363637,10460.294566,clustered__adversarial-negative__54,clustered__adversarial-negative,93.30937199999971,adaptive_two_opt,54,11,ordinary,q3_active
True,786.7437502142857,11014.412503,793.2498190714285,11105.497467,edge__adversarial-positive__53,edge__adversarial-positive,91.08496399999967,adaptive_two_opt,53,14,ordinary,q4_conservative
True,1047.2509400000001,11519.76034,1055.3601800909091,11608.961981,clustered__smooth__54,clustered__smooth,89.20164099999965,fireworks,54,11,ordinary,q4_active
True,1213.1519486,12131.519486,1221.9515539,12219.515539,unknown_count_late__n10__negative,unknown_count_late,87.99605300000076,adaptive_greedy,155,10,stress,q4_active
True,1164.9509937999999,11649.509938,1173.6546352,11736.546352,boundary_outward_min__n10__spatial,boundary_outward_min,87.03641400000015,greedy,144,10,stress,q4_conservative
True,852.5437968571429,11935.613156,858.7530172857142,12022.542242,edge__smooth__53,edge__smooth,86.9290860000001,greedy,53,14,ordinary,q4_active
True,1222.9911096,12229.911096,1231.6637808,12316.637808,unknown_count_late__n10__spatial,unknown_count_late,86.72671199999968,adaptive_greedy,156,10,stress,q4_active
True,793.4143742142858,11107.801239,799.5227885,11193.319039,edge__adversarial-positive__53,edge__adversarial-positive,85.51779999999962,greedy,53,14,ordinary,q4_active
True,1146.9588622727272,12616.547485,1154.6661698181817,12701.327868,edge__adversarial-spatial__54,edge__adversarial-spatial,84.78038300000117,greedy,54,11,ordinary,q4_active
True,883.7649632142857,12372.709485,889.743576,12456.410064,edge__iid__53,edge__iid,83.70057900000029,insertion_greedy,53,14,ordinary,q4_active
True,1212.7057075999999,12127.057076,1220.9067177000002,12209.067177,uniform__adversarial-positive__55,uniform__adversarial-positive,82.01010100000167,greedy,55,10,ordinary,q4_conservative
True,1196.1099646999999,11961.099647,1204.3109748000002,12043.109748,edge__adversarial-positive__55,edge__adversarial-positive,82.01010100000167,greedy,55,10,ordinary,q4_conservative
True,1226.1215444,12261.215444,1234.3225545,12343.225545,uniform__smooth__55,uniform__smooth,82.01010099999985,greedy,55,10,ordinary,q4_conservative
True,1215.3530827,12153.530827,1223.5540928,12235.540928,uniform__adversarial-spatial__55,uniform__adversarial-spatial,82.01010099999985,greedy,55,10,ordinary,q4_conservative
True,1214.3818242,12143.818242,1222.5828342999998,12225.828343,edge__iid__55,edge__iid,82.01010099999985,greedy,55,10,ordinary,q4_conservative
True,1171.5049687,11715.049687,1179.7059788000001,11797.059788,edge__smooth__55,edge__smooth,82.01010099999985,greedy,55,10,ordinary,q4_conservative
True,1171.5234896,11715.234896,1179.7244997,11797.244997,edge__adversarial-negative__55,edge__adversarial-negative,82.01010099999985,greedy,55,10,ordinary,q4_conservative
True,1241.6764551,12416.764551,1249.8774652,12498.774652,edge__adversarial-spatial__55,edge__adversarial-spatial,82.01010099999985,greedy,55,10,ordinary,q4_conservative
True,1016.8038478333333,12201.646174,1023.6380229166666,12283.656275,clustered__iid__52,clustered__iid,82.01010099999985,greedy,52,12,ordinary,q4_conservative
True,1119.6011442727272,12315.612587,1127.0566079999999,12397.622688,clustered__iid__54,clustered__iid,82.01010099999985,greedy,54,11,ordinary,q4_conservative
True,1228.8727207,12288.727207,1237.0737308,12370.737308,clustered__iid__55,clustered__iid,82.01010099999985,greedy,55,10,ordinary,q4_conservative
True,994.2959415,11931.551298,1001.1301165833333,12013.561399,clustered__smooth__52,clustered__smooth,82.01010099999985,greedy,52,12,ordinary,q4_conservative
True,1114.8395904545455,12263.235495,1122.2950541818182,12345.245596,clustered__smooth__54,clustered__smooth,82.01010099999985,greedy,54,11,ordinary,q4_conservative
True,995.2640615,11943.168738,1002.0982365833333,12025.178839,clustered__adversarial-positive__52,clustered__adversarial-positive,82.01010099999985,greedy,52,12,ordinary,q4_conservative
True,1126.7562722727273,12394.318995,1134.211736,12476.329096,clustered__adversarial-positive__54,clustered__adversarial-positive,82.01010099999985,greedy,54,11,ordinary,q4_conservative
True,1215.846034,12158.46034,1224.0470441,12240.470441,clustered__adversarial-positive__55,clustered__adversarial-positive,82.01010099999985,greedy,55,10,ordinary,q4_conservative
True,1001.3255294166667,12015.906353,1008.1597045,12097.916454,clustered__adversarial-negative__52,clustered__adversarial-negative,82.01010099999985,greedy,52,12,ordinary,q4_conservative
True,1128.121396909091,12409.335366,1135.5768606363636,12491.345467,clustered__adversarial-negative__54,clustered__adversarial-negative,82.01010099999985,greedy,54,11,ordinary,q4_conservative
True,1219.6687494,12196.687494,1227.8697594999999,12278.697595,clustered__adversarial-negative__55,clustered__adversarial-negative,82.01010099999985,greedy,55,10,ordinary,q4_conservative
True,986.4717509166667,11837.661011,993.305926,11919.671112,clustered__adversarial-spatial__52,clustered__adversarial-spatial,82.01010099999985,greedy,52,12,ordinary,q4_conservative
True,1107.0293144545456,12177.322459,1114.4847781818182,12259.33256,clustered__adversarial-spatial__54,clustered__adversarial-spatial,82.01010099999985,greedy,54,11,ordinary,q4_conservative
True,1278.7110026,12787.110026,1286.9120127,12869.120127,clustered__adversarial-spatial__55,clustered__adversarial-spatial,82.01010099999985,greedy,55,10,ordinary,q4_conservative
True,787.7688147142857,11028.763406,793.5642499285714,11109.899499,edge__adversarial-negative__53,edge__adversarial-negative,81.13609299999916,adaptive_two_opt,53,14,ordinary,q4_conservative
True,976.221017,11714.652204,982.9329093333334,11795.194912,edge__iid__52,edge__iid,80.54270800000086,greedy,52,12,ordinary,q4_active
True,947.9235006666667,11375.082008,954.6048017500001,11455.257621,edge__adversarial-positive__52,edge__adversarial-positive,80.17561300000125,ant_colony,52,12,ordinary,q4_active
True,1182.3644309,11823.644309,1190.3110554999998,11903.110555,unknown_count_late__n10__positive,unknown_count_late,79.46624599999996,adaptive_greedy,154,10,stress,q4_active
True,899.4359961818183,9893.795958,906.426908090909,9970.695989,uniform__adversarial-positive__54,uniform__adversarial-positive,76.90003099999922,insertion_greedy,54,11,ordinary,q3_active
True,670.6332748125,10730.132397,675.2769014375,10804.430423,edge__iid__56,edge__iid,74.29802600000039,genetic,56,16,ordinary,q4_active
True,842.1217108571428,11789.703952,847.3681974285715,11863.154764,clustered__adversarial-negative__53,clustered__adversarial-negative,73.45081200000095,greedy,53,14,ordinary,q4_conservative
True,879.1270266428571,12307.778373,884.3735132142857,12381.229185,clustered__adversarial-spatial__53,clustered__adversarial-spatial,73.45081200000095,greedy,53,14,ordinary,q4_conservative
True,829.4439491428572,11612.215288,834.6845653571428,11685.583915,clustered__smooth__53,clustered__smooth,73.36862699999983,greedy,53,14,ordinary,q4_conservative
True,848.9080537142856,11884.712752,854.1412491428572,11957.977488,clustered__iid__53,clustered__iid,73.264736000001,greedy,53,14,ordinary,q4_conservative
True,1075.460880909091,11830.06969,1082.0764057272727,11902.840463,edge__iid__54,edge__iid,72.77077300000019,ant_colony,54,11,ordinary,q4_active
True,895.1090879090909,9846.199967,901.6966577272727,9918.663235,uniform__adversarial-spatial__54,uniform__adversarial-spatial,72.46326799999952,insertion_greedy,54,11,ordinary,q3_active
True,838.8140690714287,11743.396967,843.9166164285715,11814.83263,clustered__adversarial-positive__53,clustered__adversarial-positive,71.4356630000002,greedy,53,14,ordinary,q4_conservative
True,977.1533454166666,11725.840145,983.0996085,11797.195302,edge__adversarial-negative__52,edge__adversarial-negative,71.35515699999996,ant_colony,52,12,ordinary,q4_active
True,820.018132,11480.253848,825.087418,11551.223852,uniform__adversarial-positive__53,uniform__adversarial-positive,70.97000399999888,adaptive_greedy,53,14,ordinary,q4_active
True,892.8201138181819,9821.021252,899.2231723636363,9891.454896,uniform__iid__54,uniform__iid,70.43364399999882,insertion_greedy,54,11,ordinary,q3_active
True,976.2948456666667,11715.538148,982.0950753333333,11785.140904,edge__adversarial-spatial__52,edge__adversarial-spatial,69.60275600000023,greedy,52,12,ordinary,q4_active
True,1075.6523025454544,11832.175328,1081.9607435454545,11901.568179,edge__adversarial-positive__54,edge__adversarial-positive,69.39285100000052,ant_colony,54,11,ordinary,q4_active
True,603.867835625,9661.88537,608.1817650625,9730.908241,clustered__adversarial-spatial__56,clustered__adversarial-spatial,69.02287099999921,genetic,56,16,ordinary,q4_active
True,1196.1099646999999,11961.099647,1202.9811535000001,12029.811535,edge__adversarial-positive__55,edge__adversarial-positive,68.71188800000164,adaptive_greedy,55,10,ordinary,q4_conservative
True,1164.9509937999999,11649.509938,1171.8055399999998,11718.0554,boundary_outward_min__n10__spatial,boundary_outward_min,68.54546200000004,adaptive_greedy,144,10,stress,q4_conservative
True,882.4985625,12354.979875,887.3855034999999,12423.397049,edge__adversarial-negative__53,edge__adversarial-negative,68.41717399999834,greedy,53,14,ordinary,q4_active
True,823.2370974285715,11525.319364,828.0541338571429,11592.757874,edge__adversarial-spatial__53,edge__adversarial-spatial,67.43850999999995,insertion_greedy,53,14,ordinary,q4_active
True,1173.2527945,11732.527945,1179.950635,11799.50635,uniform__adversarial-positive__55,uniform__adversarial-positive,66.97840499999984,adaptive_greedy,55,10,ordinary,q4_active
True,1091.8793703,10918.793703,1098.4866356,10984.866356,uniform__iid__55,uniform__iid,66.07265300000108,adaptive_greedy,55,10,ordinary,q4_active
True,883.7649632142857,12372.709485,888.3643733571428,12437.101227,edge__iid__53,edge__iid,64.3917419999998,greedy,53,14,ordinary,q4_active
True,1050.0354605454545,11550.390066,1055.850063181818,11614.350695,uniform__adversarial-spatial__54,uniform__adversarial-spatial,63.960628999999244,fireworks,54,11,ordinary,q4_active
True,1093.0825975454545,12023.908573,1098.871664909091,12087.588314,edge__smooth__54,edge__smooth,63.67974099999992,adaptive_two_opt,54,11,ordinary,q4_conservative
True,752.3150128125,12037.040205,756.2090581875,12099.344931,boundary_outward_min__n16__spatial,boundary_outward_min,62.3047260000003,greedy,147,16,stress,q4_conservative
True,946.63378075,11359.605369,951.8084484166667,11421.701381,edge__smooth__52,edge__smooth,62.09601199999997,ant_colony,52,12,ordinary,q4_active
True,601.57733625,9625.23738,605.444025875,9687.104414,clustered__iid__56,clustered__iid,61.86703399999897,insertion_greedy,56,16,ordinary,q4_active
True,1121.9104037,11219.104037,1128.0176502,11280.176502,edge__adversarial-positive__55,edge__adversarial-positive,61.0724650000011,greedy,55,10,ordinary,q4_active
True,929.9421494000001,9299.421494,936.0278116,9360.278116,near_collinear_min__n10__spatial,near_collinear_min,60.856621999999334,insertion_greedy,150,10,stress,q3_active
True,1165.4452558,11654.452558,1171.2261607,11712.261607,edge__iid__55,edge__iid,57.809048999999504,fireworks,55,10,ordinary,q4_active
True,1222.9911096,12229.911096,1228.7658992000001,12287.658992,unknown_count_late__n10__spatial,unknown_count_late,57.747896000000765,iterated_search,156,10,stress,q4_active
True,744.6772574375,11914.836119,748.1221803125,11969.954885,edge__adversarial-negative__56,edge__adversarial-negative,55.118765999999596,insertion_greedy,56,16,ordinary,q4_conservative
True,1183.1516889,11831.516889,1188.6297075,11886.297075,boundary_outward_min__n10__negative,boundary_outward_min,54.78018599999996,adaptive_two_opt,143,10,stress,q4_conservative
True,946.2731390000001,9462.73139,951.7278012,9517.278012,near_collinear_min__n10__negative,near_collinear_min,54.54662199999984,insertion_greedy,149,10,stress,q3_active
True,1073.452817909091,11807.980997,1078.3645419090908,11862.009961,uniform__smooth__54,uniform__smooth,54.02896399999918,greedy,54,11,ordinary,q4_active
True,1213.1519486,12131.519486,1218.4804468,12184.804468,unknown_count_late__n10__negative,unknown_count_late,53.28498200000104,iterated_search,155,10,stress,q4_active
True,1138.0661609,11380.661609,1143.3841134,11433.841134,near_collinear_min__n10__positive,near_collinear_min,53.17952499999956,ant_colony,148,10,stress,q4_active
True,823.2370974285715,11525.319364,827.0321039285715,11578.449455,edge__adversarial-spatial__53,edge__adversarial-spatial,53.130090999999084,greedy,53,14,ordinary,q4_active
True,748.1153135625,11969.845017,751.4265185,12022.824296,boundary_outward_min__n16__negative,boundary_outward_min,52.97927900000104,greedy,146,16,stress,q4_conservative
True,603.867835625,9661.88537,607.1129594375,9713.807351,clustered__adversarial-spatial__56,clustered__adversarial-spatial,51.921980999999505,iterated_search,56,16,ordinary,q4_active
True,747.1503165625,11954.405065,750.2959231875,12004.734771,edge__iid__56,edge__iid,50.32970599999862,greedy,56,16,ordinary,q4_conservative
True,1089.7593566363637,11987.352923,1094.3321794545454,12037.653974,uniform__smooth__54,uniform__smooth,50.30105100000037,adaptive_two_opt,54,11,ordinary,q4_conservative
True,1399.178339,13991.78339,1404.1788409,14041.788409,clustered__smooth__55,clustered__smooth,50.005019000000175,greedy,55,10,ordinary,q4_active
True,1024.5013775,10245.013775,1029.4438851999998,10294.438852,boundary_outward_min__n10__positive,boundary_outward_min,49.425076999999874,iterated_search,142,10,stress,q4_active
True,878.2408508181817,9660.649359,882.5745014545454,9708.319516,edge__smooth__54,edge__smooth,47.67015700000047,insertion_greedy,54,11,ordinary,q3_active
True,886.8231620833334,10641.877945,890.7119010833334,10688.542813,clustered__adversarial-positive__52,clustered__adversarial-positive,46.66486799999984,immune,52,12,ordinary,q4_active
True,877.7824730909091,9655.607204,881.9479722727273,9701.427695,edge__iid__54,edge__iid,45.8204910000004,insertion_greedy,54,11,ordinary,q3_active
True,776.864537125,12429.832594,779.675997375,12474.815958,edge__adversarial-spatial__56,edge__adversarial-spatial,44.98336399999971,greedy,56,16,ordinary,q4_conservative
True,1224.2584911,12242.584911,1228.64651,12286.4651,clustered__smooth__55,clustered__smooth,43.88018899999952,adaptive_greedy,55,10,ordinary,q4_conservative
True,845.3741747142857,11835.238446,848.4040873571429,11877.657223,uniform__adversarial-negative__53,uniform__adversarial-negative,42.41877700000077,greedy,53,14,ordinary,q4_conservative
True,900.57053575,10806.846429,903.9657090833333,10847.588509,clustered__adversarial-spatial__52,clustered__adversarial-spatial,40.74207999999999,immune,52,12,ordinary,q4_active
True,888.265111,10659.181332,891.6084869166666,10699.301843,clustered__iid__52,clustered__iid,40.12051099999917,fireworks,52,12,ordinary,q4_active
True,866.2228477142856,12127.119868,869.0625242142858,12166.875339,uniform__adversarial-spatial__53,uniform__adversarial-spatial,39.7554710000004,greedy,53,14,ordinary,q4_conservative
True,713.408741,11414.539856,715.8695315625,11453.912505,near_collinear_min__n16__positive,near_collinear_min,39.37264900000082,greedy,151,16,stress,q4_conservative
True,886.8231620833334,10641.877945,890.0958948333333,10681.150738,clustered__adversarial-positive__52,clustered__adversarial-positive,39.27279300000009,fireworks,52,12,ordinary,q4_active
True,879.7542977272728,9677.297275,883.3159427272727,9716.47537,edge__adversarial-negative__54,edge__adversarial-negative,39.1780949999993,insertion_greedy,54,11,ordinary,q3_active
True,1143.8390443,11438.390443,1147.6958909,11476.958909,near_collinear_min__n10__spatial,near_collinear_min,38.568466000000626,ant_colony,150,10,stress,q4_active
True,541.910801125,8670.572818,544.2858351875,8708.573363,unknown_count_late__n16__spatial,unknown_count_late,38.000544999998965,adaptive_greedy,159,16,stress,q4_active
True,930.4719455,14887.551128,932.846117125,14925.537874,near_collinear_min__n16__negative,near_collinear_min,37.986746000000494,ant_colony,152,16,stress,q4_active
True,862.1834857142857,12070.5688,864.8967687857142,12108.554763,uniform__smooth__53,uniform__smooth,37.98596300000099,greedy,53,14,ordinary,q4_conservative
True,1138.0661609,11380.661609,1141.712231,11417.12231,near_collinear_min__n10__positive,near_collinear_min,36.46070099999997,genetic,148,10,stress,q4_active
True,653.2213729375,10451.541967,655.473877125,10487.582034,uniform__iid__56,uniform__iid,36.04006699999991,immune,56,16,ordinary,q4_active
True,863.6978684285714,12091.770158,866.2500265,12127.500371,uniform__iid__53,uniform__iid,35.73021300000073,greedy,53,14,ordinary,q4_conservative
True,900.57053575,10806.846429,903.5157641666666,10842.18917,clustered__adversarial-spatial__52,clustered__adversarial-spatial,35.34274100000039,fireworks,52,12,ordinary,q4_active
True,686.50502,10984.08032,688.6989676875,11019.183483,edge__adversarial-negative__56,edge__adversarial-negative,35.10316300000159,greedy,56,16,ordinary,q4_active
True,599.071614125,9585.145826,601.256435,9620.10296,clustered__smooth__56,clustered__smooth,34.957134000000224,immune,56,16,ordinary,q4_active
True,1096.5770267,10965.770267,1099.9175355,10999.175355,uniform__smooth__55,uniform__smooth,33.40508799999952,adaptive_greedy,55,10,ordinary,q4_active
True,847.6154152142857,11866.615813,849.9001105,11898.601547,uniform__iid__53,uniform__iid,31.985733999999866,genetic,53,14,ordinary,q4_active
True,976.221017,11714.652204,978.8487150833333,11746.184581,edge__iid__52,edge__iid,31.532376999999542,ant_colony,52,12,ordinary,q4_active
True,843.8400869999999,11813.761218,846.0614641428572,11844.860498,uniform__adversarial-spatial__53,uniform__adversarial-spatial,31.099280000000363,genetic,53,14,ordinary,q4_active
True,1361.6133742,13616.133742,1364.5166732,13645.166732,clustered__adversarial-negative__55,clustered__adversarial-negative,29.0329899999997,greedy,55,10,ordinary,q4_active
True,1143.3693057,11433.693057,1146.2697572,11462.697572,boundary_outward_min__n10__positive,boundary_outward_min,29.00451499999872,adaptive_two_opt,142,10,stress,q4_conservative
True,1171.5049687,11715.049687,1174.2779515,11742.779515,edge__smooth__55,edge__smooth,27.729827999999543,adaptive_two_opt,55,10,ordinary,q4_conservative
True,813.1708238333334,9758.049886,815.4659750833333,9785.591701,edge__adversarial-positive__52,edge__adversarial-positive,27.541814999998678,insertion_greedy,52,12,ordinary,q3_active
True,1222.9911096,12229.911096,1225.6674889,12256.674889,unknown_count_late__n10__spatial,unknown_count_late,26.763793000000078,genetic,156,10,stress,q4_active
True,881.5889181666666,10579.067018,883.7626521666666,10605.151826,clustered__smooth__52,clustered__smooth,26.08480799999961,particle_swarm,52,12,ordinary,q4_active
True,797.8471886428571,11169.860641,799.7050335714285,11195.87047,clustered__iid__53,clustered__iid,26.009829000000536,insertion_greedy,53,14,ordinary,q4_active
True,1089.7593566363637,11987.352923,1092.1217446363635,12013.339191,uniform__smooth__54,uniform__smooth,25.986267999998745,adaptive_greedy,54,11,ordinary,q4_conservative
True,976.2948456666667,11715.538148,978.4285861666667,11741.143034,edge__adversarial-spatial__52,edge__adversarial-spatial,25.604886000000988,ant_colony,52,12,ordinary,q4_active
True,843.9391564285714,11815.14819,845.6806535714286,11839.52915,uniform__adversarial-positive__53,uniform__adversarial-positive,24.380960000000414,greedy,53,14,ordinary,q4_conservative
True,1213.1519486,12131.519486,1215.5765049,12155.765049,unknown_count_late__n10__negative,unknown_count_late,24.245563000000402,genetic,155,10,stress,q4_active
True,888.265111,10659.181332,890.2442729166668,10682.931275,clustered__iid__52,clustered__iid,23.749943000000712,immune,52,12,ordinary,q4_active
True,1094.6452178,10946.452178,1096.9625256,10969.625256,uniform__adversarial-spatial__55,uniform__adversarial-spatial,23.173077999999805,adaptive_greedy,55,10,ordinary,q4_active
True,947.9235006666667,11375.082008,949.8352504166666,11398.023005,edge__adversarial-positive__52,edge__adversarial-positive,22.940996999999697,genetic,52,12,ordinary,q4_active
True,776.864537125,12429.832594,778.2674789375,12452.279663,edge__adversarial-spatial__56,edge__adversarial-spatial,22.44706899999983,adaptive_greedy,56,16,ordinary,q4_conservative
True,966.6684065833333,11600.020879,968.4681635000001,11621.617962,uniform__adversarial-positive__52,uniform__adversarial-positive,21.597083000000566,ant_colony,52,12,ordinary,q4_active
True,1028.2704345,12339.245214,1030.0400538333333,12360.480646,uniform__smooth__52,uniform__smooth,21.23543199999949,ant_colony,52,12,ordinary,q4_active
True,829.6769353571428,11615.477095,830.8538457857143,11631.953841,uniform__smooth__53,uniform__smooth,16.476746000000276,genetic,53,14,ordinary,q4_active
True,1014.515617,12174.187404,1015.8513305833334,12190.215967,uniform__adversarial-negative__52,uniform__adversarial-negative,16.02856299999985,ant_colony,52,12,ordinary,q4_active
True,810.7481775,9728.97813,811.940051,9743.280612,edge__adversarial-spatial__52,edge__adversarial-spatial,14.302482000000964,insertion_greedy,52,12,ordinary,q3_active
True,1073.452817909091,11807.980997,1074.7176343636363,11821.893978,uniform__smooth__54,uniform__smooth,13.91298099999949,particle_swarm,54,11,ordinary,q4_active
True,810.6288008333332,9727.54561,811.7718224166666,9741.261869,edge__iid__52,edge__iid,13.716259000000719,insertion_greedy,52,12,ordinary,q3_active
True,800.4402321428571,11206.16325,801.2334607142857,11217.26845,edge__smooth__53,edge__smooth,11.105199999999968,adaptive_two_opt,53,14,ordinary,q4_conservative
True,881.5889181666666,10579.067018,882.4679896666667,10589.615876,clustered__smooth__52,clustered__smooth,10.54885800000011,immune,52,12,ordinary,q4_active
True,882.9504276666667,10595.405132,883.5622699166667,10602.747239,clustered__adversarial-negative__52,clustered__adversarial-negative,7.3421070000003965,particle_swarm,52,12,ordinary,q4_active
True,723.1712804375,11570.740487,723.4836368125,11575.738189,near_collinear_min__n16__spatial,near_collinear_min,4.997702000000572,greedy,153,16,stress,q4_conservative
True,826.8994979285715,11576.592971,827.2491247142858,11581.487746,uniform__adversarial-negative__53,uniform__adversarial-negative,4.894775000000664,fireworks,53,14,ordinary,q4_active
True,987.96438425,11855.572611,988.3336831666667,11860.004198,uniform__adversarial-spatial__52,uniform__adversarial-spatial,4.431587000000945,ant_colony,52,12,ordinary,q4_active
True,712.4094985625,11398.551977,712.4597585625,11399.356137,uniform__smooth__56,uniform__smooth,0.8041600000015023,genetic,56,16,ordinary,q4_active
True,1056.6337813636364,11622.971595,1056.695605181818,11623.651657,clustered__iid__54,clustered__iid,0.6800619999994524,particle_swarm,54,11,ordinary,q4_active
True,1070.8628360833334,12850.354033,1070.8650343333334,12850.380412,uniform__iid__52,uniform__iid,0.026379000000815722,ant_colony,52,12,ordinary,q4_active
