active_measurements,active_no_signal,all_cleared,bracket_cut_inconsistencies,bracket_measurements,bracket_optical_success,bracket_optical_trials,bracket_pair_cuts,case_id,category,certified_clears,certified_range_scan_skips,clear_calls,cleared,commands,completion_proxy_weight,configured_angle_schedule,configured_probe_angle_deg,coupled_dispatch_model,coupled_route_plans,cpu_s,discovered_channels,dispatch_implementation,early_optical_success,early_optical_trials,expanded_sensing_candidates,failure,fixed_scan_order,forced_continuations,inconsistent_updates,inferred_negative_memory_updates,initialization_s,interrupted_channels,joint_route_solves,known_upper_bound_skips,maximum_source_primary_rf,maximum_source_rounds,measurements,method,missed_channels,move_m,negative_history_limit,negative_hull_inconsistent_cuts,negative_hull_updates,negative_shadow_cuts,optical_fallback_calls,optical_local_move_saved_m,optical_max_cover_radius,optical_position_adjustments,outer_priority_used,packet_fallbacks,per_source_s,policy_cleared_channels,probe_angle_cap_deg,problem,seed,service_entry_weight,shared_known_measurements,shared_negative_cooldown_skips,skipped_precise_measurements,source_interruptions,source_packets,sources,split,stations_visited,stop_reason,success_history_limit,switches,total_virtual_s,transverse_target_m,transverse_width_rule,uniform_area_ranking_prior,wall_s
20,0,True,,,,,,uniform__smooth__117,uniform__smooth,11,,11,11,138,,,,,,0.16077699999999995,11,,,,,,,,0,,6.441702134907246e-05,,,,,,125,peer_layout9_proxy,[],18202.141999798085,,,,,0,,0.0,,,,402.8571273636364,"[2, 6, 7, 9, 10, 12, 13, 15, 18, 19, 20]",,3,117,,,,,,,11,ordinary,9,full_coverage_and_all_discovered_cleared,,111,4431.428401,,,,0.1611438750405796
5,0,True,0,0,0,0,0,uniform__smooth__117,uniform__smooth,5,,12,11,132,1.0,,,,,0.019853000000000343,11,,6,7,False,,,,0,,6.19160127826035e-05,,18,0,,,118,area_return1_7,[],11378.052718141702,,,,,0,58.596976851394324,0.0,5,,,275.87368563636363,"[2, 6, 7, 9, 10, 12, 13, 15, 18, 19, 20]",,3,117,,18,,0,,,11,ordinary,7,full_coverage_and_all_discovered_cleared,,111,3034.610542,,,True,0.0198904579738155
5,0,True,0,0,0,0,0,uniform__smooth__117,uniform__smooth,5,7,12,11,125,1.0,,,base,0,0.0198109999999998,11,,6,7,False,,False,,0,0,7.612502668052912e-05,,18,0,,,111,range_area7,[],11378.052718141702,,,,,0,58.596976851394324,0.0,5,,,272.237322,"[2, 6, 7, 9, 10, 12, 13, 15, 18, 19, 20]",,3,117,1.0,18,,0,,,11,ordinary,7,full_coverage_and_all_discovered_cleared,,106,2994.610542,,,True,0.01986566703999415
7,0,True,0,0,0,0,0,uniform__smooth__117,uniform__smooth,7,1,12,11,132,1.0,,,locked,18,0.023619999999999752,11,cached_distance_prefix_sum,4,5,False,,True,,0,0,7.424998329952359e-05,,0,0,,,118,fast_locked_area7,[],11327.66556657929,,,,,0,67.92660171101797,0.0,7,,,274.8666467272727,"[2, 6, 7, 9, 10, 12, 13, 15, 18, 19, 20]",,3,117,1.0,13,,7,,,11,ordinary,7,full_coverage_and_all_discovered_cleared,,110,3023.533114,,,True,0.023626542009878904
23,0,True,,,,,,uniform__smooth__118,uniform__smooth,15,,15,15,136,,,,,,0.17770600000000014,15,,,,,,,,0,,6.083300104364753e-05,,,,,,119,peer_layout9_proxy,[],18674.88898910391,,,,,0,,0.0,,,,300.79851993333335,"[1, 4, 5, 6, 7, 8, 10, 12, 13, 14, 15, 16, 17, 19, 20]",,3,118,,,,,,,15,ordinary,9,full_coverage_and_all_discovered_cleared,,107,4511.977799,,,,0.17782612500013784
6,0,True,0,0,0,0,0,uniform__smooth__118,uniform__smooth,8,,16,15,149,1.0,,,,,0.029101000000000266,15,,7,8,False,,,,0,,6.3000014051795e-05,,22,0,,,131,area_return1_7,[],12676.389682183588,,,,,0,67.69053894361718,0.0,8,,,226.15186246666664,"[1, 4, 5, 6, 7, 8, 10, 12, 13, 14, 15, 16, 17, 19, 20]",,3,118,,26,,1,,,15,ordinary,7,full_coverage_and_all_discovered_cleared,,124,3392.277937,,,True,0.029118834005203098
6,0,True,0,0,0,0,0,uniform__smooth__118,uniform__smooth,8,4,16,15,145,1.0,,,base,0,0.028735000000000177,15,,7,8,False,,False,,0,0,7.89589830674231e-05,,22,0,,,127,range_area7,[],12676.389682183588,,,,,0,67.69053894361718,0.0,8,,,224.55186246666665,"[1, 4, 5, 6, 7, 8, 10, 12, 13, 14, 15, 16, 17, 19, 20]",,3,118,1.0,26,,1,,,15,ordinary,7,full_coverage_and_all_discovered_cleared,,120,3368.277937,,,True,0.028750292025506496
7,0,True,0,0,0,0,0,uniform__smooth__118,uniform__smooth,10,0,16,15,127,1.0,,,locked,22,0.028034000000000336,15,cached_distance_prefix_sum,5,6,False,,True,,0,0,7.733295205980539e-05,,0,0,,,109,fast_locked_area7,[],12783.593018379135,,,,,0,64.57326274205988,0.0,10,,,218.84790706666666,"[1, 4, 5, 6, 7, 8, 10, 12, 13, 14, 15, 16, 17, 19, 20]",,3,118,1.0,17,,7,,,15,ordinary,7,full_coverage_and_all_discovered_cleared,,103,3282.718606,,,True,0.028104958008043468
20,0,True,,,,,,uniform__smooth__119,uniform__smooth,12,,12,12,146,,,,,,0.15689399999999987,12,,,,,,,,0,,6.395799573510885e-05,,,,,,132,peer_layout9_proxy,[],19813.244456513567,,,,,0,,0.0,,,,400.30407433333335,"[2, 3, 4, 5, 6, 7, 10, 11, 14, 16, 18, 19]",,3,119,,,,,,,12,ordinary,9,full_coverage_and_all_discovered_cleared,,121,4803.648892,,,,0.15702366695040837
7,0,True,0,0,0,0,0,uniform__smooth__119,uniform__smooth,6,,13,12,147,1.0,,,,,0.021640000000000104,12,,6,7,False,,,,0,,8.220796007663012e-05,,19,0,,,132,area_return1_7,[],11877.975416675647,,,,,0,43.25801606165413,0.0,6,,,268.1329235,"[2, 3, 4, 5, 6, 7, 10, 11, 14, 16, 18, 19]",,3,119,,13,,0,,,12,ordinary,7,full_coverage_and_all_discovered_cleared,,119,3217.595082,,,True,0.021657750010490417
7,0,True,0,0,0,0,0,uniform__smooth__119,uniform__smooth,6,0,13,12,147,1.0,,,base,0,0.022067999999999977,12,,6,7,False,,False,,0,0,6.95830094628036e-05,,19,0,,,132,range_area7,[],11877.975416675647,,,,,0,43.25801606165413,0.0,6,,,268.1329235,"[2, 3, 4, 5, 6, 7, 10, 11, 14, 16, 18, 19]",,3,119,1.0,13,,0,,,12,ordinary,7,full_coverage_and_all_discovered_cleared,,119,3217.595082,,,True,0.022075209009926766
7,0,True,0,0,0,0,0,uniform__smooth__119,uniform__smooth,7,4,14,12,138,1.0,,,locked,19,0.022127999999999926,12,cached_distance_prefix_sum,5,7,False,,True,,0,0,7.083301898092031e-05,,0,0,,,122,fast_locked_area7,[],13638.195907213381,,,,,0,44.015834393073206,0.0,7,,,292.9699318333333,"[2, 3, 4, 5, 6, 7, 10, 11, 14, 16, 18, 19]",,3,119,1.0,13,,1,,,12,ordinary,7,full_coverage_and_all_discovered_cleared,,112,3515.639182,,,True,0.022129125020001084
23,0,True,,,,,,uniform__smooth__120,uniform__smooth,14,,14,14,135,,,,,,0.18195399999999973,14,,,,,,,,0,,6.64170365780592e-05,,,,,,119,peer_layout9_proxy,[],18644.952380191076,,,,,0,,0.0,,,,321.4993197142857,"[2, 3, 4, 5, 6, 7, 8, 10, 11, 13, 14, 15, 16, 17]",,3,120,,,,,,,14,ordinary,9,full_coverage_and_all_discovered_cleared,,107,4500.990476,,,,0.18213108298368752
4,0,True,0,0,0,0,0,uniform__smooth__120,uniform__smooth,5,,14,14,141,1.0,,,,,0.024636999999999798,14,,9,9,False,,,,0,,7.004098733887076e-05,,21,0,,,125,area_return1_7,[],13611.928751653952,,,,,0,31.808288672334413,0.0,5,,,252.5275535,"[2, 3, 4, 5, 6, 7, 8, 10, 11, 13, 14, 15, 16, 17]",,3,120,,17,,2,,,14,ordinary,7,full_coverage_and_all_discovered_cleared,,118,3535.385749,,,True,0.024654375039972365
4,0,True,0,0,0,0,0,uniform__smooth__120,uniform__smooth,5,3,14,14,138,1.0,,,base,0,0.02451800000000004,14,,9,9,False,,False,,0,0,7.633300265297294e-05,,21,0,,,122,range_area7,[],13611.928751653952,,,,,0,31.808288672334413,0.0,5,,,251.2418392142857,"[2, 3, 4, 5, 6, 7, 8, 10, 11, 13, 14, 15, 16, 17]",,3,120,1.0,17,,2,,,14,ordinary,7,full_coverage_and_all_discovered_cleared,,115,3517.385749,,,True,0.024570625042542815
7,0,True,0,0,0,0,0,uniform__smooth__120,uniform__smooth,8,3,15,14,134,1.0,,,locked,21,0.025468000000000046,14,cached_distance_prefix_sum,6,7,False,,True,,0,0,6.979197496548295e-05,,0,0,,,117,fast_locked_area7,[],13528.708409136201,,,,,0,46.772537951817554,0.0,8,,,247.98154864285715,"[2, 3, 4, 5, 6, 7, 8, 10, 11, 13, 14, 15, 16, 17]",,3,120,1.0,19,,5,,,14,ordinary,7,full_coverage_and_all_discovered_cleared,,108,3471.741681,,,True,0.02548358403146267
18,0,True,,,,,,uniform__smooth__121,uniform__smooth,10,,10,10,142,,,,,,0.14375300000000024,10,,,,,,,,0,,7.154198829084635e-05,,,,,,130,peer_layout9_proxy,[],17445.320499977974,,,,,0,,0.0,,,,430.40641020000004,"[3, 5, 6, 7, 11, 13, 16, 17, 19, 20]",,3,121,,,,,,,10,ordinary,9,full_coverage_and_all_discovered_cleared,,115,4304.064102,,,,0.14386004203697667
5,0,True,0,0,0,0,0,uniform__smooth__121,uniform__smooth,4,,11,10,132,1.0,,,,,0.019459000000000337,10,,6,7,False,,,,0,,6.28340058028698e-05,,17,0,,,119,area_return1_7,[],11512.305789289061,,,,,0,12.21986392772294,0.0,4,,,306.2461157,"[3, 5, 6, 7, 11, 13, 16, 17, 19, 20]",,3,121,,9,,1,,,10,ordinary,7,full_coverage_and_all_discovered_cleared,,112,3062.461157,,,True,0.019462042022496462
5,0,True,0,0,0,0,0,uniform__smooth__121,uniform__smooth,4,0,11,10,132,1.0,,,base,0,0.019438000000000066,10,,6,7,False,,False,,0,0,6.937503349035978e-05,,17,0,,,119,range_area7,[],11512.305789289061,,,,,0,12.21986392772294,0.0,4,,,306.2461157,"[3, 5, 6, 7, 11, 13, 16, 17, 19, 20]",,3,121,1.0,9,,1,,,10,ordinary,7,full_coverage_and_all_discovered_cleared,,112,3062.461157,,,True,0.019438083050772548
5,0,True,0,0,0,0,0,uniform__smooth__121,uniform__smooth,4,0,11,10,139,1.0,,,locked,17,0.018943000000000154,10,cached_distance_prefix_sum,6,7,False,,True,,0,0,6.908300565555692e-05,,0,0,,,126,fast_locked_area7,[],11037.902424551496,,,,,0,24.477608548362575,0.0,4,,,300.9580485,"[3, 5, 6, 7, 11, 13, 16, 17, 19, 20]",,3,121,1.0,17,,2,,,10,ordinary,7,full_coverage_and_all_discovered_cleared,,119,3009.580485,,,True,0.018982167006470263
23,0,True,,,,,,uniform__smooth__122,uniform__smooth,14,,14,14,138,,,,,,0.1928990000000006,14,,,,,,,,0,,6.866699550300837e-05,,,,,,122,peer_layout9_proxy,[],19143.454842573134,,,,,0,,0.0,,,,329.83506921428574,"[2, 3, 4, 5, 7, 8, 10, 11, 12, 14, 16, 17, 18, 19]",,3,122,,,,,,,14,ordinary,9,full_coverage_and_all_discovered_cleared,,109,4617.690969,,,,0.19309604197042063
4,0,True,0,0,0,0,0,uniform__smooth__122,uniform__smooth,4,,15,14,147,1.0,,,,,0.027321999999999846,14,,10,11,False,,,,0,,7.916695903986692e-05,,21,0,,,130,area_return1_7,[],11404.363256848232,,,,,0,26.581464477815093,0.0,4,,,222.99090357142856,"[2, 3, 4, 5, 7, 8, 10, 11, 12, 14, 16, 17, 18, 19]",,3,122,,28,,0,,,14,ordinary,7,full_coverage_and_all_discovered_cleared,,118,3121.87265,,,True,0.02740595897193998
4,0,True,0,0,0,0,0,uniform__smooth__122,uniform__smooth,4,4,15,14,143,1.0,,,base,0,0.027028000000000496,14,,10,11,False,,False,,0,0,8.616602281108499e-05,,21,0,,,126,range_area7,[],11404.363256848232,,,,,0,26.581464477815093,0.0,4,,,221.27661785714284,"[2, 3, 4, 5, 7, 8, 10, 11, 12, 14, 16, 17, 18, 19]",,3,122,1.0,28,,0,,,14,ordinary,7,full_coverage_and_all_discovered_cleared,,114,3097.87265,,,True,0.027035542007070035
6,0,True,0,0,0,0,0,uniform__smooth__122,uniform__smooth,5,4,15,14,133,1.0,,,locked,21,0.02818300000000029,14,cached_distance_prefix_sum,9,10,False,,True,,0,0,7.308402564376593e-05,,0,0,,,116,fast_locked_area7,[],11619.74715771456,,,,,0,27.39273368704791,0.0,5,,,220.13924514285713,"[2, 3, 4, 5, 7, 8, 10, 11, 12, 14, 16, 17, 18, 19]",,3,122,1.0,20,,0,,,14,ordinary,7,full_coverage_and_all_discovered_cleared,,105,3081.949432,,,True,0.02818229200784117
17,0,True,,,,,,uniform__smooth__123,uniform__smooth,10,,10,10,149,,,,,,0.140714,10,,,,,,,,0,,6.662501255050302e-05,,,,,,137,peer_layout9_proxy,[],19097.246763345094,,,,,0,,0.0,,,,468.0449353,"[1, 3, 4, 7, 9, 14, 15, 17, 18, 20]",,3,123,,,,,,,10,ordinary,9,full_coverage_and_all_discovered_cleared,,126,4680.449353,,,,0.14085187495220453
7,0,True,0,0,0,0,0,uniform__smooth__123,uniform__smooth,4,,11,10,134,1.0,,,,,0.019603000000000037,10,,6,7,False,,,,0,,5.787500413134694e-05,,17,0,,,121,area_return1_7,[],12225.081882484785,,,,,0,23.876457601386022,0.0,4,,,321.9016376,"[1, 3, 4, 7, 9, 14, 15, 17, 18, 20]",,3,123,,11,,3,,,10,ordinary,7,full_coverage_and_all_discovered_cleared,,116,3219.016376,,,True,0.01960225001676008
7,0,True,0,0,0,0,0,uniform__smooth__123,uniform__smooth,4,1,11,10,133,1.0,,,base,0,0.019699000000000133,10,,6,7,False,,False,,0,0,7.00420350767672e-05,,17,0,,,120,range_area7,[],12225.081882484785,,,,,0,23.876457601386022,0.0,4,,,321.3016376,"[1, 3, 4, 7, 9, 14, 15, 17, 18, 20]",,3,123,1.0,11,,3,,,10,ordinary,7,full_coverage_and_all_discovered_cleared,,115,3213.016376,,,True,0.019720457959920168
7,0,True,0,0,0,0,0,uniform__smooth__123,uniform__smooth,5,9,12,10,140,1.0,,,locked,17,0.022788999999999504,10,cached_distance_prefix_sum,5,7,False,,True,,0,0,6.625003879889846e-05,,0,0,,,126,fast_locked_area7,[],12019.873809449338,,,,,0,24.587966596181282,0.0,5,,,320.6974763,"[1, 3, 4, 7, 9, 14, 15, 17, 18, 20]",,3,123,1.0,10,,0,,,10,ordinary,7,full_coverage_and_all_discovered_cleared,,117,3206.974763,,,True,0.022793458017986268
23,0,True,,,,,,uniform__smooth__124,uniform__smooth,12,,12,12,140,,,,,,0.1875070000000001,12,,,,,,,,0,,6.35419855825603e-05,,,,,,126,peer_layout9_proxy,[],20200.926726709895,,,,,0,,0.0,,,,403.43211225,"[1, 2, 3, 5, 6, 7, 13, 14, 16, 18, 19, 20]",,3,124,,,,,,,12,ordinary,9,full_coverage_and_all_discovered_cleared,,111,4841.185347,,,,0.1876648340257816
5,0,True,0,0,0,0,0,uniform__smooth__124,uniform__smooth,6,,13,12,141,1.0,,,,,0.021090000000000053,12,,6,7,False,,,,0,,8.104095468297601e-05,,19,0,,,126,area_return1_7,[],9977.041336299655,,,,,0,37.42207831998071,0.0,6,,,233.700689,"[1, 2, 3, 5, 6, 7, 13, 14, 16, 18, 19, 20]",,3,124,,13,,0,,,12,ordinary,7,full_coverage_and_all_discovered_cleared,,116,2804.408268,,,True,0.021180457959417254
5,0,True,0,0,0,0,0,uniform__smooth__124,uniform__smooth,6,8,13,12,133,1.0,,,base,0,0.02134700000000045,12,,6,7,False,,False,,0,0,0.000183124968316406,,19,0,,,118,range_area7,[],9977.041336299655,,,,,0,37.42207831998071,0.0,6,,,229.700689,"[1, 2, 3, 5, 6, 7, 13, 14, 16, 18, 19, 20]",,3,124,1.0,13,,0,,,12,ordinary,7,full_coverage_and_all_discovered_cleared,,108,2756.408268,,,True,0.021347958012484014
8,0,True,0,0,0,0,0,uniform__smooth__124,uniform__smooth,7,5,15,12,133,1.0,,,locked,19,0.024962000000000373,12,cached_distance_prefix_sum,5,8,False,,True,,0,0,8.02499707788229e-05,,0,0,,,116,fast_locked_area7,[],10951.512594376085,,,,,0,57.26578316833999,0.0,7,,,245.27520991666665,"[1, 2, 3, 5, 6, 7, 13, 14, 16, 18, 19, 20]",,3,124,1.0,11,,0,,,12,ordinary,7,full_coverage_and_all_discovered_cleared,,104,2943.302519,,,True,0.024981125025078654
19,0,True,,,,,,uniform__smooth__125,uniform__smooth,11,,11,11,151,,,,,,0.15588200000000008,11,,,,,,,,0,,6.566697265952826e-05,,,,,,138,peer_layout9_proxy,[],17360.47852230287,,,,,0,,0.0,,,,394.9177910909091,"[1, 2, 5, 6, 8, 10, 11, 12, 15, 16, 19]",,3,125,,,,,,,11,ordinary,9,full_coverage_and_all_discovered_cleared,,127,4344.095702,,,,0.15625575004378334
4,0,True,0,0,0,0,0,uniform__smooth__125,uniform__smooth,4,,11,11,149,1.0,,,,,0.019757000000000247,11,,7,7,False,,,,0,,7.337500574067235e-05,,18,0,,,136,area_return1_7,[],11101.757269069387,,,,,0,21.94129557908596,0.0,4,,,280.1228596363636,"[1, 2, 5, 6, 8, 10, 11, 12, 15, 16, 19]",,3,125,,19,,0,,,11,ordinary,7,full_coverage_and_all_discovered_cleared,,126,3081.351456,,,True,0.019795875006821007
4,0,True,0,0,0,0,0,uniform__smooth__125,uniform__smooth,4,0,11,11,149,1.0,,,base,0,0.019858999999999405,11,,7,7,False,,False,,0,0,7.345899939537048e-05,,18,0,,,136,range_area7,[],11101.757269069387,,,,,0,21.94129557908596,0.0,4,,,280.1228596363636,"[1, 2, 5, 6, 8, 10, 11, 12, 15, 16, 19]",,3,125,1.0,19,,0,,,11,ordinary,7,full_coverage_and_all_discovered_cleared,,126,3081.351456,,,True,0.019866749993525445
4,0,True,0,0,0,0,0,uniform__smooth__125,uniform__smooth,4,0,11,11,149,1.0,,,locked,18,0.01995699999999978,11,cached_distance_prefix_sum,7,7,False,,True,,0,0,7.937499321997166e-05,,0,0,,,136,fast_locked_area7,[],11101.757269069387,,,,,0,21.94129557908596,0.0,4,,,280.1228596363636,"[1, 2, 5, 6, 8, 10, 11, 12, 15, 16, 19]",,3,125,1.0,19,,0,,,11,ordinary,7,full_coverage_and_all_discovered_cleared,,126,3081.351456,,,True,0.019993541995063424
24,0,True,,,,,,uniform__smooth__126,uniform__smooth,14,,14,14,137,,,,,,0.19317600000000024,14,,,,,,,,0,,7.116701453924179e-05,,,,,,121,peer_layout9_proxy,[],22409.589137592906,,,,,0,,0.0,,,,375.8512735714286,"[2, 3, 4, 6, 8, 11, 12, 14, 15, 16, 17, 18, 19, 20]",,3,126,,,,,,,14,ordinary,9,full_coverage_and_all_discovered_cleared,,105,5261.91783,,,,0.19335304200649261
11,0,True,0,0,0,0,0,uniform__smooth__126,uniform__smooth,13,,16,14,138,1.0,,,,,0.02862799999999943,14,,1,3,False,,,,0,,7.016601739451289e-05,,21,0,,,120,area_return1_7,[],14320.179576426472,,,,,0,95.91425497396177,0.0,13,,,260.8597083571429,"[2, 3, 4, 6, 8, 11, 12, 14, 15, 16, 17, 18, 19, 20]",,3,126,,17,,1,,,14,ordinary,7,full_coverage_and_all_discovered_cleared,,112,3652.035917,,,True,0.028649457963183522
11,0,True,0,0,0,0,0,uniform__smooth__126,uniform__smooth,13,3,16,14,135,1.0,,,base,0,0.028512000000000093,14,,1,3,False,,False,,0,0,7.204199209809303e-05,,21,0,,,117,range_area7,[],14320.179576426472,,,,,0,95.91425497396177,0.0,13,,,259.57399407142856,"[2, 3, 4, 6, 8, 11, 12, 14, 15, 16, 17, 18, 19, 20]",,3,126,1.0,17,,1,,,14,ordinary,7,full_coverage_and_all_discovered_cleared,,109,3634.035917,,,True,0.02851858298527077
7,0,True,0,0,0,0,0,uniform__smooth__126,uniform__smooth,8,3,15,14,133,1.0,,,locked,21,0.027029999999999887,14,cached_distance_prefix_sum,6,7,False,,True,,0,0,7.750000804662704e-05,,0,0,,,116,fast_locked_area7,[],13424.241587273184,,,,,0,70.99357066168714,0.0,8,,,245.84630850000002,"[2, 3, 4, 6, 8, 11, 12, 14, 15, 16, 17, 18, 19, 20]",,3,126,1.0,12,,3,,,14,ordinary,7,full_coverage_and_all_discovered_cleared,,104,3441.848319,,,True,0.027048874995671213
20,0,True,,,,,,uniform__adversarial-positive__117,uniform__adversarial-positive,11,,11,11,138,,,,,,0.1562619999999999,11,,,,,,,,0,,6.88750296831131e-05,,,,,,125,peer_layout9_proxy,[],16889.44684683026,,,,,0,,0.0,,,,378.9899427272727,"[2, 6, 7, 9, 10, 12, 13, 15, 18, 19, 20]",,3,117,,,,,,,11,ordinary,9,full_coverage_and_all_discovered_cleared,,111,4168.88937,,,,0.15633174998220056
9,0,True,0,0,0,0,0,uniform__adversarial-positive__117,uniform__adversarial-positive,10,,15,11,146,1.0,,,,,0.023888000000000353,11,,1,5,False,,,,0,,5.8542005717754364e-05,,18,0,,,129,area_return1_7,[],11272.46201821642,,,,,0,100.43511213313973,0.0,10,,,280.68112736363634,"[2, 6, 7, 9, 10, 12, 13, 15, 18, 19, 20]",,3,117,,20,,6,,,11,ordinary,7,full_coverage_and_all_discovered_cleared,,121,3087.492401,,,True,0.02391395898303017
9,0,True,0,0,0,0,0,uniform__adversarial-positive__117,uniform__adversarial-positive,10,0,15,11,146,1.0,,,base,0,0.023786000000000307,11,,1,5,False,,False,,0,0,7.270800415426493e-05,,18,0,,,129,range_area7,[],11272.46201821642,,,,,0,100.43511213313973,0.0,10,,,280.68112736363634,"[2, 6, 7, 9, 10, 12, 13, 15, 18, 19, 20]",,3,117,1.0,20,,6,,,11,ordinary,7,full_coverage_and_all_discovered_cleared,,121,3087.492401,,,True,0.023830417019780725
9,0,True,0,0,0,0,0,uniform__adversarial-positive__117,uniform__adversarial-positive,10,0,15,11,146,1.0,,,locked,18,0.024022999999999683,11,cached_distance_prefix_sum,1,5,False,,True,,0,0,7.170799653977156e-05,,0,0,,,129,fast_locked_area7,[],11272.46201821642,,,,,0,100.43511213313973,0.0,10,,,280.68112736363634,"[2, 6, 7, 9, 10, 12, 13, 15, 18, 19, 20]",,3,117,1.0,20,,6,,,11,ordinary,7,full_coverage_and_all_discovered_cleared,,121,3087.492401,,,True,0.024022832978516817
24,0,True,,,,,,uniform__adversarial-positive__118,uniform__adversarial-positive,15,,15,15,137,,,,,,0.19275399999999987,15,,,,,,,,0,,6.562500493600965e-05,,,,,,120,peer_layout9_proxy,[],19039.609269061275,,,,,0,,0.0,,,,305.99479026666666,"[1, 4, 5, 6, 7, 8, 10, 12, 13, 14, 15, 16, 17, 19, 20]",,3,118,,,,,,,15,ordinary,9,full_coverage_and_all_discovered_cleared,,107,4589.921854,,,,0.19286466599442065
9,0,True,0,0,0,0,0,uniform__adversarial-positive__118,uniform__adversarial-positive,12,,18,15,146,1.0,,,,,0.03314400000000006,15,,3,6,False,,,,0,,6.554200081154704e-05,,22,0,,,126,area_return1_7,[],13219.815989165287,,,,,0,95.56522595893662,0.0,12,,,231.6642132,"[1, 4, 5, 6, 7, 8, 10, 12, 13, 14, 15, 16, 17, 19, 20]",,3,118,,20,,10,,,15,ordinary,7,full_coverage_and_all_discovered_cleared,,117,3474.963198,,,True,0.033147415961138904
9,0,True,0,0,0,0,0,uniform__adversarial-positive__118,uniform__adversarial-positive,12,11,18,15,135,1.0,,,base,0,0.03249800000000036,15,,3,6,False,,False,,0,0,7.133296458050609e-05,,22,0,,,115,range_area7,[],13219.815989165287,,,,,0,95.56522595893662,0.0,12,,,227.2642132,"[1, 4, 5, 6, 7, 8, 10, 12, 13, 14, 15, 16, 17, 19, 20]",,3,118,1.0,20,,10,,,15,ordinary,7,full_coverage_and_all_discovered_cleared,,106,3408.963198,,,True,0.032544457993935794
9,0,True,0,0,0,0,0,uniform__adversarial-positive__118,uniform__adversarial-positive,11,0,17,15,129,1.0,,,locked,22,0.03000399999999992,15,cached_distance_prefix_sum,4,6,False,,True,,0,0,7.391703547909856e-05,,0,0,,,110,fast_locked_area7,[],12910.771387504828,,,,,0,81.5409560945925,0.0,11,,,221.2769518,"[1, 4, 5, 6, 7, 8, 10, 12, 13, 14, 15, 16, 17, 19, 20]",,3,118,1.0,15,,7,,,15,ordinary,7,full_coverage_and_all_discovered_cleared,,106,3319.154277,,,True,0.030026375025045127
19,0,True,,,,,,uniform__adversarial-positive__119,uniform__adversarial-positive,12,,12,12,145,,,,,,0.1559519999999992,12,,,,,,,,0,,6.824999582022429e-05,,,,,,131,peer_layout9_proxy,[],18042.73362947921,,,,,0,,0.0,,,,370.37889375000003,"[2, 3, 4, 5, 6, 7, 10, 11, 14, 16, 18, 19]",,3,119,,,,,,,12,ordinary,9,full_coverage_and_all_discovered_cleared,,121,4444.546725,,,,0.15602362505160272
8,0,True,0,0,0,0,0,uniform__adversarial-positive__119,uniform__adversarial-positive,8,,15,12,140,1.0,,,,,0.02256299999999989,12,,4,7,False,,,,0,,6.795901572331786e-05,,19,0,,,123,area_return1_7,[],12661.278832897526,,,,,0,61.146475448195076,0.0,8,,,277.604647,"[2, 3, 4, 5, 6, 7, 10, 11, 14, 16, 18, 19]",,3,119,,15,,6,,,12,ordinary,7,full_coverage_and_all_discovered_cleared,,115,3331.255764,,,True,0.02257195900892839
8,0,True,0,0,0,0,0,uniform__adversarial-positive__119,uniform__adversarial-positive,8,2,15,12,138,1.0,,,base,0,0.02242699999999953,12,,4,7,False,,False,,0,0,7.020897464826703e-05,,19,0,,,121,range_area7,[],12661.278832897526,,,,,0,61.146475448195076,0.0,8,,,276.604647,"[2, 3, 4, 5, 6, 7, 10, 11, 14, 16, 18, 19]",,3,119,1.0,15,,6,,,12,ordinary,7,full_coverage_and_all_discovered_cleared,,113,3319.255764,,,True,0.02242983301403001
9,0,True,0,0,0,0,0,uniform__adversarial-positive__119,uniform__adversarial-positive,9,4,16,12,140,1.0,,,locked,19,0.023131000000000235,12,cached_distance_prefix_sum,3,7,False,,True,,0,0,7.01249809935689e-05,,0,0,,,122,fast_locked_area7,[],13820.387757031702,,,,,0,78.16937563115795,0.0,9,,,296.5897956666667,"[2, 3, 4, 5, 6, 7, 10, 11, 14, 16, 18, 19]",,3,119,1.0,11,,5,,,12,ordinary,7,full_coverage_and_all_discovered_cleared,,113,3559.077548,,,True,0.02314041694626212
26,0,True,,,,,,uniform__adversarial-positive__120,uniform__adversarial-positive,14,,14,14,138,,,,,,0.2153830000000001,14,,,,,,,,0,,6.812502397224307e-05,,,,,,122,peer_layout9_proxy,[],19861.091827778506,,,,,0,,0.0,,,,339.9441690714286,"[2, 3, 4, 5, 6, 7, 8, 10, 11, 13, 14, 15, 16, 17]",,3,120,,,,,,,14,ordinary,9,full_coverage_and_all_discovered_cleared,,107,4759.218367,,,,0.21560400002636015
10,0,True,0,0,0,0,0,uniform__adversarial-positive__120,uniform__adversarial-positive,8,,18,14,140,1.0,,,,,0.02629599999999943,14,,6,10,False,,,,0,,6.17500045336783e-05,,21,0,,,120,area_return1_7,[],13332.100124718401,,,,,0,65.80522772254199,0.0,8,,,247.31571614285713,"[2, 3, 4, 5, 6, 7, 8, 10, 11, 13, 14, 15, 16, 17]",,3,120,,15,,6,,,14,ordinary,7,full_coverage_and_all_discovered_cleared,,114,3462.420026,,,True,0.02629475004505366
