active_measurements,active_no_signal,all_cleared,bracket_cut_inconsistencies,bracket_measurements,bracket_optical_success,bracket_optical_trials,bracket_pair_cuts,case_id,category,certified_clears,certified_range_scan_skips,clear_calls,cleared,commands,completion_proxy_weight,configured_angle_schedule,configured_probe_angle_deg,coupled_dispatch_model,coupled_route_plans,cpu_s,discovered_channels,dispatch_implementation,early_optical_success,early_optical_trials,expanded_sensing_candidates,failure,fixed_scan_order,forced_continuations,inconsistent_updates,inferred_negative_memory_updates,initialization_s,interrupted_channels,joint_route_solves,known_upper_bound_skips,maximum_source_primary_rf,maximum_source_rounds,measurements,method,missed_channels,move_m,negative_history_limit,negative_hull_inconsistent_cuts,negative_hull_updates,negative_shadow_cuts,optical_fallback_calls,optical_local_move_saved_m,optical_max_cover_radius,optical_position_adjustments,outer_priority_used,packet_fallbacks,per_source_s,policy_cleared_channels,probe_angle_cap_deg,problem,seed,service_entry_weight,shared_known_measurements,shared_negative_cooldown_skips,skipped_precise_measurements,source_interruptions,source_packets,sources,split,stations_visited,stop_reason,success_history_limit,switches,total_virtual_s,transverse_target_m,transverse_width_rule,uniform_area_ranking_prior,wall_s
14,3,True,0,14,4,6,0,uniform__adversarial-negative__126,uniform__adversarial-negative,10,19,16,14,304,,bounded_transverse_width,,arc,47,0.04106200000000371,14,cached_distance_prefix_sum,0,0,,,False,0,0,19,0.00014133297372609377,5,0,0,3,2,286,fast_arc05_width015,[],21138.88635924825,,,,,0,,0.0,,False,0,428.1983764285714,"[2, 3, 4, 6, 8, 11, 12, 14, 15, 16, 17, 18, 19, 20]",30.0,4,126,0.5,10,4,2,5,25,14,ordinary,22,full_coverage_and_all_discovered_cleared,,261,5994.77727,40.0,constant,,0.04107645800104365
14,3,True,0,14,1,3,0,uniform__adversarial-negative__126,uniform__adversarial-negative,13,32,16,14,294,,bounded_transverse_width,,locked,47,0.042544999999996946,14,cached_distance_prefix_sum,0,0,,,True,0,0,32,0.00012679200153797865,2,0,0,4,3,276,fast_locked_width015,[],22512.990914454174,,,,,0,,0.0,,False,0,443.39987,"[2, 3, 4, 6, 8, 11, 12, 14, 15, 16, 17, 18, 19, 20]",30.0,4,126,1.0,22,0,13,2,25,14,ordinary,22,full_coverage_and_all_discovered_cleared,,249,6207.59818,40.0,constant,,0.0425640830071643
14,3,True,0,14,4,6,0,uniform__adversarial-negative__126,uniform__adversarial-negative,10,19,16,14,304,,bounded_transverse_width,,arc,47,0.047494999999997844,14,cached_distance_prefix_sum,0,0,,,False,0,0,19,0.00013495900202542543,5,0,0,3,2,286,fast_negative_arc05_width015,[],21138.88635924825,12,0,0,0,0,,0.0,,False,0,428.1983764285714,"[2, 3, 4, 6, 8, 11, 12, 14, 15, 16, 17, 18, 19, 20]",30.0,4,126,0.5,10,4,2,5,25,14,ordinary,22,full_coverage_and_all_discovered_cleared,3,261,5994.77727,40.0,constant,,0.047547291964292526
26,2,True,0,26,1,3,1,uniform__adversarial-spatial__117,uniform__adversarial-spatial,10,,13,11,372,,,,,,0.043706000000000245,11,,0,0,,,,0,0,,0.00013037503231316805,2,58,0,9,8,357,packet_center22,[],22570.314839119957,,,,,0,,0.0,,False,0,607.6420877272727,"[2, 6, 7, 9, 10, 12, 13, 15, 18, 19, 20]",,4,117,,13,13,36,2,36,11,ordinary,22,full_coverage_and_all_discovered_cleared,,324,6684.062965,,,,0.04372800001874566
9,0,True,0,9,2,3,0,uniform__adversarial-spatial__117,uniform__adversarial-spatial,9,,12,11,345,,bounded_transverse_width,,,,0.032986999999998545,11,,0,0,,,,0,0,,0.0001485419925302267,2,42,0,3,3,331,width40_f015_22,[],22002.27116491687,,,,,0,,0.0,,False,0,583.8594755454545,"[2, 6, 7, 9, 10, 12, 13, 15, 18, 19, 20]",30.0,4,117,,13,3,45,2,20,11,ordinary,22,full_coverage_and_all_discovered_cleared,,309,6422.454231,40.0,constant,,0.03299704095115885
9,0,True,0,9,2,3,0,uniform__adversarial-spatial__117,uniform__adversarial-spatial,9,27,12,11,318,,bounded_transverse_width,,base,0,0.033152999999998656,11,,0,0,,,False,0,0,27,0.00019416603026911616,2,42,0,3,3,304,range_width015,[],22002.27116491687,,,,,0,,0.0,,False,0,569.1322028181818,"[2, 6, 7, 9, 10, 12, 13, 15, 18, 19, 20]",30.0,4,117,1.0,13,3,45,2,20,11,ordinary,22,full_coverage_and_all_discovered_cleared,,282,6260.454231,40.0,constant,,0.03318604204105213
18,4,True,0,18,1,4,2,uniform__adversarial-spatial__117,uniform__adversarial-spatial,10,14,14,11,322,,bounded_transverse_width,,arc,49,0.03814799999999963,11,cached_distance_prefix_sum,0,0,,,False,0,0,14,0.00013475003652274609,1,0,0,4,3,306,fast_arc05_width015,[],22934.64895883236,,,,,0,,0.0,,False,0,587.0845263636364,"[2, 6, 7, 9, 10, 12, 13, 15, 18, 19, 20]",30.0,4,117,0.5,3,6,10,1,27,11,ordinary,22,full_coverage_and_all_discovered_cleared,,277,6457.92979,40.0,constant,,0.03820166696095839
17,5,True,0,17,2,3,1,uniform__adversarial-spatial__117,uniform__adversarial-spatial,9,15,12,11,334,,bounded_transverse_width,,locked,46,0.030661999999999523,11,cached_distance_prefix_sum,0,0,,,True,0,0,15,0.00014700001338496804,4,0,0,4,3,320,fast_locked_width015,[],24097.024715904503,,,,,0,,0.0,,False,0,615.4004491818182,"[2, 6, 7, 9, 10, 12, 13, 15, 18, 19, 20]",30.0,4,117,1.0,9,6,12,4,24,11,ordinary,22,full_coverage_and_all_discovered_cleared,,292,6769.404941,40.0,constant,,0.03067733399802819
18,4,True,0,18,1,4,2,uniform__adversarial-spatial__117,uniform__adversarial-spatial,10,14,14,11,322,,bounded_transverse_width,,arc,49,0.04202500000000242,11,cached_distance_prefix_sum,0,0,,,False,0,0,14,0.00013720797142013907,1,0,0,4,3,306,fast_negative_arc05_width015,[],22934.64895883236,12,0,0,0,0,,0.0,,False,0,587.0845263636364,"[2, 6, 7, 9, 10, 12, 13, 15, 18, 19, 20]",30.0,4,117,0.5,3,6,10,1,27,11,ordinary,22,full_coverage_and_all_discovered_cleared,3,277,6457.92979,40.0,constant,,0.04203908401541412
25,2,True,0,25,1,4,1,uniform__adversarial-spatial__118,uniform__adversarial-spatial,14,,18,15,328,,,,,,0.04863199999999779,15,,0,0,,,,0,0,,0.00014058302622288465,2,61,0,9,8,308,packet_center22,[],25114.694175577177,,,,,0,,0.0,,False,0,461.3959223333333,"[1, 4, 5, 6, 7, 8, 10, 12, 13, 14, 15, 16, 17, 19, 20]",,4,118,,24,21,33,2,39,15,ordinary,22,full_coverage_and_all_discovered_cleared,,274,6920.938835,,,,0.04864804202225059
13,1,True,0,13,1,2,0,uniform__adversarial-spatial__118,uniform__adversarial-spatial,14,,16,15,311,,bounded_transverse_width,,,,0.04001500000000391,15,,0,0,,,,0,0,,0.00013320898870006204,1,49,0,3,3,293,width40_f015_22,[],24566.387386631803,,,,,0,,0.0,,False,0,448.4851650666667,"[1, 4, 5, 6, 7, 8, 10, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,118,,22,9,33,1,27,15,ordinary,22,full_coverage_and_all_discovered_cleared,,271,6727.277476,40.0,constant,,0.04006112500792369
13,1,True,0,13,1,2,0,uniform__adversarial-spatial__118,uniform__adversarial-spatial,14,27,16,15,284,,bounded_transverse_width,,base,0,0.04033699999999385,15,,0,0,,,False,0,0,27,0.000137166993226856,1,49,0,3,3,266,range_width015,[],24566.387386631803,,,,,0,,0.0,,False,0,437.6851650666667,"[1, 4, 5, 6, 7, 8, 10, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,118,1.0,22,9,33,1,27,15,ordinary,22,full_coverage_and_all_discovered_cleared,,244,6565.277476,40.0,constant,,0.04039008298423141
14,1,True,0,14,1,2,0,uniform__adversarial-spatial__118,uniform__adversarial-spatial,14,31,16,15,265,,bounded_transverse_width,,arc,50,0.05157700000000176,15,cached_distance_prefix_sum,0,0,,,False,0,0,31,0.00014783296501263976,7,0,0,3,3,247,fast_arc05_width015,[],21871.46647215629,,,,,0,,0.0,,False,0,394.35288599999996,"[1, 4, 5, 6, 7, 8, 10, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,118,0.5,12,2,37,7,28,15,ordinary,22,full_coverage_and_all_discovered_cleared,,228,5915.29329,40.0,constant,,0.05159591598203406
7,0,True,0,7,0,1,0,uniform__adversarial-spatial__118,uniform__adversarial-spatial,15,41,16,15,261,,bounded_transverse_width,,locked,44,0.04278899999999908,15,cached_distance_prefix_sum,0,0,,,True,0,0,41,0.00012024998432025313,5,0,0,2,2,243,fast_locked_width015,[],20938.25334501056,,,,,0,,0.0,,False,0,380.3100444666667,"[1, 4, 5, 6, 7, 8, 10, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,118,1.0,15,0,32,5,22,15,ordinary,22,full_coverage_and_all_discovered_cleared,,224,5704.650667,40.0,constant,,0.04284533398458734
14,1,True,0,14,1,2,0,uniform__adversarial-spatial__118,uniform__adversarial-spatial,14,31,16,15,265,,bounded_transverse_width,,arc,50,0.05713999999999686,15,cached_distance_prefix_sum,0,0,,,False,0,0,31,0.0001302080345340073,7,0,0,3,3,247,fast_negative_arc05_width015,[],21871.46647215629,12,0,0,0,0,,0.0,,False,0,394.35288599999996,"[1, 4, 5, 6, 7, 8, 10, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,118,0.5,12,2,37,7,28,15,ordinary,22,full_coverage_and_all_discovered_cleared,3,228,5915.29329,40.0,constant,,0.057175416965037584
17,4,True,0,17,1,6,2,uniform__adversarial-spatial__119,uniform__adversarial-spatial,11,,17,12,372,,,,,,0.03653200000000112,12,,0,0,,,,0,0,,0.00016704201698303223,2,49,0,5,5,353,packet_center22,[],22331.010870852704,,,,,0,,0.0,,False,0,552.9335143333334,"[2, 3, 4, 5, 6, 7, 10, 11, 14, 16, 18, 19]",,4,119,,16,9,11,2,27,12,ordinary,22,full_coverage_and_all_discovered_cleared,,329,6635.202172,,,,0.03660420799860731
6,1,True,0,6,2,3,0,uniform__adversarial-spatial__119,uniform__adversarial-spatial,10,,13,12,355,,bounded_transverse_width,,,,0.03230800000000045,12,,0,0,,,,0,0,,0.00016837497241795063,2,39,0,3,2,340,width40_f015_22,[],22776.627696908105,,,,,0,,0.0,,False,0,553.1937947499999,"[2, 3, 4, 5, 6, 7, 10, 11, 14, 16, 18, 19]",30.0,4,119,,13,3,32,2,17,12,ordinary,22,full_coverage_and_all_discovered_cleared,,320,6638.325537,40.0,constant,,0.03238995897118002
6,1,True,0,6,2,3,0,uniform__adversarial-spatial__119,uniform__adversarial-spatial,10,36,13,12,319,,bounded_transverse_width,,base,0,0.031981000000001814,12,,0,0,,,False,0,0,36,0.00016783300088718534,2,39,0,3,2,304,range_width015,[],22776.627696908105,,,,,0,,0.0,,False,0,535.1937947499999,"[2, 3, 4, 5, 6, 7, 10, 11, 14, 16, 18, 19]",30.0,4,119,1.0,13,3,32,2,17,12,ordinary,22,full_coverage_and_all_discovered_cleared,,284,6422.325537,40.0,constant,,0.03199829097138718
26,6,True,0,26,0,4,1,uniform__adversarial-spatial__119,uniform__adversarial-spatial,12,16,16,12,323,,bounded_transverse_width,,arc,55,0.04508000000000578,12,cached_distance_prefix_sum,0,0,,,False,0,0,16,0.00013466697419062257,4,0,0,4,3,305,fast_arc05_width015,[],24046.31346340883,,,,,0,,0.0,,False,0,557.4385574166666,"[2, 3, 4, 5, 6, 7, 10, 11, 14, 16, 18, 19]",30.0,4,119,0.5,20,20,21,4,33,12,ordinary,22,full_coverage_and_all_discovered_cleared,,283,6689.262689,40.0,constant,,0.04508591699413955
17,4,True,0,17,0,2,2,uniform__adversarial-spatial__119,uniform__adversarial-spatial,12,23,14,12,327,,bounded_transverse_width,,locked,49,0.036183000000001186,12,cached_distance_prefix_sum,0,0,,,True,0,0,23,0.00015420897398144007,2,0,0,5,3,311,fast_locked_width015,[],22628.391737002872,,,,,0,,0.0,,False,0,536.4731955833333,"[2, 3, 4, 5, 6, 7, 10, 11, 14, 16, 18, 19]",30.0,4,119,1.0,24,11,1,2,27,12,ordinary,22,full_coverage_and_all_discovered_cleared,,291,6437.678347,40.0,constant,,0.036207083030603826
26,6,True,0,26,0,4,1,uniform__adversarial-spatial__119,uniform__adversarial-spatial,12,16,16,12,323,,bounded_transverse_width,,arc,55,0.04999699999999763,12,cached_distance_prefix_sum,0,0,,,False,0,0,16,0.00013912504073232412,4,0,0,4,3,305,fast_negative_arc05_width015,[],24046.31346340883,12,0,0,0,0,,0.0,,False,0,557.4385574166666,"[2, 3, 4, 5, 6, 7, 10, 11, 14, 16, 18, 19]",30.0,4,119,0.5,20,20,21,4,33,12,ordinary,22,full_coverage_and_all_discovered_cleared,3,283,6689.262689,40.0,constant,,0.05004170897882432
10,0,True,0,10,2,6,0,uniform__adversarial-spatial__120,uniform__adversarial-spatial,12,,18,14,265,,,,,,0.040247999999998285,14,,0,0,,,,0,0,,0.0001594159984961152,1,46,0,4,4,245,packet_center22,[],22456.459283753073,,,,,0,,0.0,,False,0,429.94941800000004,"[2, 3, 4, 5, 6, 7, 8, 10, 11, 13, 14, 15, 16, 17]",,4,120,,16,0,28,1,24,14,ordinary,22,full_coverage_and_all_discovered_cleared,,221,6019.291852,,,,0.04028016602387652
7,2,True,0,7,1,1,0,uniform__adversarial-spatial__120,uniform__adversarial-spatial,13,,14,14,293,,bounded_transverse_width,,,,0.03511400000000009,14,,0,0,,,,0,0,,0.00010841700714081526,1,41,0,2,2,277,width40_f015_22,[],20409.149396524623,,,,,0,,0.0,,False,0,413.8449912142857,"[2, 3, 4, 5, 6, 7, 8, 10, 11, 13, 14, 15, 16, 17]",30.0,4,120,,20,2,24,1,19,14,ordinary,22,full_coverage_and_all_discovered_cleared,,257,5793.829877,40.0,constant,,0.03513574996031821
7,2,True,0,7,1,1,0,uniform__adversarial-spatial__120,uniform__adversarial-spatial,13,35,14,14,258,,bounded_transverse_width,,base,0,0.034596000000000515,14,,0,0,,,False,0,0,35,0.00012733304174616933,1,41,0,2,2,242,range_width015,[],20409.149396524623,,,,,0,,0.0,,False,0,398.8449912142857,"[2, 3, 4, 5, 6, 7, 8, 10, 11, 13, 14, 15, 16, 17]",30.0,4,120,1.0,20,2,24,1,19,14,ordinary,22,full_coverage_and_all_discovered_cleared,,222,5583.829877,40.0,constant,,0.03461600001901388
10,2,True,0,10,0,1,1,uniform__adversarial-spatial__120,uniform__adversarial-spatial,14,3,15,14,236,,bounded_transverse_width,,arc,45,0.04302200000000056,14,cached_distance_prefix_sum,0,0,,,False,0,0,3,0.0001152500044554472,3,0,0,3,2,219,fast_arc05_width015,[],21865.406205520194,,,,,0,,0.0,,False,0,409.7915168571429,"[2, 3, 4, 5, 6, 7, 8, 10, 11, 13, 14, 15, 16, 17]",30.0,4,120,0.5,14,1,4,3,23,14,ordinary,22,full_coverage_and_all_discovered_cleared,,196,5737.081236,40.0,constant,,0.0430529160075821
9,1,True,0,9,0,1,0,uniform__adversarial-spatial__120,uniform__adversarial-spatial,14,26,15,14,250,,bounded_transverse_width,,locked,44,0.04427599999999643,14,cached_distance_prefix_sum,0,0,,,True,0,0,26,0.00011666602222248912,4,0,0,2,2,233,fast_locked_width015,[],21901.609980866822,,,,,0,,0.0,,False,0,416.3087137142857,"[2, 3, 4, 5, 6, 7, 8, 10, 11, 13, 14, 15, 16, 17]",30.0,4,120,1.0,25,2,39,4,22,14,ordinary,22,full_coverage_and_all_discovered_cleared,,210,5828.321992,40.0,constant,,0.04431287501938641
10,2,True,0,10,0,1,1,uniform__adversarial-spatial__120,uniform__adversarial-spatial,14,3,15,14,236,,bounded_transverse_width,,arc,45,0.04630300000000176,14,cached_distance_prefix_sum,0,0,,,False,0,0,3,0.0001356659922748804,3,0,0,3,2,219,fast_negative_arc05_width015,[],21865.406205520194,12,0,0,0,0,,0.0,,False,0,409.7915168571429,"[2, 3, 4, 5, 6, 7, 8, 10, 11, 13, 14, 15, 16, 17]",30.0,4,120,0.5,14,1,4,3,23,14,ordinary,22,full_coverage_and_all_discovered_cleared,3,196,5737.081236,40.0,constant,,0.046325249946676195
23,0,True,0,23,0,3,0,uniform__adversarial-spatial__121,uniform__adversarial-spatial,10,,13,10,369,,,,,,0.044149999999994805,10,,0,0,,,,0,0,,0.00013745902106165886,1,54,0,10,10,354,packet_center22,[],21349.538378632973,,,,,0,,0.0,,False,1,642.6907674,"[3, 5, 6, 7, 11, 13, 16, 17, 19, 20]",,4,121,,16,11,16,2,32,10,ordinary,22,full_coverage_and_all_discovered_cleared,,328,6426.907674,,,,0.04421983298379928
7,0,True,0,7,0,3,0,uniform__adversarial-spatial__121,uniform__adversarial-spatial,10,,13,10,352,,bounded_transverse_width,,,,0.03176200000000051,10,,0,0,,,,0,0,,0.00015508400974795222,1,39,0,2,2,337,width40_f015_22,[],21509.39610536705,,,,,0,,0.0,,False,0,636.1879216,"[3, 5, 6, 7, 11, 13, 16, 17, 19, 20]",30.0,4,121,,9,1,15,1,17,10,ordinary,22,full_coverage_and_all_discovered_cleared,,316,6361.879216,40.0,constant,,0.03179637499852106
7,0,True,0,7,0,3,0,uniform__adversarial-spatial__121,uniform__adversarial-spatial,10,22,13,10,330,,bounded_transverse_width,,base,0,0.03131799999999885,10,,0,0,,,False,0,0,22,0.00014108297182247043,1,39,0,2,2,315,range_width015,[],21509.39610536705,,,,,0,,0.0,,False,0,623.0879216000001,"[3, 5, 6, 7, 11, 13, 16, 17, 19, 20]",30.0,4,121,1.0,9,1,15,1,17,10,ordinary,22,full_coverage_and_all_discovered_cleared,,295,6230.879216,40.0,constant,,0.03132170799653977
13,1,True,0,13,1,4,0,uniform__adversarial-spatial__121,uniform__adversarial-spatial,9,30,13,10,316,,bounded_transverse_width,,arc,44,0.03766800000000359,10,cached_distance_prefix_sum,0,0,,,False,0,0,30,0.00012762495316565037,2,0,0,3,3,301,fast_arc05_width015,[],21875.28304442063,,,,,0,,0.0,,False,0,621.8056607000001,"[3, 5, 6, 7, 11, 13, 16, 17, 19, 20]",30.0,4,121,0.5,9,2,3,3,22,10,ordinary,22,full_coverage_and_all_discovered_cleared,,279,6218.056607,40.0,constant,,0.0376784999971278
8,1,True,0,8,1,3,0,uniform__adversarial-spatial__121,uniform__adversarial-spatial,9,29,12,10,310,,bounded_transverse_width,,locked,39,0.03094700000000472,10,cached_distance_prefix_sum,0,0,,,True,0,0,29,0.00013583299005404115,2,0,0,2,2,296,fast_locked_width015,[],22070.2569906442,,,,,0,,0.0,,False,0,622.6051396,"[3, 5, 6, 7, 11, 13, 16, 17, 19, 20]",30.0,4,121,1.0,6,0,10,2,17,10,ordinary,22,full_coverage_and_all_discovered_cleared,,276,6226.051396,40.0,constant,,0.0309919590363279
13,1,True,0,13,1,4,0,uniform__adversarial-spatial__121,uniform__adversarial-spatial,9,30,13,10,316,,bounded_transverse_width,,arc,44,0.04280700000000337,10,cached_distance_prefix_sum,0,0,,,False,0,0,30,0.00012970803072676063,2,0,0,3,3,301,fast_negative_arc05_width015,[],21875.28304442063,12,0,0,0,0,,0.0,,False,0,621.8056607000001,"[3, 5, 6, 7, 11, 13, 16, 17, 19, 20]",30.0,4,121,0.5,9,2,3,3,22,10,ordinary,22,full_coverage_and_all_discovered_cleared,3,279,6218.056607,40.0,constant,,0.04283358302200213
20,6,True,0,20,2,5,3,uniform__adversarial-spatial__122,uniform__adversarial-spatial,12,,17,14,305,,,,,,0.045870000000000744,14,,0,0,,,,0,0,,0.0001497910125181079,2,53,0,7,5,286,packet_center22,[],24184.492997439647,,,,,0,,0.0,,False,0,471.77847121428573,"[2, 3, 4, 5, 7, 8, 10, 11, 12, 14, 16, 17, 18, 19]",,4,122,,28,16,19,2,31,14,ordinary,22,full_coverage_and_all_discovered_cleared,,259,6604.898597,,,,0.04587491700658575
11,2,True,0,11,3,5,1,uniform__adversarial-spatial__122,uniform__adversarial-spatial,11,,16,14,295,,bounded_transverse_width,,,,0.04154700000000133,14,,0,0,,,,0,0,,0.00012399995466694236,2,46,0,3,2,277,width40_f015_22,[],23446.09700023418,,,,,0,,0.0,,False,0,457.5156712142857,"[2, 3, 4, 5, 7, 8, 10, 11, 12, 14, 16, 17, 18, 19]",30.0,4,122,,18,6,6,2,24,14,ordinary,22,full_coverage_and_all_discovered_cleared,,255,6405.219397,40.0,constant,,0.041591875022277236
11,2,True,0,11,3,5,1,uniform__adversarial-spatial__122,uniform__adversarial-spatial,11,19,16,14,276,,bounded_transverse_width,,base,0,0.041271000000001834,14,,0,0,,,False,0,0,19,0.000134292000439018,2,46,0,3,2,258,range_width015,[],23446.09700023418,,,,,0,,0.0,,False,0,449.37281407142854,"[2, 3, 4, 5, 7, 8, 10, 11, 12, 14, 16, 17, 18, 19]",30.0,4,122,1.0,18,6,6,2,24,14,ordinary,22,full_coverage_and_all_discovered_cleared,,236,6291.219397,40.0,constant,,0.04129683302016929
12,2,True,0,12,0,0,0,uniform__adversarial-spatial__122,uniform__adversarial-spatial,14,8,14,14,255,,bounded_transverse_width,,arc,46,0.03875399999999729,14,cached_distance_prefix_sum,0,0,,,False,0,0,8,0.00011683302000164986,4,0,0,3,2,239,fast_arc05_width015,[],22707.23284691769,,,,,0,,0.0,,False,0,430.24618314285715,"[2, 3, 4, 5, 7, 8, 10, 11, 12, 14, 16, 17, 18, 19]",30.0,4,122,0.5,12,3,52,4,24,14,ordinary,22,full_coverage_and_all_discovered_cleared,,217,6023.446564,40.0,constant,,0.03877008298877627
14,3,True,0,14,1,4,0,uniform__adversarial-spatial__122,uniform__adversarial-spatial,13,39,17,14,261,,bounded_transverse_width,,locked,47,0.0421309999999977,14,cached_distance_prefix_sum,0,0,,,True,0,0,39,0.00011045800056308508,2,0,0,4,3,242,fast_locked_width015,[],24137.32272772288,,,,,0,,0.0,,False,0,452.53318157142854,"[2, 3, 4, 5, 7, 8, 10, 11, 12, 14, 16, 17, 18, 19]",30.0,4,122,1.0,23,2,23,2,25,14,ordinary,22,full_coverage_and_all_discovered_cleared,,219,6335.464542,40.0,constant,,0.042147208005189896
12,2,True,0,12,0,0,0,uniform__adversarial-spatial__122,uniform__adversarial-spatial,14,8,14,14,255,,bounded_transverse_width,,arc,46,0.042474999999996044,14,cached_distance_prefix_sum,0,0,,,False,0,0,8,0.00011912500485777855,4,0,0,3,2,239,fast_negative_arc05_width015,[],22707.23284691769,12,0,0,0,0,,0.0,,False,0,430.24618314285715,"[2, 3, 4, 5, 7, 8, 10, 11, 12, 14, 16, 17, 18, 19]",30.0,4,122,0.5,12,3,52,4,24,14,ordinary,22,full_coverage_and_all_discovered_cleared,3,217,6023.446564,40.0,constant,,0.04254020797088742
25,6,True,0,25,0,4,3,uniform__adversarial-spatial__123,uniform__adversarial-spatial,10,,14,10,355,,,,,,0.03814599999999757,10,,0,0,,,,0,0,,0.00013129203580319881,2,54,0,6,5,339,packet_center22,[],22589.608898440947,,,,,0,,0.0,,False,0,658.2921775,"[1, 3, 4, 7, 9, 14, 15, 17, 18, 20]",,4,123,,13,12,7,2,32,10,ordinary,22,full_coverage_and_all_discovered_cleared,,308,6582.921775,,,,0.03816241695312783
17,4,True,0,17,0,3,1,uniform__adversarial-spatial__123,uniform__adversarial-spatial,10,,13,10,343,,bounded_transverse_width,,,,0.03307999999999822,10,,0,0,,,,0,0,,0.0001413749996572733,2,46,0,4,3,328,width40_f015_22,[],22569.40330464204,,,,,0,,0.0,,False,0,651.8880658,"[1, 3, 4, 7, 9, 14, 15, 17, 18, 20]",30.0,4,123,,9,9,6,2,24,10,ordinary,22,full_coverage_and_all_discovered_cleared,,306,6518.880658,40.0,constant,,0.033079540997277945
17,4,True,0,17,0,3,1,uniform__adversarial-spatial__123,uniform__adversarial-spatial,10,17,13,10,326,,bounded_transverse_width,,base,0,0.032872999999995045,10,,0,0,,,False,0,0,17,0.0001329589867964387,2,46,0,4,3,311,range_width015,[],22569.40330464204,,,,,0,,0.0,,False,0,641.7880658,"[1, 3, 4, 7, 9, 14, 15, 17, 18, 20]",30.0,4,123,1.0,9,9,6,2,24,10,ordinary,22,full_coverage_and_all_discovered_cleared,,290,6417.880658,40.0,constant,,0.032879750011488795
14,6,True,0,14,0,1,3,uniform__adversarial-spatial__123,uniform__adversarial-spatial,10,2,11,10,320,,bounded_transverse_width,,arc,43,0.03333000000000652,10,cached_distance_prefix_sum,0,0,,,False,0,0,2,0.0001383750350214541,6,0,0,4,3,307,fast_arc05_width015,[],22195.395528737088,,,,,0,,0.0,,False,0,631.0079106000001,"[1, 3, 4, 7, 9, 14, 15, 17, 18, 20]",30.0,4,123,0.5,6,0,9,6,21,10,ordinary,22,full_coverage_and_all_discovered_cleared,,283,6310.079106,40.0,constant,,0.0333917909883894
11,3,True,0,11,1,4,0,uniform__adversarial-spatial__123,uniform__adversarial-spatial,9,23,13,10,327,,bounded_transverse_width,,locked,40,0.03125899999999859,10,cached_distance_prefix_sum,0,0,,,True,0,0,23,0.0001330839586444199,3,0,0,3,2,312,fast_locked_width015,[],23478.99129410288,,,,,0,,0.0,,False,0,660.3798256,"[1, 3, 4, 7, 9, 14, 15, 17, 18, 20]",30.0,4,123,1.0,9,3,29,3,18,10,ordinary,22,full_coverage_and_all_discovered_cleared,,289,6603.798256,40.0,constant,,0.031282208976335824
14,6,True,0,14,0,1,3,uniform__adversarial-spatial__123,uniform__adversarial-spatial,10,2,11,10,320,,bounded_transverse_width,,arc,43,0.038458999999996024,10,cached_distance_prefix_sum,0,0,,,False,0,0,2,0.00017037498764693737,6,0,0,4,3,307,fast_negative_arc05_width015,[],22195.395528737088,12,0,0,0,0,,0.0,,False,0,631.0079106000001,"[1, 3, 4, 7, 9, 14, 15, 17, 18, 20]",30.0,4,123,0.5,6,0,9,6,21,10,ordinary,22,full_coverage_and_all_discovered_cleared,3,283,6310.079106,40.0,constant,,0.03853258298477158
16,7,True,0,16,0,2,3,uniform__adversarial-spatial__124,uniform__adversarial-spatial,12,,14,12,358,,,,,,0.03819899999999876,12,,0,0,,,,0,0,,0.0001594159984961152,4,46,0,5,5,342,packet_center22,[],23191.181031970424,,,,,0,,0.0,,False,0,560.9363501666667,"[1, 2, 3, 5, 6, 7, 13, 14, 16, 18, 19, 20]",,4,124,,12,6,19,4,24,12,ordinary,22,full_coverage_and_all_discovered_cleared,,317,6731.236202,,,,0.038223416020628065
12,2,True,0,12,0,2,0,uniform__adversarial-spatial__124,uniform__adversarial-spatial,12,,14,12,350,,bounded_transverse_width,,,,0.03768800000000283,12,,0,0,,,,0,0,,0.00013983296230435371,1,44,0,3,3,334,width40_f015_22,[],23235.997229924902,,,,,0,,0.0,,False,0,557.9332870833333,"[1, 2, 3, 5, 6, 7, 13, 14, 16, 18, 19, 20]",30.0,4,124,,8,9,18,1,22,12,ordinary,22,full_coverage_and_all_discovered_cleared,,312,6695.199445,40.0,constant,,0.03773920796811581
12,2,True,0,12,0,2,0,uniform__adversarial-spatial__124,uniform__adversarial-spatial,12,27,14,12,323,,bounded_transverse_width,,base,0,0.0373520000000056,12,,0,0,,,False,0,0,27,0.00014879100490361452,1,44,0,3,3,307,range_width015,[],23235.997229924902,,,,,0,,0.0,,False,0,544.59995375,"[1, 2, 3, 5, 6, 7, 13, 14, 16, 18, 19, 20]",30.0,4,124,1.0,8,9,18,1,22,12,ordinary,22,full_coverage_and_all_discovered_cleared,,287,6535.199445,40.0,constant,,0.03738516703015193
